id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/16/value,qualifier/17/value
2493905479,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-29T19:00:18.768Z,2022-12-29T19:53:51Z,3959644117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959644107,59,"1, 26, 3, 22, 5, 6, 25, 8, 18, 17, 16, 2, 7, 9, 11, 13, 19, 29",3959644105,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3959644111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3959644103,30,"1sw0ywyl0cgn97mu65tnzv0t1, 7fvj3ev8ov0cnalck9x48z3kl, 5bkjye9thnohmdgzwsrsy1n9, 40wbrqny2ekenyy37ver8dyol, dbvkpe7bc9clualadtx9rf1uc, 4uywqjm0i2ik5cwhulbmzxi39, 3a96rdsu1qqtsmiaae10vbyi2, 5j5rrfad842t1nebfc4lwmket, 99uiqjteov3qby19bs8kozill, 90bk4lcfnlqtvwlttwybhs4wl, s2phyy6eoysnxu96rw2ivnx1, f5zei3x0mg1i5q3soziuy579, bbrx2s4fcp7uplly4hpbt3xed, am0ggkrw8rzw5shdvaceyr3kl, 7yqdri2a1wz80jfzbcyfc904p, corxqfn0yjgdo7vdctaraxv8q, dbev6jhnro87n6ghueorfz27d, cxfq8o3k68x1acwci3wx812w9",3959644109,130,8,3959644115,197,16168,3959644113,194,5bkjye9thnohmdgzwsrsy1n9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493905501,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-12-29T19:00:36.278Z,2022-12-29T19:00:36Z,3959644295,59,"1, 21, 3, 4, 5, 6, 19, 20, 16, 9, 10, 2, 7, 8, 11, 17, 25, 48",3959644305,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959644293,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3959644303,197,16120,3959644299,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3959644291,30,"247o80ri7od76lxfrkmccz2ay, 4cyf8fcefkz6433g76okyd65m, 5a86e1pl8b7ibmrkz3h6gs1yh, 2q6bsyszm27v5uvs30j5ty311, oe0lbxtc4qftnd886dzfm385, wuidadmmyp6xcztp1lxdxg4p, ady374prjuht3fs9va8n303jd, ab9z3kubalp5l33vbi4a8n0iy, 4xxoasz03erxlyonu2t8y5fqh, 9w0nk2mz77jqc62v4gv1h0vkl, alhqwxs7t2pxxxuztmvy1ibpx, 3z9ioxbv8oeyqrbw5k8e3dec5, 9llmzvk9nw1kwy73o8z9f8usp, 5udpap0himq2ggsw4f0o5hqdx, 6rzq8xkkst4hgbh2ysj52gwyx, 4lz9m2nwif7tql9hqsv2u7vft, 82h98ebusz83rox95oi9kafh1, f3owhetogu9m6da54ip5q1mhg",3959644301,194,oe0lbxtc4qftnd886dzfm385,3959644297,130,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914545,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-29T19:48:41.842Z,2022-12-29T19:48:45Z,3959695639,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914541,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-12-29T19:48:41.842Z,2022-12-31T12:14:51Z,3959695617,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914579,3,1,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,50.1,49.9,2022-12-29T19:48:41.863Z,2022-12-31T12:23:36Z,3959695825,56,Back,3959695829,141,54.2,3959695839,279,S,3959695831,212,18.6,3961831205,178,,3959695835,213,3.0,3959695827,140,32.6,,,,s2phyy6eoysnxu96rw2ivnx1,S. Kaikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914637,4,1,1,0,2,jv3jh5m5t7qy5t37vwwmnj16,1,25,57.6,2022-12-29T19:48:44.840Z,2022-12-31T12:23:39Z,3959696157,56,Back,3959696161,141,90.5,3959696163,212,22.8,3959696165,213,1.4,3961831215,178,,3959696159,140,29.0,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914681,5,1,1,0,6,jv3jh5m5t7qy5t37vwwmnj16,0,30.6,93.2,2022-12-29T19:48:47.923Z,2022-12-31T12:23:41Z,3961831241,178,,3959696397,1,,3959696387,56,Right,3959696385,196,,3959696383,155,,3959696391,141,15.5,3959696389,140,69.1,3959696393,212,66.5,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,3959696395,213,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914727,3,1,1,0,9,5g1fnexeromjl0lvnxp8hpnhi,0,29.1,79,2022-12-29T19:48:50.956Z,2022-12-31T12:23:43Z,3961831247,388,,3959696659,56,Back,3959696673,212,14.1,3959696675,213,0.3,3959696661,140,41.8,3959696657,3,,3959696671,141,85.7,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914799,6,1,1,0,12,jv3jh5m5t7qy5t37vwwmnj16,0,51.1,8.6,2022-12-29T19:48:54.451Z,2022-12-31T12:23:47Z,3959697065,1,,3959697063,213,0.3,3959697061,212,19.0,3959697057,140,68.2,3959697055,56,Right,3961831265,178,,3959697053,157,,3959697059,141,17.7,5j5rrfad842t1nebfc4lwmket,C. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914833,4,1,1,0,15,5g1fnexeromjl0lvnxp8hpnhi,0,25.4,76.3,2022-12-29T19:48:57.108Z,2022-12-31T12:23:51Z,3959697217,212,16.8,3959697211,56,Back,3959697219,213,6.1,3961831291,178,,3959697213,140,41.2,3959697215,141,72.3,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
