id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/18/value
2488724363,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-12-03T11:45:23.464Z,2022-12-05T12:49:43Z,3932137183,59,"1, 12, 17, 8, 3, 6, 18, 4, 9, 10, 7, 11, 15, 16, 23, 33, 38, 40",3932137191,197,4925,3932137181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3932137193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932137185,130,2,3932137179,30,"2xd9g0s3888o99iq0eb5j6ead, 8thtb5uqqv63f880cwhpc5zv9, 85vh43wsin67z2dj0iod12fop, bwu80wn3lca4x2txuelku0a21, ebsspe8jslej9a253w4xpf55h, 69lg8jmug501h6biol5itk02y, 6kxph7ulzz58v8tm3aaomy1ka, 8y3obwxpwckjfl7hkrrg97sgl, a64e8yqggr7fmtdlyr9v80yxh, f2d0i9t2qeyppfqrdv6xzc3px, ddc712ebtmrrpvj4shekecus5, e2sj7bhk2s9du1bs1vza1b4k5, h4x8lz5ou8esdao80mvls9yi, e01znd47zh4hk0g8jx67wzl9m, bf7ph89zhr5y6rtct5k9bvqc4, 6kz7c7i4wzph7qlzi9nzt266t, 1la1hsnuheliwojwmcbxroy96, aypf5do87tss7sx4ffphw7d62",3932137189,194,bwu80wn3lca4x2txuelku0a21,3932137187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488724405,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2022-12-03T11:45:28.206Z,2022-12-03T12:37:48Z,3932137439,30,"24g3kj5853y2af5ncqhwlfbp, 4mg6kr1jernr98unfp5p8shqt, 3fjobcho19bkofw9h042i2v9x, 3hq7q7p30s923cbbvw1070lp1, c211o2dh2p85auu0008zjxgix, cyrr9517kjkt2l5tuqe966zth, 2gf1wld07zyiuvq7iikfrvoid, ekbsso6hq913ss7jerbusyled, 7f87a26gzayk0bfzbm42huuw9, mpzi06x1j85ahwkrbsa20kmi, 1szy525fae134zxfbt7vyw991, 9r7ngbyjgfukassxtl07wnn55, 997jc41apd3dtrwgx79mu67e1, btey8i9vnkak8ww7diqnb8lat, 76tis9hdvmec3jcvgnsf6cdex, 94opm6ljk3l7yqa2rzwq2gw6h, 4c56c2zanbiv8q28f54i5rp3p, dwbbiqw9923azm3rpg2m8aqj9",3932137447,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3932137449,194,ekbsso6hq913ss7jerbusyled,3932137443,59,"31, 6, 18, 33, 34, 2, 4, 10, 17, 45, 24, 3, 7, 13, 15, 19, 25, 32",3932137453,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932137451,197,16163,3932137441,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3932137445,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741895,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-12-03T12:32:10.986Z,2022-12-05T18:13:47Z,3932231509,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741889,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2022-12-03T12:32:10.986Z,2022-12-03T12:32:11Z,3932231495,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741917,3,1,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,49.9,49.6,2022-12-03T12:32:11.019Z,2022-12-06T05:33:07Z,3932231603,279,S,3932231597,141,56.6,3935712083,178,,3932231601,213,2.8,3932231599,212,13.7,3932231593,56,Back,3932231595,140,37.7,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741939,4,1,1,0,2,1musyruv2ufjrjnj6gvdbr8kt,0,41.2,57.2,2022-12-03T12:32:13.092Z,2022-12-06T05:33:11Z,3932231713,212,30.4,3932231707,56,Back,3932231709,140,42.3,3932231711,141,100.0,3932231715,213,1.5,3935712115,178,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742043,3,5,1,0,4,3ptd7zlc5isrongig0wij2id4,1,59.8,-1.9,2022-12-03T12:32:15.749Z,2022-12-06T05:33:15Z,3932232205,233,5,3932232177,347,,3932232175,56,Right,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741943,5,5,1,0,4,1musyruv2ufjrjnj6gvdbr8kt,0,40.2,101.9,2022-12-03T12:32:15.749Z,2022-12-06T05:33:16Z,3932232219,233,3,3932231725,56,Back,3932231727,347,,,,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742073,4,1,1,0,11,3ptd7zlc5isrongig0wij2id4,1,61.9,0,2022-12-03T12:32:22.146Z,2022-12-06T05:33:20Z,3932232317,212,14.1,3932232315,141,18.6,3932232311,56,Right,3932232321,213,1.4,3932232309,107,,3932232313,140,63.8,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742101,5,1,1,0,13,3ptd7zlc5isrongig0wij2id4,1,63.2,18,2022-12-03T12:32:24.421Z,2022-12-06T05:33:28Z,3932232501,56,Right,3932232505,140,61.6,3932232511,213,4.5,3935712237,178,,3932232509,212,8.2,3932232507,141,6.2,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
