id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/10/value,keyPass,qualifier/15/value,assist,qualifier/18/value
2501229779,6,44,1,0,10,69t8imcdaqlgfbds2p58596my,1,57.1,81.5,2023-01-28T12:32:27.143Z,2023-01-31T05:03:57Z,3998135209,286,,3998135207,56,Left,3998135211,233,5,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229759,5,44,1,0,10,2ezfenuwk3y65p8jdbj55xqt0,0,42.9,18.5,2023-01-28T12:32:27.144Z,2023-01-30T23:50:59Z,3998135107,285,,3998135105,56,Back,3998135219,233,6,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229787,7,1,1,0,10,69t8imcdaqlgfbds2p58596my,0,55.6,77.9,2023-01-28T12:32:27.217Z,2023-01-31T05:03:57Z,3998135233,140,65.1,3998135229,3,,4004914407,388,,3998135231,56,Center,3998135239,213,6.2,3998135237,212,10.0,3998135235,141,76.6,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229791,6,44,1,0,12,2ezfenuwk3y65p8jdbj55xqt0,1,34.8,23.1,2023-01-28T12:32:28.848Z,2023-01-31T05:03:58Z,3998135305,233,8,3998135251,56,Back,3998135253,285,,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229793,8,44,1,0,12,69t8imcdaqlgfbds2p58596my,0,65.2,76.9,2023-01-28T12:32:28.849Z,2023-01-30T23:51:08Z,3998135269,286,,3998135347,233,6,3998135267,56,Center,,,,,,,,,,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229801,7,1,1,0,12,2ezfenuwk3y65p8jdbj55xqt0,0,34.8,22.8,2023-01-28T12:32:28.985Z,2023-01-31T05:03:58Z,3998135293,212,5.2,3998135283,56,Back,4004914415,388,,3998135281,3,,3998135289,141,16.4,3998135285,140,37.5,3998135295,213,5.3,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229851,9,1,1,0,13,69t8imcdaqlgfbds2p58596my,0,59.2,75.9,2023-01-28T12:32:30.462Z,2023-01-30T23:51:15Z,4004914419,178,,3998135513,212,12.4,3998135509,140,62.8,3998135511,141,93.3,3998135507,56,Left,3998135515,213,1.3,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229823,8,8,1,0,14,2ezfenuwk3y65p8jdbj55xqt0,1,36.7,12,2023-01-28T12:32:30.998Z,2023-01-30T23:51:22Z,4004208909,385,,3998135363,56,Back,4004914425,178,,,,,,,,,,,,,,,,,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229845,9,5,1,0,16,2ezfenuwk3y65p8jdbj55xqt0,0,42,-1.2,2023-01-28T12:32:33.627Z,2023-01-30T23:51:25Z,3998135475,56,Back,3998135477,347,,3998135841,233,10,,,,,,,,,,,,,,,,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229905,10,5,1,0,16,69t8imcdaqlgfbds2p58596my,1,58,101.2,2023-01-28T12:32:33.627Z,2023-01-30T23:51:25Z,3998135821,233,9,3998135805,347,,3998135803,56,Left,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229931,11,1,1,0,19,69t8imcdaqlgfbds2p58596my,1,56.6,100,2023-01-28T12:32:36.582Z,2023-01-30T23:51:29Z,3998135935,56,Back,3998135937,140,35.8,3998135945,1,,3998135939,141,92.1,3998135943,213,3.4,3998135933,107,,3998135941,212,22.7,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229977,12,1,1,0,25,69t8imcdaqlgfbds2p58596my,1,33.8,91.2,2023-01-28T12:32:42.086Z,2023-01-30T23:51:34Z,3998136193,141,69.0,3998136191,140,29.5,4004914445,178,,3998136189,56,Back,3998136195,212,15.8,3998136197,213,4.4,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229989,13,1,1,0,30,69t8imcdaqlgfbds2p58596my,0,27.9,63.4,2023-01-28T12:32:47.039Z,2023-01-30T23:51:38Z,3998136279,212,43.6,4004914453,178,,3998136283,1,,3998136275,140,61.1,3998136277,141,100.0,3998136281,213,0.6,3998136273,56,Left,3998136271,155,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230003,10,5,1,0,34,2ezfenuwk3y65p8jdbj55xqt0,1,36.6,-2,2023-01-28T12:32:51.110Z,2023-01-30T23:51:41Z,3998136347,347,,3998136345,56,Back,3998136349,233,14,,,,,,,,,,,,,,,,cvxq0jdcg97tafit6s7s447v9,M. Bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501229993,14,5,1,0,34,69t8imcdaqlgfbds2p58596my,0,63.4,102,2023-01-28T12:32:51.110Z,2023-01-30T23:51:41Z,3998136353,233,10,3998136301,347,,3998136299,56,Left,,,,,,,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230285,11,1,1,1,1,2ezfenuwk3y65p8jdbj55xqt0,1,33.9,0,2023-01-28T12:33:18.130Z,2023-01-30T23:51:45Z,3998137699,107,,3998137703,140,37.0,3998137701,56,Back,3998137709,213,1.0,3998137705,141,6.1,3998137707,212,6.4,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230299,12,1,1,1,2,2ezfenuwk3y65p8jdbj55xqt0,0,36.4,4.3,2023-01-28T12:33:18.998Z,2023-01-30T23:51:48Z,3998137751,141,3.7,3998137747,56,Right,3998137745,155,,3998137753,212,20.9,4004914467,178,,3998137749,140,56.3,3998137755,213,6.3,,,,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230325,15,1,1,1,3,69t8imcdaqlgfbds2p58596my,0,39.8,91.5,2023-01-28T12:33:20.267Z,2023-01-30T23:51:53Z,3998137865,3,,3998137867,56,Left,3998137869,140,60.6,3998137875,213,0.0,3998137873,212,21.9,4004914479,178,,3998137871,141,92.7,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230363,13,1,1,1,5,2ezfenuwk3y65p8jdbj55xqt0,0,37.2,8.2,2023-01-28T12:33:22.108Z,2023-01-30T23:51:59Z,3998138067,140,61.3,3998138065,56,Right,3998138069,141,6.2,3998138073,213,6.2,4004914495,178,,3998138063,3,,3998138071,212,25.3,,,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230393,18,44,1,1,7,69t8imcdaqlgfbds2p58596my,1,37.4,97.8,2023-01-28T12:33:24.210Z,2023-01-31T05:03:58Z,3998138221,56,Back,3998138223,285,,3998138227,233,14,,,,,,,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230373,14,44,1,1,7,2ezfenuwk3y65p8jdbj55xqt0,0,62.6,2.2,2023-01-28T12:33:24.211Z,2023-01-30T23:52:03Z,3998138129,56,Right,3998138269,233,18,3998138131,286,,,,,,,,,,,,,,,,,cvxq0jdcg97tafit6s7s447v9,M. Bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230371,16,12,1,1,7,69t8imcdaqlgfbds2p58596my,1,32.5,91.1,2023-01-28T12:33:24.270Z,2023-01-31T05:03:59Z,4004209465,167,,3998138119,141,100.0,4004914547,388,,3998138115,56,Back,3998138117,140,36.2,3998138123,213,1.1,4004209463,15,,3998138121,212,8.2,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230447,15,5,1,1,9,2ezfenuwk3y65p8jdbj55xqt0,1,62.1,-1.6,2023-01-28T12:33:26.263Z,2023-01-30T23:52:08Z,3998138489,56,Right,3998138517,233,17,3998138491,347,,,,,,,,,,,,,,,,,cvxq0jdcg97tafit6s7s447v9,M. Bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230375,17,5,1,1,9,69t8imcdaqlgfbds2p58596my,0,37.9,101.6,2023-01-28T12:33:26.263Z,2023-01-30T23:52:09Z,3998138135,347,,3998138133,56,Back,3998138533,233,15,,,,,,,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230461,16,1,1,1,16,2ezfenuwk3y65p8jdbj55xqt0,1,60.4,0,2023-01-28T12:33:32.909Z,2023-01-30T23:52:22Z,3998138575,140,66.6,3998138577,141,2.5,3998138581,213,0.4,3998138579,212,7.0,3998138571,107,,3998138573,56,Right,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230507,17,1,1,1,17,2ezfenuwk3y65p8jdbj55xqt0,1,66.6,2.6,2023-01-28T12:33:34.672Z,2023-01-30T23:52:26Z,3998138821,56,Right,3998138823,140,58.7,3998138827,212,8.4,3998138825,141,4.4,3998138831,213,3.0,4004914605,178,,,,,,,,cvxq0jdcg97tafit6s7s447v9,M. Bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230541,18,1,1,1,19,2ezfenuwk3y65p8jdbj55xqt0,1,57,5,2023-01-28T12:33:36.320Z,2023-01-30T23:52:30Z,3998138999,56,Back,3998139003,140,36.5,3998139007,212,22.0,4004914627,178,,3998139005,141,11.7,3998139009,213,2.9,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230591,19,1,1,1,22,2ezfenuwk3y65p8jdbj55xqt0,1,36,13.1,2023-01-28T12:33:39.403Z,2023-01-30T23:52:35Z,3998139249,213,2.5,4004914649,178,,3998139245,141,38.6,3998139247,212,29.3,3998139243,140,13.5,3998139241,56,Back,,,,,,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230663,20,1,1,1,28,2ezfenuwk3y65p8jdbj55xqt0,0,14,41.3,2023-01-28T12:33:45.647Z,2023-01-30T23:52:39Z,3998139573,1,,3998139559,155,,3998139571,213,5.8,3998139563,56,Right,3998139565,140,66.5,4004914665,178,,3998139567,141,0.0,3998139569,212,62.5,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230767,19,5,1,1,33,69t8imcdaqlgfbds2p58596my,1,36.2,101.8,2023-01-28T12:33:50.209Z,2023-01-30T23:52:41Z,3998139989,233,21,3998139983,347,,3998139981,56,Back,,,,,,,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230667,21,5,1,1,33,2ezfenuwk3y65p8jdbj55xqt0,0,63.8,-1.8,2023-01-28T12:33:50.209Z,2023-01-30T23:52:41Z,3998140031,233,19,3998139579,347,,3998139577,56,Right,,,,,,,,,,,,,,,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230817,20,1,1,1,40,69t8imcdaqlgfbds2p58596my,1,38.9,100,2023-01-28T12:33:57.123Z,2023-01-30T23:52:42Z,3998140169,213,3.5,3998140167,212,22.2,3998140165,141,90.3,3998140163,140,19.1,3998140159,107,,3998140171,1,,4004209767,189,,3998140161,56,Back,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230887,21,1,1,1,45,69t8imcdaqlgfbds2p58596my,1,20.8,89,2023-01-28T12:34:01.875Z,2023-01-30T23:52:48Z,3998140521,140,24.1,3998140523,141,66.4,4004914701,178,,3998140525,212,15.8,3998140527,213,4.9,3998140519,56,Back,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230927,22,1,1,1,50,69t8imcdaqlgfbds2p58596my,1,26.8,51.3,2023-01-28T12:34:07.639Z,2023-01-30T23:52:52Z,3998140695,212,20.6,3998140697,213,4.8,3998140685,140,28.9,4004914711,178,,3998140679,56,Back,3998140693,141,21.2,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501230991,23,1,1,1,53,69t8imcdaqlgfbds2p58596my,1,28.9,21.2,2023-01-28T12:34:10.363Z,2023-01-30T23:52:55Z,3998140911,56,Back,4004914725,178,,3998140913,140,21.1,3998140917,212,18.7,3998140915,141,46.0,3998140919,213,2.0,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231031,24,1,1,1,58,69t8imcdaqlgfbds2p58596my,0,32.7,48.4,2023-01-28T12:34:14.899Z,2023-01-30T23:52:58Z,3998141117,141,100.0,3998141115,140,68.6,3998141119,212,52.3,3998141111,155,,3998141121,213,0.8,3998141123,1,,3998141113,56,Left,4004914737,178,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231067,22,5,1,2,3,2ezfenuwk3y65p8jdbj55xqt0,1,29.9,-1.8,2023-01-28T12:34:20.433Z,2023-01-30T23:53:04Z,3998141259,56,Back,3998141279,233,25,3998141261,347,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231035,25,5,1,2,3,69t8imcdaqlgfbds2p58596my,0,70.1,101.8,2023-01-28T12:34:20.433Z,2023-01-30T23:53:04Z,3998141297,233,22,3998141127,347,,3998141125,56,Left,,,,,,,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231145,23,1,1,2,10,2ezfenuwk3y65p8jdbj55xqt0,1,28.4,0,2023-01-28T12:34:26.754Z,2023-01-30T23:53:05Z,3998141637,56,Back,4004210101,189,,3998141647,213,1.4,3998141645,212,7.7,3998141643,141,9.2,3998141633,107,,3998141641,140,29.5,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231169,24,1,1,2,11,2ezfenuwk3y65p8jdbj55xqt0,1,29.5,9.2,2023-01-28T12:34:27.837Z,2023-01-30T23:53:06Z,3998141761,56,Back,3998141763,140,26.5,4004210121,189,,3998141767,212,5.2,3998141765,141,3.1,4004914767,178,,3998141769,213,4.1,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231175,25,1,1,2,12,2ezfenuwk3y65p8jdbj55xqt0,0,26.5,3.1,2023-01-28T12:34:28.860Z,2023-01-30T23:53:18Z,3998141813,233,26,3998141797,56,Back,3998141795,155,,3998141811,236,,3998141805,213,0.2,3998141799,140,28.9,3998141803,212,2.6,4004914817,178,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,3998141817,286,3998141801,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231155,26,74,1,2,12,69t8imcdaqlgfbds2p58596my,1,64.6,95.6,2023-01-28T12:34:28.940Z,2023-01-30T23:53:24Z,3998141827,233,25,4004914841,178,,3998141683,285,,3998141681,56,Left,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231241,26,5,1,2,14,2ezfenuwk3y65p8jdbj55xqt0,1,31.9,-1.8,2023-01-28T12:34:31.341Z,2023-01-30T23:53:27Z,3998142111,233,27,3998142107,56,Back,3998142109,347,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231179,27,5,1,2,14,69t8imcdaqlgfbds2p58596my,0,68.1,101.8,2023-01-28T12:34:31.341Z,2023-01-30T23:53:28Z,3998141807,56,Left,3998141809,347,,3998142121,233,26,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501231367,27,1,1,2,26,2ezfenuwk3y65p8jdbj55xqt0,1,35,0,2023-01-28T12:34:43.336Z,2023-01-30T23:53:47Z,3998142679,213,0.2,3998142675,141,4.4,3998142669,107,,3998142681,1,,3998142677,212,24.6,3998142673,140,58.1,3998142671,56,Right,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
