id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/17/value
2531727109,6,1,1,0,22,5g1fnexeromjl0lvnxp8hpnhi,0,37.2,69.7,2023-04-10T14:00:41.671Z,2023-04-12T18:08:51Z,4180140523,140,33.6,4184816541,178,,4180140519,56,Back,4180140525,141,73.5,4180140535,213,2.5,4180140531,212,4.6,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727091,9,49,1,0,24,b3vbyitzi3nrw9ehj1eoko219,1,65.9,31.3,2023-04-10T14:00:44.248Z,2023-04-12T18:08:54Z,,,,,,,,,,,,,,,,,,,,,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727127,10,13,1,0,27,b3vbyitzi3nrw9ehj1eoko219,1,80.9,27.9,2023-04-10T14:00:47.465Z,2023-04-12T18:09:00Z,4180141619,215,,4180141621,230,98.0,4180141615,102,42.7,4180141087,20,,4180141623,231,48.4,4180162815,458,,4180140645,22,,4180140653,56,Center,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,4184816845,178,4180141617,103,16.7,4180141607,84,4180140649,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727211,8,5,1,0,29,5g1fnexeromjl0lvnxp8hpnhi,1,-1.2,66.9,2023-04-10T14:00:48.729Z,2023-04-12T18:09:08Z,4180141037,233,11,4180141031,346,,4180141029,56,Back,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727189,11,5,1,0,29,b3vbyitzi3nrw9ehj1eoko219,0,101.2,33.1,2023-04-10T14:00:48.729Z,2023-04-12T18:09:08Z,4180140923,346,,4180140921,56,Center,4180141065,233,8,,,,,,,,,,,,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727151,7,43,1,0,32,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-04-10T14:00:51.680Z,2023-04-10T14:00:55Z,4180140763,94,0,4180140977,144,10,4180140765,56,Back,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727555,9,1,1,0,59,5g1fnexeromjl0lvnxp8hpnhi,1,5,63,2023-04-10T14:01:18.879Z,2023-04-12T18:09:12Z,4180142661,124,,4180142665,56,Right,4180142677,1,,4180142663,155,,4180142673,212,70.9,4180142667,140,62.5,4180142671,141,8.2,4180142681,74,,82h98ebusz83rox95oi9kafh1,C. Burton,4180142675,213,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727583,10,1,1,1,3,5g1fnexeromjl0lvnxp8hpnhi,1,62.5,8.2,2023-04-10T14:01:22.667Z,2023-04-12T18:09:18Z,4182971959,168,,4180142823,212,13.1,4180142825,213,0.6,4180142819,140,72.7,4184817287,178,,4180142821,141,19.2,4180142817,56,Right,,,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727649,11,3,1,1,4,5g1fnexeromjl0lvnxp8hpnhi,1,71.6,15.5,2023-04-10T14:01:23.643Z,2023-04-12T18:09:29Z,4184817483,178,,4180143227,233,12,4180143179,286,,4180143177,56,Right,4182972147,464,,,,,,,,,,,38tea2leeefxjnkk8g2orjyll,T. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727573,12,45,1,1,4,b3vbyitzi3nrw9ehj1eoko219,0,28.4,84.5,2023-04-10T14:01:23.643Z,2023-04-12T18:09:29Z,4180143243,233,11,4180142767,56,Back,4180142769,285,,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727697,12,1,1,1,9,5g1fnexeromjl0lvnxp8hpnhi,0,92.2,16.2,2023-04-10T14:01:28.976Z,2023-04-12T18:09:34Z,4180143411,140,91.2,4182972599,20,,4180143415,212,39.3,4180143405,2,,4180143409,56,Center,4180143413,141,73.9,4180144931,345,,4180143419,1,,38tea2leeefxjnkk8g2orjyll,T. Wright,4184817617,178,4182972597,224,,4180143417,213,4180143407,155,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532608313,722,67,1,1,14,b3vbyitzi3nrw9ehj1eoko219,1,15.7,9.7,2023-04-10T14:01:34.187Z,2023-04-12T18:57:40Z,4184854851,233,935,,,,,,,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532608311,935,67,1,1,14,5g1fnexeromjl0lvnxp8hpnhi,0,84.3,90.3,2023-04-10T14:01:34.188Z,2023-04-12T18:34:08Z,4184854859,233,722,,,,,,,,,,,,,,,,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727803,13,61,1,1,14,b3vbyitzi3nrw9ehj1eoko219,1,15,9.7,2023-04-10T14:01:34.190Z,2023-04-12T18:57:40Z,4180143923,56,Back,4184817773,178,,,,,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727991,13,5,1,1,15,5g1fnexeromjl0lvnxp8hpnhi,1,81.4,101.6,2023-04-10T14:01:34.632Z,2023-04-12T18:09:47Z,4180144889,347,,4180144959,233,14,4180144887,56,Left,,,,,,,,,,,,,,,,38tea2leeefxjnkk8g2orjyll,T. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727817,14,5,1,1,15,b3vbyitzi3nrw9ehj1eoko219,0,18.6,-1.6,2023-04-10T14:01:34.632Z,2023-04-12T18:09:47Z,4180144975,233,13,4180143993,56,Back,4180143995,347,,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728115,14,1,1,1,25,5g1fnexeromjl0lvnxp8hpnhi,1,70.3,100,2023-04-10T14:01:45.254Z,2023-04-12T18:09:50Z,4180145455,140,57.2,4180145449,56,Left,4180145461,213,3.8,4180145457,141,86.5,4180145459,212,17.0,4180145445,107,,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728195,15,1,1,1,29,5g1fnexeromjl0lvnxp8hpnhi,1,60.4,86.9,2023-04-10T14:01:48.678Z,2023-04-12T18:09:54Z,4180145843,141,61.1,4180145847,213,3.9,4184818005,178,,4180145841,140,41.3,4180145845,212,26.6,4180145839,56,Back,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728243,16,1,1,1,32,5g1fnexeromjl0lvnxp8hpnhi,1,37.6,64.3,2023-04-10T14:01:51.876Z,2023-04-12T18:10:00Z,4180146055,213,4.5,4180146043,56,Back,4180146049,141,28.5,4184818163,178,,4180146045,140,33.0,4180146053,212,24.8,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728329,17,1,1,1,34,5g1fnexeromjl0lvnxp8hpnhi,1,33,28.5,2023-04-10T14:01:54.129Z,2023-04-12T18:10:04Z,4184818331,178,,4180146447,212,16.2,4180146451,213,5.6,4180146433,56,Back,4180146441,141,13.1,4180146437,140,44.8,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728355,18,1,1,1,36,5g1fnexeromjl0lvnxp8hpnhi,0,44.8,13.1,2023-04-10T14:01:55.907Z,2023-04-12T18:10:06Z,4184818421,178,,4180146589,56,Right,4180146591,140,65.9,4180146595,212,24.4,4180146593,141,0.0,4180146597,213,5.8,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728837,15,5,1,1,37,b3vbyitzi3nrw9ehj1eoko219,1,40.9,102,2023-04-10T14:01:57.488Z,2023-04-12T18:10:09Z,4180148859,347,,4180148949,233,19,4180148857,56,Back,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728363,19,5,1,1,37,5g1fnexeromjl0lvnxp8hpnhi,0,59.1,-2,2023-04-10T14:01:57.488Z,2023-04-12T18:10:09Z,4180146625,56,Right,4180146629,347,,4180148975,233,15,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728897,16,1,1,1,56,b3vbyitzi3nrw9ehj1eoko219,1,48.3,100,2023-04-10T14:02:15.689Z,2023-04-12T18:10:13Z,4180149147,140,59.5,4180149153,213,5.5,4180149145,56,Left,4180149143,107,,4180149151,212,16.8,4180149149,141,84.2,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728965,17,1,1,1,57,b3vbyitzi3nrw9ehj1eoko219,1,60.1,87.6,2023-04-10T14:02:17.362Z,2023-04-12T18:10:17Z,4184818791,178,,4180149465,212,8.9,4180149461,140,52.7,4180149463,141,94.0,4180149459,56,Left,4180149467,213,2.6,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531728977,18,1,1,1,59,b3vbyitzi3nrw9ehj1eoko219,0,55.3,94.4,2023-04-10T14:02:19.267Z,2023-04-12T18:10:21Z,4180149525,140,58.7,4180149521,56,Left,4180149537,213,6.2,4184818891,178,,4180149529,141,94.1,4180149533,212,3.6,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729013,20,61,1,1,59,5g1fnexeromjl0lvnxp8hpnhi,1,44.2,7.1,2023-04-10T14:02:19.372Z,2023-04-12T18:10:27Z,4184819135,178,,4180149713,56,Back,,,,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729085,21,1,1,2,1,5g1fnexeromjl0lvnxp8hpnhi,0,29.1,7.9,2023-04-10T14:02:21.211Z,2023-04-12T18:10:32Z,4180150037,157,,4180150053,1,,4184819267,178,,4180150045,140,68.1,4180150041,56,Right,4180150051,213,0.1,4180150049,212,41.0,4180150047,141,11.6,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729143,19,1,1,2,4,b3vbyitzi3nrw9ehj1eoko219,0,25.6,87.2,2023-04-10T14:02:24.233Z,2023-04-12T18:10:47Z,4180150327,212,6.2,4180150323,140,30.6,4180150329,213,5.7,4184819791,178,,4180150321,56,Back,4180150325,141,82.4,4180150319,3,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729179,22,61,1,2,5,5g1fnexeromjl0lvnxp8hpnhi,1,61.8,25.8,2023-04-10T14:02:25.246Z,2023-04-12T18:10:56Z,4184820039,178,,4180150505,56,Center,4184820037,15,,,,,,,,,,,,,,,,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729223,20,49,1,2,9,b3vbyitzi3nrw9ehj1eoko219,1,34.2,69.4,2023-04-10T14:02:28.937Z,2023-04-12T18:11:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729277,21,1,1,2,9,b3vbyitzi3nrw9ehj1eoko219,1,34.2,69.4,2023-04-10T14:02:28.975Z,2023-04-12T18:11:09Z,4180150987,213,5.4,4180150979,56,Back,4180150983,141,49.6,4180150985,212,17.8,4184820543,178,,4180150981,140,45.3,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532608781,744,67,1,2,10,b3vbyitzi3nrw9ehj1eoko219,1,44.7,49.4,2023-04-10T14:02:29.800Z,2023-04-12T18:57:41Z,4184857373,233,953,,,,,,,,,,,,,,,,,,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532608779,953,67,1,2,10,5g1fnexeromjl0lvnxp8hpnhi,0,55.3,50.6,2023-04-10T14:02:29.801Z,2023-04-12T18:36:00Z,4184857387,233,744,,,,,,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729383,22,1,1,2,10,b3vbyitzi3nrw9ehj1eoko219,1,45.3,49.6,2023-04-10T14:02:29.825Z,2023-04-12T18:57:41Z,4180151501,56,Back,4180151505,141,50.4,4180151511,213,3.1,4180151507,212,13.9,4180151503,140,32.1,4184820787,178,,,,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729421,23,1,1,2,11,b3vbyitzi3nrw9ehj1eoko219,0,32.1,50.4,2023-04-10T14:02:31.045Z,2023-04-12T18:11:19Z,4180151703,140,71.2,4180151699,155,,4180151709,213,5.6,4180151707,212,54.4,4180151711,1,,4184820949,178,,4180151701,56,Right,4180151705,141,0.0,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729571,23,5,1,2,15,5g1fnexeromjl0lvnxp8hpnhi,1,30,102,2023-04-10T14:02:35.187Z,2023-04-12T18:11:21Z,4180152543,233,24,4180152463,347,,4180152461,56,Back,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729429,24,5,1,2,15,b3vbyitzi3nrw9ehj1eoko219,0,70,-2,2023-04-10T14:02:35.187Z,2023-04-12T18:11:21Z,4180151745,56,Right,4180152575,233,23,4180151749,347,,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729655,24,1,1,2,20,5g1fnexeromjl0lvnxp8hpnhi,1,31.3,100,2023-04-10T14:02:40.054Z,2023-04-12T18:11:24Z,4180152957,213,3.9,4180152939,107,,4180152953,141,87.8,4180152949,140,21.2,4180152955,212,14.3,4180152943,56,Back,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729727,25,1,1,2,23,5g1fnexeromjl0lvnxp8hpnhi,1,20.4,88.6,2023-04-10T14:02:43.137Z,2023-04-12T18:11:30Z,4184821449,178,,4180153281,140,12.1,4180153285,212,21.7,4180153279,56,Back,4180153283,141,59.3,4180153287,213,4.3,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729805,26,1,1,2,26,5g1fnexeromjl0lvnxp8hpnhi,1,22.9,53.1,2023-04-10T14:02:46.124Z,2023-04-12T18:11:35Z,4180153727,213,1.8,4180153711,56,Back,4184821593,178,,4180153721,141,88.9,4180153725,212,25.2,4180153717,140,16.6,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729929,27,1,1,2,28,5g1fnexeromjl0lvnxp8hpnhi,1,15.1,88.7,2023-04-10T14:02:48.484Z,2023-04-12T18:11:39Z,4180154287,56,Back,4180154295,213,4.2,4180154291,141,58.4,4180154289,140,4.9,4180154293,212,23.2,4184821707,178,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
