id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2480331029,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-11-01T18:52:17.937Z,2022-11-01T19:57:39Z,3888183055,59,"1, 12, 15, 17, 6, 3, 11, 8, 9, 10, 18, 16, 19, 21, 23, 30, 34",3888183065,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3888183057,130,2,3888183063,197,4925,3888183061,194,bwu80wn3lca4x2txuelku0a21,3888183051,30,"2xd9g0s3888o99iq0eb5j6ead, 8thtb5uqqv63f880cwhpc5zv9, h4x8lz5ou8esdao80mvls9yi, 85vh43wsin67z2dj0iod12fop, 69lg8jmug501h6biol5itk02y, ebsspe8jslej9a253w4xpf55h, e2sj7bhk2s9du1bs1vza1b4k5, bwu80wn3lca4x2txuelku0a21, a64e8yqggr7fmtdlyr9v80yxh, f2d0i9t2qeyppfqrdv6xzc3px, 6kxph7ulzz58v8tm3aaomy1ka, e01znd47zh4hk0g8jx67wzl9m, edro98mz0sqrfjed1o4bvl7md, 67j73dckmb73ntxo81hc840r9, bf7ph89zhr5y6rtct5k9bvqc4, 7878ck2ln3c0ek9jvugwbuezu, akatb6qaa078a72zvl8gapoiy",3888183053,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3888183059,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480331059,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2022-11-01T18:52:29.054Z,2022-11-01T19:00:10Z,3888183255,130,18,3888183249,30,"af0te77bq4mgr7rkkqateiswl, b1or5u4dfuf4pvg7cgqnp3nxl, dhty303ilcb4cocqv68324xk9, a69q0jj7tjwzxpo6b4i1ed3h1, cqbxzfg7eb97z1rx01kms6ay1, 5h89f4rz70l545xkozdp99ck5, 8f5io2957l6ye5u7bsan0ecfe, a06js9xdgcoqq2mjjp9bbozu2, 2ykne43vtv8c00rvviyr3rre2, apgbqplqtvuc1dmdxi5gqhd04, 3hjfotlalegyuxqoidz99f1ii, 3nxrsmys3v8ci6xeqsx8yaac5, 5zmy857tqaz6h9g3hqyank82d, 3ft5brlvxvw8otiyjppxkk6ad, 3ujxqdy1k9w7hf33scf16hm8l, 6s5n6ri7p16dbqb35b2dpl0wl, 5pf4sma6x95qcuhx6wmqqzu1h, 8v0ifynfo9uvthpjczth6iwvd",3888183259,194,af0te77bq4mgr7rkkqateiswl,3888183257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3888183263,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3888183261,197,4867,3888183251,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3888183253,59,"1, 21, 4, 6, 16, 22, 15, 20, 17, 25, 23, 5, 8, 9, 11, 12, 14, 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341865,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2022-11-01T19:45:15.735Z,2022-11-02T20:26:05Z,3888235397,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341867,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-11-01T19:45:15.735Z,2022-11-01T19:45:18Z,3888235401,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341883,3,1,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,50,50,2022-11-01T19:45:15.836Z,2022-11-03T04:10:57Z,3888235505,141,48.2,3888235507,212,13.9,3888235511,279,S,3888235509,213,3.2,3890372017,178,,3888235503,140,36.8,3888235501,56,Back,,,,2ykne43vtv8c00rvviyr3rre2,C. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341895,4,1,1,0,1,8xeuwzxnm7hdlbjjuezgfkz3w,0,36.8,48.2,2022-11-01T19:45:17.614Z,2022-11-03T04:11:03Z,3888235573,141,22.5,3888235571,140,71.9,3888235579,1,,3890372139,178,,3888235567,56,Center,3888235577,213,5.8,3888235565,155,,3888235575,212,40.8,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341903,3,61,1,0,4,3ptd7zlc5isrongig0wij2id4,1,28.8,85.6,2022-11-01T19:45:20.088Z,2022-11-03T04:11:08Z,3888235587,56,Back,3890372209,178,,,,,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341911,4,49,1,0,5,3ptd7zlc5isrongig0wij2id4,1,25.9,69.6,2022-11-01T19:45:21.312Z,2022-11-03T04:11:11Z,,,,,,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341943,5,1,1,0,6,3ptd7zlc5isrongig0wij2id4,1,26.5,66.9,2022-11-01T19:45:22.630Z,2022-11-03T04:11:15Z,3888235777,213,4.6,3888235775,212,19.6,3888235769,56,Back,3888235773,141,38.5,3888235771,140,23.6,3890372301,178,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480341965,6,1,1,0,10,3ptd7zlc5isrongig0wij2id4,1,27.2,26.5,2022-11-01T19:45:26.489Z,2022-11-03T04:11:24Z,3888235859,140,34.1,3888235861,141,22.2,3888235863,212,7.8,3888235857,56,Back,3888235865,213,5.9,3890372419,178,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
