id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/11/value,qualifier/18/value,keyPass
2533627395,7,1,1,0,14,ejm092fnt9zoxbpuklzd52ji8,1,64.6,0,2023-04-15T14:00:44.944Z,2023-04-18T03:33:35Z,4190265665,56,Right,4190265669,141,6.5,4190265673,213,2.5,4190265671,212,10.2,4190265663,107,,4190265667,140,56.6,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627407,8,1,1,0,16,ejm092fnt9zoxbpuklzd52ji8,1,56.6,6.4,2023-04-15T14:00:47.416Z,2023-04-18T03:33:41Z,4190265723,141,14.6,4190265727,213,0.8,4190265719,56,Right,4199443813,178,,4190265725,212,7.4,4190265721,140,61.3,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627431,9,1,1,0,17,ejm092fnt9zoxbpuklzd52ji8,1,61.3,14.6,2023-04-15T14:00:48.269Z,2023-04-18T03:33:45Z,4190265803,140,61.1,4199443835,178,,4190265807,212,7.6,4190265801,56,Right,4190265805,141,3.4,4190265809,213,4.7,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627471,10,1,1,0,19,ejm092fnt9zoxbpuklzd52ji8,1,61.1,3.4,2023-04-15T14:00:49.835Z,2023-04-18T03:33:49Z,4190265993,140,68.3,4190265997,141,4.9,4190265989,56,Right,4190266001,213,0.1,4190265999,212,7.6,4199443863,178,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535367977,948,67,1,0,19,ejm092fnt9zoxbpuklzd52ji8,1,71.9,9.2,2023-04-15T14:00:50.544Z,2023-04-18T09:25:06Z,4199498863,233,830,,,,,,,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535367975,830,67,1,0,19,b3vbyitzi3nrw9ehj1eoko219,0,28.1,90.8,2023-04-15T14:00:50.545Z,2023-04-18T05:30:52Z,4199498877,233,948,,,,,,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627483,11,1,1,0,20,ejm092fnt9zoxbpuklzd52ji8,0,71.7,8.5,2023-04-15T14:00:50.588Z,2023-04-18T09:25:06Z,4198628575,141,10.2,4198628695,236,,4199443935,178,,4198628579,213,2.4,4198628597,156,,4199164403,233,5,4198628573,140,70.4,4198628697,286,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,4198628577,212,1.8,4190266035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627549,5,74,1,0,20,b3vbyitzi3nrw9ehj1eoko219,1,27.8,94.8,2023-04-15T14:00:50.616Z,2023-04-18T03:34:05Z,4199443969,178,,4199164421,233,11,4190266353,285,,4190266347,56,Back,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627721,7,5,1,0,21,b3vbyitzi3nrw9ehj1eoko219,0,36.5,102,2023-04-15T14:00:51.704Z,2023-04-18T03:34:17Z,4190267153,347,,4190267151,56,Back,4190272555,233,12,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627613,12,5,1,0,21,ejm092fnt9zoxbpuklzd52ji8,1,63.5,-2,2023-04-15T14:00:51.704Z,2023-04-18T03:34:17Z,4190266625,56,Right,4190266627,347,,4190272507,233,7,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627557,6,43,1,0,25,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-15T14:00:56.016Z,2023-04-15T14:01:01Z,4190266381,56,Back,4190266383,285,0,4190266953,144,44,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627731,13,1,1,0,26,ejm092fnt9zoxbpuklzd52ji8,1,60,0,2023-04-15T14:00:56.940Z,2023-04-18T03:34:25Z,4190267189,140,44.6,4190267185,107,,4190267193,212,18.1,4190267187,56,Back,4190267195,213,2.7,4190267191,141,10.1,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627865,14,1,1,0,31,ejm092fnt9zoxbpuklzd52ji8,1,45.6,13.8,2023-04-15T14:01:01.680Z,2023-04-18T03:34:32Z,4190267745,56,Back,4190267753,213,2.3,4199444161,178,,4190267747,140,26.7,4190267749,141,46.7,4190267751,212,29.9,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627909,15,1,1,0,34,ejm092fnt9zoxbpuklzd52ji8,1,26.8,46.9,2023-04-15T14:01:04.663Z,2023-04-18T03:34:44Z,4190267991,213,5.6,4190267995,1,,4199444261,178,,4190267977,56,Right,4190267973,157,,4190267989,212,45.9,4190267981,140,61.2,4190267985,141,5.2,41lv87i23sxmdyrs4xxh96m3u,A. Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627927,16,44,1,0,37,ejm092fnt9zoxbpuklzd52ji8,1,61.8,8,2023-04-15T14:01:08.231Z,2023-04-18T09:25:07Z,4190268053,56,Right,4190268193,233,8,4190268055,286,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627941,8,44,1,0,37,b3vbyitzi3nrw9ehj1eoko219,0,38.2,92,2023-04-15T14:01:08.232Z,2023-04-18T03:34:50Z,4190268139,56,Back,4190268215,233,16,4190268141,285,,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628015,17,1,1,0,37,ejm092fnt9zoxbpuklzd52ji8,1,61.2,5.2,2023-04-15T14:01:08.268Z,2023-04-18T09:25:07Z,4190268457,140,68.6,4190268461,141,4.1,4190268467,213,6.2,4190268463,212,7.8,4190268451,3,,4190268455,56,Right,4199444325,388,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628221,18,1,1,0,42,ejm092fnt9zoxbpuklzd52ji8,1,77.8,3.5,2023-04-15T14:01:12.705Z,2023-04-18T03:35:04Z,4190269335,140,84.0,4190269341,213,0.9,4190269339,212,11.0,4190269333,56,Right,4199444389,178,,4190269337,141,16.5,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535368067,957,67,1,0,42,ejm092fnt9zoxbpuklzd52ji8,1,83.4,17,2023-04-15T14:01:13.476Z,2023-04-18T09:25:07Z,4199499235,233,835,,,,,,,,,,,,,,,,,,,,,,5lngv6xyqc7xanqv8ytifc3px,M. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535368065,835,67,1,0,42,b3vbyitzi3nrw9ehj1eoko219,0,16.6,83,2023-04-15T14:01:13.477Z,2023-04-18T05:31:35Z,4199499245,233,957,,,,,,,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628323,19,1,1,0,48,ejm092fnt9zoxbpuklzd52ji8,1,86.1,3.8,2023-04-15T14:01:19.074Z,2023-04-18T03:35:13Z,4190269811,56,Right,4190269815,141,3.1,4190269819,213,3.2,4190269817,212,13.6,4190269813,140,73.2,4199444433,178,,,,,,,,5lngv6xyqc7xanqv8ytifc3px,M. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628335,20,1,1,0,51,ejm092fnt9zoxbpuklzd52ji8,1,73.2,3.1,2023-04-15T14:01:22.293Z,2023-04-18T03:35:17Z,4199444461,178,,4190269889,212,7.5,4190269893,213,1.5,4190269881,140,73.8,4190269885,141,14.1,4190269879,56,Right,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628381,21,1,1,0,52,ejm092fnt9zoxbpuklzd52ji8,1,73.8,14.1,2023-04-15T14:01:23.530Z,2023-04-18T03:35:27Z,4190270117,141,5.9,4199444529,178,,4190270113,56,Right,4190270121,213,5.2,4190270119,212,6.4,4190270115,140,76.8,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628441,22,1,1,0,54,ejm092fnt9zoxbpuklzd52ji8,1,76.8,5.9,2023-04-15T14:01:24.755Z,2023-04-18T03:36:14Z,4190270383,213,3.0,4190270365,140,67.8,4199444821,178,,4190270369,141,7.9,4190270375,212,9.5,4190270359,56,Right,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628515,23,1,1,0,55,ejm092fnt9zoxbpuklzd52ji8,0,63.4,6.5,2023-04-15T14:01:25.623Z,2023-04-18T03:36:19Z,4190270751,212,23.1,4190270749,141,9.7,4199444851,178,,4190270745,56,Right,4190270743,155,,4190270747,140,85.3,4190270753,213,0.1,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628599,9,12,1,0,56,b3vbyitzi3nrw9ehj1eoko219,1,14.9,88.3,2023-04-15T14:01:27.311Z,2023-04-18T03:39:36Z,4190271081,213,1.0,4190271071,140,20.3,4190271563,15,,4199445777,178,,4190271077,212,10.6,4190271069,56,Back,4190271073,141,100.0,4190271209,167,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628625,10,5,1,0,58,b3vbyitzi3nrw9ehj1eoko219,0,20.2,101.7,2023-04-15T14:01:28.643Z,2023-04-18T03:39:41Z,4190271195,56,Back,4190271197,347,,4190271435,233,24,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628637,24,5,1,0,58,ejm092fnt9zoxbpuklzd52ji8,1,79.8,-1.7,2023-04-15T14:01:28.643Z,2023-04-18T03:39:40Z,4190271251,56,Right,4190271253,347,,4190271375,233,10,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628919,25,1,1,1,7,ejm092fnt9zoxbpuklzd52ji8,1,79.9,0,2023-04-15T14:01:37.785Z,2023-04-18T03:39:45Z,4190272715,56,Right,4190272723,213,2.9,4190272719,141,5.8,4190272721,212,18.6,4190272717,140,62.9,4190272713,107,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628941,26,1,1,1,10,ejm092fnt9zoxbpuklzd52ji8,1,62.9,5.8,2023-04-15T14:01:40.783Z,2023-04-18T03:39:49Z,4190272819,213,0.8,4199445869,178,,4190272815,141,13.1,4190272811,56,Right,4190272813,140,67.4,4190272817,212,6.9,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629033,27,1,1,1,11,ejm092fnt9zoxbpuklzd52ji8,1,67.4,13.1,2023-04-15T14:01:41.743Z,2023-04-18T03:40:40Z,4190273197,213,5.2,4190273193,141,4.3,4190273189,56,Right,4199446071,178,,4190273191,140,70.3,4190273195,212,6.7,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629167,28,1,1,1,14,ejm092fnt9zoxbpuklzd52ji8,1,70.3,4.3,2023-04-15T14:01:44.765Z,2023-04-18T03:40:52Z,4190273703,141,4.1,4190273707,212,19.0,4190273699,56,Right,4199446129,178,,4190273701,140,88.4,4190273709,213,6.3,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629181,29,3,1,1,17,ejm092fnt9zoxbpuklzd52ji8,0,90.8,6,2023-04-15T14:01:48.132Z,2023-04-18T03:41:11Z,4190273773,286,,4190273769,56,Right,4198630223,464,,4199164501,233,11,4199446231,178,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629257,11,7,1,1,17,b3vbyitzi3nrw9ehj1eoko219,1,9.2,94,2023-04-15T14:01:48.222Z,2023-04-18T03:41:27Z,4199446311,178,,4190274121,56,Back,4190274119,167,,4198630237,383,,4190274123,285,,4190274207,233,29,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629267,12,5,1,1,19,b3vbyitzi3nrw9ehj1eoko219,0,10.6,101.6,2023-04-15T14:01:50.503Z,2023-04-18T03:41:34Z,4190274163,347,,4190274157,56,Back,4190274437,233,30,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629301,30,5,1,1,19,ejm092fnt9zoxbpuklzd52ji8,1,89.4,-1.6,2023-04-15T14:01:50.503Z,2023-04-18T03:41:33Z,4190274313,347,,4190274363,233,12,4190274311,56,Right,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629699,31,1,1,1,28,ejm092fnt9zoxbpuklzd52ji8,1,91.2,0,2023-04-15T14:01:59.046Z,2023-04-18T03:41:41Z,4190276221,212,6.6,4190276217,140,96.3,4190276213,56,Right,4190276211,107,,4190276223,213,0.6,4190276219,141,4.1,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629709,32,61,1,1,29,ejm092fnt9zoxbpuklzd52ji8,0,96.6,4.7,2023-04-15T14:02:00.290Z,2023-04-18T03:42:37Z,4199446657,178,,4190276271,56,Right,,,,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629757,13,5,1,1,32,b3vbyitzi3nrw9ehj1eoko219,1,-1.4,89.2,2023-04-15T14:02:02.590Z,2023-04-18T03:43:23Z,4190276489,346,,4190276487,56,Back,4190276527,233,33,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629719,33,5,1,1,32,ejm092fnt9zoxbpuklzd52ji8,0,101.4,10.8,2023-04-15T14:02:02.590Z,2023-04-18T03:43:23Z,4190276295,56,Right,4190276539,233,13,4190276297,346,,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631065,14,1,1,2,5,b3vbyitzi3nrw9ehj1eoko219,0,4.3,38.5,2023-04-15T14:02:36.162Z,2023-04-18T03:43:26Z,4190282751,141,18.5,4190282749,140,74.1,4190282755,212,74.5,4190282739,124,,4190282767,74,,4190282759,213,6.1,4190282763,1,,4190282743,56,Right,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631159,34,1,1,2,11,ejm092fnt9zoxbpuklzd52ji8,1,28.5,75.1,2023-04-15T14:02:41.939Z,2023-04-18T03:43:35Z,4190283237,140,43.6,4190283247,213,0.5,4190283245,212,18.5,4190283231,56,Back,4199446923,178,,4190283241,141,89.1,4190283227,3,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631193,35,44,1,2,13,ejm092fnt9zoxbpuklzd52ji8,1,38.6,85.8,2023-04-15T14:02:43.693Z,2023-04-18T09:25:08Z,4190283405,285,,4190283629,233,15,4190283403,56,Back,,,,,,,,,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631213,15,44,1,2,13,b3vbyitzi3nrw9ehj1eoko219,0,61.4,14.2,2023-04-15T14:02:43.694Z,2023-04-18T03:43:40Z,4190283537,286,,4190283533,56,Right,4190283679,233,35,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631203,36,1,1,2,13,ejm092fnt9zoxbpuklzd52ji8,0,43.4,89.1,2023-04-15T14:02:43.749Z,2023-04-18T09:25:08Z,4190283463,56,Back,4190283467,141,79.1,4199446967,388,,4190283471,213,3.6,4190283469,212,16.9,4190283461,3,,4190283465,140,28.7,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535210301,680,3,1,2,14,b3vbyitzi3nrw9ehj1eoko219,1,65.7,18.2,2023-04-15T14:02:45.091Z,2023-04-18T03:43:51Z,4198640661,286,,4198640701,465,,4198640659,56,Right,4199446997,178,,4199164621,233,783,,,,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
