id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/14/value
2490102013,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2022-12-10T14:15:07.062Z,2022-12-10T14:15:07Z,3939437665,197,4637,3939437663,194,5mx96hmn7ophhuvmybmf1esid,3939437657,59,"1, 2, 17, 16, 5, 15, 26, 6, 18, 7, 27, 9, 14, 19, 21, 22, 24, 25",3939437653,30,"9tlowuu89l3fnv5iowela1ca2, 5mx96hmn7ophhuvmybmf1esid, 5j1eftktnca9eso1vvhu2hf55, 292fas4iqplshrbyvtj5ins9h, e9zi7fb2t4akk1pzjpuhe4bf9, dwp8bqc4rdleti92n0s6q9rdh, 5dsht0mnmpm2asallpju46ms5, 76j19abwcie5w5hptkewlh0bt, 43dtg3eg858i3agncnpq3p1wp, dz4jeb7rhr5jt3grs4evbs5bd, 6dhwu4p5uu6oiada4q13g5tk9, 15ri1d5n53wa7195gjbhhtbkl, 41ntkkxxtjznfdz7966j64161, 4wzaq9gqohygfo22tjibldfjd, 6g8w8yuvkuayxcegsvzcjmmzt, 94pt7ikxi5cdjhbqf7vi9xg4p, 1y7e8a23pc4xlc6ori1o1b8tm, 5pshrpttu61ita4x91q6t2fop",3939437667,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939437661,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939437655,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3939437659,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102067,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-10T14:15:13.047Z,2022-12-10T14:26:42Z,3939437947,30,"1sw0ywyl0cgn97mu65tnzv0t1, f5zei3x0mg1i5q3soziuy579, 1kw6qz2pi7wlam068oeirztud, 7pia2vfewavgyc8d7pvgr7owl, ex186m2z3yp666b1g219a8ted, 4uywqjm0i2ik5cwhulbmzxi39, bbrx2s4fcp7uplly4hpbt3xed, 93kxb8ch3auv9li22mh1aidey, 99uiqjteov3qby19bs8kozill, 7yqdri2a1wz80jfzbcyfc904p, 4oogur7f8tfx3z011ap58ao5x, am0ggkrw8rzw5shdvaceyr3kl, corxqfn0yjgdo7vdctaraxv8q, s2phyy6eoysnxu96rw2ivnx1, 90bk4lcfnlqtvwlttwybhs4wl, dbev6jhnro87n6ghueorfz27d, 40wbrqny2ekenyy37ver8dyol, 3a96rdsu1qqtsmiaae10vbyi2",3939437953,130,8,3939437961,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939437955,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939437959,197,16167,3939437949,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3939437957,194,ex186m2z3yp666b1g219a8ted,3939437951,59,"1, 2, 23, 28, 20, 6, 7, 10, 18, 11, 12, 9, 13, 16, 17, 19, 22, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118523,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-10T15:02:12.767Z,2022-12-10T15:02:12Z,3939526597,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118531,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2022-12-10T15:02:12.767Z,2022-12-13T04:25:15Z,3939526647,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118583,3,1,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,50.2,50.3,2022-12-10T15:02:12.864Z,2022-12-13T05:08:12Z,3943354851,178,,3939526935,279,S,3939526933,213,3.0,3939526927,140,33.3,3939526931,212,17.8,3939526929,141,52.8,3939526925,56,Back,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118627,4,1,1,0,2,jv3jh5m5t7qy5t37vwwmnj16,1,32.2,53,2022-12-10T15:02:15.579Z,2022-12-13T05:08:21Z,3939527133,140,64.0,3939527135,141,8.8,3939527139,213,5.6,3939527129,155,,3939527137,212,44.9,3939527141,1,,3943355107,178,,3939527131,56,Right,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118637,5,44,1,0,5,jv3jh5m5t7qy5t37vwwmnj16,1,68.2,5.6,2022-12-10T15:02:18.342Z,2022-12-13T07:22:34Z,3939527191,56,Right,3939527193,286,,3939527391,233,3,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118667,3,44,1,0,5,b3vbyitzi3nrw9ehj1eoko219,0,31.8,94.4,2022-12-10T15:02:18.343Z,2022-12-13T05:08:26Z,3939527333,56,Back,3939527335,285,,3939527429,233,5,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118691,6,1,1,0,5,jv3jh5m5t7qy5t37vwwmnj16,1,64,8.8,2022-12-10T15:02:18.444Z,2022-12-13T07:22:34Z,3943355195,388,,3939527481,56,Right,3939527479,3,,3939527487,212,9.2,3939527483,140,72.7,3939527489,213,6.2,3939527485,141,7.3,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118695,7,50,1,0,7,jv3jh5m5t7qy5t37vwwmnj16,1,75.8,5.8,2022-12-10T15:02:20.469Z,2022-12-13T05:08:39Z,3939527695,233,4,3939527501,56,Right,3939527503,286,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118721,4,7,1,0,7,b3vbyitzi3nrw9ehj1eoko219,1,24.2,94.2,2022-12-10T15:02:20.668Z,2022-12-13T05:08:44Z,3942866921,384,,3939527659,285,,3939527657,56,Back,3943355297,178,,3939527687,233,7,,,,,,,,,,292fas4iqplshrbyvtj5ins9h,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118723,5,49,1,0,9,b3vbyitzi3nrw9ehj1eoko219,1,28.1,94.8,2022-12-10T15:02:21.936Z,2022-12-13T05:08:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118739,6,3,1,0,10,b3vbyitzi3nrw9ehj1eoko219,0,31.2,96.6,2022-12-10T15:02:23.205Z,2022-12-13T05:09:01Z,3939527727,285,,3943355405,178,,3942868117,465,,3939527725,56,Back,3939527747,233,8,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118729,8,7,1,0,10,jv3jh5m5t7qy5t37vwwmnj16,1,68.8,3.4,2022-12-10T15:02:23.362Z,2022-12-13T05:09:11Z,3942868067,384,,3943355493,178,,3939527691,56,Right,3939527741,233,6,3939527745,286,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118731,9,49,1,0,11,jv3jh5m5t7qy5t37vwwmnj16,1,68,1.3,2022-12-10T15:02:24.510Z,2022-12-13T05:09:32Z,,,,,,,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118751,10,1,1,0,13,jv3jh5m5t7qy5t37vwwmnj16,1,69.6,3.5,2022-12-10T15:02:26.756Z,2022-12-13T05:09:44Z,3939527799,213,0.8,3939527795,141,11.3,3939527793,140,75.0,3939527791,56,Right,3939527797,212,7.8,3943355763,178,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490118781,11,1,1,0,14,jv3jh5m5t7qy5t37vwwmnj16,1,75.1,11.4,2022-12-10T15:02:27.235Z,2022-12-13T05:09:53Z,3939527957,141,3.4,3943355861,178,,3939527959,212,17.2,3939527955,140,90.6,3939527961,213,6.0,3939527953,56,Right,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
