id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/14/value
2501349879,5,1,1,0,7,82kapkjwonlv9j1ui0ytv5sii,1,27.1,24.9,2023-01-28T15:00:09.879Z,2023-01-31T10:46:11Z,3998751147,140,34.6,3998751143,3,,3998751155,213,6.0,3998751149,141,21.9,4005294373,178,,3998751145,56,Back,3998751153,212,8.1,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349921,7,49,1,0,9,82kapkjwonlv9j1ui0ytv5sii,1,63.9,58.4,2023-01-28T15:00:11.974Z,2023-01-31T11:33:38Z,,,,,,,,,,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349915,6,1,1,0,9,82kapkjwonlv9j1ui0ytv5sii,0,37.6,26.5,2023-01-28T15:00:12.039Z,2023-01-31T10:46:19Z,3998751235,140,63.9,4004353803,155,,3998751237,141,58.4,3998751241,213,0.7,3998751239,212,35.1,4005294661,178,,3998751243,1,,3998751233,56,Center,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349999,6,1,1,0,12,17zuelixesst1z59fwcix2dil,1,28.7,38.3,2023-01-28T15:00:15.226Z,2023-01-31T10:46:25Z,3998751687,3,,3998751689,56,Back,3998751695,141,18.3,3998751701,213,5.3,4005294887,178,,3998751699,212,16.1,3998751691,140,36.9,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349951,8,43,1,0,15,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-01-28T15:00:17.482Z,2023-01-28T15:01:18Z,3998751427,213,1.9,3998751419,56,Left,3998751423,141,86.6,3998751425,212,13.3,3998751421,140,65.7,3998751417,3,0,3998756573,144,1,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350045,9,4,1,0,15,82kapkjwonlv9j1ui0ytv5sii,1,64.4,83.4,2023-01-28T15:00:17.496Z,2023-01-31T10:46:35Z,3998751911,56,Left,3998751913,152,,3998751917,286,,3998751951,233,7,3998751909,13,,3998751915,265,,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350001,7,4,1,0,15,17zuelixesst1z59fwcix2dil,0,35.6,16.6,2023-01-28T15:00:17.497Z,2023-01-31T10:46:34Z,3998751711,265,,3998751713,285,,3998751705,13,,4005295385,178,,3998751709,152,,3998751707,56,Back,3998751959,233,9,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351553,9,27,1,1,16,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-28T15:01:18.679Z,2023-01-31T10:47:23Z,3998759941,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351739,10,27,1,1,16,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-01-28T15:01:18.679Z,2023-01-31T10:47:23Z,3998759667,41,Injury,3998759669,53,bydla0otire1a58193o1buqjt,3998759671,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351455,8,17,1,1,30,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-28T15:01:32.530Z,2023-01-31T10:46:41Z,3998758505,31,,3998758509,13,243,3998758507,392,,,,,,,,,,,,,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353819,10,28,1,2,47,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-28T15:02:50.082Z,2023-01-31T10:47:34Z,3998769915,233,11,3998769655,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353865,11,28,1,2,47,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-01-28T15:02:50.082Z,2023-01-31T10:47:34Z,3998769901,233,10,3998769861,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354975,12,1,1,3,18,82kapkjwonlv9j1ui0ytv5sii,1,63.8,93.9,2023-01-28T15:03:21.239Z,2023-01-31T10:47:39Z,3998775145,140,89.6,3998775153,1,,3998775151,213,5.7,4005298521,178,,3998775137,5,,3998775147,141,64.9,3998775139,155,,3998775141,152,,62azuux8vuk6956cuyjjtped,L. Leahy,3998775143,56,Center,3998775149,212,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355127,13,1,1,3,23,82kapkjwonlv9j1ui0ytv5sii,1,95,67.9,2023-01-28T15:03:26.363Z,2023-01-31T10:47:48Z,3998775929,56,Left,3998775935,212,13.7,4005299021,178,,3998775939,213,2.6,3998775931,140,84.1,3998775933,141,79.0,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355137,14,1,1,3,25,82kapkjwonlv9j1ui0ytv5sii,0,85.8,76.1,2023-01-28T15:03:27.701Z,2023-01-31T10:47:53Z,4004358519,1,,3998778797,141,32.4,4004358611,2,,3998775983,56,Center,3998778801,212,33.7,3998778803,213,5.2,4005299285,178,,3998778793,140,100.0,bydla0otire1a58193o1buqjt,J. Shipley,4004358777,224,,4004358779,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355133,11,5,1,3,26,17zuelixesst1z59fwcix2dil,1,-1.2,60.8,2023-01-28T15:03:29.157Z,2023-01-31T10:48:00Z,3998775959,346,,3998775957,56,Back,3998776241,233,15,,,,,,,,,,,,,,,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355171,15,5,1,3,26,82kapkjwonlv9j1ui0ytv5sii,0,101.2,39.2,2023-01-28T15:03:29.157Z,2023-01-31T10:47:59Z,3998776261,233,11,3998776133,56,Center,3998776135,346,,,,,,,,,,,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355975,12,1,1,3,52,17zuelixesst1z59fwcix2dil,1,5.1,53.1,2023-01-28T15:03:54.918Z,2023-01-31T10:48:09Z,3998780391,1,,3998780385,141,61.8,3998780387,212,63.5,3998780389,213,0.1,3998780395,74,,3998780381,56,Center,3998780379,124,,3998780383,140,65.3,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356015,13,44,1,3,55,17zuelixesst1z59fwcix2dil,1,60.5,60.2,2023-01-28T15:03:58.233Z,2023-01-31T13:55:59Z,3998780743,233,16,3998780597,56,Center,3998780599,286,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356027,16,44,1,3,55,82kapkjwonlv9j1ui0ytv5sii,0,39.5,39.8,2023-01-28T15:03:58.234Z,2023-01-31T10:48:13Z,3998780639,56,Back,3998780641,285,,3998780825,233,13,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356123,14,1,1,3,55,17zuelixesst1z59fwcix2dil,1,65.3,61.8,2023-01-28T15:03:58.256Z,2023-01-31T13:55:59Z,3998781157,3,,3998781165,212,9.2,3998781159,56,Center,3998781167,213,3.4,4005300353,388,,3998781163,141,58.8,3998781161,140,56.8,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356245,16,1,1,3,58,17zuelixesst1z59fwcix2dil,1,56.3,60.3,2023-01-28T15:04:01.378Z,2023-01-31T10:48:25Z,3998781775,56,Center,4005300813,388,,3998781777,140,76.4,3998781779,141,65.1,3998781781,212,21.4,3998781783,213,0.2,3998781773,3,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356133,15,43,1,3,59,17zuelixesst1z59fwcix2dil,1,0,0,2023-01-28T15:04:01.867Z,2023-01-30T14:41:32Z,3998781211,286,0,4004363131,144,44,3998781209,56,Center,,,,,,,,,,,,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356217,17,43,1,3,59,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-01-28T15:04:01.868Z,2023-01-30T14:41:31Z,3998781609,285,0,4004363095,144,44,3998781727,233,15,3998781607,56,Back,,,,,,,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501445533,357,44,1,4,0,17zuelixesst1z59fwcix2dil,1,57.9,51.8,2023-01-28T15:04:02.851Z,2023-01-31T13:55:59Z,3999251241,233,469,3999249153,56,Center,3999249155,286,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501445971,469,44,1,4,0,82kapkjwonlv9j1ui0ytv5sii,0,42.1,48.2,2023-01-28T15:04:02.852Z,2023-01-31T10:48:36Z,3999251201,56,Back,3999251205,285,,3999251257,233,357,,,,,,,,,,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501445623,358,1,1,4,0,17zuelixesst1z59fwcix2dil,0,69.5,67.4,2023-01-28T15:04:02.905Z,2023-01-31T13:56:00Z,3999249607,141,75.0,3999249603,56,Center,3999249601,168,,3999249599,3,,3999249609,212,11.0,3999249611,213,0.5,3999249605,140,78.8,4005301441,388,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356363,18,1,1,4,2,82kapkjwonlv9j1ui0ytv5sii,0,23.1,34.3,2023-01-28T15:04:04.840Z,2023-01-31T10:48:48Z,3998782375,155,,3998782377,56,Back,3998782387,212,28.1,4005301835,178,,3998782383,141,10.0,3998782381,140,44.8,3998782389,213,5.7,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502420743,900,49,1,4,4,82kapkjwonlv9j1ui0ytv5sii,1,42.2,8.9,2023-01-28T15:04:06.959Z,2023-01-31T10:48:54Z,,,,,,,,,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502420781,901,1,1,4,5,82kapkjwonlv9j1ui0ytv5sii,1,39.8,10.4,2023-01-28T15:04:08.194Z,2023-01-31T10:49:01Z,4004364391,213,4.1,4004364385,141,4.3,4004364387,212,5.0,4005302441,178,,4004364383,140,37.2,4004364381,56,Back,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356521,19,1,1,4,6,82kapkjwonlv9j1ui0ytv5sii,0,39,4.6,2023-01-28T15:04:09.144Z,2023-01-31T10:49:05Z,3998783157,141,19.4,3998783153,56,Right,4005302689,178,,3998783159,212,54.7,3998783161,213,0.2,4004364519,1,,3998783155,140,90.2,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356553,17,49,1,4,11,17zuelixesst1z59fwcix2dil,1,7.1,80,2023-01-28T15:04:13.559Z,2023-01-31T10:49:24Z,,,,,,,,,,,,,,,,,,,,,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356759,18,1,1,4,14,17zuelixesst1z59fwcix2dil,1,9.8,82.1,2023-01-28T15:04:16.717Z,2023-01-31T10:49:29Z,3998784347,140,5.6,3998784349,141,54.2,4005303687,178,,3998784351,212,19.5,3998784345,56,Back,3998784353,213,4.5,,,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356855,19,1,1,4,16,17zuelixesst1z59fwcix2dil,1,7,55.5,2023-01-28T15:04:18.980Z,2023-01-31T10:49:34Z,4005303917,178,,3998784825,56,Center,3998784831,212,64.4,3998784833,213,6.3,3998784827,140,68.3,3998784835,1,,3998784823,157,,3998784829,141,55.2,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356873,20,44,1,4,19,17zuelixesst1z59fwcix2dil,1,61.1,52.9,2023-01-28T15:04:21.763Z,2023-01-31T13:56:00Z,3998785041,233,20,3998784915,286,,3998784913,56,Center,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356885,20,44,1,4,19,82kapkjwonlv9j1ui0ytv5sii,0,38.9,47.1,2023-01-28T15:04:21.764Z,2023-01-31T10:50:12Z,3998784973,285,,3998785063,233,20,3998784971,56,Back,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356959,21,1,1,4,19,17zuelixesst1z59fwcix2dil,0,62.8,49.3,2023-01-28T15:04:21.801Z,2023-01-31T13:56:00Z,3998785313,140,70.5,3998785305,168,,3998785321,212,8.2,3998785317,141,47.0,3998785303,3,,4005305555,388,,3998785325,213,6.1,3998785307,56,Center,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357009,21,1,1,4,21,82kapkjwonlv9j1ui0ytv5sii,0,32,62.7,2023-01-28T15:04:23.952Z,2023-01-31T10:50:18Z,3998785547,140,67.7,3998785549,141,56.1,4005305667,178,,3998785541,157,,3998785555,1,,3998785553,213,6.2,3998785545,56,Center,3998785551,212,37.8,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357207,22,52,1,4,26,17zuelixesst1z59fwcix2dil,1,10,38.2,2023-01-28T15:04:28.871Z,2023-01-31T10:50:28Z,4004364913,376,,4005306071,178,,,,,,,,,,,,,,,,,,,,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357743,23,1,1,4,39,17zuelixesst1z59fwcix2dil,0,14.5,37.7,2023-01-28T15:04:41.649Z,2023-01-31T10:50:32Z,3998789221,213,0.3,3998789223,1,,3998789217,141,64.5,3998789211,199,,3998789213,56,Center,3998789219,212,53.7,3998789215,140,62.6,,,,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501446417,470,44,1,4,43,82kapkjwonlv9j1ui0ytv5sii,1,40.6,36.8,2023-01-28T15:04:45.879Z,2023-01-31T13:56:01Z,3999253187,56,Back,3999253189,285,,3999253209,233,36,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501360965,36,44,1,4,43,17zuelixesst1z59fwcix2dil,0,59.4,63.2,2023-01-28T15:04:45.880Z,2023-01-31T10:50:37Z,3999253239,233,470,3998805491,56,Center,3998805493,286,,,,,,,,,,,,,,,,,41ntkkxxtjznfdz7966j64161,J. Garrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357751,22,1,1,4,43,82kapkjwonlv9j1ui0ytv5sii,0,35.1,26.7,2023-01-28T15:04:45.931Z,2023-01-31T13:56:01Z,3998789297,212,7.8,3998789293,140,42.5,3998789291,56,Back,3998789299,213,0.0,4005306531,388,,3998789295,141,27.1,3998789289,3,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357887,24,1,1,4,44,17zuelixesst1z59fwcix2dil,1,51.7,60,2023-01-28T15:04:46.519Z,2023-01-31T10:50:47Z,4005306801,178,,3998790005,141,62.1,3998790007,212,18.0,3998790009,213,0.1,3998789999,155,,3998790001,56,Center,3998790003,140,68.8,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357895,25,61,1,4,46,17zuelixesst1z59fwcix2dil,1,68.8,62.1,2023-01-28T15:04:48.482Z,2023-01-31T10:50:51Z,3998790057,56,Center,4005306953,178,,4005306951,21,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357937,23,49,1,4,49,82kapkjwonlv9j1ui0ytv5sii,1,35.1,4.6,2023-01-28T15:04:51.924Z,2023-01-31T10:51:18Z,,,,,,,,,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501357993,24,1,1,4,49,82kapkjwonlv9j1ui0ytv5sii,0,37.2,4,2023-01-28T15:04:51.929Z,2023-01-31T10:51:23Z,3998790535,56,Right,4005308071,178,,3998790543,213,0.1,3998790541,212,28.9,3998790539,141,6.8,3998790537,140,64.7,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
