id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/8/value,qualifier/16/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2507751135,5,1,1,0,12,b3vbyitzi3nrw9ehj1eoko219,0,87,72.9,2023-02-14T19:44:35.683Z,2023-02-16T20:29:33Z,4032368727,212,24.5,4036052179,178,,4032368723,140,80.4,4032368721,56,Center,4032368725,141,38.3,4032368729,213,4.4,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751141,7,12,1,0,15,3ptd7zlc5isrongig0wij2id4,1,26,64.8,2023-02-14T19:44:38.309Z,2023-02-16T20:29:37Z,4032368751,141,28.2,4032368753,212,26.6,4032368747,56,Back,4032368755,213,5.1,4032368749,140,35.0,4036052409,178,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751139,6,61,1,0,17,b3vbyitzi3nrw9ehj1eoko219,0,63.6,69.7,2023-02-14T19:44:40.942Z,2023-02-16T20:29:46Z,4032368739,56,Center,4036052869,388,,,,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751145,9,49,1,0,19,3ptd7zlc5isrongig0wij2id4,1,22.1,30.3,2023-02-14T19:44:42.329Z,2023-02-16T20:29:50Z,,,,,,,,,,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751143,8,1,1,0,19,3ptd7zlc5isrongig0wij2id4,1,22.4,29.9,2023-02-14T19:44:42.437Z,2023-02-16T20:29:53Z,4032368769,212,8.3,4032368765,140,26.5,4036053165,178,,4032368767,141,19.4,4032368771,213,5.3,4032368763,56,Back,4032368761,157,,4032368773,1,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751149,7,43,1,0,23,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-02-14T19:44:46.692Z,2023-02-14T19:45:00Z,4032368783,286,0,4032368881,144,44,4032368781,56,Left,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751151,10,43,1,0,24,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-02-14T19:44:47.146Z,2023-02-14T19:45:03Z,4032368899,144,44,4032368789,56,Back,4032368791,285,0,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751159,11,1,1,0,25,3ptd7zlc5isrongig0wij2id4,1,46.9,8.9,2023-02-14T19:44:48.975Z,2023-02-16T20:29:56Z,4032368827,212,26.5,4032368823,140,21.7,4036053251,178,,4032368821,56,Back,4032368825,141,9.5,4032368829,213,3.1,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751175,12,1,1,0,27,3ptd7zlc5isrongig0wij2id4,1,22,7,2023-02-14T19:44:50.916Z,2023-02-16T20:29:59Z,4036053375,178,,4032368869,141,33.0,4032368865,56,Back,4032368873,213,1.6,4032368867,140,20.8,4032368871,212,17.7,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751177,13,1,1,0,32,3ptd7zlc5isrongig0wij2id4,1,24.1,43.6,2023-02-14T19:44:55.877Z,2023-02-16T20:30:03Z,4032368889,212,31.8,4032368885,140,29.6,4032368891,213,1.4,4032368883,56,Back,4032368887,141,89.6,4036053533,178,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751181,14,1,1,0,37,3ptd7zlc5isrongig0wij2id4,1,31.8,90.2,2023-02-14T19:45:00.723Z,2023-02-16T20:30:05Z,4032368907,212,14.7,4032368903,140,23.1,4032368901,56,Back,4032368905,141,73.3,4032368909,213,4.0,4036053597,178,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751183,15,1,1,0,39,3ptd7zlc5isrongig0wij2id4,1,22.6,72.9,2023-02-14T19:45:03.035Z,2023-02-16T20:30:08Z,4032368927,141,40.0,4032368923,56,Back,4036053663,178,,4032368931,213,4.9,4032368929,212,22.6,4032368925,140,25.6,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751191,16,1,1,0,44,3ptd7zlc5isrongig0wij2id4,1,32.3,35.5,2023-02-14T19:45:07.089Z,2023-02-16T20:30:11Z,4032368949,141,7.9,4032368945,56,Back,4036053731,178,,4032368953,213,4.8,4032368947,140,33.8,4032368951,212,18.8,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751205,17,1,1,0,46,3ptd7zlc5isrongig0wij2id4,0,35.9,7.9,2023-02-14T19:45:09.717Z,2023-02-16T20:30:15Z,4032369011,155,,4036053831,178,,4032369013,56,Center,4032369017,141,22.8,4032369021,213,0.3,4032369015,140,73.5,4032369023,1,,4032369019,212,40.8,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751209,8,1,1,0,49,b3vbyitzi3nrw9ehj1eoko219,0,24.3,72.4,2023-02-14T19:45:12.522Z,2023-02-16T20:30:21Z,4032369063,56,Back,4032369071,213,0.4,4032369067,141,82.4,4032369061,3,,4032369069,212,19.4,4032369065,140,41.6,4036054105,178,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751213,18,1,1,0,51,3ptd7zlc5isrongig0wij2id4,1,47.1,25.5,2023-02-14T19:45:15.017Z,2023-02-16T20:30:26Z,4032369093,212,13.8,4032369085,3,,4032369089,140,60.2,4032369091,141,26.4,4036054407,178,,4032369095,213,0.0,4032369087,56,Center,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751215,19,61,1,0,52,3ptd7zlc5isrongig0wij2id4,1,58.7,26.1,2023-02-14T19:45:15.561Z,2023-02-16T20:30:31Z,4036054609,21,,4036054611,178,,4032369103,56,Center,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751225,9,49,1,0,53,b3vbyitzi3nrw9ehj1eoko219,1,31.6,84.1,2023-02-14T19:45:16.774Z,2023-02-16T20:30:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751251,10,1,1,0,53,b3vbyitzi3nrw9ehj1eoko219,0,31.6,84.1,2023-02-14T19:45:16.812Z,2023-02-16T20:30:37Z,4032369211,56,Center,4032369213,140,73.6,4036054875,178,,4032369217,212,45.0,4032369221,1,,4032369219,213,6.1,4032369215,141,70.8,4032369209,155,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751239,20,49,1,0,58,3ptd7zlc5isrongig0wij2id4,1,26.8,24.4,2023-02-14T19:45:21.111Z,2023-02-16T20:30:39Z,,,,,,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751291,21,1,1,0,59,3ptd7zlc5isrongig0wij2id4,1,28.8,27.7,2023-02-14T19:45:22.873Z,2023-02-16T20:30:42Z,4036055045,178,,4032369411,212,16.7,4032369409,141,52.2,4032369405,56,Back,4032369407,140,29.6,4032369413,213,1.5,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751327,22,1,1,1,5,3ptd7zlc5isrongig0wij2id4,1,35.9,80,2023-02-14T19:45:28.736Z,2023-02-16T20:31:06Z,4032369583,213,0.4,4032369571,140,56.4,4036055849,178,,4032369579,212,23.1,4032369575,141,92.3,4032369569,56,Left,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751329,11,45,1,1,10,b3vbyitzi3nrw9ehj1eoko219,0,42.8,11.5,2023-02-14T19:45:33.614Z,2023-02-16T20:31:10Z,4032369591,56,Back,4032369675,233,23,4032369593,285,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751345,23,3,1,1,10,3ptd7zlc5isrongig0wij2id4,1,57.2,88.5,2023-02-14T19:45:33.614Z,2023-02-16T20:31:09Z,4032369663,286,,4032369667,233,11,4032369661,56,Left,4036055947,178,,4033845399,464,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751359,24,1,1,1,12,3ptd7zlc5isrongig0wij2id4,1,50.7,81.1,2023-02-14T19:45:35.909Z,2023-02-16T20:31:12Z,4036056031,178,,4032369711,212,20.9,4032369705,56,Back,4032369709,141,74.5,4032369713,213,3.4,4032369707,140,31.3,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751373,25,1,1,1,14,3ptd7zlc5isrongig0wij2id4,1,32.5,73.6,2023-02-14T19:45:37.726Z,2023-02-16T20:31:13Z,4032369775,213,4.9,4032369769,140,34.9,4036056121,178,,4032369773,212,16.9,4032369767,56,Back,4032369771,141,49.0,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751399,26,1,1,1,16,3ptd7zlc5isrongig0wij2id4,1,35.4,50,2023-02-14T19:45:39.770Z,2023-02-16T20:31:17Z,4036056245,178,,4032369939,141,18.0,4032369935,56,Back,4032369941,212,21.9,4032369937,140,37.4,4032369943,213,4.8,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751433,27,1,1,1,21,3ptd7zlc5isrongig0wij2id4,1,37.5,19.5,2023-02-14T19:45:44.089Z,2023-02-16T20:31:20Z,4032370113,213,5.6,4032370107,140,49.2,4032370111,212,15.9,4036056381,178,,4032370105,56,Back,4032370109,141,4.6,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751445,28,1,1,1,23,3ptd7zlc5isrongig0wij2id4,1,49.2,4.6,2023-02-14T19:45:46.143Z,2023-02-16T20:31:22Z,4032370173,56,Right,4032370177,141,7.0,4032370181,213,0.2,4032370179,212,10.2,4032370175,140,58.8,4036056531,178,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751505,29,1,1,1,24,3ptd7zlc5isrongig0wij2id4,1,54.2,7.6,2023-02-14T19:45:48.063Z,2023-02-16T20:31:24Z,4036056629,178,,4032370451,213,3.0,4032370443,56,Back,4032370447,141,10.9,4032370449,212,24.4,4032370445,140,31.1,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751525,30,1,1,1,29,3ptd7zlc5isrongig0wij2id4,1,33.7,28,2023-02-14T19:45:52.673Z,2023-02-16T20:31:29Z,4032370565,56,Back,4032370569,141,63.4,4036056865,178,,4032370567,140,32.1,4032370571,212,24.1,4032370573,213,1.6,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751563,31,1,1,1,33,3ptd7zlc5isrongig0wij2id4,0,42.9,72.7,2023-02-14T19:45:56.691Z,2023-02-16T20:31:32Z,4032370733,1,,4032370731,213,5.5,4032370725,140,74.8,4032370729,212,48.0,4032370721,155,,4032370727,141,22.2,4036056973,178,,4032370723,56,Center,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751603,12,1,1,1,36,b3vbyitzi3nrw9ehj1eoko219,0,25.6,75.3,2023-02-14T19:45:59.788Z,2023-02-16T20:31:36Z,4032370893,212,28.5,4032370889,140,0.0,4032370885,3,,4032370891,141,72.1,4032370895,213,3.2,4036057121,178,,4032370887,56,Back,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751607,13,6,1,1,39,b3vbyitzi3nrw9ehj1eoko219,0,0,74.2,2023-02-14T19:46:02.125Z,2023-02-16T20:31:40Z,4032370913,73,,4032371049,233,32,4032370911,56,Back,,,,,,,,,,,,,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751633,32,6,1,1,39,3ptd7zlc5isrongig0wij2id4,1,100,25.8,2023-02-14T19:46:02.125Z,2023-02-16T20:31:40Z,4032371043,233,13,4032371035,56,Center,4032371037,75,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751927,33,1,1,1,56,3ptd7zlc5isrongig0wij2id4,1,99.5,0.5,2023-02-14T19:46:19.365Z,2023-02-16T20:31:43Z,4032372507,212,16.7,4032372503,140,84.2,4032372499,6,,4032372501,56,Right,4036057445,178,,4032372509,213,2.9,4032372505,141,7.3,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751997,34,1,1,2,0,3ptd7zlc5isrongig0wij2id4,0,90.9,14.7,2023-02-14T19:46:23.950Z,2023-02-16T20:31:46Z,4032372847,141,23.3,4032373509,233,14,4032372843,56,Center,4032372851,213,1.4,4032373455,2,,4033846353,224,,4032373503,236,,4032372849,212,5.9,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,4033846355,20,4032373515,286,4032372845,140,91.6,4032373457,155,4036057571,178,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751929,14,12,1,2,0,b3vbyitzi3nrw9ehj1eoko219,1,11.4,87.7,2023-02-14T19:46:23.972Z,2023-02-16T20:31:52Z,4032372519,56,Back,4032373549,233,34,4032372517,185,,4036057765,178,,,,,,,,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751943,15,6,1,2,1,b3vbyitzi3nrw9ehj1eoko219,0,0,80.3,2023-02-14T19:46:24.618Z,2023-02-16T20:31:59Z,4032372565,73,,4032372903,233,35,4032372557,56,Back,,,,,,,,,,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751999,35,6,1,2,1,3ptd7zlc5isrongig0wij2id4,1,100,19.7,2023-02-14T19:46:24.618Z,2023-02-16T20:31:59Z,4032372869,233,15,4032372855,75,,4032372853,56,Right,,,,,,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752327,36,1,1,2,25,3ptd7zlc5isrongig0wij2id4,1,99.5,0.5,2023-02-14T19:46:48.195Z,2023-02-16T21:45:47Z,4032374641,6,,4036058143,178,,4033850769,154,,4032374653,212,28.1,4033850767,210,15,4032374645,223,,4033846635,72,,4032374651,141,39.8,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,4032374643,155,4032374647,56,4032374655,213,1.9,4032374639,2,4032374649,140,1,Center,91.3,,,,,,,,,,,,,,,,,,,,,,,
2507752329,37,44,1,2,26,3ptd7zlc5isrongig0wij2id4,1,90.1,40.3,2023-02-14T19:46:49.427Z,2023-02-16T21:45:47Z,4032374943,233,16,4032374667,56,Center,4032374669,286,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752317,16,44,1,2,26,b3vbyitzi3nrw9ehj1eoko219,0,9.9,59.7,2023-02-14T19:46:49.428Z,2023-02-16T20:32:05Z,4032374891,233,37,4032374595,56,Back,4032374601,285,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508030249,1064,15,1,2,26,3ptd7zlc5isrongig0wij2id4,1,94,38.9,2023-02-14T19:46:49.479Z,2023-02-16T21:45:47Z,4036058433,388,,4033850785,78,,4033850809,231,46.4,4033850797,103,19,4033850799,100,,4033850547,17,,4033850549,56,Center,4033850595,82,,1la1hsnuheliwojwmcbxroy96,J. Knight,4033850587,25,4033850589,15,4033850803,147,40.4,4033850791,55,4033850789,154,,,,36,4033850805,230,98.6,4033850787,29,4033850801,146,94.9,4033850593,328,4033850795,102,49.6,4033874077,233,17,,,,,,
2507752351,17,10,1,2,26,b3vbyitzi3nrw9ehj1eoko219,1,11.4,58.8,2023-02-14T19:46:49.523Z,2023-02-16T20:32:18Z,4032374759,56,Back,4036058763,15,,4033874081,233,1064,4036058761,388,,4033851129,94,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507752363,18,6,1,2,27,b3vbyitzi3nrw9ehj1eoko219,0,0,74.8,2023-02-14T19:46:50.397Z,2023-02-16T20:32:23Z,4032374829,56,Back,4032374833,73,,4032379377,233,38,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
