id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId
2494443233,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-01-01T14:15:04.101Z,2023-01-02T17:28:53Z,3962473097,197,16178,3962473087,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3962473091,130,17,3962473093,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3962473085,30,"45i2fz3wya2x8gsa1hn8yd65m, kxfjnow9ky2mxefjujv392ol, czsjz7u9u01z5a4pyue7tu5wq, cee3wxxx7lrluzh7kog7g07ah, em0i6q0h6q80melaxwx2nvz3e, 6cfr9qa1khqzv5oxsi8d3ug9h, ewtroels9b5fc9hv9c2laj90q, 4y9ghbncgfgpv4qd604g8jw15, dxndu5lwom3srja7xhiadmdw5, 37ea7qzvbzt3zr4y2q4o5boq, 3e79d5436l57bfj3ywbjvfr6y, 2f49etxdi4l2tsobpmsg5i5pm, 2k02tiy3x2a7o11h0kxw33fmd, azp9bk80ozwjy2xx7tvqot5gp, 9iwkidg6lykej8vrhfz6z4ct1, 6ictgtdi9ogl7n8dqh4dm1fxl, 1zpxu396rz1b3gymuheg69h3p, ap6krbqlids3m29zd4j8ick16",3962473095,194,dxndu5lwom3srja7xhiadmdw5,3962473099,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962473089,59,"28, 23, 16, 2, 4, 6, 22, 8, 9, 11, 17, 1, 3, 5, 7, 10, 24, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494443293,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-01T14:15:15.777Z,2023-01-01T15:14:32Z,3962473519,197,16168,3962473515,194,5bkjye9thnohmdgzwsrsy1n9,3962473505,59,"1, 7, 23, 3, 6, 2, 28, 10, 11, 12, 9, 5, 8, 13, 16, 18, 22, 26",3962473511,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3962473523,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962473507,130,18,3962473501,30,"1sw0ywyl0cgn97mu65tnzv0t1, bbrx2s4fcp7uplly4hpbt3xed, 1kw6qz2pi7wlam068oeirztud, 5bkjye9thnohmdgzwsrsy1n9, 4uywqjm0i2ik5cwhulbmzxi39, f5zei3x0mg1i5q3soziuy579, 7pia2vfewavgyc8d7pvgr7owl, 93kxb8ch3auv9li22mh1aidey, 7yqdri2a1wz80jfzbcyfc904p, 4oogur7f8tfx3z011ap58ao5x, am0ggkrw8rzw5shdvaceyr3kl, dbvkpe7bc9clualadtx9rf1uc, 5j5rrfad842t1nebfc4lwmket, corxqfn0yjgdo7vdctaraxv8q, s2phyy6eoysnxu96rw2ivnx1, 99uiqjteov3qby19bs8kozill, 40wbrqny2ekenyy37ver8dyol, 7fvj3ev8ov0cnalck9x48z3kl",3962473503,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450095,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-01-01T15:02:56.319Z,2023-01-01T15:02:57Z,3962510071,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450081,3,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-01-01T15:02:56.319Z,2023-01-03T01:40:59Z,3962510021,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450149,4,1,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,29.9,53.6,2023-01-01T15:02:56.367Z,2023-01-03T06:17:37Z,3962510291,212,20.7,3962510293,213,1.5,3964308861,178,,3962510287,140,32.0,3962510285,56,Back,3962510289,141,83.8,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450131,3,1,1,0,2,jv3jh5m5t7qy5t37vwwmnj16,1,50.2,50,2023-01-01T15:02:59.222Z,2023-01-03T06:17:30Z,3962510215,279,S,3962510209,141,52.2,3962510205,56,Back,3962510207,140,30.3,3962510211,212,20.9,3962510213,213,3.1,3964308675,178,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450181,5,1,1,0,4,jv3jh5m5t7qy5t37vwwmnj16,1,32,83.8,2023-01-01T15:03:01.003Z,2023-01-03T06:17:47Z,3962510465,212,11.6,3962510463,141,93.8,3962510459,56,Back,3962510461,140,40.9,3962510467,213,0.6,3964308951,178,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450211,6,1,1,0,7,jv3jh5m5t7qy5t37vwwmnj16,0,44.3,95,2023-01-01T15:03:03.595Z,2023-01-03T06:25:42Z,3962510615,213,5.5,3962510609,140,73.4,3964313041,178,,3962510605,155,,3962510611,141,46.1,3962510607,56,Center,3962510613,212,45.2,3962510617,1,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450215,4,44,1,0,9,5jjqm8h6qm1w4s5f93uubhdrj,1,30.9,60.4,2023-01-01T15:03:06.098Z,2023-01-04T10:57:15Z,3962510633,56,Back,3962510635,285,,3962510653,233,7,,,,,,,,,,,,,,,,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450219,7,44,1,0,9,jv3jh5m5t7qy5t37vwwmnj16,0,69.1,39.6,2023-01-01T15:03:06.099Z,2023-01-03T06:26:00Z,3962510685,233,4,3962510637,56,Center,3962510639,286,,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
