id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/17/value
2523288255,927,67,1,23,26,9db4t34qy4owglhvvgwf5l22i,0,95,70.2,2023-03-18T15:25:29.915Z,2023-03-21T14:56:02Z,4114576751,233,910,,,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521615017,170,8,1,23,26,jv3jh5m5t7qy5t37vwwmnj16,1,5.9,32.1,2023-03-18T15:25:29.935Z,2023-03-21T15:45:12Z,4105671323,56,Back,4114509841,178,,4113022005,385,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521615323,147,61,1,23,26,9db4t34qy4owglhvvgwf5l22i,1,92,77.2,2023-03-18T15:25:29.967Z,2023-03-21T14:24:41Z,4114509923,178,,4105673139,56,Center,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521615047,171,43,1,23,28,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-18T15:25:32.252Z,2023-03-18T15:25:39Z,4105672591,144,49,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521615417,148,5,1,23,30,9db4t34qy4owglhvvgwf5l22i,0,101.5,79.6,2023-03-18T15:25:34.011Z,2023-03-21T14:24:49Z,4105673671,56,Left,4105673673,346,,4105675987,233,172,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521615161,172,5,1,23,30,jv3jh5m5t7qy5t37vwwmnj16,1,-1.5,20.4,2023-03-18T15:25:34.011Z,2023-03-21T14:24:50Z,4105672217,56,Back,4105672219,346,,4105675939,233,148,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521616379,173,1,1,24,2,jv3jh5m5t7qy5t37vwwmnj16,0,5.1,46,2023-03-18T15:26:06.172Z,2023-03-21T14:24:59Z,4105678829,56,Right,4105678841,74,,4105678827,124,,4105678831,140,69.4,4105678833,141,9.4,4105678835,212,72.0,4105678837,213,5.9,4105678839,1,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521616473,149,1,1,24,6,9db4t34qy4owglhvvgwf5l22i,0,47.8,81.8,2023-03-18T15:26:09.870Z,2023-03-21T14:25:10Z,4105679297,140,51.8,4105679299,141,100.0,4105679301,212,14.0,4105679303,213,1.3,4105679293,3,,4114510887,178,,4105679295,56,Left,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521616483,150,5,1,24,7,9db4t34qy4owglhvvgwf5l22i,0,45.6,101.5,2023-03-18T15:26:10.950Z,2023-03-21T14:25:13Z,4105679329,347,,4105679327,56,Back,4105682899,233,174,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617131,174,5,1,24,7,jv3jh5m5t7qy5t37vwwmnj16,1,54.4,-1.5,2023-03-18T15:26:10.950Z,2023-03-21T14:25:13Z,4105682825,347,,4105682821,56,Right,4105682881,233,150,,,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617201,175,1,1,24,28,jv3jh5m5t7qy5t37vwwmnj16,1,63.9,0,2023-03-18T15:26:32.106Z,2023-03-21T14:25:18Z,4105683259,1,,4105683257,213,2.7,4105683255,212,23.7,4105683251,140,43.8,4105683253,141,13.7,4105683249,56,Back,4105683247,107,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617349,176,1,1,24,31,jv3jh5m5t7qy5t37vwwmnj16,1,41.5,14.6,2023-03-18T15:26:34.707Z,2023-03-21T14:25:23Z,4114511333,178,,4105683995,140,16.3,4105683993,56,Back,4105684003,1,,4105684001,213,2.5,4105683999,212,32.4,4105683997,141,42.2,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617375,177,1,1,24,35,jv3jh5m5t7qy5t37vwwmnj16,1,17.6,41.2,2023-03-18T15:26:38.702Z,2023-03-21T14:25:27Z,4105684167,141,91.5,4105684169,212,42.8,4114511487,178,,4105684161,155,,4105684163,56,Back,4105684165,140,42.1,4106642941,1,,4105684171,213,0.9,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617503,178,1,1,24,38,jv3jh5m5t7qy5t37vwwmnj16,1,42.1,91.4,2023-03-18T15:26:41.325Z,2023-03-21T14:25:32Z,4105684865,212,15.1,4105684861,141,82.3,4105684867,213,5.9,4105684859,140,55.2,4105684851,3,,4105684855,56,Left,4114511689,388,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617511,179,61,1,24,39,jv3jh5m5t7qy5t37vwwmnj16,0,60.4,86.8,2023-03-18T15:26:43.223Z,2023-03-21T14:25:48Z,4105684905,56,Left,4114512179,178,,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522996801,709,49,1,24,41,9db4t34qy4owglhvvgwf5l22i,1,40.2,13,2023-03-18T15:26:44.420Z,2023-03-21T14:25:54Z,,,,,,,,,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522996821,710,1,1,24,42,9db4t34qy4owglhvvgwf5l22i,0,38.8,17.9,2023-03-18T15:26:45.315Z,2023-03-21T14:25:59Z,4113023439,141,20.2,4114512575,178,,4113023433,56,Right,4113023431,155,,4113023435,140,61.0,4113023449,213,0.1,4113023443,212,23.4,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617667,180,1,1,24,43,jv3jh5m5t7qy5t37vwwmnj16,1,38.3,80.6,2023-03-18T15:26:46.925Z,2023-03-21T14:26:04Z,4114512769,388,,4105685755,213,4.3,4105685753,212,4.8,4105685751,141,74.1,4105685745,3,,4105685749,140,36.6,4105685747,56,Back,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617723,181,1,1,24,45,jv3jh5m5t7qy5t37vwwmnj16,0,36.6,73.8,2023-03-18T15:26:48.423Z,2023-03-21T14:26:09Z,4105686049,141,77.8,4105686043,140,64.6,4114513011,178,,4105686039,56,Center,4105686051,212,29.5,4105686035,3,,4105686055,213,0.1,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617681,151,43,1,24,46,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-18T15:26:49.398Z,2023-03-20T14:44:44Z,4113024595,144,49,,,,,,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617753,152,1,1,24,48,9db4t34qy4owglhvvgwf5l22i,1,46,25.2,2023-03-18T15:26:51.689Z,2023-03-21T14:26:16Z,4105686247,56,Right,4114513271,178,,4105686249,140,64.5,4105686245,155,,4105686253,212,24.0,4105686251,141,4.4,4105686255,213,5.7,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617967,153,1,1,24,53,9db4t34qy4owglhvvgwf5l22i,0,74.4,10.7,2023-03-18T15:26:57.125Z,2023-03-21T14:26:22Z,4105687489,140,67.2,4105687487,56,Center,4105687495,213,2.1,4114513449,178,,4105687491,141,30.1,4105687493,212,15.2,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521617981,182,49,1,24,55,jv3jh5m5t7qy5t37vwwmnj16,1,34.8,82.1,2023-03-18T15:26:58.887Z,2023-03-21T14:26:28Z,,,,,,,,,,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521618049,183,1,1,24,57,jv3jh5m5t7qy5t37vwwmnj16,0,44.9,82.6,2023-03-18T15:27:00.970Z,2023-03-21T14:26:37Z,4105687935,140,45.0,4114514269,178,,4105687939,212,1.3,4113025631,286,,4105687937,141,84.5,4113112157,233,711,4105687929,56,Back,4105687941,213,1.5,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,4113025629,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522997189,711,74,1,24,57,9db4t34qy4owglhvvgwf5l22i,1,55.2,15.3,2023-03-18T15:27:01.089Z,2023-03-21T14:26:47Z,4114514641,178,,4113025479,56,Right,4113112161,233,183,4113025481,285,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523289203,946,67,1,24,58,9db4t34qy4owglhvvgwf5l22i,1,42.3,14.1,2023-03-18T15:27:02.273Z,2023-03-21T15:45:13Z,4114581959,233,936,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523289199,936,67,1,24,58,jv3jh5m5t7qy5t37vwwmnj16,0,57.7,85.9,2023-03-18T15:27:02.274Z,2023-03-21T14:59:40Z,4114581963,233,946,,,,,,,,,,,,,,,,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521618331,155,1,1,24,59,9db4t34qy4owglhvvgwf5l22i,0,42.2,13.2,2023-03-18T15:27:02.308Z,2023-03-21T15:45:13Z,4105689547,140,100.0,4105689551,212,62.1,4105689555,1,,4105689549,141,15.6,4105690267,157,,4105689545,56,Right,4114514881,178,,4105689553,213,0.0,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521618129,154,43,1,25,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-18T15:27:03.966Z,2023-03-18T15:27:35Z,4105688393,56,Center,4105693895,144,61,,,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521618345,156,5,1,25,3,9db4t34qy4owglhvvgwf5l22i,0,101.5,20.2,2023-03-18T15:27:06.613Z,2023-03-21T14:27:01Z,4105689633,56,Right,4105689745,233,184,4105689635,346,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521618233,184,5,1,25,3,jv3jh5m5t7qy5t37vwwmnj16,1,-1.5,79.8,2023-03-18T15:27:06.613Z,2023-03-21T14:27:02Z,4105689011,346,,4105689733,233,156,4105689009,56,Back,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521619179,185,1,1,25,29,jv3jh5m5t7qy5t37vwwmnj16,1,5.3,49,2023-03-18T15:27:32.584Z,2023-03-21T14:27:06Z,4105694047,124,,4105694049,56,Back,4105694063,237,,4105694057,213,1.0,4105694059,1,,4105694051,140,22.7,4105694053,141,90.9,4105694055,212,33.8,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521619225,186,1,1,25,32,jv3jh5m5t7qy5t37vwwmnj16,0,24,94.5,2023-03-18T15:27:35.567Z,2023-03-21T14:27:10Z,4105694311,155,,4105694313,56,Left,4105694315,140,67.6,4114515599,178,,4105694317,141,82.7,4105694319,212,46.5,4105694327,1,,4105694323,213,6.1,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521619291,157,49,1,25,34,9db4t34qy4owglhvvgwf5l22i,1,39.8,14.6,2023-03-18T15:27:37.761Z,2023-03-21T14:27:18Z,,,,,,,,,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521619461,158,1,1,25,37,9db4t34qy4owglhvvgwf5l22i,1,38.2,7.7,2023-03-18T15:27:41.047Z,2023-03-21T14:27:24Z,4114516053,178,,4105695685,56,Back,4105695697,212,14.5,4105695699,213,2.6,4105695691,140,26.2,4105695695,141,18.2,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523289425,953,83,1,25,40,jv3jh5m5t7qy5t37vwwmnj16,1,74.7,79.7,2023-03-18T15:27:43.592Z,2023-03-21T18:09:50Z,4114583047,399,461102,,,,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521619669,159,1,1,25,41,9db4t34qy4owglhvvgwf5l22i,1,25.7,20.3,2023-03-18T15:27:45.128Z,2023-03-21T14:27:34Z,4105696755,141,34.8,4105696753,140,13.4,4105696751,56,Back,4105696759,213,2.5,4114516451,178,,4105696757,212,16.2,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521619743,160,1,1,25,47,9db4t34qy4owglhvvgwf5l22i,1,12.6,37.1,2023-03-18T15:27:51Z,2023-03-21T14:27:46Z,4105697163,213,1.4,4105697161,212,26.2,4105697155,56,Back,4105697157,140,15.7,4114516967,178,,4105697159,141,75.4,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521619805,161,1,1,25,49,9db4t34qy4owglhvvgwf5l22i,1,16.5,75.1,2023-03-18T15:27:53.026Z,2023-03-21T14:27:50Z,4105697499,56,Back,4105697503,140,30.6,4105697513,212,17.2,4105697509,141,62.3,4105697517,213,5.8,4114517133,178,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521619901,162,1,1,25,50,9db4t34qy4owglhvvgwf5l22i,1,30.6,62.3,2023-03-18T15:27:54.260Z,2023-03-21T14:27:57Z,4105698023,213,3.5,4105698021,212,23.4,4105698015,56,Back,4114517391,178,,4105698019,141,48.8,4105698017,140,10.1,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620223,163,1,1,25,53,9db4t34qy4owglhvvgwf5l22i,1,10.3,47.3,2023-03-18T15:27:57.222Z,2023-03-21T14:28:04Z,4105699687,212,25.1,4114517615,178,,4105699689,213,5.2,4105699681,56,Back,4105699683,140,21.1,4105699685,141,14.4,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620259,164,1,1,26,3,9db4t34qy4owglhvvgwf5l22i,1,26.3,11.9,2023-03-18T15:28:07.194Z,2023-03-21T14:28:10Z,4105699905,213,6.0,4105699901,212,14.4,4105699897,141,6.8,4105699895,140,39.6,4105699893,56,Back,4114517799,178,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620335,165,1,1,26,4,9db4t34qy4owglhvvgwf5l22i,1,39.6,6.8,2023-03-18T15:28:07.926Z,2023-03-21T14:28:15Z,4105700289,140,31.3,4105700287,56,Back,4114517899,178,,4105700297,213,2.8,4105700293,212,9.2,4105700291,141,11.1,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620465,166,1,1,26,6,9db4t34qy4owglhvvgwf5l22i,1,31.3,11.1,2023-03-18T15:28:09.400Z,2023-03-21T14:28:19Z,4105701071,212,28.7,4114518105,178,,4105701073,213,2.3,4105701059,56,Back,4105701069,141,42.8,4105701065,140,13.2,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620707,167,1,1,26,11,9db4t34qy4owglhvvgwf5l22i,1,12.2,42.2,2023-03-18T15:28:14.729Z,2023-03-21T14:28:23Z,4105702533,140,20.0,4105702531,56,Back,4105702537,141,10.9,4105702541,212,22.8,4105702543,213,5.1,4114518281,178,,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620831,168,1,1,26,15,9db4t34qy4owglhvvgwf5l22i,1,34.1,11.1,2023-03-18T15:28:19.198Z,2023-03-21T14:28:35Z,4114518719,178,,4105703211,213,0.2,4105703213,1,,4105703201,155,,4105703203,56,Center,4105703205,140,79.7,4105703207,141,22.4,4105703209,212,48.5,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620863,169,1,1,26,18,9db4t34qy4owglhvvgwf5l22i,1,79.7,22.4,2023-03-18T15:28:21.989Z,2023-03-21T14:28:42Z,4105703371,213,3.6,4114519013,178,,4105703361,3,,4105703363,56,Right,4105703365,140,76.3,4105703367,141,20.1,4105703369,212,3.9,,,,acvgu9prqaeucmvi9fx070i22,M. Watters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620999,170,1,1,26,21,9db4t34qy4owglhvvgwf5l22i,1,71.7,29.8,2023-03-18T15:28:24.802Z,2023-03-21T14:29:03Z,4105704115,212,12.4,4105704111,140,73.9,4114519521,178,,4105704113,141,11.9,4105704109,56,Right,4105704117,213,4.9,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521621089,171,1,1,26,23,9db4t34qy4owglhvvgwf5l22i,0,86,7.3,2023-03-18T15:28:27.185Z,2023-03-21T14:29:09Z,4105704621,212,26.0,4105704623,213,1.3,4113030713,224,,4105704617,140,92.2,4105704619,141,44.3,4113030715,20,,4105704611,2,,4105704613,155,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,4105704615,56,Center,4114519885,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521620983,187,44,1,26,25,jv3jh5m5t7qy5t37vwwmnj16,1,12,57.2,2023-03-18T15:28:28.334Z,2023-03-21T15:45:13Z,4105704701,233,172,4105704049,285,,4105704047,56,Back,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521621097,172,44,1,26,25,9db4t34qy4owglhvvgwf5l22i,0,88,42.8,2023-03-18T15:28:28.335Z,2023-03-21T14:29:14Z,4105704663,286,,4105704661,56,Center,4105704939,233,187,,,,,,,,,,,,,,,,acvgu9prqaeucmvi9fx070i22,M. Watters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521621015,188,12,1,26,25,jv3jh5m5t7qy5t37vwwmnj16,1,6.3,63.4,2023-03-18T15:28:28.361Z,2023-03-21T15:45:14Z,4105704267,15,,4105704175,56,Back,4105704177,140,24.1,4105704179,141,44.0,4114520259,388,,4105704181,212,22.9,4105704183,213,5.7,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521621121,189,1,1,26,27,jv3jh5m5t7qy5t37vwwmnj16,1,26,36.9,2023-03-18T15:28:30.750Z,2023-03-21T14:29:24Z,4105704777,141,46.1,4105704773,140,32.2,4105704771,56,Back,4114520557,388,,4105704769,3,,4105704781,212,9.0,4105704787,213,0.8,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522998197,753,3,1,26,30,jv3jh5m5t7qy5t37vwwmnj16,0,35.1,46.1,2023-03-18T15:28:33.539Z,2023-03-21T14:29:31Z,4114520859,178,,4113031499,56,Back,4113031503,465,,4113031501,286,,4113031505,467,canpue729cozt0cw6a1dpi7ai,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521621219,190,4,1,26,30,jv3jh5m5t7qy5t37vwwmnj16,1,36,49.6,2023-03-18T15:28:33.945Z,2023-03-21T14:29:35Z,4105705357,265,,4105706037,233,173,4105705359,286,,4105705353,56,Back,4105705351,13,,4105705355,152,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521621309,173,4,1,26,30,9db4t34qy4owglhvvgwf5l22i,0,64,50.4,2023-03-18T15:28:33.946Z,2023-03-21T14:29:35Z,4105705905,285,,4105705901,152,,4105705903,265,,4105706139,233,190,4105705899,56,Center,4105705897,13,,4114521021,178,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521622089,191,1,1,27,0,jv3jh5m5t7qy5t37vwwmnj16,0,35.2,43.3,2023-03-18T15:29:03.950Z,2023-03-21T14:29:40Z,4105710323,5,,4105710329,152,,4105710341,1,,4105710327,157,,4105710337,212,44.9,4105710339,213,0.1,4105710333,140,77.9,4105710331,56,Center,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,4114521235,178,,4105710335,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521622269,174,1,1,27,3,9db4t34qy4owglhvvgwf5l22i,0,29.2,55.5,2023-03-18T15:29:07.047Z,2023-03-21T14:29:49Z,4105711213,140,41.5,4105711211,56,Back,4114521553,388,,4105711215,141,56.9,4105711217,212,13.0,4105711209,3,,4105711219,213,0.1,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521622361,192,1,1,27,6,jv3jh5m5t7qy5t37vwwmnj16,1,71,42.5,2023-03-18T15:29:09.378Z,2023-03-21T14:29:53Z,4105711695,212,22.6,4105711691,141,62.7,4105711697,213,0.7,4114521727,178,,4105711685,56,Center,4105711681,155,,4105711689,140,88.1,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521622395,193,1,1,27,8,jv3jh5m5t7qy5t37vwwmnj16,1,88.3,63.1,2023-03-18T15:29:11.653Z,2023-03-21T14:30:03Z,4105711889,213,3.7,4105711887,212,2.7,4105711885,141,60.9,4105711881,140,86.2,4114521969,178,,4105711877,56,Center,4113032851,156,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523289921,967,67,1,27,9,jv3jh5m5t7qy5t37vwwmnj16,1,85.6,62.2,2023-03-18T15:29:12.926Z,2023-03-21T15:45:14Z,4114585667,233,979,,,,,,,,,,,,,,,,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523289919,979,67,1,27,9,9db4t34qy4owglhvvgwf5l22i,0,14.4,37.8,2023-03-18T15:29:12.927Z,2023-03-21T15:03:11Z,4114585671,233,967,,,,,,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521622403,194,1,1,27,9,jv3jh5m5t7qy5t37vwwmnj16,0,86.2,60.9,2023-03-18T15:29:12.937Z,2023-03-21T15:45:15Z,4105711929,56,Center,4105711935,212,3.7,4114522083,178,,4105711931,140,89.6,4105711933,141,62.3,4105711937,213,0.3,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521622441,175,61,1,27,9,9db4t34qy4owglhvvgwf5l22i,1,21.5,46.1,2023-03-18T15:29:13.217Z,2023-03-21T14:30:13Z,4114522359,178,,4105712151,56,Back,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523289995,980,83,1,27,10,9db4t34qy4owglhvvgwf5l22i,1,9.5,27.6,2023-03-18T15:29:14.105Z,2023-03-21T15:03:40Z,4114586139,399,461026,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
