id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2490078065,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-12-10T13:15:02.934Z,2022-12-12T14:37:33Z,3939308811,30,"2xd9g0s3888o99iq0eb5j6ead, 8thtb5uqqv63f880cwhpc5zv9, 85vh43wsin67z2dj0iod12fop, bwu80wn3lca4x2txuelku0a21, ebsspe8jslej9a253w4xpf55h, 69lg8jmug501h6biol5itk02y, 6kxph7ulzz58v8tm3aaomy1ka, 8y3obwxpwckjfl7hkrrg97sgl, a64e8yqggr7fmtdlyr9v80yxh, f2d0i9t2qeyppfqrdv6xzc3px, ddc712ebtmrrpvj4shekecus5, e2sj7bhk2s9du1bs1vza1b4k5, h4x8lz5ou8esdao80mvls9yi, e01znd47zh4hk0g8jx67wzl9m, 67j73dckmb73ntxo81hc840r9, bf7ph89zhr5y6rtct5k9bvqc4, 6kz7c7i4wzph7qlzi9nzt266t, 1la1hsnuheliwojwmcbxroy96",3939308821,194,bwu80wn3lca4x2txuelku0a21,3939308817,130,2,3939308825,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939308819,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939308813,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3939308823,197,4925,3939308815,59,"1, 12, 17, 8, 3, 6, 18, 4, 9, 10, 7, 11, 15, 16, 21, 23, 33, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490078099,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-12-10T13:15:07.491Z,2022-12-12T14:37:39Z,3939309001,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3939309013,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939309009,194,8nudzikxeestbjz4yww8r13v9,3939309003,59,"1, 2, 37, 3, 5, 15, 45, 23, 14, 4, 39, 6, 8, 10, 12, 13, 19, 21",3939309005,130,8,3939309007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939308999,30,"3yamg9wboimwxyklpekdxgxxx, 8nudzikxeestbjz4yww8r13v9, a6sikfu3j1pp7mlfcdte2inoq, dt6qnodvlkioltvbbhn08tqs5, 2di9tk08yuqcb4wn9dvmwh97t, 90ljpsmc6jf9657bs8cwkavl6, 2u29ogddmahu2ursn73e5yw9h, b0hjaqg0on2lrpfcjxfyz7uqy, d866x81xlp0h24rtpg9jbczbp, 5n4yyffs5f8b7exry819c4xxx, 39gerw0vkyeriats1e0rgdn56, bk1tvg8t79kbsmnf2i39or6c5, 5kdcg5tlzqdsmqdvyvxf49rrp, 7mcxkeo8701m9cs3hfy6towrt, d41ua67591gafg6gb9iwg3p7u, 56d9rgyp58k1tunb9vm6g2m6t, dqk7nicp3ufef4hyus1begdii, enwfqkgv2m6hfwwjmbvfx9m1h",3939309011,197,16446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095495,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-12-10T14:00:08.184Z,2022-12-10T14:00:56Z,3939402861,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095491,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-12-10T14:00:08.184Z,2022-12-13T05:50:42Z,3939402847,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095499,3,1,1,0,0,3ptd7zlc5isrongig0wij2id4,1,50,50,2022-12-10T14:00:08.207Z,2022-12-13T08:52:17Z,3939402895,212,19.7,3943605569,178,,3939402899,279,S,3939402893,141,46.9,3939402897,213,3.2,3939402889,56,Back,3939402891,140,31.3,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095519,4,1,1,0,3,3ptd7zlc5isrongig0wij2id4,1,31.3,48.7,2022-12-10T14:00:11.417Z,2022-12-13T08:52:23Z,3939402991,212,29.1,3939402985,56,Center,3939402983,157,,3939402989,141,72.3,3939402987,140,54.4,3939402993,213,0.6,3939402995,1,,3943605611,178,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095523,5,1,1,0,5,3ptd7zlc5isrongig0wij2id4,0,55.9,72.3,2022-12-10T14:00:13.878Z,2022-12-13T08:52:30Z,3939403019,213,6.3,3943605741,178,,3939403013,140,80.3,3939403015,141,71.2,3939403017,212,25.6,3939403011,56,Center,3939403009,155,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095529,3,1,1,0,8,8mbtyq0has0uu0565fm9t5cdo,0,13.3,17.4,2022-12-10T14:00:16.407Z,2022-12-13T08:52:39Z,3939403041,140,22.5,3939403039,56,Back,3939403037,3,,3939403043,141,23.0,3939403045,212,10.4,3939403047,213,0.4,3943605857,388,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095527,6,50,1,0,9,3ptd7zlc5isrongig0wij2id4,1,74,67.6,2022-12-10T14:00:17.357Z,2022-12-13T08:54:37Z,3943281433,233,802,3942694775,286,,3939403035,56,Center,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490715831,802,7,1,0,9,8mbtyq0has0uu0565fm9t5cdo,1,26,32.4,2022-12-10T14:00:17.602Z,2022-12-13T08:54:51Z,3943607931,178,,3943281429,233,6,3942695051,285,,3942695049,56,Back,3943607933,21,,3942695053,383,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095533,4,49,1,0,10,8mbtyq0has0uu0565fm9t5cdo,1,23.1,24.1,2022-12-10T14:00:18.539Z,2022-12-13T08:54:57Z,,,,,,,,,,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490095539,5,1,1,0,10,8mbtyq0has0uu0565fm9t5cdo,1,23.7,30.7,2022-12-10T14:00:18.594Z,2022-12-13T08:55:11Z,3939403073,141,32.7,3939403075,212,7.2,3939403069,56,Back,3939403077,213,0.2,3943608207,178,,3939403071,140,30.4,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
