id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/15/value
2484602817,10,1,1,0,11,9db4t34qy4owglhvvgwf5l22i,0,65.4,12.6,2022-11-12T15:04:16.219Z,2022-11-15T07:00:39Z,3910468347,3,,3917237329,388,,3910468359,141,25.3,3910468365,213,0.6,3910468361,212,14.9,3910468355,140,77.0,3910468351,56,Center,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602945,7,1,1,0,14,82kapkjwonlv9j1ui0ytv5sii,1,28,84.7,2022-11-12T15:04:19.423Z,2022-11-15T01:06:28Z,3910468913,3,,3910468919,140,28.9,3910468923,141,74.2,3910468915,56,Back,3910468931,213,4.8,3910468927,212,7.2,3917237357,388,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603871,8,1,1,0,15,82kapkjwonlv9j1ui0ytv5sii,0,28.9,74.2,2022-11-12T15:04:20.325Z,2022-11-15T01:06:33Z,3910473839,213,5.8,3910473829,157,,3910473841,1,,3910473833,140,45.6,3917237361,178,,3910473837,212,20.1,3910473831,56,Back,3910473835,141,59.7,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603181,11,1,1,0,18,9db4t34qy4owglhvvgwf5l22i,0,51,44.8,2022-11-12T15:04:22.695Z,2022-11-15T01:06:37Z,3910470101,212,22.5,3910470097,140,71.3,3910470095,56,Center,3910470099,141,34.2,3917237373,388,,3910470093,3,,3910470103,213,6.0,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603879,9,27,1,0,31,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-12T15:04:35.602Z,2022-11-15T01:06:42Z,3910473881,53,7joniozhpy10veujjibxmbu2,3910473937,233,12,3910473877,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603719,12,27,1,0,31,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-11-12T15:04:35.602Z,2022-11-15T01:06:43Z,3910474001,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607443,10,28,1,2,15,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-12T15:06:19.900Z,2022-11-15T01:06:48Z,3910492297,55,9,3910492531,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484607461,13,28,1,2,15,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-11-12T15:06:19.900Z,2022-11-15T01:06:48Z,3910492557,233,10,3910492379,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608175,14,68,1,2,28,9db4t34qy4owglhvvgwf5l22i,0,0,0,2022-11-12T15:06:32.933Z,2022-11-15T01:06:55Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608185,11,68,1,2,28,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-12T15:06:32.990Z,2022-11-15T01:07:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608373,12,1,1,2,29,82kapkjwonlv9j1ui0ytv5sii,0,38.5,71.4,2022-11-12T15:06:34.109Z,2022-11-15T01:07:04Z,3917237401,178,,3910497149,56,Left,3910497167,213,0.3,3910497157,141,87.8,3910497147,155,,3910497171,1,,3910497153,140,73.5,3910497163,212,38.4,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608501,15,1,1,2,32,9db4t34qy4owglhvvgwf5l22i,0,27.6,19.8,2022-11-12T15:06:37.110Z,2022-11-15T01:07:14Z,3910497795,141,6.2,3910497791,140,42.3,3910497785,3,,3910497801,213,5.7,3910497787,56,Back,3917237409,388,,3910497799,212,18.0,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608469,13,44,1,2,34,82kapkjwonlv9j1ui0ytv5sii,1,64.8,93.4,2022-11-12T15:06:38.962Z,2022-11-15T07:00:40Z,3910498097,233,16,3910497655,286,,3910497653,56,Left,,,,,,,,,,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608533,16,44,1,2,34,9db4t34qy4owglhvvgwf5l22i,0,35.2,6.6,2022-11-12T15:06:38.963Z,2022-11-15T01:07:18Z,3910498265,233,13,3910497973,285,,3910497971,56,Back,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608515,14,1,1,2,34,82kapkjwonlv9j1ui0ytv5sii,0,72,93,2022-11-12T15:06:39.033Z,2022-11-15T07:00:41Z,3910497853,141,86.8,3910497847,3,,3910497849,56,Left,3917237421,388,,3910497857,212,5.2,3910497851,140,74.9,3910497861,213,5.3,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608613,17,44,1,2,35,9db4t34qy4owglhvvgwf5l22i,1,28.3,12,2022-11-12T15:06:39.748Z,2022-11-15T07:00:41Z,3910498373,285,,3910499225,233,15,3910498371,56,Back,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608763,15,44,1,2,35,82kapkjwonlv9j1ui0ytv5sii,0,71.7,88,2022-11-12T15:06:39.749Z,2022-11-15T01:07:26Z,3910499005,56,Left,3910499007,286,,3910499469,233,17,,,,,,,,,,,,,,,,79a7csp3rppvt5e5q02zmolhx,R. Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608697,18,1,1,2,35,9db4t34qy4owglhvvgwf5l22i,1,30.9,12,2022-11-12T15:06:39.769Z,2022-11-15T07:00:41Z,3910498755,140,29.4,3910498761,213,1.8,3917237445,388,,3910498753,56,Back,3910498759,212,7.3,3910498757,141,22.5,3910498751,3,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608731,19,49,1,2,36,9db4t34qy4owglhvvgwf5l22i,1,29.4,23,2022-11-12T15:06:41.131Z,2022-11-15T01:07:39Z,,,,,,,,,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608863,20,1,1,2,39,9db4t34qy4owglhvvgwf5l22i,0,29.5,27.9,2022-11-12T15:06:43.712Z,2022-11-15T01:07:49Z,3910499509,155,,3910499519,213,6.0,3910499513,140,66.8,3910499521,1,,3910499517,212,40.8,3917237459,178,,3910499515,141,11.0,3910499511,56,Right,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608901,16,1,1,2,41,82kapkjwonlv9j1ui0ytv5sii,0,30.5,80,2022-11-12T15:06:45.879Z,2022-11-15T01:08:00Z,3910499695,3,,3910499711,140,37.7,3910499703,56,Back,3917237475,388,,3910499719,141,78.3,3910499741,213,6.1,3910499733,212,7.6,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608983,21,1,1,2,42,9db4t34qy4owglhvvgwf5l22i,0,60.5,16.1,2022-11-12T15:06:47.015Z,2022-11-15T01:25:41Z,3910500127,56,Center,3910500135,213,1.1,3910500131,141,53.6,3910500129,140,72.8,3910500133,212,28.6,3917242497,388,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484608957,17,49,1,2,46,82kapkjwonlv9j1ui0ytv5sii,1,31.5,36.1,2022-11-12T15:06:50.800Z,2022-11-15T01:08:10Z,,,,,,,,,,,,,,,,,,,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609193,18,1,1,2,46,82kapkjwonlv9j1ui0ytv5sii,0,32.1,30.4,2022-11-12T15:06:50.832Z,2022-11-15T01:08:12Z,3910501267,141,11.0,3910501257,155,,3910501281,1,,3910501275,213,6.0,3910501271,212,45.0,3910501263,140,73.1,3910501259,56,Right,3917237501,178,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609263,22,49,1,2,51,9db4t34qy4owglhvvgwf5l22i,1,22.2,93.8,2022-11-12T15:06:56.086Z,2022-11-15T01:08:21Z,,,,,,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609305,23,1,1,2,51,9db4t34qy4owglhvvgwf5l22i,0,22.2,93.8,2022-11-12T15:06:56.148Z,2022-11-15T01:08:25Z,3917237511,178,,3910501909,212,23.2,3910501913,1,,3910501903,56,Back,3910501911,213,6.3,3910501901,157,,3910501905,140,44.3,3910501907,141,93.2,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609367,19,1,1,2,53,82kapkjwonlv9j1ui0ytv5sii,1,58.7,8.7,2022-11-12T15:06:57.608Z,2022-11-15T01:08:37Z,3910502229,213,6.1,3917237519,388,,3910502209,140,68.2,3910502215,141,6.6,3910502207,56,Right,3910502221,212,10.1,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609379,20,49,1,2,53,82kapkjwonlv9j1ui0ytv5sii,1,66,4,2022-11-12T15:06:58.469Z,2022-11-15T01:08:43Z,,,,,,,,,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485882781,808,43,1,2,54,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-11-12T15:06:58.580Z,2022-11-15T06:10:08Z,3917339823,144,83,3917248723,399,181297,,,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609437,21,1,1,2,55,82kapkjwonlv9j1ui0ytv5sii,1,62.5,6.6,2022-11-12T15:06:59.613Z,2022-11-15T01:08:46Z,3910502553,141,5.8,3910502549,56,Right,3910502557,213,3.2,3910502555,212,8.1,3910502551,140,54.8,3917237537,178,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609469,22,1,1,2,56,82kapkjwonlv9j1ui0ytv5sii,1,57.9,6.4,2022-11-12T15:07:00.920Z,2022-11-15T01:08:51Z,3917237545,178,,3910502761,140,43.0,3910502767,212,15.7,3910502759,56,Back,3910502763,141,7.6,3910502771,213,3.1,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609705,23,1,1,2,58,82kapkjwonlv9j1ui0ytv5sii,1,40,7.6,2022-11-12T15:07:03.066Z,2022-11-15T01:08:53Z,3917237553,178,,3910504029,140,13.5,3910504037,1,,3910504033,212,36.4,3910504027,56,Back,3910504035,213,2.4,3910504031,141,42.2,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609823,24,1,1,3,4,82kapkjwonlv9j1ui0ytv5sii,0,19.1,39.6,2022-11-12T15:07:08.555Z,2022-11-15T01:08:57Z,3917237565,178,,3910504715,56,Center,3910504707,155,,3910504727,141,67.6,3910504731,212,50.6,3910504737,213,0.4,3910504721,140,63.7,3910504739,1,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484609885,24,1,1,3,7,9db4t34qy4owglhvvgwf5l22i,0,29.6,27.9,2022-11-12T15:07:11.706Z,2022-11-15T01:09:04Z,3917237569,178,,3910505069,212,10.5,3910505057,56,Back,3910505073,213,0.6,3910505055,3,,3910505061,140,38.1,3910505065,141,36.1,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484610063,25,4,1,3,10,82kapkjwonlv9j1ui0ytv5sii,1,65.6,47.4,2022-11-12T15:07:15.025Z,2022-11-15T01:09:19Z,3910506001,56,Center,3910506011,286,,3910506003,152,,3910582469,294,,3910505999,13,,3910574269,233,25,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484610647,25,4,1,3,10,9db4t34qy4owglhvvgwf5l22i,0,34.4,52.6,2022-11-12T15:07:15.026Z,2022-11-15T01:09:19Z,3910509031,285,,3910509027,56,Back,3910509023,294,,3910574357,233,25,3910509019,13,,3910509029,152,,3917237593,178,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484611685,26,1,1,3,49,82kapkjwonlv9j1ui0ytv5sii,1,62.9,44,2022-11-12T15:07:53.895Z,2022-11-15T01:09:23Z,3910514569,141,28.2,3917237607,178,,3910514571,212,10.9,3910514563,152,,3910514567,140,64.8,3910514573,213,4.9,3910514561,5,,3910514565,56,Center,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484611791,27,1,1,3,52,82kapkjwonlv9j1ui0ytv5sii,0,65.4,25.4,2022-11-12T15:07:56.922Z,2022-11-15T01:09:26Z,3916842775,1,,3910515127,141,57.7,3910515131,213,0.7,3910515121,155,,3910515125,140,89.3,3910515129,212,33.3,3910515123,56,Center,3917237615,178,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484611907,26,44,1,3,54,9db4t34qy4owglhvvgwf5l22i,1,12.4,39.7,2022-11-12T15:07:59.535Z,2022-11-15T07:00:42Z,3910515669,285,,3910515667,56,Back,3910515709,233,28,,,,,,,,,,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484611801,28,44,1,3,54,82kapkjwonlv9j1ui0ytv5sii,0,87.6,60.3,2022-11-12T15:07:59.536Z,2022-11-15T01:09:32Z,3910515167,56,Center,3910515171,286,,3910515769,233,26,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484611933,27,12,1,3,55,9db4t34qy4owglhvvgwf5l22i,1,9.9,34.2,2022-11-12T15:07:59.601Z,2022-11-15T07:00:42Z,3910515841,56,Back,3910515845,141,27.7,3910515945,15,,3910515847,212,4.7,3910515849,213,5.1,3910515843,140,11.5,3917237639,388,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484612419,28,12,1,3,56,9db4t34qy4owglhvvgwf5l22i,1,11.5,27.7,2022-11-12T15:08:01.094Z,2022-11-15T01:09:45Z,3910518445,140,41.1,3910518447,141,70.2,3910518449,212,42.4,3917237643,178,,3910518451,213,0.7,3910518443,56,Back,,,,,,,ddjh4t18kk75bz9sgga2g2f3d,S. Tedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484612343,29,1,1,4,3,82kapkjwonlv9j1ui0ytv5sii,1,39.2,24.2,2022-11-12T15:08:07.620Z,2022-11-15T01:09:47Z,3910518025,140,18.9,3910518031,213,2.5,3910518027,141,48.9,3917237657,178,,3910518023,56,Back,3910518029,212,27.1,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484612523,30,1,1,4,7,82kapkjwonlv9j1ui0ytv5sii,1,19.9,47.4,2022-11-12T15:08:11.863Z,2022-11-15T01:09:49Z,3917237671,178,,3910518935,155,,3910518943,141,9.3,3910518949,1,,3910518945,212,55.8,3910518941,140,67.0,3910518947,213,5.8,3910518939,56,Right,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484612543,31,44,1,4,10,82kapkjwonlv9j1ui0ytv5sii,1,64.6,10,2022-11-12T15:08:14.626Z,2022-11-15T07:00:42Z,3910519053,56,Right,3910519297,233,29,3910519055,286,,,,,,,,,,,,,,,,,dovxfzsqb5e7by2q6kq0j2z1l,R. Pyke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
