id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/12/value,qualifier/17/value,qualifier/11/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2511933653,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-25T14:15:01.091Z,2023-02-25T14:15:01Z,4054459349,197,16220,4054459337,30,"21hyrpedxxu2ilkspxq4uril1, 9ovnysf6fd2ophwdyfznztsk5, 541yhibvfn0fv2izdfudm7651, dlfoufhh8dc14s10vnbjrfvmd, cn988bjn09tb806b05wgp7ys5, 9kacd96xriqrc23e0a8vzov3e, eswokn90i34kdbfvax0y7365l, f4l762ob8j0izfocnmofytcyd, 6d9maq3oecwobp2t2220vf4r9, dgl4fbdrmolqgg0xzejl7ve8l, 6m5uypsr6dj6l74khrez38355, 89wk8a6aqw64nub8dgdj7zjl5, 41cihaqh4lxje5nx17g0rbgt1, 33h8s55zcj0j535g2dyz9tnqi, c23tcl4dl40wu4i8vntbv0tm1, 3zmb22ct3lkf04kbpuxr22hud, 5ykgwunfc9pg5iq8h5cihg3xl, a70y8ayeh05hzo5yc8gotsbh0",4054459341,59,"1, 17, 6, 16, 20, 34, 15, 8, 9, 24, 11, 3, 10, 19, 21, 23, 28, 29",4054459347,194,cn988bjn09tb806b05wgp7ys5,4054459339,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4054459343,130,8,4054459345,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4054459351,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511933869,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-02-25T14:15:11.339Z,2023-02-25T14:15:11Z,4054460589,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4054460593,130,18,4054460587,30,"dtl2jirk97xct4idsoj2vxbs9, 9em8141j1bdvykowhmoyeob85, 4i81y9jhkouk3zmd03gjp1gx5, af7cmpeqlk4lcxz3bxgzjh8lx, 552cgdv8qya776at130r2d0mi, 75c432elegprf4f6hn72icset, btlomqnhw2ft72iwg7xbaoh2i, 75lptyj9mjvb2zyupi4fnnox5, cjwflve6ukph4h2az1irm099l, 7617zihboc2wywyoyou6nhuqd, 4hcjk936uj5hm4bmnnin5nsh5, ea28jq8w3nc9koizvgffy5a7d, 61allnul4qlvl9s6wf0nehped, 9fdbjgbp780ql3ugygbuhie3t, 5r7zhmb338nvjaawyyvbuh5yi, 1nvaqc5633cmmgqu2bpvly5ex, 4kg1zi1c92yxf23t15hvpl2hh, 8ceatyytb6gk5odzls21u2w2x",4054460591,59,"1, 22, 15, 5, 14, 2, 23, 28, 32, 10, 27, 7, 8, 20, 26, 30, 34, 36",4054460599,197,4843,4054460601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054460595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4054460597,194,75c432elegprf4f6hn72icset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980345,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-02-25T15:02:23.127Z,2023-02-25T15:02:23Z,4054688381,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980377,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-25T15:02:23.127Z,2023-02-27T21:14:29Z,4054688507,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980517,3,1,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,50.1,49.9,2023-02-25T15:02:23.199Z,2023-02-28T05:14:05Z,4054689139,140,42.9,4054689143,212,7.6,4054689137,56,Back,4054689147,279,S,4062885911,178,,4054689145,213,3.2,4054689141,141,49.7,,,,cjwflve6ukph4h2az1irm099l,R. Broom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980601,4,1,1,0,1,fvr504m6gaxsfmtx4fwm7iq1,0,42.9,49.7,2023-02-25T15:02:24.415Z,2023-02-28T05:14:17Z,4054689557,213,0.4,4054689555,212,59.6,4054689559,1,,4062886037,178,,4054689551,140,94.6,4054689549,56,Left,4054689553,141,85.9,4054689547,157,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980455,3,43,1,0,1,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-25T15:02:24.640Z,2023-02-25T15:02:28Z,4054688875,212,0,4054688879,213,0,4054688867,140,36.3,4054688871,141,51.8,4054689187,144,1,4054688863,56,Back,,,,,,,dgl4fbdrmolqgg0xzejl7ve8l,M. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980605,4,49,1,0,6,80jtkz2echk6yyyb9e2595cxr,1,3.9,12,2023-02-25T15:02:29.227Z,2023-02-28T05:14:26Z,,,,,,,,,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980801,5,1,1,0,7,80jtkz2echk6yyyb9e2595cxr,0,4.1,10.3,2023-02-25T15:02:30.675Z,2023-02-28T05:14:32Z,4054690511,213,0.2,4054690503,56,Center,4062886189,178,,4054690513,1,,4054690501,155,,4054690509,212,58.7,4054690505,140,59.3,4054690507,141,23.9,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980885,6,49,1,0,12,fvr504m6gaxsfmtx4fwm7iq1,1,41.6,76.3,2023-02-25T15:02:35.499Z,2023-02-28T05:14:42Z,,,,,,,,,,,,,,,,,,,,,,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
