id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/8/value,assist
2547848695,12,61,1,0,58,69t8imcdaqlgfbds2p58596my,1,92,50.1,2023-05-13T14:02:30.304Z,2023-05-13T14:54:42Z,4273345403,228,,4272977735,56,Center,,,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848203,4,5,1,0,58,9db4t34qy4owglhvvgwf5l22i,1,-1.1,40.6,2023-05-13T14:02:30.960Z,2023-05-13T14:02:33Z,4272975131,56,Back,4272975367,233,11,4272975135,346,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848225,11,5,1,0,58,69t8imcdaqlgfbds2p58596my,0,101.1,59.4,2023-05-13T14:02:30.960Z,2023-05-13T14:27:13Z,4272975393,233,4,4272975307,56,Center,4272975311,346,,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848807,5,1,1,1,27,9db4t34qy4owglhvvgwf5l22i,0,4.2,46.1,2023-05-13T14:02:59.126Z,2023-05-13T14:03:03Z,4272978221,213,6.2,4272978225,74,,4272978219,212,58.8,4272978223,1,,4272978217,141,36.0,4272978213,56,Center,4272978215,140,59.8,4272978211,124,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848841,13,1,1,1,31,69t8imcdaqlgfbds2p58596my,0,36.4,66,2023-05-13T14:03:03.430Z,2023-05-13T14:03:04Z,4272978375,56,Back,4272978373,3,,4272978377,140,49.6,4272978381,212,16.4,4272978379,141,53.0,4272978383,213,5.7,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848867,6,1,1,1,32,9db4t34qy4owglhvvgwf5l22i,0,54.6,48.4,2023-05-13T14:03:04.719Z,2023-05-13T14:03:06Z,4272978481,141,43.9,4272978485,213,6.1,4272978479,140,73.0,4272978483,212,19.6,4272978475,3,,4272978477,56,Center,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848893,14,44,1,1,34,69t8imcdaqlgfbds2p58596my,1,26.8,58,2023-05-13T14:03:06.213Z,2023-05-13T14:03:07Z,4272978613,285,,4272978611,56,Back,4272978623,233,7,,,,,,,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848873,7,44,1,1,34,9db4t34qy4owglhvvgwf5l22i,0,73.2,42,2023-05-13T14:03:06.214Z,2023-05-13T14:03:07Z,4272978519,56,Center,4272978647,233,14,4272978521,286,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848907,15,1,1,1,35,69t8imcdaqlgfbds2p58596my,0,27.7,60.6,2023-05-13T14:03:07.095Z,2023-05-13T14:03:08Z,4272978659,141,41.0,4272978661,212,13.7,4272978657,140,30.8,4272978653,3,,4272978655,56,Back,4272978663,213,5.0,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547848979,8,1,1,1,36,9db4t34qy4owglhvvgwf5l22i,1,69.7,64.2,2023-05-13T14:03:08.150Z,2023-05-13T14:03:12Z,4272979027,155,,4272979033,141,92.0,4272979037,213,1.6,4272979035,212,18.9,4272979029,56,Left,4272979031,140,69.2,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849043,9,1,1,1,40,9db4t34qy4owglhvvgwf5l22i,1,67.3,93.6,2023-05-13T14:03:12.438Z,2023-05-13T14:03:15Z,4272979345,141,93.9,4272979341,56,Left,4272979347,212,9.0,4272979343,140,75.9,4272979349,213,0.0,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849067,10,1,1,1,43,9db4t34qy4owglhvvgwf5l22i,1,68.2,93.5,2023-05-13T14:03:15.814Z,2023-05-13T14:03:16Z,4272979465,212,3.9,4272979459,141,95.3,4272979467,213,2.8,4272979455,140,64.7,4272979451,56,Left,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849103,11,1,1,1,44,9db4t34qy4owglhvvgwf5l22i,0,64.7,95.3,2023-05-13T14:03:16.591Z,2023-05-13T14:03:17Z,4272979625,56,Left,4272979633,213,6.1,4272979629,141,92.9,4272979631,212,11.8,4272979627,140,75.8,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849227,17,49,1,1,45,69t8imcdaqlgfbds2p58596my,1,28.7,5.3,2023-05-13T14:03:17.606Z,2023-05-13T14:55:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547919915,390,1,1,1,46,69t8imcdaqlgfbds2p58596my,0,18,4.6,2023-05-13T14:03:18.028Z,2023-05-13T14:55:14Z,4273347529,56,Back,4273347531,140,25.6,4273347535,212,8.0,4273347533,141,5.4,4273347537,213,0.1,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849139,12,1,1,1,47,9db4t34qy4owglhvvgwf5l22i,0,71.4,94.2,2023-05-13T14:03:19.494Z,2023-05-13T14:03:19Z,4272979817,213,6.2,4272979813,141,93.8,4272979811,140,73.7,4272979815,212,2.4,4272979809,56,Left,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849187,13,45,1,1,49,9db4t34qy4owglhvvgwf5l22i,0,74,94,2023-05-13T14:03:21.486Z,2023-05-13T14:04:37Z,4272980025,286,,4272989687,233,16,4272980023,56,Left,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849221,16,3,1,1,49,69t8imcdaqlgfbds2p58596my,1,26,6,2023-05-13T14:03:21.486Z,2023-05-13T14:55:29Z,4272980187,56,Back,4272989627,285,,4272989667,233,13,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849351,18,4,1,1,51,69t8imcdaqlgfbds2p58596my,1,29.2,5.8,2023-05-13T14:03:23.614Z,2023-05-13T14:55:35Z,4272980833,13,,4272980837,152,,4272980841,285,,4272980903,233,14,4272980839,265,,4272980835,56,Back,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547849275,14,4,1,1,51,9db4t34qy4owglhvvgwf5l22i,0,70.8,94.2,2023-05-13T14:03:23.615Z,2023-05-13T14:03:28Z,4272980465,13,,4272980473,286,,4272980467,56,Left,4272980471,265,,4272980921,233,18,4272980469,152,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547850097,19,1,1,2,21,69t8imcdaqlgfbds2p58596my,1,24.8,7.7,2023-05-13T14:03:53.518Z,2023-05-13T14:03:55Z,4272984373,56,Back,4272984377,141,18.2,4272984371,152,,4272984375,140,13.3,4272984369,5,,4272984379,212,14.0,4272984381,213,2.6,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547850257,20,1,1,2,23,69t8imcdaqlgfbds2p58596my,1,17.8,21,2023-05-13T14:03:55.638Z,2023-05-13T14:04:01Z,4272985209,213,2.1,4272985207,212,23.5,4272985203,140,6.3,4272985205,141,50.6,4272985201,56,Back,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547850359,21,1,1,2,29,69t8imcdaqlgfbds2p58596my,1,18.9,49.4,2023-05-13T14:04:01.894Z,2023-05-13T14:04:29Z,4272985691,140,28.0,4272985695,212,20.1,4272985689,56,Back,4272985697,213,1.1,4272985693,141,75.4,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547850517,22,1,1,2,34,69t8imcdaqlgfbds2p58596my,1,31.6,74.5,2023-05-13T14:04:06.054Z,2023-05-13T14:04:11Z,4272986489,212,29.2,4272986487,141,33.1,4272986483,56,Back,4272986485,140,24.3,4272986491,213,4.4,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547850653,23,1,1,2,39,69t8imcdaqlgfbds2p58596my,1,26.6,29.2,2023-05-13T14:04:11.559Z,2023-05-13T14:04:16Z,4272987123,56,Right,4272987127,140,83.4,4272987121,155,,4272987139,1,,4272987129,141,2.9,4272987135,213,6.0,4272987133,212,62.3,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547850659,24,61,1,2,42,69t8imcdaqlgfbds2p58596my,0,83.4,2.9,2023-05-13T14:04:14.981Z,2023-05-13T14:05:10Z,4272987163,56,Right,,,,,,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547850627,15,5,1,2,43,9db4t34qy4owglhvvgwf5l22i,1,-1.1,89.6,2023-05-13T14:04:15.046Z,2023-05-13T14:04:17Z,4272987003,346,,4272987389,233,25,4272987001,56,Back,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547850683,25,5,1,2,43,69t8imcdaqlgfbds2p58596my,0,101.1,10.4,2023-05-13T14:04:15.046Z,2023-05-13T14:27:14Z,4272987429,233,15,4272987265,346,,4272987261,56,Right,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547851771,16,1,1,3,25,9db4t34qy4owglhvvgwf5l22i,0,4.2,45.1,2023-05-13T14:04:57.661Z,2023-05-13T14:05:01Z,4272992603,1,,4272992597,141,30.0,4272992593,56,Center,4272992595,140,79.1,4272992601,213,6.2,4272992591,124,,4272992599,212,79.3,4272992609,74,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547851875,26,1,1,3,30,69t8imcdaqlgfbds2p58596my,1,22.3,69.7,2023-05-13T14:05:02.518Z,2023-05-13T14:05:05Z,4272993119,213,3.8,4272993111,56,Back,4272993109,3,,4272993115,141,54.3,4272993117,212,16.6,4272993113,140,10.0,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547851881,27,52,1,3,33,69t8imcdaqlgfbds2p58596my,1,10,54.3,2023-05-13T14:05:05.526Z,2023-05-13T14:05:05Z,,,,,,,,,,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852045,28,1,1,3,33,69t8imcdaqlgfbds2p58596my,1,10,54.3,2023-05-13T14:05:05.831Z,2023-05-13T14:05:12Z,4272994059,140,20.5,4272994057,56,Back,4272994065,213,5.2,4272994061,141,26.8,4272994055,123,,4272994063,212,21.7,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852093,29,1,1,3,40,69t8imcdaqlgfbds2p58596my,1,27.3,27.7,2023-05-13T14:05:12.614Z,2023-05-13T14:05:14Z,4272994291,56,Back,4272994295,141,48.2,4272994297,212,14.2,4272994293,140,24.5,4272994299,213,1.8,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852185,30,1,1,3,42,69t8imcdaqlgfbds2p58596my,1,27.3,49.1,2023-05-13T14:05:14.726Z,2023-05-13T14:05:19Z,4272994839,141,82.9,4272994805,56,Back,4272994807,140,36.3,4272994845,213,1.2,4272994843,212,24.9,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852209,31,1,1,3,47,69t8imcdaqlgfbds2p58596my,0,35.2,86,2023-05-13T14:05:19.733Z,2023-05-13T14:05:20Z,4272994915,141,89.9,4272994909,155,,4272994911,56,Left,4272994919,213,0.1,4272994913,140,63.4,4272994917,212,29.7,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852281,17,49,1,3,50,9db4t34qy4owglhvvgwf5l22i,1,38.1,19.2,2023-05-13T14:05:22.917Z,2023-05-13T14:05:39Z,,,,,,,,,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852307,18,1,1,3,51,9db4t34qy4owglhvvgwf5l22i,1,38.1,19.2,2023-05-13T14:05:23.126Z,2023-05-13T14:56:24Z,4272995345,212,11.3,4272995333,56,Back,4272995339,140,35.1,4272995347,213,1.9,4272995343,141,35.2,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852371,19,1,1,3,51,9db4t34qy4owglhvvgwf5l22i,1,34.9,36.4,2023-05-13T14:05:23.901Z,2023-05-13T14:05:25Z,4272995633,141,33.3,4272995637,212,7.8,4272995641,213,6.0,4272995625,56,Back,4272995629,140,42.1,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852379,20,4,1,3,53,9db4t34qy4owglhvvgwf5l22i,1,41.4,36,2023-05-13T14:05:25.301Z,2023-05-13T14:05:31Z,4272995659,56,Back,4272995667,286,,4272996423,233,32,4272995661,152,,4272995665,265,,4272995657,13,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547852525,32,4,1,3,53,69t8imcdaqlgfbds2p58596my,0,58.6,64,2023-05-13T14:05:25.302Z,2023-05-13T14:05:31Z,4272996321,13,,4272996325,152,,4272996467,233,20,4272996323,56,Center,4272996327,265,,4272996329,285,,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547853097,21,1,1,4,20,9db4t34qy4owglhvvgwf5l22i,1,38.6,36,2023-05-13T14:05:52.108Z,2023-05-13T14:05:53Z,4272999071,141,16.7,4272999063,5,,4272999067,56,Back,4272999075,213,4.7,4272999069,140,38.9,4272999065,152,,4272999073,212,13.1,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547853171,22,1,1,4,21,9db4t34qy4owglhvvgwf5l22i,1,38.9,16.7,2023-05-13T14:05:53.772Z,2023-05-13T14:05:57Z,4272999467,56,Back,4272999471,141,32.1,4272999475,213,1.6,4272999469,140,38.3,4272999473,212,10.5,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547853231,23,1,1,4,25,9db4t34qy4owglhvvgwf5l22i,1,47.1,40.1,2023-05-13T14:05:57.644Z,2023-05-13T14:57:16Z,4272999839,141,88.4,4272999827,155,,4272999849,1,,4272999843,212,48.7,4272999847,213,0.7,4272999835,140,81.3,4272999831,56,Left,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547853243,24,44,1,4,29,9db4t34qy4owglhvvgwf5l22i,1,82.6,91,2023-05-13T14:06:01.178Z,2023-05-13T15:01:59Z,4272999897,56,Left,4272999899,286,,4273000071,233,33,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547853265,33,44,1,4,29,69t8imcdaqlgfbds2p58596my,0,17.4,9,2023-05-13T14:06:01.179Z,2023-05-13T14:57:09Z,4273000005,56,Back,4273000049,233,24,4273000007,285,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547921749,354,1,1,4,29,9db4t34qy4owglhvvgwf5l22i,0,78.9,97.5,2023-05-13T14:06:01.228Z,2023-05-13T14:57:31Z,4273356311,212,3.5,4273356309,141,92.9,4273356303,3,,4273356307,140,80.4,4273356305,56,Left,4273356313,213,5.2,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547853281,34,61,1,4,29,69t8imcdaqlgfbds2p58596my,1,16.2,6.5,2023-05-13T14:06:01.374Z,2023-05-13T14:57:12Z,4273000103,56,Back,,,,,,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
