id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2497182053,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-01-14T14:15:28.803Z,2023-01-16T14:57:12Z,3976868633,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976868629,194,2hhatd33vvokrbemn4echivhl,3976868631,197,2083,3976868619,30,"32sqctjujedqsab4xwy1pwlbd, 4k2uxd5rl1u8ctyxh3d765fqh, 9j8icoctjp1icwle91r62q76x, 5v9byi3v430ysdqb058eww3c9, 1vfuzp09s9oj95ruav4ln9ch6, 2hhatd33vvokrbemn4echivhl, 9y8gvjzrsvgxkcfvq99mivdyi, 8uch2zjj8vxmfi2l544j5ipxx, 2uids8ea8jv4r62psqj37x3e2, bhtwzoyaqug2p0ezr7c6wxuui, 299g43uwcj4dblia1bihagmol, 3jitoqthsisleiprkhni7gycp, 6evqqxq5e0y1uvigg6bss4frp, 9qeg65oa5skmypxvt73vckfrp, 8bx76kurepj0yqe9iixa0zyp6, enjlm4kjscxmu04a1tz7vo3fu, 87t5bq8gb92jo9vdj3wfc6jxm, 9r28zj6fz3z8dzojktwambsut",3976868621,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3976868623,59,"1, 2, 21, 8, 4, 5, 19, 6, 10, 28, 11, 7, 9, 14, 22, 23, 30, 33",3976868627,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976868625,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497182257,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-01-14T14:15:40.745Z,2023-01-14T15:06:34Z,3976869753,130,8,3976869751,59,"1, 2, 3, 6, 5, 15, 10, 21, 9, 19, 27, 7, 8, 20, 22, 29, 32, 11",3976869757,194,15ri1d5n53wa7195gjbhhtbkl,3976869755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976869747,30,"9tlowuu89l3fnv5iowela1ca2, 5mx96hmn7ophhuvmybmf1esid, 91mshvbc4rk9cf0chhgukakiy, 76j19abwcie5w5hptkewlh0bt, e9zi7fb2t4akk1pzjpuhe4bf9, dwp8bqc4rdleti92n0s6q9rdh, 2sqsqi4h0d982a171bfuqnd91, 6g8w8yuvkuayxcegsvzcjmmzt, 15ri1d5n53wa7195gjbhhtbkl, 4wzaq9gqohygfo22tjibldfjd, 6dhwu4p5uu6oiada4q13g5tk9, dz4jeb7rhr5jt3grs4evbs5bd, a4nxfhy5n3xsbml9dgo8ynfmx, 349o8jxy2qylf7opbz2xbcf10, 94pt7ikxi5cdjhbqf7vi9xg4p, 8mxu20zdh9wrguq79ib8y5m21, 322ut6dhdlh98w6dh7a2wcmqc, 33eqc4ye34v5r0ix9cqg9fo4p",3976869749,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3976869763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976869759,197,4886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212141,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-01-14T15:00:45.745Z,2023-01-16T23:05:11Z,3977031983,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212155,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-01-14T15:00:45.745Z,2023-01-14T15:00:48Z,3977032039,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212195,3,1,1,0,0,8w89tsles26jm12aoelwvlttt,1,49.9,50.4,2023-01-14T15:00:45.772Z,2023-01-17T04:14:44Z,3977032273,213,3.3,3977032271,212,27.2,3977032275,279,S,3977032267,140,24.2,3977032265,56,Back,3981880617,178,,3977032269,141,45.1,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212237,4,1,1,0,3,8w89tsles26jm12aoelwvlttt,1,26.4,44.3,2023-01-14T15:00:48.771Z,2023-01-17T04:14:48Z,3981880637,178,,3977032499,141,94.1,3977032501,212,46.8,3977032503,213,0.8,3977032505,1,,3977032493,155,,3977032497,140,57.1,3977032495,56,Left,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212261,5,1,1,0,5,8w89tsles26jm12aoelwvlttt,0,57.1,94.1,2023-01-14T15:00:51.047Z,2023-01-17T04:14:59Z,3977032663,213,5.4,3977032661,212,14.9,3977032659,141,77.6,3977032657,140,66.4,3977032655,56,Center,3977032653,3,,3981880711,178,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212315,3,1,1,0,7,b3vbyitzi3nrw9ehj1eoko219,0,26.2,34.6,2023-01-14T15:00:52.807Z,2023-01-17T04:15:11Z,3977032923,3,,3977032925,56,Back,3977032927,140,39.3,3981880787,388,,3977032931,212,16.2,3977032933,213,5.7,3977032929,141,22.1,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212313,6,44,1,0,9,8w89tsles26jm12aoelwvlttt,1,58.8,81.6,2023-01-14T15:00:55.468Z,2023-01-17T05:11:52Z,3977033087,233,4,3977032915,56,Left,3977032917,286,,,,,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212331,4,44,1,0,9,b3vbyitzi3nrw9ehj1eoko219,0,41.2,18.4,2023-01-14T15:00:55.469Z,2023-01-17T04:15:36Z,3977033167,233,6,3977033025,56,Back,3977033029,285,,,,,,,,,,,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
