id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2494442401,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-01-01T14:10:22.163Z,2023-01-01T14:10:22Z,3962468371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962468363,130,4,3962468367,194,f1rmwe24zg4697bqpc3z0y40l,3962468357,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, czwcateaukr5r9yibdem642qd, 6tqiy5a5cfpfm90j8r5udl8bu, b5j2ib54sum2pmzthjmfmr55h, 2eu3cz65piv0j91gi396p9ega, f1rmwe24zg4697bqpc3z0y40l, 71or1ne6d9zuo038qdt6vcvoq, bboslspmgrlysvtol90dpfzzd, 8bhf6lrrabp5tw5m8krirsm7e, e4xeswr8cpdkmlhijuf7oonsa, bg9aayv3d1y0qxgqrdohnrcdm, 3je74tc5emuou6ckwdbscsbu, 7ht3grz484ru1bcgp9gn7d2i1, 555ikrgh0veemzf7reasmqok5, 8d6o15wvepi7do7e0ubjeoga2, 74fouzsgp25muot2pp6as5otl, 937mkgz0gstvxyjiwfe9xiuzu",3962468365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3962468369,197,4826,3962468361,59,"13, 26, 3, 4, 22, 32, 8, 16, 9, 20, 21, 1, 7, 10, 14, 19, 24, 28",3962468359,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494442663,1,34,16,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-01-01T14:11:53.396Z,2023-01-01T14:11:53Z,3962469823,197,4206,3962469817,130,18,3962469819,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3962469815,59,"1, 6, 26, 33, 22, 5, 7, 3, 20, 14, 24, 10, 13, 15, 17, 18, 30, 35",3962469811,30,"ezg39hlg3h14utboy2h3lijmd, diw7je3i5mkvwf0kj898yi0gl, bydla0otire1a58193o1buqjt, dbe9gwg6ggyqh9fvdruelz8wl, 1tkhk7k78uqvkegtn5i9r132t, cjroc2z4lnw58m804ihu8tm1h, ap3mja91coq7mbr6xkqvbss7p, 62azuux8vuk6956cuyjjtped, 7joniozhpy10veujjibxmbu2, 6hkzb4vehsx4wwm9y98euwacq, cmq9t6wadet4rrj3cvkjst7ca, 1mj4mnbthdlb1cjjuhvqckded, 4qris4sdzvtlkw5i3cmhhowrt, dovxfzsqb5e7by2q6kq0j2z1l, 31xl77lt8tax7bta6s45p9fpx, 1g9uh6aokaevbg7s6v2jh8h78, 3mudv2ein3iuv9smhmkk9vod0, 3fu2g2b7g9e5dvtj7a5qxq238",3962469821,194,62azuux8vuk6956cuyjjtped,3962469825,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962469813,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449543,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-01-01T15:01:42.142Z,2023-01-01T15:01:42Z,3962507491,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449545,2,32,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-01-01T15:01:42.142Z,2023-01-03T06:29:58Z,3962507501,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449547,3,1,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,49.9,50.3,2023-01-01T15:01:42.174Z,2023-01-03T09:18:08Z,3962507515,279,S,3962507507,140,29.9,3962507511,212,21.3,3964380605,178,,3962507509,141,45.4,3962507505,56,Back,3962507513,213,3.3,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449555,4,1,1,0,3,8rfydplrc9ki0sirqi0drcybk,0,30.5,54,2023-01-01T15:01:45.488Z,2023-01-03T09:18:18Z,3962507541,213,5.9,3962507537,141,26.8,3962507531,155,,3964380773,178,,3962507539,212,44.5,3962507535,140,69.0,3962507543,1,,3962507533,56,Center,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449565,3,1,1,0,5,82kapkjwonlv9j1ui0ytv5sii,0,35.2,69.9,2023-01-01T15:01:47.556Z,2023-01-03T09:18:27Z,3962507567,140,59.8,3962507573,213,5.7,3962507569,141,44.0,3962507565,56,Center,3962507571,212,31.3,3964380969,178,,3962507563,3,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449577,5,1,1,0,7,8rfydplrc9ki0sirqi0drcybk,1,46.1,53.1,2023-01-01T15:01:49.169Z,2023-01-03T09:18:38Z,3964381115,178,,3962507613,141,23.6,3962507617,213,5.6,3962507609,56,Center,3962507619,1,,3962507615,212,31.7,3962507607,157,,3962507611,140,69.5,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449583,6,44,1,0,9,8rfydplrc9ki0sirqi0drcybk,1,65.2,18.6,2023-01-01T15:01:51.168Z,2023-01-04T13:01:30Z,3962507643,286,,3962507641,56,Right,3962507645,233,4,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449581,4,44,1,0,9,82kapkjwonlv9j1ui0ytv5sii,0,34.8,81.4,2023-01-01T15:01:51.169Z,2023-01-03T09:18:46Z,3962507639,285,,3962507637,56,Back,3962507649,233,6,,,,,,,,,,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449585,7,1,1,0,9,8rfydplrc9ki0sirqi0drcybk,0,69.5,23.6,2023-01-01T15:01:51.256Z,2023-01-04T13:01:31Z,3964013083,168,,3962507653,3,,3962507661,212,7.7,3962507655,56,Center,3962507657,140,76.1,3962507663,213,0.4,3964381281,388,,3962507659,141,28.5,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
