id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2490103403,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2022-12-10T14:17:54.259Z,2022-12-10T15:37:07Z,3939445395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939445403,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939445389,59,"1, 2, 21, 28, 4, 5, 19, 6, 10, 16, 11, 8, 9, 14, 22, 23, 30, 33",3939445381,30,"32sqctjujedqsab4xwy1pwlbd, 4k2uxd5rl1u8ctyxh3d765fqh, 9j8icoctjp1icwle91r62q76x, bhtwzoyaqug2p0ezr7c6wxuui, 1vfuzp09s9oj95ruav4ln9ch6, 2hhatd33vvokrbemn4echivhl, 9y8gvjzrsvgxkcfvq99mivdyi, 8uch2zjj8vxmfi2l544j5ipxx, 2uids8ea8jv4r62psqj37x3e2, 9mgcugydtvdr5wk7qii9wpd2i, 299g43uwcj4dblia1bihagmol, 5v9byi3v430ysdqb058eww3c9, 6evqqxq5e0y1uvigg6bss4frp, 9qeg65oa5skmypxvt73vckfrp, 8bx76kurepj0yqe9iixa0zyp6, enjlm4kjscxmu04a1tz7vo3fu, 87t5bq8gb92jo9vdj3wfc6jxm, 9r28zj6fz3z8dzojktwambsut",3939445393,130,8,3939445401,197,2083,3939445399,194,2hhatd33vvokrbemn4echivhl,3939445385,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490103433,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-12-10T14:17:57.774Z,2022-12-10T15:10:23Z,3939445547,194,f1rmwe24zg4697bqpc3z0y40l,3939445543,130,4,3939445539,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3939445545,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939445549,197,4616,3939445551,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939445541,59,"13, 26, 28, 16, 22, 18, 20, 8, 19, 7, 10, 1, 3, 4, 14, 21, 24, 30",3939445537,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, 937mkgz0gstvxyjiwfe9xiuzu, 71or1ne6d9zuo038qdt6vcvoq, b5j2ib54sum2pmzthjmfmr55h, emuuuhvah1jtq2fqs9ybfovvu, 8bhf6lrrabp5tw5m8krirsm7e, f1rmwe24zg4697bqpc3z0y40l, 8d6o15wvepi7do7e0ubjeoga2, 3je74tc5emuou6ckwdbscsbu, 7ht3grz484ru1bcgp9gn7d2i1, bg9aayv3d1y0qxgqrdohnrcdm, czwcateaukr5r9yibdem642qd, 6tqiy5a5cfpfm90j8r5udl8bu, 555ikrgh0veemzf7reasmqok5, e4xeswr8cpdkmlhijuf7oonsa, 74fouzsgp25muot2pp6as5otl, dzn0ynak2qjj58dwt8c0ka6ay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117493,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2022-12-10T15:00:41.342Z,2022-12-13T04:28:48Z,3939521337,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117503,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-12-10T15:00:41.342Z,2022-12-10T15:00:44Z,3939521381,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117531,3,1,1,0,0,8w89tsles26jm12aoelwvlttt,1,50.4,50,2022-12-10T15:00:41.439Z,2022-12-13T06:27:40Z,3939521537,212,21.1,3939521541,279,S,3939521533,140,32.0,3939521535,141,62.6,3943411915,178,,3939521539,213,2.7,3939521531,56,Back,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117555,4,1,1,0,3,8w89tsles26jm12aoelwvlttt,0,32.8,49,2022-12-10T15:00:44.431Z,2022-12-13T06:27:44Z,3939521651,155,,3939521661,213,6.1,3939521659,212,39.8,3939521653,56,Center,3939521663,1,,3939521657,141,38.0,3943411969,178,,3939521655,140,70.0,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117563,3,1,1,0,6,8rfydplrc9ki0sirqi0drcybk,0,22.8,69.1,2022-12-10T15:00:47.382Z,2022-12-13T06:27:50Z,3939521689,212,4.3,3939521681,3,,3939521685,140,24.9,3939521687,141,63.6,3939521683,56,Back,3943412027,178,,3939521691,213,5.2,,,,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117623,5,1,1,0,9,8w89tsles26jm12aoelwvlttt,1,72.8,66,2022-12-10T15:00:50.880Z,2022-12-13T06:27:56Z,3939521959,56,Center,3939521961,140,80.1,3939521967,213,0.8,3939521963,141,78.1,3939521965,212,11.2,3943412143,178,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490855637,1136,83,1,0,11,8rfydplrc9ki0sirqi0drcybk,1,18.7,18.8,2022-12-10T15:00:53.111Z,2022-12-13T07:05:47Z,3943455069,399,149931,,,,,,,,,,,,,,,,,,,,,,8bhf6lrrabp5tw5m8krirsm7e,P. Omochere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117629,6,1,1,0,14,8w89tsles26jm12aoelwvlttt,0,98.7,90.6,2022-12-10T15:00:55.495Z,2022-12-13T06:28:01Z,3943412225,178,,3939521997,140,89.9,3939522003,213,4.2,3939521995,56,Center,3939525011,2,,3942606727,72,,3939521999,141,66.6,3939522001,212,18.8,2uids8ea8jv4r62psqj37x3e2,M. Eisa,3942606723,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
