id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2472007795,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-10-15T13:15:00.319Z,2022-10-15T13:15:00Z,3844143593,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844143589,197,4680,3844143575,30,"1etperk4v88ohoddjdb5dj2l1, 1yzyn48jb8yd8bc0xywrhg0r9, 1yv726vwh4pr461lz79lh8l7u, 5yfb390wjjfdjhdf0jzaf1kgl, 6xjftfuwhkbs39xfc3phdbyl1, 5n4s7vdp0dx0ndkph7oyg7v1l, aclrl318d420oqe1fjgl1m3xm, a1muz32ocg2650ll5kjc02u39, 1788amerrk9fg3f9qddyxz8x5, bojsqjfaoi810xuyz0qeqs0r9, b0l7hknmc27qttjxv094mi5zp, 41lv87i23sxmdyrs4xxh96m3u, a2gluxzt6a3z5xwgu2q482rqh, 2uyrcl2hf5xunxm8zm98kh1at, 6ln898p7stih8l7ikzloet0b9, ef2y32lrxfsagikwuhjrovy3u, 4y3hm9ljv62c5jswanl0gk5, 4m9vn1q30f1c8ksiyxtei63ft",3844143583,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3844143585,194,a1muz32ocg2650ll5kjc02u39,3844143581,130,18,3844143577,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3844143579,59,"25, 19, 30, 3, 6, 15, 8, 10, 33, 22, 9, 1, 2, 5, 7, 21, 23, 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472008019,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-15T13:15:09.874Z,2022-10-15T13:15:09Z,3844144769,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3844144767,130,18,3844144773,197,16116,3844144763,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3844144765,59,"1, 2, 11, 6, 15, 23, 7, 8, 25, 28, 21, 3, 5, 10, 14, 17, 24, 26",3844144761,30,"535ecbyyd28elesvxtvbxurpx, 5kg7eu8b1wktru5ohpid8e9qt, 91mshvbc4rk9cf0chhgukakiy, 5vi8t2fffmk5kjfukazcmyo5x, 2hwlmul5bz8qcxt75954ujiz9, dv9gm9ueox7uah9yt3fstc8dm, c3a6jpeg16b9zn02uf1yf9cyx, 693vankfkq50hufuwcz7hu8r9, 43knl3z17afypz27sz4qzkxnu, 2r64ekro7ydonu8jg7s12xyei, cjko3mlflwj59pxh7zma03bh1, 3x8j3d4oygoxsu75ipz0idt6, 3dy32ujo7srhl6rq7vb9e97xm, ekcfj2t6pzdz36uzpw9q6c7vt, 8rjkn8s6e4s60167zdyukj9w5, cqgg8fu39fn7k9blog2zjpk2x, dirgn9z2tdz1603md8x3dni6t, 7bhftcfa4g979xhfl0scobqvp",3844144775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844144771,194,2hwlmul5bz8qcxt75954ujiz9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056121,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-15T14:02:09.459Z,2022-10-15T14:02:12Z,3844393989,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056089,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-10-15T14:02:09.459Z,2022-10-17T21:17:05Z,3844393831,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056247,3,1,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,50,50,2022-10-15T14:02:09.480Z,2022-10-18T04:12:47Z,3844394537,279,S,3853130067,178,,3844394533,212,24.5,3844394527,56,Back,3844394529,140,26.7,3844394531,141,49.9,3844394535,213,3.1,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056323,4,1,1,0,2,ejm092fnt9zoxbpuklzd52ji8,0,26.6,50.3,2022-10-15T14:02:12.068Z,2022-10-18T04:12:53Z,3844394873,141,85.1,3853130097,178,,3844394875,212,81.3,3844394871,140,100.0,3844394877,213,0.3,3844394879,1,,3844394867,155,,3844394869,56,Left,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056391,3,43,1,0,5,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-15T14:02:15.270Z,2022-10-15T14:02:25Z,3844396781,144,1,3844395195,213,3.7,3844395191,141,19.8,3844395187,56,Back,3844395189,140,21.2,3844395193,212,14.5,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056407,4,43,1,0,7,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-15T14:02:17.094Z,2022-10-15T14:02:27Z,3844397157,144,49,,,,,,,,,,,,,,,,,,,,,,dv9gm9ueox7uah9yt3fstc8dm,Christian Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473522635,638,56,1,0,9,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-15T14:02:18.832Z,2022-10-18T04:12:58Z,3852120801,56,Back,,,,,,,,,,,,,,,,,,,,,,dv9gm9ueox7uah9yt3fstc8dm,Christian Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056561,5,5,1,0,11,ejm092fnt9zoxbpuklzd52ji8,0,101.2,87.8,2022-10-15T14:02:21.340Z,2022-10-18T04:13:00Z,3844396097,56,Left,3844396335,233,5,3844396101,346,,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
