id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/17/value
2484557825,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2022-11-12T14:15:03.922Z,2022-11-12T14:15:04Z,3910238929,130,13,3910238925,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3910238927,59,"1, 22, 21, 33, 3, 5, 14, 6, 9, 19, 11, 2, 4, 10, 20, 23, 28, 30",3910238923,30,"32sqctjujedqsab4xwy1pwlbd, 8bx76kurepj0yqe9iixa0zyp6, 9j8icoctjp1icwle91r62q76x, 9r28zj6fz3z8dzojktwambsut, 5obqs1ezswoc3ns0c9k4qai8l, 2hhatd33vvokrbemn4echivhl, 9qeg65oa5skmypxvt73vckfrp, 8uch2zjj8vxmfi2l544j5ipxx, 6evqqxq5e0y1uvigg6bss4frp, 9y8gvjzrsvgxkcfvq99mivdyi, 299g43uwcj4dblia1bihagmol, 4k2uxd5rl1u8ctyxh3d765fqh, 1vfuzp09s9oj95ruav4ln9ch6, 2uids8ea8jv4r62psqj37x3e2, 7wgynxj11urhizi5r3girip2i, enjlm4kjscxmu04a1tz7vo3fu, bhtwzoyaqug2p0ezr7c6wxuui, 87t5bq8gb92jo9vdj3wfc6jxm",3910238939,194,5obqs1ezswoc3ns0c9k4qai8l,3910238935,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910238945,197,2083,3910238949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484557873,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-11-12T14:15:07.554Z,2022-11-12T15:07:31Z,3910239259,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3910239267,194,bwu80wn3lca4x2txuelku0a21,3910239269,197,14317,3910239257,30,"2xd9g0s3888o99iq0eb5j6ead, 8thtb5uqqv63f880cwhpc5zv9, 85vh43wsin67z2dj0iod12fop, h4x8lz5ou8esdao80mvls9yi, akatb6qaa078a72zvl8gapoiy, ebsspe8jslej9a253w4xpf55h, e2sj7bhk2s9du1bs1vza1b4k5, 8y3obwxpwckjfl7hkrrg97sgl, a64e8yqggr7fmtdlyr9v80yxh, bwu80wn3lca4x2txuelku0a21, 6kxph7ulzz58v8tm3aaomy1ka, f2d0i9t2qeyppfqrdv6xzc3px, e01znd47zh4hk0g8jx67wzl9m, edro98mz0sqrfjed1o4bvl7md, 67j73dckmb73ntxo81hc840r9, bf7ph89zhr5y6rtct5k9bvqc4, 7fw5vy7jl1m614rrnahikdwmi, 7878ck2ln3c0ek9jvugwbuezu",3910239265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910239271,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910239261,59,"1, 12, 17, 15, 34, 3, 11, 4, 9, 8, 18, 10, 16, 19, 21, 23, 28, 30",3910239263,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603661,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-11-12T15:04:38.622Z,2022-11-12T15:04:42Z,3910472725,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603619,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2022-11-12T15:04:38.622Z,2022-11-15T00:09:00Z,3910472487,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603767,3,1,1,0,0,8w89tsles26jm12aoelwvlttt,1,49.9,49.7,2022-11-12T15:04:38.642Z,2022-11-15T04:53:01Z,3910473251,56,Back,3910473261,279,S,3910473253,140,35.1,3917289551,178,,3910473257,212,16.3,3910473259,213,3.5,3910473255,141,42.4,,,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603801,4,1,1,0,1,8w89tsles26jm12aoelwvlttt,1,35.1,42.4,2022-11-12T15:04:40.363Z,2022-11-15T04:53:07Z,3910473439,213,5.1,3910473423,56,Back,3910473437,212,26.2,3917289653,178,,3910473427,140,43.5,3910473433,141,6.1,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603897,5,1,1,0,4,8w89tsles26jm12aoelwvlttt,1,43.5,6.1,2022-11-12T15:04:43.065Z,2022-11-15T04:53:15Z,3910473971,140,31.7,3917289759,178,,3910473977,212,15.0,3910473975,141,18.5,3910473979,213,2.5,3910473969,56,Back,,,,,,,8bx76kurepj0yqe9iixa0zyp6,H. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603991,6,1,1,0,6,8w89tsles26jm12aoelwvlttt,1,32.7,19.2,2022-11-12T15:04:45.473Z,2022-11-15T04:53:23Z,3910474385,213,1.8,3910474377,56,Back,3910474379,140,29.5,3910474383,212,17.3,3910474381,141,44.2,3917289861,178,,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604181,7,1,1,0,10,8w89tsles26jm12aoelwvlttt,1,30.1,51.3,2022-11-12T15:04:48.657Z,2022-11-15T04:53:30Z,3910475377,140,30.8,3910475375,56,Back,3910475379,141,26.7,3910475383,213,4.8,3910475381,212,16.7,3917289945,178,,,,,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604255,8,1,1,0,14,8w89tsles26jm12aoelwvlttt,0,29.2,24.3,2022-11-12T15:04:53.148Z,2022-11-15T04:53:37Z,3917290021,178,,3910475737,140,35.1,3910475735,56,Back,3910475749,213,5.5,3910480709,233,3,3910480705,236,,3910475745,212,9.1,3910480713,286,,2hhatd33vvokrbemn4echivhl,W. O'Hora,3910475741,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
