id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2537015707,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-22T13:11:01.235Z,2023-04-24T12:39:52Z,4208244435,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4208244431,59,"34, 2, 44, 16, 5, 12, 4, 7, 8, 17, 21, 1, 9, 10, 11, 14, 18, 36",4208244429,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4208244437,194,8nudzikxeestbjz4yww8r13v9,4208244439,197,4823,4208244441,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208244427,30,"biwjsmk8ytz2k4d9f141jw15h, 8nudzikxeestbjz4yww8r13v9, dkzos23k1n5ufrdg886p2dxt6, 102xw59l2wg2jsd03w6vkgine, 2di9tk08yuqcb4wn9dvmwh97t, 18loyx03olyhtkt6scybwr8q1, 5n4yyffs5f8b7exry819c4xxx, 8wnv741y7ghjolf8g5c7psru1, 4eg87cdkpgishec2gc9stm8oa, h4g0ji8lk43f7zcpl79henai, enwfqkgv2m6hfwwjmbvfx9m1h, 3yamg9wboimwxyklpekdxgxxx, df3lhrpu9m9mqhk1h7hov4ic5, 1uqgky0sxqjs8bqd2h75rnmjt, 5djouum2kdazpcjf79gbk2ju1, 8fx84vh2k1x9c0dn66tivtzop, byem8e04h7nlgk9ythcswoley, 2cchpb5ta326qtjrb9zpeerro",4208244433,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537020585,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-04-22T13:16:02.996Z,2023-04-22T13:16:03Z,4208270769,30,"2xd9g0s3888o99iq0eb5j6ead, 1la1hsnuheliwojwmcbxroy96, h4x8lz5ou8esdao80mvls9yi, 69lg8jmug501h6biol5itk02y, 6kz7c7i4wzph7qlzi9nzt266t, ebsspe8jslej9a253w4xpf55h, bwu80wn3lca4x2txuelku0a21, 8y3obwxpwckjfl7hkrrg97sgl, f2d0i9t2qeyppfqrdv6xzc3px, e2sj7bhk2s9du1bs1vza1b4k5, 85vh43wsin67z2dj0iod12fop, ddc712ebtmrrpvj4shekecus5, a64e8yqggr7fmtdlyr9v80yxh, 8thtb5uqqv63f880cwhpc5zv9, 6kxph7ulzz58v8tm3aaomy1ka, 6ge15340tp9n57m88z6rli6i2, 535ecbyyd28elesvxtvbxurpx, akatb6qaa078a72zvl8gapoiy",4208270795,194,6kz7c7i4wzph7qlzi9nzt266t,4208270801,197,4925,4208270805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208270779,59,"1, 38, 15, 6, 33, 3, 8, 4, 10, 11, 17, 7, 9, 12, 18, 23, 32, 34",4208270789,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4208270773,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4208270783,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056035,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-22T14:00:53.185Z,2023-04-22T14:00:53Z,4208450047,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056041,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-04-22T14:00:53.185Z,2023-04-24T20:18:54Z,4208450071,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056221,3,1,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,50.1,50,2023-04-22T14:00:53.313Z,2023-04-25T07:35:56Z,4208450857,140,33.0,4208450865,279,S,4208450861,212,19.2,4208450855,56,Back,4218898369,178,,4208450863,213,2.8,4208450859,141,60.2,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056223,4,1,1,0,3,8mbtyq0has0uu0565fm9t5cdo,0,32.6,52.7,2023-04-22T14:00:56.547Z,2023-04-25T07:36:03Z,4208450879,140,65.4,4208450883,212,50.2,4218898487,178,,4208450875,155,,4208450881,141,0.0,4208450885,213,5.5,4208450887,1,,4208450877,56,Right,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056537,3,5,1,0,6,3ptd7zlc5isrongig0wij2id4,1,27.2,101.2,2023-04-22T14:01:00.059Z,2023-04-25T07:36:07Z,4208452287,233,5,4208452223,56,Back,4208452227,347,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056237,5,5,1,0,6,8mbtyq0has0uu0565fm9t5cdo,0,72.8,-1.2,2023-04-22T14:01:00.059Z,2023-04-25T07:36:07Z,4208450939,56,Right,4208452317,233,3,4208450941,347,,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056589,4,1,1,0,25,3ptd7zlc5isrongig0wij2id4,0,19.8,100,2023-04-22T14:01:18.931Z,2023-04-25T07:36:09Z,4208452465,107,,4208452479,212,19.4,4208452481,213,6.0,4208452469,56,Back,4208452475,140,37.5,4208452477,141,92.9,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056653,6,1,1,0,27,8mbtyq0has0uu0565fm9t5cdo,0,54.4,6.2,2023-04-22T14:01:20.824Z,2023-04-25T07:36:14Z,4208452813,141,27.7,4208452809,56,Center,4218898627,178,,4208452819,1,,4208452817,213,0.8,4208452815,212,19.6,4208452811,140,66.8,4208452807,157,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
