id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2518322679,8,1,1,0,8,8b523ujgl21tbc01me65q0aoh,0,81.7,80.8,2023-03-11T15:01:23.525Z,2023-03-14T12:39:53Z,4088255175,140,85.1,4088255177,141,97.4,4088255173,56,Left,4088255181,212,11.8,4088255187,213,1.3,4097771435,178,,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322709,4,8,1,0,9,69t8imcdaqlgfbds2p58596my,1,17.9,9.4,2023-03-11T15:01:25.075Z,2023-03-14T12:40:03Z,4088255325,56,Back,4095542111,383,,4097771635,178,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322719,5,49,1,0,10,69t8imcdaqlgfbds2p58596my,1,17.9,9.4,2023-03-11T15:01:26.081Z,2023-03-14T12:40:07Z,,,,,,,,,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322913,6,1,1,0,10,69t8imcdaqlgfbds2p58596my,0,17.9,9.4,2023-03-11T15:01:26.117Z,2023-03-14T12:40:17Z,4088256371,212,11.3,4097771747,178,,4088256369,141,12.5,4088256365,56,Back,4088256373,213,0.2,4088256367,140,28.5,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322919,9,4,1,0,11,8b523ujgl21tbc01me65q0aoh,1,74.5,89.8,2023-03-11T15:01:27.358Z,2023-03-14T12:40:22Z,4088256459,233,7,4088256403,286,,4088256395,13,,4088256399,56,Left,4088256401,152,,4088256397,294,,,,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322923,7,4,1,0,11,69t8imcdaqlgfbds2p58596my,0,25.5,10.2,2023-03-11T15:01:27.359Z,2023-03-14T12:40:21Z,4088256421,294,,4097771817,178,,4088256425,152,,4088256419,13,,4088256501,233,9,4088256427,285,,4088256423,56,Back,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323739,10,1,1,0,42,8b523ujgl21tbc01me65q0aoh,0,75.7,93.3,2023-03-11T15:01:57.686Z,2023-03-14T12:40:24Z,4088260569,141,40.4,4088260565,56,Center,4088260575,1,,4088260573,213,5.2,4088260559,5,,4088260563,152,,4095543633,2,,4095543793,224,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,4095543795,72,4088260567,140,93.3,4088260571,212,40.4,4097771899,178,4088260561,155,,,,,,,,,,,,,,,,,,,,,,,
2518323761,8,11,1,0,44,69t8imcdaqlgfbds2p58596my,1,5,55.2,2023-03-11T15:02:00.040Z,2023-03-14T12:40:28Z,4088260685,88,,4088260683,56,Back,4097771965,388,,4095544015,378,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323995,9,1,1,0,46,69t8imcdaqlgfbds2p58596my,1,16.6,57.2,2023-03-11T15:02:01.690Z,2023-03-14T12:40:31Z,4097772021,178,,4088261841,56,Back,4088261839,123,,4088261845,141,82.0,4088261849,213,0.7,4088261847,212,26.9,4088261843,140,36.5,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324021,10,3,1,0,51,69t8imcdaqlgfbds2p58596my,0,54.8,91.6,2023-03-11T15:02:06.653Z,2023-03-14T12:40:37Z,4088262237,233,11,4088261945,56,Left,4097772103,178,,4088261947,286,,4095544799,465,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324059,11,7,1,0,51,8b523ujgl21tbc01me65q0aoh,1,45.2,8.4,2023-03-11T15:02:06.830Z,2023-03-14T12:40:42Z,4097772217,178,,4095544653,383,,4088262073,285,,4088262173,233,10,4088262065,167,,4088262069,56,Back,,,,,,,b7yfyzrvj7yjo48pu8faqnvft,H. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324527,11,5,1,0,53,69t8imcdaqlgfbds2p58596my,1,54.8,101.4,2023-03-11T15:02:08.939Z,2023-03-14T12:40:45Z,4088264427,347,,4088264425,56,Left,4088264447,233,12,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324071,12,5,1,0,53,8b523ujgl21tbc01me65q0aoh,0,45.2,-1.4,2023-03-11T15:02:08.939Z,2023-03-14T12:40:45Z,4088262149,347,,4088264481,233,11,4088262147,56,Back,,,,,,,,,,,,,,,,b7yfyzrvj7yjo48pu8faqnvft,H. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324581,12,1,1,1,8,69t8imcdaqlgfbds2p58596my,1,59.6,100,2023-03-11T15:02:23.651Z,2023-03-14T12:40:48Z,4088264683,213,5.5,4088264671,141,89.4,4088264661,56,Left,4088264665,140,67.9,4088264679,212,12.0,4088264657,107,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324663,13,1,1,1,10,69t8imcdaqlgfbds2p58596my,0,69.9,90.8,2023-03-11T15:02:25.552Z,2023-03-14T12:40:54Z,4088265077,141,73.0,4097772431,178,,4088265073,56,Center,4088265081,213,3.9,4088265079,212,17.5,4088265075,140,57.9,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324631,13,49,1,1,11,8b523ujgl21tbc01me65q0aoh,1,40,29.4,2023-03-11T15:02:26.975Z,2023-03-14T12:40:59Z,,,,,,,,,,,,,,,,,,,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324687,14,1,1,1,11,8b523ujgl21tbc01me65q0aoh,0,40.7,30.3,2023-03-11T15:02:27.401Z,2023-03-14T12:41:02Z,4088265173,56,Back,4088265181,213,5.9,4088265177,141,28.3,4097772597,178,,4088265179,212,3.7,4088265175,140,44.0,4088265639,233,14,4088265635,236,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,4088265643,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324765,14,74,1,1,12,69t8imcdaqlgfbds2p58596my,1,57.6,73.5,2023-03-11T15:02:27.542Z,2023-03-14T12:41:08Z,4088265535,285,,4097772705,178,,4088265533,56,Center,4088265673,233,14,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324813,15,49,1,1,13,69t8imcdaqlgfbds2p58596my,1,64.6,74.4,2023-03-11T15:02:28.600Z,2023-03-14T12:41:18Z,,,,,,,,,,,,,,,,,,,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324865,16,1,1,1,14,69t8imcdaqlgfbds2p58596my,1,64.6,74.4,2023-03-11T15:02:29.591Z,2023-03-14T12:41:22Z,4088265987,212,10.6,4088265983,141,73.5,4088265989,213,3.2,4088265981,140,54.5,4088265977,56,Center,4097772981,178,,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324929,17,1,1,1,15,69t8imcdaqlgfbds2p58596my,1,54.5,73.5,2023-03-11T15:02:30.940Z,2023-03-14T12:41:24Z,4088266251,140,46.8,4097773049,178,,4088266257,212,26.8,4088266253,141,36.0,4088266259,213,4.4,4088266247,56,Back,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325027,18,1,1,1,19,69t8imcdaqlgfbds2p58596my,1,57.5,33.9,2023-03-11T15:02:34.939Z,2023-03-14T12:41:26Z,4088266729,212,20.0,4088266725,140,70.3,4088266727,141,12.2,4088266723,56,Right,4097773091,178,,4088266731,213,5.5,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325115,19,1,1,1,22,69t8imcdaqlgfbds2p58596my,1,70.1,9.5,2023-03-11T15:02:37.853Z,2023-03-14T12:41:32Z,4088267117,212,14.5,4088267113,140,72.8,4097773217,178,,4088267115,141,30.4,4088267119,213,1.4,4088267111,56,Center,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520127187,817,83,1,1,23,8b523ujgl21tbc01me65q0aoh,1,27,68.8,2023-03-11T15:02:39.440Z,2023-03-14T13:28:26Z,4097834097,399,472464,,,,,,,,,,,,,,,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325133,20,1,1,1,23,69t8imcdaqlgfbds2p58596my,1,72.9,31.5,2023-03-11T15:02:39.451Z,2023-03-14T12:41:40Z,4088267183,213,1.6,4088267179,141,37.6,4097773387,178,,4088267175,56,Center,4088267177,140,72.8,4088267181,212,4.1,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520127255,887,67,1,1,24,69t8imcdaqlgfbds2p58596my,1,70.4,37.8,2023-03-11T15:02:39.985Z,2023-03-14T14:23:56Z,4097834401,233,818,,,,,,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520127251,818,67,1,1,24,8b523ujgl21tbc01me65q0aoh,0,29.6,62.2,2023-03-11T15:02:39.986Z,2023-03-14T13:28:37Z,4097834417,233,887,,,,,,,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325187,21,1,1,1,24,69t8imcdaqlgfbds2p58596my,0,72.8,37.6,2023-03-11T15:02:40.003Z,2023-03-14T14:23:56Z,4088267411,141,34.8,4097773469,178,,4088267413,212,15.4,4088267409,140,87.4,4088267415,213,6.2,4088267407,56,Center,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325275,15,12,1,1,25,8b523ujgl21tbc01me65q0aoh,1,14.6,64.9,2023-03-11T15:02:41.385Z,2023-03-14T12:41:49Z,4088267815,140,27.0,4088267819,212,19.1,4088267817,141,44.3,4088267813,56,Back,4097773645,178,,4088267821,213,5.5,,,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325809,21,45,1,1,27,8b523ujgl21tbc01me65q0aoh,0,26.8,52.9,2023-03-11T15:02:43.198Z,2023-03-14T12:41:54Z,4088272947,233,22,4088270433,56,Back,4088270435,285,,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325297,22,3,1,1,27,69t8imcdaqlgfbds2p58596my,1,73.2,47.1,2023-03-11T15:02:43.198Z,2023-03-14T12:41:54Z,4088267929,286,,4095549505,465,,4088267927,56,Center,4088272853,233,21,4097773779,178,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325307,23,3,1,1,28,69t8imcdaqlgfbds2p58596my,0,72.8,49.4,2023-03-11T15:02:44.062Z,2023-03-14T12:41:57Z,4095549647,464,,4097773881,178,,4095903825,233,16,4088267979,286,,4088267977,56,Center,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325367,16,7,1,1,28,8b523ujgl21tbc01me65q0aoh,0,27.2,50.6,2023-03-11T15:02:44.151Z,2023-03-14T12:42:01Z,4088268295,233,23,4088268199,56,Back,4088268201,285,,4095549881,383,,4097773945,178,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520127573,889,67,1,1,30,69t8imcdaqlgfbds2p58596my,1,75.6,63.5,2023-03-11T15:02:45.821Z,2023-03-14T14:23:56Z,4097835951,233,819,,,,,,,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520127567,819,67,1,1,30,8b523ujgl21tbc01me65q0aoh,0,24.4,36.5,2023-03-11T15:02:45.822Z,2023-03-14T13:29:25Z,4097835955,233,889,,,,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325383,24,1,1,1,30,69t8imcdaqlgfbds2p58596my,0,74.9,61.4,2023-03-11T15:02:45.844Z,2023-03-14T14:23:57Z,4088268283,140,64.9,4088268287,212,10.5,4088268281,56,Center,4097774265,178,,4088268285,141,61.8,4088268289,213,3.1,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325429,18,1,1,1,32,8b523ujgl21tbc01me65q0aoh,1,28.5,49.3,2023-03-11T15:02:47.718Z,2023-03-14T12:42:16Z,4088268503,141,35.5,4088268507,213,4.2,4088268505,212,10.9,4097774329,178,,4088268501,140,23.2,4088268499,56,Back,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325379,17,43,1,1,32,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-03-11T15:02:47.744Z,2023-03-11T15:03:21Z,4088274427,144,50,4088268257,285,0,4088268255,56,Back,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325437,19,49,1,1,33,8b523ujgl21tbc01me65q0aoh,1,23.2,35.5,2023-03-11T15:02:49.023Z,2023-03-14T12:42:21Z,,,,,,,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325599,20,1,1,1,33,8b523ujgl21tbc01me65q0aoh,0,23.2,35.5,2023-03-11T15:02:49.070Z,2023-03-14T12:42:27Z,4097774437,178,,4088269271,141,12.0,4088269275,213,5.9,4088269269,140,60.5,4088269265,155,,4088269267,56,Right,4088269273,212,42.3,4088269277,1,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325687,25,49,1,1,40,69t8imcdaqlgfbds2p58596my,1,31.4,92.9,2023-03-11T15:02:55.978Z,2023-03-14T12:42:34Z,,,,,,,,,,,,,,,,,,,,,,,,,96hgdxqla3prs8zusk58lmdey,L. Mbete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325865,26,1,1,1,40,69t8imcdaqlgfbds2p58596my,1,31.4,92.9,2023-03-11T15:02:55.979Z,2023-03-14T12:42:39Z,4088270711,56,Back,4097774585,178,,4088270717,212,30.0,4088270713,140,8.3,4088270715,141,66.9,4088270719,213,3.8,,,,,,,96hgdxqla3prs8zusk58lmdey,L. Mbete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325959,27,1,1,1,44,69t8imcdaqlgfbds2p58596my,1,7,56.1,2023-03-11T15:03:00.346Z,2023-03-14T12:42:44Z,4088271181,141,46.0,4088271177,56,Back,4088271179,140,25.5,4097774641,178,,4088271185,212,20.6,4088271189,213,5.9,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325999,28,1,1,1,45,69t8imcdaqlgfbds2p58596my,1,25.5,46,2023-03-11T15:03:01.489Z,2023-03-14T12:42:48Z,4097774697,178,,4088271411,140,13.9,4088271415,212,22.3,4088271413,141,18.5,4088271409,56,Back,4088271417,213,4.1,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326021,29,1,1,1,48,69t8imcdaqlgfbds2p58596my,0,13.9,18.5,2023-03-11T15:03:04.393Z,2023-03-14T12:42:54Z,4088271507,140,17.1,4088271911,236,,4088271509,141,17.3,4088271517,213,6.0,4088271505,56,Back,4088271513,212,3.5,4088271913,233,22,4088271917,286,,aqu903olqgqkljzwr658cogd1,Ricardo,4097774763,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326081,22,74,1,1,48,8b523ujgl21tbc01me65q0aoh,1,85.7,83.8,2023-03-11T15:03:04.418Z,2023-03-14T12:42:57Z,4097774809,178,,4088271937,233,29,4088271853,285,,4088271851,56,Left,,,,,,,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326165,23,5,1,1,50,8b523ujgl21tbc01me65q0aoh,0,93.5,102,2023-03-11T15:03:05.769Z,2023-03-14T12:42:59Z,4088272275,56,Left,4088272277,347,,4088275739,233,30,,,,,,,,,,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326835,30,5,1,1,50,69t8imcdaqlgfbds2p58596my,1,6.5,-2,2023-03-11T15:03:05.769Z,2023-03-14T12:42:59Z,4088275655,347,,4088275705,233,23,4088275651,56,Back,,,,,,,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518326883,31,1,1,2,11,69t8imcdaqlgfbds2p58596my,1,7.9,0,2023-03-11T15:03:27.289Z,2023-03-14T12:43:01Z,4088275881,56,Back,4088275875,107,,4088275887,141,15.9,4088275891,213,1.3,4088275885,140,11.4,4088275889,212,12.7,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
