id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2493222841,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-26T14:15:47.927Z,2022-12-26T15:02:34Z,3956024891,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3956024899,194,7fvj3ev8ov0cnalck9x48z3kl,3956024903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956024897,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956024895,130,8,3956024893,59,"1, 26, 23, 28, 2, 6, 12, 10, 9, 7, 11, 3, 5, 8, 13, 16, 18, 22",3956024889,30,"1sw0ywyl0cgn97mu65tnzv0t1, 7fvj3ev8ov0cnalck9x48z3kl, 1kw6qz2pi7wlam068oeirztud, 7pia2vfewavgyc8d7pvgr7owl, f5zei3x0mg1i5q3soziuy579, 4uywqjm0i2ik5cwhulbmzxi39, 4oogur7f8tfx3z011ap58ao5x, 93kxb8ch3auv9li22mh1aidey, am0ggkrw8rzw5shdvaceyr3kl, bbrx2s4fcp7uplly4hpbt3xed, 7yqdri2a1wz80jfzbcyfc904p, 5bkjye9thnohmdgzwsrsy1n9, dbvkpe7bc9clualadtx9rf1uc, 5j5rrfad842t1nebfc4lwmket, corxqfn0yjgdo7vdctaraxv8q, s2phyy6eoysnxu96rw2ivnx1, 99uiqjteov3qby19bs8kozill, 40wbrqny2ekenyy37ver8dyol",3956024901,197,16167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493222863,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-12-26T14:15:51.255Z,2022-12-26T15:15:13Z,3956025023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956025017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3956025015,30,"byo7r7emgxz5oiauh2z75vpp1, ejmi6qqszz1509excckyj3n1m, 6hq92cx2829wfuzxmfhg1xpm1, fjnzx6b57qsj6o7hdm6r0mhh, 5raent8a0bdt01n7769n3dw16, 6wax1hh875vpvfi1fbetwmtey, 4n37rih2qtphgtjxzo2id5f55, 9s6ec1a12gozqwjlsyo7y8gr9, 5pafzbbuucga9ut20l6ckj7u2, dz04k2zt87y78ku9g14sxm21h, bdquc37ytagmw19zgrehnryz9, f0sa0skucdf742t06hsmi8ne2, 6q5iqhaxdzqhj3jt0eptjvbv9, bgly2zwf7qro0phmd6hkry6ll, ax2mraa85fs9ihyhk7qnmm489, ct9ifm9mk702lkhhmlf12nlxx, c651trgr0pihuppxxd31z6go9, ah31ge07jvte4y161aut0uthx",3956025019,59,"1, 30, 17, 15, 37, 2, 21, 7, 40, 9, 10, 3, 6, 18, 22, 23, 28, 32",3956025031,197,4820,3956025035,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956025021,130,4,3956025027,194,fjnzx6b57qsj6o7hdm6r0mhh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236203,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-12-26T15:01:17.123Z,2022-12-27T20:38:10Z,3956098021,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236193,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-12-26T15:01:17.123Z,2022-12-26T15:01:17Z,3956098015,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236259,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,50,50,2022-12-26T15:01:17.151Z,2022-12-28T05:35:14Z,3956098267,212,13.5,3956098265,141,40.4,3956098269,213,3.6,3956098261,56,Back,3956098271,279,S,3958167327,178,,3956098263,140,38.8,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236287,4,1,1,0,2,5pfqedkme2kabtqhkln35pf3l,0,37.8,42.8,2022-12-26T15:01:19.256Z,2022-12-28T05:35:22Z,3956098401,213,0.7,3958167347,178,,3956098393,56,Left,3956098397,141,86.8,3956098395,140,69.5,3956098403,1,,3956098399,212,44.8,3956098391,155,,fjnzx6b57qsj6o7hdm6r0mhh,P. Coutts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236417,3,1,1,0,5,jv3jh5m5t7qy5t37vwwmnj16,0,26.6,6.7,2022-12-26T15:01:22.648Z,2022-12-28T05:35:27Z,3956099121,213,0.4,3956099113,56,Center,3958167351,388,,3956099119,212,56.2,3956099123,1,,3956099115,140,76.3,3956099117,141,37.3,3956099111,3,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236435,5,1,1,0,10,5pfqedkme2kabtqhkln35pf3l,1,29.4,59.1,2022-12-26T15:01:27.538Z,2022-12-28T05:35:32Z,3956099183,140,14.5,3958167359,178,,3956099181,56,Back,3956099185,141,51.9,3956099187,212,16.4,3956099189,213,3.4,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236477,6,1,1,0,13,5pfqedkme2kabtqhkln35pf3l,1,12.4,52.5,2022-12-26T15:01:30.232Z,2022-12-28T05:35:36Z,3956099379,212,13.7,3956099377,141,65.4,3956099375,140,22.4,3956099381,213,0.7,3958167367,178,,3956099373,56,Back,,,,,,,byo7r7emgxz5oiauh2z75vpp1,J. Belshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236521,7,1,1,0,15,5pfqedkme2kabtqhkln35pf3l,1,22.9,65.7,2022-12-26T15:01:32.151Z,2022-12-28T05:35:38Z,3956099577,141,50.3,3956099575,140,12.3,3956099581,213,3.9,3956099579,212,15.3,3958167371,178,,3956099573,56,Back,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
