id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/17/value,qualifier/16/value
2475406195,7,1,1,0,30,9db4t34qy4owglhvvgwf5l22i,1,66.4,93.3,2022-10-22T14:00:53.735Z,2022-10-25T05:28:24Z,3862086357,56,Left,3870936731,178,,3862086407,156,,3862086361,141,95.1,3862086359,140,61.9,3862086363,212,4.9,3862086365,213,2.9,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477111233,934,67,1,0,31,9db4t34qy4owglhvvgwf5l22i,1,62.3,96.3,2022-10-22T14:00:54.688Z,2022-10-25T11:35:12Z,3871150255,233,710,,,,,,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477111231,710,67,1,0,31,8xeuwzxnm7hdlbjjuezgfkz3w,0,37.7,3.7,2022-10-22T14:00:54.689Z,2022-10-25T08:56:19Z,3871150263,233,934,,,,,,,,,,,,,,,,,,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406237,8,50,1,0,31,9db4t34qy4owglhvvgwf5l22i,1,59.7,95.2,2022-10-22T14:00:54.751Z,2022-10-25T11:35:12Z,3862086547,56,Left,3862086745,233,5,3862086549,286,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406271,5,7,1,0,32,8xeuwzxnm7hdlbjjuezgfkz3w,1,40.3,4.8,2022-10-22T14:00:55.441Z,2022-10-25T05:28:50Z,3870219257,385,,3862086687,56,Back,3862086713,233,8,3862086685,167,,3870937115,178,,3862086689,285,,,,,,,,5zmy857tqaz6h9g3hqyank82d,O. Fané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406365,6,5,1,0,33,8xeuwzxnm7hdlbjjuezgfkz3w,0,49,-1.8,2022-10-22T14:00:56.401Z,2022-10-25T05:28:58Z,3862087131,56,Back,3862087135,347,,3862089397,233,9,,,,,,,,,,,,,,,,5zmy857tqaz6h9g3hqyank82d,O. Fané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406823,9,5,1,0,33,9db4t34qy4owglhvvgwf5l22i,1,51,101.8,2022-10-22T14:00:56.401Z,2022-10-25T05:28:58Z,3862089313,347,,3862089331,233,6,3862089311,56,Left,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406897,10,1,1,0,56,9db4t34qy4owglhvvgwf5l22i,0,47,100,2022-10-22T14:01:20.152Z,2022-10-25T05:29:01Z,3862089763,141,95.4,3862089755,107,,3862089765,212,27.1,3862089759,140,72.5,3862089769,1,,3862089767,213,6.1,3862089757,56,Left,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407853,9,44,1,1,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,25,3.2,2022-10-22T14:01:23.351Z,2022-10-25T11:35:13Z,3862094373,233,12,3862094337,56,Back,3862094341,285,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407777,12,44,1,1,0,9db4t34qy4owglhvvgwf5l22i,0,75,96.8,2022-10-22T14:01:23.352Z,2022-10-25T05:29:08Z,3862093953,56,Left,3862094441,233,9,3862093957,286,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407009,7,1,1,1,0,8xeuwzxnm7hdlbjjuezgfkz3w,0,23.1,4.1,2022-10-22T14:01:23.367Z,2022-10-25T11:35:13Z,3862090351,56,Back,3862090369,213,5.7,3862090361,141,0.0,3862090349,3,,3862090365,212,7.5,3862090355,140,29.2,3870937411,178,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407015,8,5,1,1,1,8xeuwzxnm7hdlbjjuezgfkz3w,0,29.5,-1.6,2022-10-22T14:01:24.832Z,2022-10-25T05:29:31Z,3862094087,233,11,3862090409,347,,3862090407,56,Back,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407763,11,5,1,1,1,9db4t34qy4owglhvvgwf5l22i,1,70.5,101.6,2022-10-22T14:01:24.832Z,2022-10-25T05:29:31Z,3862093897,56,Left,3862094037,233,8,3862093901,347,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408039,13,1,1,1,30,9db4t34qy4owglhvvgwf5l22i,0,82.6,100,2022-10-22T14:01:54.170Z,2022-10-25T05:29:35Z,3862095301,140,90.2,3862095309,1,,3862095303,141,67.6,3862095305,212,24.5,3862095297,107,,3862095307,213,5.0,3862095299,56,Center,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408087,10,12,1,1,33,8xeuwzxnm7hdlbjjuezgfkz3w,1,8.3,39,2022-10-22T14:01:56.344Z,2022-10-25T05:29:40Z,3862095591,15,,3870937723,388,,3862095535,141,28.5,3862095533,140,12.0,3862095541,213,5.2,3862095539,212,8.1,3862095531,56,Back,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408259,11,1,1,1,35,8xeuwzxnm7hdlbjjuezgfkz3w,0,12.3,21.5,2022-10-22T14:01:58.402Z,2022-10-25T05:29:49Z,3870937811,178,,3862096425,1,,3862096423,213,6.2,3862096415,141,19.1,3862096409,56,Back,3862096411,140,42.3,3862096419,212,31.5,3862096407,157,,3hjfotlalegyuxqoidz99f1ii,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475409831,14,61,1,1,37,8xeuwzxnm7hdlbjjuezgfkz3w,0,52.2,47.6,2022-10-22T14:02:00.927Z,2022-10-25T05:30:04Z,3862104257,56,Center,3870938007,178,,,,,,,,,,,,,,,,,,,,3ft5brlvxvw8otiyjppxkk6ad,C. Stockton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408487,14,1,1,1,39,9db4t34qy4owglhvvgwf5l22i,1,39.1,62.6,2022-10-22T14:02:02.596Z,2022-10-25T05:30:09Z,3862097489,56,Back,3862097497,213,3.1,3862097495,212,30.4,3862097493,141,65.2,3870938071,178,,3862097491,140,10.2,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408553,15,1,1,1,45,9db4t34qy4owglhvvgwf5l22i,0,10.5,60.6,2022-10-22T14:02:09.194Z,2022-10-25T05:30:12Z,3862097853,141,86.8,3862097855,212,52.4,3862097851,140,57.4,3862097849,56,Left,3862097859,1,,3870938107,178,,3862097857,213,0.3,3862097847,157,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408711,12,1,1,1,48,8xeuwzxnm7hdlbjjuezgfkz3w,0,42.8,18.3,2022-10-22T14:02:11.642Z,2022-10-25T05:30:16Z,3862098647,157,,3862098657,213,0.6,3862098651,140,87.4,3862098659,1,,3862098649,56,Center,3870938153,178,,3862098653,141,63.4,3862098655,212,56.0,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408707,16,52,1,1,53,9db4t34qy4owglhvvgwf5l22i,1,12.3,28.5,2022-10-22T14:02:16.640Z,2022-10-25T05:30:19Z,3870938209,178,,3870222941,377,,,,,,,,,,,,,,,,,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408923,17,1,1,1,56,9db4t34qy4owglhvvgwf5l22i,1,13.8,29.1,2022-10-22T14:02:19.675Z,2022-10-25T05:30:22Z,3862099837,140,28.6,3870938255,178,,3862099843,213,5.5,3862099839,141,5.0,3862099841,212,22.6,3862099833,123,,3862099835,56,Back,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475409039,18,1,1,1,59,9db4t34qy4owglhvvgwf5l22i,1,32.3,4.3,2022-10-22T14:02:23.129Z,2022-10-25T05:30:25Z,3862100373,213,0.0,3870938299,178,,3862100365,140,59.5,3862100359,56,Right,3862100369,141,6.1,3862100371,212,28.6,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475409073,19,1,1,2,1,9db4t34qy4owglhvvgwf5l22i,1,59.5,6.1,2022-10-22T14:02:24.331Z,2022-10-25T05:30:30Z,3862100541,213,2.3,3862100531,140,56.8,3870223243,156,,3862100539,212,4.3,3862100527,56,Right,3862100537,141,10.9,3870938373,178,,,,,23gglwejp456bifnwkk9xi0a,J. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475409259,20,1,1,2,3,9db4t34qy4owglhvvgwf5l22i,1,56.8,12.6,2022-10-22T14:02:26.546Z,2022-10-25T05:30:33Z,3862101419,212,32.3,3862101421,213,0.0,3862101413,56,Right,3862101423,1,,3862101415,140,87.6,3862101417,141,12.8,3870938431,178,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475409335,21,1,1,2,7,9db4t34qy4owglhvvgwf5l22i,1,91.2,7.4,2022-10-22T14:02:31.196Z,2022-10-25T05:30:37Z,3862101759,140,89.0,3862101761,141,7.4,3862101765,213,3.1,3862101763,212,2.3,3870938489,178,,3862101757,56,Right,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475409377,22,1,1,2,9,9db4t34qy4owglhvvgwf5l22i,1,89,7.4,2022-10-22T14:02:33.025Z,2022-10-25T05:30:41Z,3862101963,212,7.7,3862101965,213,2.7,3862101961,141,12.2,3862101959,140,82.4,3862101957,56,Right,3870938507,178,,,,,,,,23gglwejp456bifnwkk9xi0a,J. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475409545,23,1,1,2,11,9db4t34qy4owglhvvgwf5l22i,1,82.4,12.2,2022-10-22T14:02:34.943Z,2022-10-25T05:30:52Z,3862102733,155,,3862102743,141,45.4,3862117013,154,,3862102729,2,,3870242997,20,,3862102749,213,1.2,3862117007,210,13,3862102739,140,90.3,5r55bc61sgthojep749axb6y1,T. Edwards,1,3870938555,178,3862102745,212,24.1,3862102737,56,Center,3870242995,224,,,,,,,,,,,,,,,,,,,,
2475409551,24,13,1,2,12,9db4t34qy4owglhvvgwf5l22i,1,89,45.2,2022-10-22T14:02:36.085Z,2022-10-25T05:30:52Z,3862117125,230,98.9,3862117105,55,23,3862117093,84,,3862117117,103,29.2,3862109125,233,13,3862117123,147,43.1,3862117121,146,99.0,3862117101,154,,4nph9aqyr2kz1gmdh7v9n3w89,J. Benson,,3862102789,22,3870938655,388,,3862117119,153,,3862104649,328,3862117127,231,46.6,3862102791,17,3862117113,102,43.7,3862102793,56,Center,3862117097,29,3862104641,15,,,,,
2475409575,13,52,1,2,14,8xeuwzxnm7hdlbjjuezgfkz3w,1,2.4,54.2,2022-10-22T14:02:37.726Z,2022-10-25T05:31:11Z,3870243573,377,,3870938855,178,,,,,,,,,,,,,,,,,,,,af0te77bq4mgr7rkkqateiswl,C. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410111,15,80,1,2,28,8xeuwzxnm7hdlbjjuezgfkz3w,0,10.6,41.3,2022-10-22T14:02:52.114Z,2022-10-25T05:31:14Z,3870938893,178,,,,,,,,,,,,,,,,,,,,,,,af0te77bq4mgr7rkkqateiswl,C. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410381,16,1,1,2,34,8xeuwzxnm7hdlbjjuezgfkz3w,1,15.4,37.9,2022-10-22T14:02:57.532Z,2022-10-25T05:31:18Z,3870938933,178,,3862107085,213,0.0,3862107079,140,68.7,3862107083,212,56.0,3862107075,157,,3862107081,141,40.3,3862107077,56,Center,3862107087,1,,af0te77bq4mgr7rkkqateiswl,C. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410387,17,61,1,2,37,8xeuwzxnm7hdlbjjuezgfkz3w,0,68.7,40.3,2022-10-22T14:03:01.085Z,2022-10-25T05:31:31Z,3862107107,56,Center,3870939093,178,,,,,,,,,,,,,,,,,,,,3ft5brlvxvw8otiyjppxkk6ad,C. Stockton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410575,25,1,1,2,39,9db4t34qy4owglhvvgwf5l22i,0,31.3,75,2022-10-22T14:03:02.573Z,2022-10-25T05:31:39Z,3862107957,56,Left,3870939237,178,,3862107967,1,,3862107965,213,0.4,3862107955,157,,3862107963,212,37.9,3862107961,141,96.6,3862107959,140,64.6,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410659,18,12,1,2,43,8xeuwzxnm7hdlbjjuezgfkz3w,1,27.8,6.4,2022-10-22T14:03:07.019Z,2022-10-25T05:31:44Z,3862108451,212,6.9,3870244707,167,,3862108443,140,32.0,3862108453,213,5.4,3862108447,141,0.0,3870939305,388,,3862108437,56,Back,3870244705,15,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410665,19,5,1,2,44,8xeuwzxnm7hdlbjjuezgfkz3w,0,35.6,-1.7,2022-10-22T14:03:08.023Z,2022-10-25T05:31:49Z,3862108471,56,Back,3862110453,233,26,3862108473,347,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411027,26,5,1,2,44,9db4t34qy4owglhvvgwf5l22i,1,64.4,101.7,2022-10-22T14:03:08.023Z,2022-10-25T05:31:49Z,3862110369,347,,3862110391,233,19,3862110367,56,Left,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411053,27,1,1,2,53,9db4t34qy4owglhvvgwf5l22i,1,60.9,100,2022-10-22T14:03:16.421Z,2022-10-25T05:31:53Z,3862110517,140,61.7,3862110513,56,Left,3862110525,212,4.8,3862110521,141,95.0,3862110529,213,4.9,3862110509,107,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411101,28,1,1,2,53,9db4t34qy4owglhvvgwf5l22i,1,61.7,95,2022-10-22T14:03:17.026Z,2022-10-25T05:32:00Z,3862110745,141,96.0,3870939529,178,,3862110743,140,64.7,3862110749,212,3.2,3862110741,56,Left,3862110751,213,0.2,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411017,20,45,1,2,55,8xeuwzxnm7hdlbjjuezgfkz3w,0,32.4,4.5,2022-10-22T14:03:18.253Z,2022-10-25T05:32:05Z,3862110313,285,,3862110883,233,29,3862110311,56,Back,,,,,,,,,,,,,,,,5zmy857tqaz6h9g3hqyank82d,O. Fané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411119,29,3,1,2,55,9db4t34qy4owglhvvgwf5l22i,1,67.6,95.5,2022-10-22T14:03:18.253Z,2022-10-25T05:32:05Z,3870245095,465,,3862110827,56,Left,3862110867,233,20,3862110829,286,,3870939593,178,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411143,30,1,1,2,56,9db4t34qy4owglhvvgwf5l22i,1,64.7,96,2022-10-22T14:03:19.786Z,2022-10-25T05:32:09Z,3862110947,140,74.8,3862110953,212,16.5,3870939645,178,,3862110955,213,5.4,3862110951,141,77.5,3862110941,56,Center,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477112501,967,67,1,2,57,9db4t34qy4owglhvvgwf5l22i,1,70.6,79.2,2022-10-22T14:03:20.763Z,2022-10-25T11:35:14Z,3871155307,233,719,,,,,,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477112499,719,67,1,2,57,8xeuwzxnm7hdlbjjuezgfkz3w,0,29.4,20.8,2022-10-22T14:03:20.764Z,2022-10-25T08:59:05Z,3871155313,233,967,,,,,,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411209,31,1,1,2,57,9db4t34qy4owglhvvgwf5l22i,1,74.8,77.5,2022-10-22T14:03:20.786Z,2022-10-25T11:48:51Z,3862111301,141,74.1,3862111305,213,6.1,3862111303,212,16.8,3862111295,56,Center,3870939681,178,,3862111299,140,90.6,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411227,32,1,1,2,59,9db4t34qy4owglhvvgwf5l22i,0,90.6,74.1,2022-10-22T14:03:23.213Z,2022-10-25T05:32:33Z,3862111401,56,Center,3862111409,141,64.0,3862111415,213,4.5,3870939823,178,,3862111405,140,89.0,3862111413,212,7.1,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475411241,21,49,1,3,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,14.2,29.1,2022-10-22T14:03:24.154Z,2022-10-25T05:33:31Z,,,,,,,,,,,,,,,,,,,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475418047,40,1,1,3,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,15.6,42.4,2022-10-22T14:03:24.192Z,2022-10-25T05:33:37Z,3870940671,178,,3862146775,141,31.5,3862146781,213,4.7,3862146779,212,7.4,3862146769,56,Back,3862146771,140,15.6,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477112807,721,67,1,3,3,8xeuwzxnm7hdlbjjuezgfkz3w,1,14.3,29.7,2022-10-22T14:03:26.262Z,2022-10-25T11:35:14Z,3871156563,233,973,,,,,,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
