id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/14/value,assist
2486658203,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-19T14:15:01.519Z,2022-11-19T15:53:46Z,3921229565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3921229567,194,a1muz32ocg2650ll5kjc02u39,3921229561,59,"25, 7, 11, 5, 3, 6, 8, 10, 26, 19, 9, 1, 2, 20, 21, 23, 27, 33",3921229569,197,4680,3921229563,130,18,3921229573,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921229557,30,"1etperk4v88ohoddjdb5dj2l1, 6ln898p7stih8l7ikzloet0b9, 5ozfcga88glwzazkg65ahwa8l, 2uyrcl2hf5xunxm8zm98kh1at, 5yfb390wjjfdjhdf0jzaf1kgl, 6xjftfuwhkbs39xfc3phdbyl1, aclrl318d420oqe1fjgl1m3xm, a1muz32ocg2650ll5kjc02u39, 4m9vn1q30f1c8ksiyxtei63ft, 1yzyn48jb8yd8bc0xywrhg0r9, b0l7hknmc27qttjxv094mi5zp, 41lv87i23sxmdyrs4xxh96m3u, a2gluxzt6a3z5xwgu2q482rqh, 2k3y4x681f46nqbqxxb2kfl5h, ef2y32lrxfsagikwuhjrovy3u, 4y3hm9ljv62c5jswanl0gk5, 8nzkkwhmox9lgbmwomq1rruju, 1788amerrk9fg3f9qddyxz8x5",3921229559,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486658225,1,34,16,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-11-19T14:15:03.831Z,2022-11-19T15:53:47Z,3921229703,59,"31, 28, 2, 4, 5, 24, 17, 21, 14, 9, 23, 8, 10, 19, 22, 27, 43, 30",3921229707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3921229709,194,74p53a79q1tlis3a3gladqor9,3921229701,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3921229705,130,2,3921229711,197,4825,3921229699,30,"4s0yf91l8xqodeuv473hmp5ka, 9z75i0zrgtuumyixz8dl9ysbt, 56g3fffeygobuei72gnkm9a09, egr5n9jynbg3llc2tn2g5ncnp, 2kecmwyt730pi8z3pnsqs1l1x, 2r6gxw9yjxvaplv70ftq7wout, ald5oocxwh4pip8fw6v3ym8h6, 6a08s0d0sgt7iw37spmo4bro5, 1uqgky0sxqjs8bqd2h75rnmjt, 74p53a79q1tlis3a3gladqor9, 4qrvri86m93wpyugq0zq4aaqx, 2t21ewgdqimma7cd74i1r5tqt, effzy3ttltffcz92a3ro4woa, evb6gpvuutmnisv9d12gs0xcl, 6m0h2e4kygi2hx6nf9b24cv6d, 24g0rf7o960uai5a4h42d6rkk, 4hgji0bnqpsqezk5ctxq3ggh6, 2g6lf0qaig1tg1ed59e4722y2",3921229713,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667563,2,43,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-19T15:00:11.816Z,2022-11-19T15:00:25Z,3921277601,127,Right to Left,3921277797,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667815,3,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-19T15:00:11.816Z,2022-11-21T16:54:44Z,3921278807,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667807,3,32,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-11-19T15:00:11.816Z,2022-11-19T15:00:50Z,3921278759,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667871,4,1,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,0,49.9,50,2022-11-19T15:00:11.837Z,2022-11-21T18:06:41Z,3921279055,56,Back,3921279057,140,23.8,3923562081,178,,3921279059,141,48.2,3921279061,212,27.4,3921285567,279,S,3921279063,213,3.2,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667935,5,1,1,0,3,2ezfenuwk3y65p8jdbj55xqt0,0,24.1,48.2,2022-11-19T15:00:15.356Z,2022-11-21T18:06:46Z,3921279353,212,49.6,3921279349,141,18.9,3921279347,140,67.4,3921279339,155,,3923562143,178,,3921279355,213,5.9,3921279343,56,Right,3921279357,1,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667903,4,44,1,0,6,ejm092fnt9zoxbpuklzd52ji8,1,30.2,79.2,2022-11-19T15:00:18.456Z,2022-11-21T18:57:15Z,3921279487,233,6,3921279225,285,,3921279223,56,Back,,,,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667965,6,44,1,0,6,2ezfenuwk3y65p8jdbj55xqt0,0,69.8,20.8,2022-11-19T15:00:18.457Z,2022-11-21T18:06:50Z,3921279447,286,,3921279469,233,4,3921279445,56,Right,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667977,5,1,1,0,6,ejm092fnt9zoxbpuklzd52ji8,0,24.1,83.5,2022-11-19T15:00:18.532Z,2022-11-21T18:57:16Z,3921279537,140,31.0,3921279531,56,Back,3923562245,388,,3921279547,212,14.5,3921279549,213,1.0,3921279543,141,100.0,3921279527,3,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
