id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value
2507666781,825,67,1,0,9,5pfqedkme2kabtqhkln35pf3l,1,33.6,68.7,2023-02-11T15:02:40.557Z,2023-02-14T11:50:54Z,4031903539,233,920,,,,,,,,,,,,,,,,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507666779,920,67,1,0,9,b3vbyitzi3nrw9ehj1eoko219,0,66.4,31.3,2023-02-11T15:02:40.558Z,2023-02-14T09:19:49Z,4031903543,233,825,,,,,,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277643,5,61,1,0,9,5pfqedkme2kabtqhkln35pf3l,1,37,49,2023-02-11T15:02:40.598Z,2023-02-14T11:50:55Z,4031884127,178,,4024631725,56,Back,,,,,,,,,,,,,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277617,7,43,1,0,10,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-02-11T15:02:42.045Z,2023-02-13T07:27:45Z,4030488969,144,74,4024631849,233,5,4024631631,285,0,4024631627,56,Center,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507693203,1156,67,1,0,11,5pfqedkme2kabtqhkln35pf3l,1,37.4,54.4,2023-02-11T15:02:42.611Z,2023-02-14T11:50:55Z,4032042155,233,1334,,,,,,,,,,,,,,,,,,,,,,ct9ifm9mk702lkhhmlf12nlxx,L. McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507693201,1334,67,1,0,11,b3vbyitzi3nrw9ehj1eoko219,0,62.6,45.6,2023-02-11T15:02:42.612Z,2023-02-14T11:08:09Z,4032042171,233,1156,,,,,,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277705,6,1,1,0,11,5pfqedkme2kabtqhkln35pf3l,0,37.1,52.7,2023-02-11T15:02:42.619Z,2023-02-14T11:50:55Z,4024632045,140,38.8,4024632111,233,8,4024632043,56,Back,4024632047,141,55.7,4024632049,212,2.7,4024632109,236,,4024632051,213,0.9,4031884243,389,,ct9ifm9mk702lkhhmlf12nlxx,L. McCormick,4024632115,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277679,8,74,1,0,11,b3vbyitzi3nrw9ehj1eoko219,1,70.9,35.1,2023-02-11T15:02:42.848Z,2023-02-14T08:52:14Z,4024631913,285,,4024631911,56,Center,4031884287,178,,4024632137,233,6,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277881,10,1,1,0,13,b3vbyitzi3nrw9ehj1eoko219,0,67.3,56.1,2023-02-11T15:02:44.675Z,2023-02-14T08:52:24Z,4024632787,140,76.0,4024632795,1,,4024632791,212,32.5,4024632793,213,1.3,4024632785,56,Left,4024632789,141,100.0,4031884381,178,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277721,9,43,1,0,14,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-02-11T15:02:45.500Z,2023-02-13T07:27:57Z,4030489099,144,49,,,,,,,,,,,,,,,,,,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507399935,766,56,1,0,17,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-02-11T15:02:49.091Z,2023-02-14T08:52:28Z,4030489389,56,Back,,,,,,,,,,,,,,,,,,,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278281,7,5,1,0,18,5pfqedkme2kabtqhkln35pf3l,1,23.8,-2,2023-02-11T15:02:49.490Z,2023-02-14T08:52:32Z,4024634811,347,,4024634809,56,Back,4024927119,233,11,,,,,,,,,,,,,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277899,11,5,1,0,18,b3vbyitzi3nrw9ehj1eoko219,0,76.2,102,2023-02-11T15:02:49.490Z,2023-02-14T08:52:32Z,4024927225,233,7,4024632847,56,Left,4024632849,347,,,,,,,,,,,,,,,,,33eqc4ye34v5r0ix9cqg9fo4p,O. Shodipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278367,8,1,1,0,32,5pfqedkme2kabtqhkln35pf3l,0,23.7,0,2023-02-11T15:03:04.324Z,2023-02-14T08:52:35Z,4024635147,56,Back,4024635145,107,,4024635151,141,5.6,4024635159,213,0.2,4024635165,1,,4024635149,140,46.5,4024635155,212,24.5,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278407,12,44,1,0,34,b3vbyitzi3nrw9ehj1eoko219,1,55.8,92.1,2023-02-11T15:03:05.936Z,2023-02-14T11:50:56Z,4024635393,233,9,4024635315,56,Left,4024635317,286,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278381,9,44,1,0,34,5pfqedkme2kabtqhkln35pf3l,0,44.2,7.9,2023-02-11T15:03:05.937Z,2023-02-14T08:52:40Z,4024635401,233,12,4024635225,56,Back,4024635227,285,,,,,,,,,,,,,,,,,bgly2zwf7qro0phmd6hkry6ll,R. Loft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278429,13,1,1,0,34,b3vbyitzi3nrw9ehj1eoko219,0,58.2,89.7,2023-02-11T15:03:06.058Z,2023-02-14T11:50:56Z,4024635429,140,70.1,4024635431,141,82.0,4024635433,212,13.5,4024635425,3,,4031884583,388,,4024635435,213,5.9,4024635427,56,Left,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278481,10,1,1,0,36,5pfqedkme2kabtqhkln35pf3l,0,38.6,20.1,2023-02-11T15:03:08.412Z,2023-02-14T08:52:47Z,4031884621,388,,4024635685,212,11.5,4024635675,3,,4024635683,141,19.5,4024635687,213,6.2,4024635679,56,Back,4024635681,140,49.5,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278597,14,1,1,0,38,b3vbyitzi3nrw9ehj1eoko219,0,56.6,87.2,2023-02-11T15:03:09.495Z,2023-02-14T08:52:52Z,4024636245,140,80.5,4024636251,212,29.9,4024636249,141,63.4,4024636241,56,Center,4024636237,157,,4024636255,213,5.7,4031884683,178,,4024636257,1,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278613,11,44,1,0,41,5pfqedkme2kabtqhkln35pf3l,1,23.4,38.2,2023-02-11T15:03:12.457Z,2023-02-14T11:50:56Z,4024636443,233,15,4024636333,56,Back,4024636337,285,,,,,,,,,,,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278623,15,44,1,0,41,b3vbyitzi3nrw9ehj1eoko219,0,76.6,61.8,2023-02-11T15:03:12.458Z,2023-02-14T08:52:57Z,4024636775,233,11,4024636373,56,Center,4024636375,286,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278687,12,1,1,0,41,5pfqedkme2kabtqhkln35pf3l,0,27.3,39.7,2023-02-11T15:03:12.548Z,2023-02-14T11:50:57Z,4024636691,140,29.3,4024636689,56,Back,4024636697,213,0.6,4024636693,141,41.8,4024636687,3,,4024636695,212,2.5,4031884739,388,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278699,16,61,1,0,41,b3vbyitzi3nrw9ehj1eoko219,1,80.5,63.4,2023-02-11T15:03:12.608Z,2023-02-14T08:53:09Z,4031884837,21,,4024636721,56,Center,4031884839,178,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278783,13,1,1,0,42,5pfqedkme2kabtqhkln35pf3l,1,27.2,48.1,2023-02-11T15:03:14.230Z,2023-02-14T08:53:18Z,4031884925,388,,4024637143,212,8.5,4024637139,140,31.1,4024637145,213,5.2,4024637137,56,Back,4024637141,141,37.1,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506278915,14,1,1,0,45,5pfqedkme2kabtqhkln35pf3l,0,31.8,39.2,2023-02-11T15:03:17.135Z,2023-02-14T08:53:23Z,4024637803,212,28.5,4024637807,1,,4024637805,213,6.3,4024637799,140,58.9,4024637797,56,Center,4024637801,141,38.0,4024637795,157,,4031884971,178,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279037,17,1,1,0,48,b3vbyitzi3nrw9ehj1eoko219,0,31.5,58.2,2023-02-11T15:03:20.061Z,2023-02-14T08:53:29Z,4024638363,56,Back,4024638367,141,47.2,4024638361,3,,4024638365,140,48.4,4024638369,212,19.3,4024638371,213,5.9,4031885037,178,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279003,15,44,1,0,50,5pfqedkme2kabtqhkln35pf3l,1,53.8,52.6,2023-02-11T15:03:22.196Z,2023-02-14T11:50:57Z,4024638221,286,,4024638219,56,Center,4024638603,233,18,,,,,,,,,,,,,,,,ct9ifm9mk702lkhhmlf12nlxx,L. McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279067,18,44,1,0,50,b3vbyitzi3nrw9ehj1eoko219,0,46.2,47.4,2023-02-11T15:03:22.197Z,2023-02-14T08:53:33Z,4024638479,56,Back,4024638481,285,,4024638721,233,15,,,,,,,,,,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279073,16,1,1,0,50,5pfqedkme2kabtqhkln35pf3l,1,56,52.5,2023-02-11T15:03:22.284Z,2023-02-14T11:50:57Z,4031885121,388,,4024638531,213,6.2,4024638519,140,66.7,4024638513,3,,4024638527,212,11.3,4024638523,141,51.3,4024638517,56,Center,,,,ct9ifm9mk702lkhhmlf12nlxx,L. McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507667163,827,67,1,0,51,5pfqedkme2kabtqhkln35pf3l,1,64.5,53.2,2023-02-11T15:03:23.324Z,2023-02-14T11:50:58Z,4031905453,233,936,,,,,,,,,,,,,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507667161,936,67,1,0,51,b3vbyitzi3nrw9ehj1eoko219,0,35.5,46.8,2023-02-11T15:03:23.325Z,2023-02-14T09:22:42Z,4031905467,233,827,,,,,,,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279101,17,1,1,0,51,5pfqedkme2kabtqhkln35pf3l,0,66.5,52.2,2023-02-11T15:03:23.417Z,2023-02-14T11:50:58Z,4024638663,56,Left,4024638667,141,82.8,4024638665,140,65.8,4024638671,213,1.6,4031885197,178,,4024638669,212,20.8,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279249,19,1,1,0,55,b3vbyitzi3nrw9ehj1eoko219,0,28.8,15.3,2023-02-11T15:03:26.984Z,2023-02-14T08:53:50Z,4024639311,213,5.8,4024639305,140,49.8,4024639303,56,Back,4031885229,178,,4024639307,141,0.0,4024639309,212,24.7,4024639313,1,,4024639301,157,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279453,18,5,1,0,57,5pfqedkme2kabtqhkln35pf3l,1,53,101.6,2023-02-11T15:03:28.943Z,2023-02-14T08:53:53Z,4024640341,233,20,4024640301,347,,4024640295,56,Left,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279259,20,5,1,0,57,b3vbyitzi3nrw9ehj1eoko219,0,47,-1.6,2023-02-11T15:03:28.943Z,2023-02-14T08:53:53Z,4024639383,56,Back,4024640383,233,18,4024639387,347,,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279587,19,1,1,1,2,5pfqedkme2kabtqhkln35pf3l,1,49.6,100,2023-02-11T15:03:33.625Z,2023-02-14T08:53:55Z,4024640927,141,88.4,4024640925,140,31.2,4024640933,1,,4024640921,56,Back,4024640919,107,,4024640931,213,3.6,4024640929,212,21.3,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279781,20,1,1,1,6,5pfqedkme2kabtqhkln35pf3l,0,34.6,77.2,2023-02-11T15:03:37.891Z,2023-02-14T08:53:57Z,4024641905,213,6.3,4024641897,56,Center,4024641893,155,,4024641903,212,56.4,4024641907,1,,4031885333,178,,4024641899,140,88.3,4024641901,141,75.1,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279817,21,52,1,1,11,b3vbyitzi3nrw9ehj1eoko219,1,10.6,24.6,2023-02-11T15:03:42.995Z,2023-02-14T08:54:01Z,4031885393,178,,4030490691,376,,,,,,,,,,,,,,,,,,,,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280021,22,80,1,1,16,b3vbyitzi3nrw9ehj1eoko219,0,14.7,49.9,2023-02-11T15:03:48.225Z,2023-02-14T08:54:10Z,4031885493,178,,,,,,,,,,,,,,,,,,,,,,,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280365,23,1,1,1,22,b3vbyitzi3nrw9ehj1eoko219,1,22.9,56,2023-02-11T15:03:53.515Z,2023-02-14T08:54:13Z,4024644775,213,5.6,4031885533,178,,4024644777,1,,4024644773,212,60.3,4024644769,140,68.6,4024644771,141,2.3,4024644765,155,,4024644767,56,Right,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507400351,849,44,1,1,25,b3vbyitzi3nrw9ehj1eoko219,1,69.7,2.8,2023-02-11T15:03:56.819Z,2023-02-14T11:50:59Z,4030901723,233,767,4030490945,286,,4030490943,56,Right,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507400331,767,44,1,1,25,5pfqedkme2kabtqhkln35pf3l,0,30.3,97.2,2023-02-11T15:03:56.820Z,2023-02-14T08:54:16Z,4030490875,285,,4030490873,56,Back,4030901735,233,849,,,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280373,24,1,1,1,25,b3vbyitzi3nrw9ehj1eoko219,0,68.6,2.3,2023-02-11T15:03:56.889Z,2023-02-14T11:50:59Z,4024644853,140,70.6,4024644849,3,,4024644863,212,3.2,4024644851,56,Right,4024644859,141,5.8,4031885611,388,,4024644869,213,0.8,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280417,21,1,1,1,27,5pfqedkme2kabtqhkln35pf3l,0,32.3,92.3,2023-02-11T15:03:59.055Z,2023-02-14T08:54:35Z,4024645035,140,47.0,4024645041,212,20.7,4024645037,141,72.0,4031885755,178,,4024645043,213,5.6,4024645031,56,Back,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280407,25,61,1,1,28,b3vbyitzi3nrw9ehj1eoko219,1,62.8,11.9,2023-02-11T15:03:59.486Z,2023-02-14T08:54:57Z,4031885955,15,,4031885815,178,,4024644979,56,Right,,,,,,,,,,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280473,26,49,1,1,29,b3vbyitzi3nrw9ehj1eoko219,1,50.1,28.5,2023-02-11T15:04:00.427Z,2023-02-14T08:55:18Z,,,,,,,,,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280497,27,50,1,1,31,b3vbyitzi3nrw9ehj1eoko219,1,47.1,29.4,2023-02-11T15:04:02.817Z,2023-02-14T08:55:24Z,4024645443,56,Back,4024646025,233,22,4024645445,286,,,,,,,,,,,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280593,22,7,1,1,31,5pfqedkme2kabtqhkln35pf3l,1,52.9,70.6,2023-02-11T15:04:02.873Z,2023-02-14T08:55:27Z,4024645929,56,Center,4024645931,285,,4031886321,178,,4030491131,384,,4024645999,233,27,,,,,,,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280623,23,3,1,1,33,5pfqedkme2kabtqhkln35pf3l,1,37.4,62.9,2023-02-11T15:04:04.947Z,2023-02-14T08:55:31Z,4031886373,178,,4024646057,286,,4024646055,56,Back,4030491241,464,,4024646161,233,28,,,,,,,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
