id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2535564023,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-18T18:00:07.496Z,2023-04-18T19:13:23Z,4200537877,30,"8mxu20zdh9wrguq79ib8y5m21, 6g8w8yuvkuayxcegsvzcjmmzt, 91mshvbc4rk9cf0chhgukakiy, dwp8bqc4rdleti92n0s6q9rdh, e9zi7fb2t4akk1pzjpuhe4bf9, 5mx96hmn7ophhuvmybmf1esid, 5dsht0mnmpm2asallpju46ms5, cz9jf3ozld7o0hns2xmn54b56, 4db9vewyt9kiqtqd5e0rloodm, uc2ekz3foqyl9djmicme4t4a, 33eqc4ye34v5r0ix9cqg9fo4p, 76j19abwcie5w5hptkewlh0bt, a4nxfhy5n3xsbml9dgo8ynfmx, 94pt7ikxi5cdjhbqf7vi9xg4p, 1y7e8a23pc4xlc6ori1o1b8tm, e7wnuabfcue5japm1i85fs02y, 322ut6dhdlh98w6dh7a2wcmqc",4200537887,130,13,4200537893,194,5mx96hmn7ophhuvmybmf1esid,4200537901,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200537891,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4200537879,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4200537897,197,4637,4200537883,59,"29, 21, 3, 15, 5, 2, 26, 12, 9, 28, 11, 6, 8, 22, 24, 31, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535564061,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-18T18:00:14.097Z,2023-04-18T19:08:25Z,4200538157,194,49ca952ot1c3ytut2s281ds6h,4200538155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4200538151,59,"1, 2, 26, 5, 6, 12, 8, 30, 9, 44, 48, 3, 10, 16, 24, 31, 40, 47",4200538143,30,"eirc5i9gcpe0ap6gntxoomcix, 4nm1tx8buxym4bf9f2pti2fhl, i1bzoqwi1u382l4yx3n864x6, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, 1iy0goeaf5btyw09tr2ywbe8l, cruhiz25b3bbd4unocpu9bvf9, 1r9aj50371x6f0xf7mmvldz9x, 32crcj18u4qnf8f07fbsopvpx, canpue729cozt0cw6a1dpi7ai, 9gfxdw176mc8yn7dowedmvtgp, 4nph9aqyr2kz1gmdh7v9n3w89, 7fwprbpdcdb7qcgaoe2humwo9, d25ilw75uqbnk15v383e1kxrd, ddjh4t18kk75bz9sgga2g2f3d, c3nbdw1440h1uwwmixrjxwclx, acvgu9prqaeucmvi9fx070i22",4200538147,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4200538153,130,12,4200538159,197,16932,4200538161,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576379,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-18T18:45:42.458Z,2023-04-20T18:07:49Z,4200604057,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576389,3,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-18T18:45:42.458Z,2023-04-18T18:45:45Z,4200604085,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576399,4,1,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,49.7,49.7,2023-04-18T18:45:42.513Z,2023-04-20T19:07:43Z,4200604135,140,33.3,4200604137,141,52.2,4204713225,178,,4200604143,279,S,4200604141,213,3.0,4200604133,56,Back,4200604139,212,17.3,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576481,5,1,1,0,2,9db4t34qy4owglhvvgwf5l22i,0,29.8,54,2023-04-18T18:45:44.992Z,2023-04-20T19:07:50Z,4200604487,157,,4200604493,141,7.3,4200604499,1,,4200604491,140,78.7,4204713703,178,,4200604495,212,60.4,4200604497,213,5.7,4200604489,56,Right,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576461,3,61,1,0,5,b3vbyitzi3nrw9ehj1eoko219,1,22.2,95,2023-04-18T18:45:48.173Z,2023-04-20T19:08:14Z,4204714595,178,,4200604391,56,Back,4204714593,21,,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576485,6,61,1,0,5,9db4t34qy4owglhvvgwf5l22i,1,78.8,7.4,2023-04-18T18:45:48.275Z,2023-04-20T19:08:35Z,4200604511,56,Right,4204715343,21,,4204715345,178,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576521,4,4,1,0,6,b3vbyitzi3nrw9ehj1eoko219,1,20.2,92.4,2023-04-18T18:45:48.854Z,2023-04-20T19:08:41Z,4200604667,56,Back,4200604665,295,,4200604663,13,,4200604671,285,,4200604857,233,7,4200604669,152,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576545,7,4,1,0,6,9db4t34qy4owglhvvgwf5l22i,0,79.8,7.6,2023-04-18T18:45:48.855Z,2023-04-20T19:08:40Z,4200604811,13,,4200604817,152,,4200604815,56,Right,4204715481,178,,4200604869,233,4,4200604813,295,,4200604819,286,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
