id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2488615493,5,1,1,0,10,5g1fnexeromjl0lvnxp8hpnhi,0,9.7,47.3,2022-12-02T19:45:00.551Z,2022-12-05T03:50:53Z,3931563541,157,,3934857099,178,,3931563547,141,29.2,3931563553,1,,3931563551,213,6.1,3931563549,212,59.8,3931563543,56,Center,3931563545,140,65.4,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615507,6,1,1,0,14,ejm092fnt9zoxbpuklzd52ji8,1,26.7,70.3,2022-12-02T19:45:04.345Z,2022-12-05T03:51:00Z,3931563627,141,75.9,3934857117,178,,3931563621,3,,3931563623,56,Center,3931563625,140,50.8,3931563631,213,0.1,3931563629,212,25.6,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615511,7,61,1,0,17,ejm092fnt9zoxbpuklzd52ji8,1,50.7,74.7,2022-12-02T19:45:07.753Z,2022-12-05T03:51:09Z,3934857147,15,,3931563649,56,Center,3934857149,388,,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615513,8,1,1,0,19,ejm092fnt9zoxbpuklzd52ji8,1,44.8,61.7,2022-12-02T19:45:08.972Z,2022-12-05T03:51:19Z,3931563671,212,7.4,3931563669,141,72.6,3931563663,56,Back,3931563661,3,,3931563667,140,44.5,3934857181,388,,3931563673,213,1.6,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615515,9,3,1,0,20,ejm092fnt9zoxbpuklzd52ji8,0,46.9,71.8,2022-12-02T19:45:10.641Z,2022-12-05T03:51:51Z,3934857239,178,,3934788973,233,6,3931563873,286,,3934634581,465,,3931563681,56,Back,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615523,6,7,1,0,20,5g1fnexeromjl0lvnxp8hpnhi,1,53.1,28.2,2022-12-02T19:45:10.798Z,2022-12-05T03:51:55Z,3931563723,56,Center,3931563725,285,,3934857253,178,,3934634739,383,,3931563877,233,9,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615525,7,49,1,0,21,5g1fnexeromjl0lvnxp8hpnhi,1,58.7,26.5,2022-12-02T19:45:11.590Z,2022-12-05T03:52:04Z,,,,,,,,,,,,,,,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489237503,809,83,1,0,23,ejm092fnt9zoxbpuklzd52ji8,1,37.7,80.7,2022-12-02T19:45:13.493Z,2022-12-05T04:41:29Z,3934875385,399,232817,,,,,,,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615539,8,1,1,0,25,5g1fnexeromjl0lvnxp8hpnhi,1,68.4,13.2,2022-12-02T19:45:15.687Z,2022-12-05T03:52:16Z,3931563821,140,62.0,3931563827,213,3.7,3931563819,56,Right,3934857293,178,,3931563825,212,8.0,3931563823,141,6.7,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615543,9,1,1,0,26,5g1fnexeromjl0lvnxp8hpnhi,1,62,6.7,2022-12-02T19:45:16.701Z,2022-12-05T03:52:20Z,3931563847,212,11.6,3931563841,56,Right,3934857297,178,,3931563845,141,19.5,3931563843,140,54.7,3931563849,213,2.3,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615549,10,1,1,0,28,5g1fnexeromjl0lvnxp8hpnhi,1,54.7,19.5,2022-12-02T19:45:18.197Z,2022-12-05T03:52:25Z,3931563907,140,51.0,3931563913,213,4.3,3931563911,212,9.2,3931563909,141,7.3,3934857309,178,,3931563905,56,Right,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615571,11,1,1,0,29,5g1fnexeromjl0lvnxp8hpnhi,1,50.8,7.9,2022-12-02T19:45:19.198Z,2022-12-05T03:52:32Z,3931564013,212,26.2,3931564007,56,Back,3931564015,213,2.6,3934857327,178,,3931564011,141,27.0,3931564009,140,29.1,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615583,12,1,1,0,32,5g1fnexeromjl0lvnxp8hpnhi,1,29.1,27,2022-12-02T19:45:22.615Z,2022-12-05T03:52:42Z,3931564123,141,59.1,3931564125,212,21.9,3931564119,56,Back,3934857351,178,,3931564121,140,27.2,3931564127,213,1.7,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615593,13,1,1,0,35,5g1fnexeromjl0lvnxp8hpnhi,1,27.2,59.1,2022-12-02T19:45:25.291Z,2022-12-05T03:52:47Z,3931564189,56,Back,3931564197,213,1.0,3934857365,178,,3931564191,140,38.9,3931564195,212,23.5,3931564193,141,88.6,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615603,14,1,1,0,37,5g1fnexeromjl0lvnxp8hpnhi,1,38.9,88.6,2022-12-02T19:45:26.987Z,2022-12-05T03:52:53Z,3931564235,213,3.9,3931564233,212,17.7,3931564227,56,Back,3931564229,140,26.8,3931564231,141,70.5,3934857377,178,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615613,15,1,1,0,40,5g1fnexeromjl0lvnxp8hpnhi,1,26.8,70.5,2022-12-02T19:45:30.293Z,2022-12-05T03:52:56Z,3931564291,141,46.4,3931564289,140,25.6,3934857389,178,,3931564287,56,Back,3931564295,213,4.6,3931564293,212,16.4,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615661,16,1,1,0,44,5g1fnexeromjl0lvnxp8hpnhi,1,29.2,46,2022-12-02T19:45:34.113Z,2022-12-05T03:53:34Z,3931564525,212,40.8,3931564531,1,,3931564529,213,6.1,3934857413,178,,3931564517,56,Center,3931564519,140,67.5,3931564515,155,,3931564521,141,35.5,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615669,17,61,1,0,47,5g1fnexeromjl0lvnxp8hpnhi,1,69.7,35.5,2022-12-02T19:45:37.327Z,2022-12-05T03:53:41Z,3934857543,178,,3931564593,56,Center,,,,,,,,,,,,,,,,,,,9w0nk2mz77jqc62v4gv1h0vkl,R. Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615705,18,50,1,0,50,5g1fnexeromjl0lvnxp8hpnhi,1,67.8,46.8,2022-12-02T19:45:40.203Z,2022-12-05T03:54:05Z,3934788985,233,721,3931564811,56,Center,3934636499,286,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489193511,721,7,1,0,50,ejm092fnt9zoxbpuklzd52ji8,0,32.2,53.2,2022-12-02T19:45:40.308Z,2022-12-05T03:54:07Z,3934637329,385,,3934637099,285,,3934637097,56,Back,3934788977,233,18,3934857631,178,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615707,19,15,1,0,53,5g1fnexeromjl0lvnxp8hpnhi,1,71.1,52.6,2022-12-02T19:45:43.211Z,2022-12-05T03:54:12Z,3934857655,178,,3931564831,18,,3931565139,233,12,3931568293,146,97.3,3934638765,458,,3931568291,215,,3931564833,56,Center,3931565125,20,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,3931568279,76,3931568289,103,2.5,3931568287,102,54.3,3931564829,22,3931568295,147,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615729,12,10,1,0,55,ejm092fnt9zoxbpuklzd52ji8,1,0.6,47.6,2022-12-02T19:45:44.972Z,2022-12-05T03:54:15Z,3934640195,376,,3931564957,180,,3931564955,177,,3931565157,233,19,3931564959,182,,3931564961,56,Back,,,,,,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615725,11,52,1,0,56,ejm092fnt9zoxbpuklzd52ji8,1,0.6,47.6,2022-12-02T19:45:46.162Z,2022-12-05T03:54:22Z,3934640259,376,,3934857707,389,,,,,,,,,,,,,,,,,,,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615781,13,80,1,1,5,ejm092fnt9zoxbpuklzd52ji8,0,11.1,42.2,2022-12-02T19:45:55.232Z,2022-12-05T03:54:30Z,3934857761,178,,,,,,,,,,,,,,,,,,,,,,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615799,14,1,1,1,9,ejm092fnt9zoxbpuklzd52ji8,0,11.9,35.7,2022-12-02T19:45:59.179Z,2022-12-05T03:54:35Z,3931565357,140,68.2,3931565351,157,,3931565363,213,6.2,3931565365,1,,3931565361,212,59.4,3934857769,178,,3931565353,198,,3931565355,56,Center,1etperk4v88ohoddjdb5dj2l1,J. Stevens,3931565359,141,,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615819,20,1,1,1,12,5g1fnexeromjl0lvnxp8hpnhi,1,30.4,66.6,2022-12-02T19:46:02.632Z,2022-12-05T03:54:43Z,3931565515,3,,3931565519,140,26.1,3931565521,141,50.1,3931565523,212,12.1,3931565525,213,4.3,3934857809,178,,3931565517,56,Back,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615831,21,1,1,1,14,5g1fnexeromjl0lvnxp8hpnhi,0,26.1,50.1,2022-12-02T19:46:04.891Z,2022-12-05T03:54:49Z,3931565577,1,,3931565571,141,32.1,3931565565,157,,3931565569,140,47.0,3931565567,56,Back,3931565575,213,5.8,3931565573,212,25.1,3934857839,178,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615903,16,44,1,1,19,ejm092fnt9zoxbpuklzd52ji8,1,52.5,65.4,2022-12-02T19:46:09.115Z,2022-12-05T04:49:54Z,3931566007,286,,3931566021,233,22,3931566005,56,Center,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615855,22,44,1,1,19,5g1fnexeromjl0lvnxp8hpnhi,0,47.5,34.6,2022-12-02T19:46:09.116Z,2022-12-05T03:54:52Z,3931565699,56,Back,3931565701,285,,3931566025,233,16,,,,,,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615859,15,2,1,1,19,ejm092fnt9zoxbpuklzd52ji8,1,52.3,67.5,2022-12-02T19:46:09.169Z,2022-12-05T04:49:54Z,3931565719,140,73.7,3931565713,7,b0l7hknmc27qttjxv094mi5zp,3931565715,3,,3931565721,141,59.6,3934857875,388,,3931565717,56,Center,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615913,23,55,1,1,19,5g1fnexeromjl0lvnxp8hpnhi,1,29.8,37.6,2022-12-02T19:46:09.170Z,2022-12-05T03:54:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615957,24,1,1,1,35,5g1fnexeromjl0lvnxp8hpnhi,1,28.1,36.6,2022-12-02T19:46:25.293Z,2022-12-05T03:55:05Z,3931566335,141,12.5,3934857927,178,,3931566333,140,31.0,3931566327,5,,3931566339,213,4.9,3931566337,212,16.7,3931566329,241,,3931566331,56,Back,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615965,25,1,1,1,37,5g1fnexeromjl0lvnxp8hpnhi,0,31,12.5,2022-12-02T19:46:27.583Z,2022-12-05T03:55:11Z,3934857947,178,,3931566379,140,34.4,3931566409,233,17,3931566383,212,4.3,3931566385,213,5.7,3931566381,141,8.9,3931566377,56,Back,3931566407,236,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,3931566413,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615961,17,74,1,1,37,ejm092fnt9zoxbpuklzd52ji8,1,63.1,91.4,2022-12-02T19:46:27.740Z,2022-12-05T03:55:23Z,3931566359,56,Left,3931566417,233,25,3931566361,285,,3934858003,178,,,,,,,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615969,18,5,1,1,38,ejm092fnt9zoxbpuklzd52ji8,0,66.3,101.5,2022-12-02T19:46:28.623Z,2022-12-05T03:57:06Z,3931566405,347,,3931566403,56,Left,3931566665,233,26,,,,,,,,,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616011,26,5,1,1,38,5g1fnexeromjl0lvnxp8hpnhi,1,33.7,-1.5,2022-12-02T19:46:28.623Z,2022-12-05T03:57:05Z,3931566655,56,Back,3931566657,347,,3931566661,233,18,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616023,27,1,1,1,52,5g1fnexeromjl0lvnxp8hpnhi,1,40.6,0,2022-12-02T19:46:42.757Z,2022-12-05T03:57:08Z,3931566715,107,,3931566719,140,36.2,3931566727,213,2.2,3931566725,212,7.8,3931566723,141,8.1,3931566717,56,Back,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616027,28,1,1,1,53,5g1fnexeromjl0lvnxp8hpnhi,1,37.6,11.6,2022-12-02T19:46:43.753Z,2022-12-05T03:57:11Z,3934642409,212,7.1,3934642411,213,5.2,3934642405,140,40.6,3934858445,178,,3931566771,56,Back,3934642407,141,2.3,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616151,19,43,1,1,54,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-12-02T19:46:44.075Z,2022-12-04T18:26:35Z,3931568637,233,28,3931567567,285,0,3934642447,144,7,3931567565,56,Left,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616045,29,1,1,1,55,5g1fnexeromjl0lvnxp8hpnhi,1,36.1,7.3,2022-12-02T19:46:45.376Z,2022-12-05T03:57:19Z,3931566893,212,8.7,3931566895,213,1.7,3934858497,178,,3931566887,56,Back,3931566889,140,35.2,3931566891,141,20.0,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616061,30,1,1,1,56,5g1fnexeromjl0lvnxp8hpnhi,1,35.3,21.3,2022-12-02T19:46:46.788Z,2022-12-05T03:57:33Z,3934858545,178,,3931566977,140,50.7,3931566981,212,17.5,3931566983,213,5.9,3931566973,56,Right,3931566979,141,11.3,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616075,31,1,1,2,1,5g1fnexeromjl0lvnxp8hpnhi,1,58.7,15.5,2022-12-02T19:46:51.339Z,2022-12-05T03:57:39Z,3931567081,212,22.0,3934858575,178,,3931567077,140,70.4,3931567079,141,42.4,3931567083,213,1.0,3931567075,56,Center,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616089,32,1,1,2,4,5g1fnexeromjl0lvnxp8hpnhi,1,67.7,41.3,2022-12-02T19:46:54.045Z,2022-12-05T03:57:41Z,3931567161,140,76.8,3931567167,213,1.2,3934858595,178,,3931567159,56,Left,3931567163,141,81.7,3931567165,212,29.1,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616101,33,1,1,2,6,5g1fnexeromjl0lvnxp8hpnhi,1,77.2,82,2022-12-02T19:46:56.363Z,2022-12-05T03:57:45Z,3931567259,213,4.1,3934858613,178,,3931567255,141,59.4,3931567253,140,67.2,3931567251,56,Center,3931567257,212,18.6,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616111,34,1,1,2,9,5g1fnexeromjl0lvnxp8hpnhi,1,67.7,66.1,2022-12-02T19:46:59.048Z,2022-12-05T03:57:50Z,3934858647,178,,3931567313,141,89.0,3931567315,212,17.0,3931567317,213,1.2,3931567311,140,74.3,3931567309,56,Left,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
