id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2492074761,6,5,1,0,11,dv9l02o316cd9hbkxaho2u12f,0,65.6,-1.7,2022-12-17T15:01:09.211Z,2022-12-20T02:51:43Z,3949915737,56,Right,3949915739,347,,3949916103,233,5,,,,,,,,,,,,,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074869,6,1,1,0,21,69t8imcdaqlgfbds2p58596my,0,36.8,100,2022-12-17T15:01:19.004Z,2022-12-20T02:51:46Z,3949916213,1,,3949916207,141,96.3,3949916209,212,24.9,3949916211,213,6.1,3949916201,107,,3949916205,140,60.2,3949916203,56,Left,,,,dxk79tuyij7y3gg7j1ad651t6,J. Iredale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074881,7,1,1,0,23,dv9l02o316cd9hbkxaho2u12f,0,38.5,7.1,2022-12-17T15:01:20.999Z,2022-12-20T02:51:50Z,3949916249,213,0.2,3949916239,3,,3952020901,388,,3949916247,212,24.4,3949916243,140,61.2,3949916245,141,14.6,3949916241,56,Right,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074919,7,1,1,0,25,69t8imcdaqlgfbds2p58596my,0,43.7,82.1,2022-12-17T15:01:22.881Z,2022-12-20T02:51:55Z,3949916423,213,5.8,3949916417,140,64.8,3949916425,1,,3949916419,141,64.3,3949916421,212,25.2,3952020909,388,,3949916415,56,Center,3949916413,157,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074943,8,1,1,0,28,dv9l02o316cd9hbkxaho2u12f,0,32.7,39.7,2022-12-17T15:01:25.439Z,2022-12-20T02:51:59Z,3949916577,212,19.6,3952020913,388,,3949916579,213,0.7,3949916575,141,57.6,3949916571,56,Back,3949916573,140,47.3,3949916569,3,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074949,8,61,1,0,30,69t8imcdaqlgfbds2p58596my,0,54.5,40.7,2022-12-17T15:01:27.574Z,2022-12-20T02:52:29Z,3949916611,56,Center,3952020937,178,,,,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074977,9,49,1,0,31,dv9l02o316cd9hbkxaho2u12f,1,48.4,69.6,2022-12-17T15:01:28.643Z,2022-12-20T02:52:33Z,,,,,,,,,,,,,,,,,,,,,,,,,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075007,10,1,1,0,31,dv9l02o316cd9hbkxaho2u12f,1,51.3,73.5,2022-12-17T15:01:28.716Z,2022-12-20T02:52:51Z,3949916907,213,1.2,3949916897,140,55.4,3949916905,212,13.5,3949916901,141,92.3,3952020967,178,,3949916893,56,Left,,,,,,,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075013,9,45,1,0,34,69t8imcdaqlgfbds2p58596my,0,40,9.3,2022-12-17T15:01:31.941Z,2022-12-20T02:52:56Z,3949918635,233,11,3949916933,285,,3949916931,56,Back,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075011,11,3,1,0,34,dv9l02o316cd9hbkxaho2u12f,1,60,90.7,2022-12-17T15:01:31.941Z,2022-12-20T02:52:56Z,3949916929,286,,3951425495,464,,3949916963,233,9,3952020979,178,,3949916927,56,Left,,,,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075073,12,1,1,0,36,dv9l02o316cd9hbkxaho2u12f,1,58.1,88.4,2022-12-17T15:01:33.717Z,2022-12-20T02:52:58Z,3949917239,140,90.3,3949917247,212,35.6,3952020985,178,,3949917237,56,Center,3949917243,141,72.1,3949917255,1,,3949917251,213,6.0,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075113,13,1,1,0,43,dv9l02o316cd9hbkxaho2u12f,1,91.7,82.2,2022-12-17T15:01:40.919Z,2022-12-20T02:53:01Z,3952020993,178,,3949917407,56,Left,3949917413,212,8.1,3949917415,213,2.1,3949917411,141,92.7,3949917409,140,88.0,,,,,,,a65axspsu3w38f0dob3aibk5x,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075131,14,1,1,0,47,dv9l02o316cd9hbkxaho2u12f,1,89.5,90.3,2022-12-17T15:01:44.500Z,2022-12-20T02:53:04Z,3949917497,213,3.0,3952021001,178,,3949917489,56,Left,3949917495,212,12.9,3949917491,140,77.3,3949917493,141,92.9,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075157,15,1,1,0,47,dv9l02o316cd9hbkxaho2u12f,1,77.3,92.9,2022-12-17T15:01:45.390Z,2022-12-20T02:53:07Z,3949917631,212,9.3,3949917627,140,86.1,3949917629,141,93.8,3952021009,178,,3949917633,213,0.1,3949917625,56,Left,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492468217,843,67,1,0,48,dv9l02o316cd9hbkxaho2u12f,1,85.7,92.6,2022-12-17T15:01:46.047Z,2022-12-20T04:09:48Z,3952024265,233,854,,,,,,,,,,,,,,,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492468215,854,67,1,0,48,69t8imcdaqlgfbds2p58596my,0,14.3,7.4,2022-12-17T15:01:46.048Z,2022-12-20T03:48:56Z,3952024269,233,843,,,,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075163,16,3,1,0,48,dv9l02o316cd9hbkxaho2u12f,0,86.3,91,2022-12-17T15:01:46.100Z,2022-12-20T02:53:11Z,3949917751,233,10,3952021023,178,,3951426513,465,,3949917649,56,Left,3949917651,286,,,,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075187,10,7,1,0,48,69t8imcdaqlgfbds2p58596my,1,13.7,9,2022-12-17T15:01:46.138Z,2022-12-20T02:53:15Z,3949917699,56,Back,3949917701,285,,3949917697,167,,3951426787,383,,3949917709,233,16,3952021035,178,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075193,11,5,1,0,49,69t8imcdaqlgfbds2p58596my,0,15.6,-1.7,2022-12-17T15:01:47.222Z,2022-12-20T02:53:20Z,3949917707,347,,3949918623,233,17,3949917705,56,Back,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075347,17,5,1,0,49,dv9l02o316cd9hbkxaho2u12f,1,84.4,101.7,2022-12-17T15:01:47.222Z,2022-12-20T02:53:20Z,3949918597,233,11,3949918541,56,Left,3949918543,347,,,,,,,,,,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075477,18,1,1,1,11,dv9l02o316cd9hbkxaho2u12f,1,85.7,100,2022-12-17T15:02:08.450Z,2022-12-20T02:54:15Z,3949919167,213,4.1,3949919157,107,,3949919163,141,86.6,3949919165,212,12.9,3949919159,56,Left,3949919161,140,78.6,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075483,19,1,1,1,12,dv9l02o316cd9hbkxaho2u12f,0,78.6,86.6,2022-12-17T15:02:10.354Z,2022-12-20T02:54:20Z,3949919187,56,Left,3952021123,178,,3949919189,140,76.5,3949919329,286,,3949919325,233,12,3949919191,141,84.5,3949919195,213,3.7,3949919323,236,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,3949919193,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075495,12,74,1,1,13,69t8imcdaqlgfbds2p58596my,1,30.6,22.1,2022-12-17T15:02:10.472Z,2022-12-20T02:54:22Z,3949919237,56,Back,3949919239,285,,3949919343,233,19,3952021127,178,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075519,13,49,1,1,14,69t8imcdaqlgfbds2p58596my,1,29.1,14.9,2022-12-17T15:02:11.870Z,2022-12-20T02:54:27Z,,,,,,,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075539,14,1,1,1,14,69t8imcdaqlgfbds2p58596my,0,29.1,14.9,2022-12-17T15:02:11.878Z,2022-12-20T02:54:30Z,3949919491,155,,3949919501,213,0.5,3949919495,140,44.5,3952021145,178,,3949919493,56,Back,3949919497,141,27.0,3949919499,212,18.1,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075533,20,61,1,1,15,dv9l02o316cd9hbkxaho2u12f,1,64.9,68.5,2022-12-17T15:02:12.755Z,2022-12-20T02:54:42Z,3949919463,56,Center,3952021165,15,,3952021167,178,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075557,21,49,1,1,17,dv9l02o316cd9hbkxaho2u12f,1,45.8,66.7,2022-12-17T15:02:15.333Z,2022-12-20T02:54:47Z,,,,,,,,,,,,,,,,,,,,,,,,,f4p7kokn0a6epac4icy01l9lh,J. Grounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075577,22,1,1,1,17,dv9l02o316cd9hbkxaho2u12f,1,48.9,68.6,2022-12-17T15:02:15.374Z,2022-12-20T02:54:49Z,3949919697,212,20.4,3949919699,213,5.3,3949919695,141,43.9,3949919691,56,Center,3949919693,140,60.0,3952021181,178,,,,,,,,f4p7kokn0a6epac4icy01l9lh,J. Grounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075675,23,1,1,1,20,dv9l02o316cd9hbkxaho2u12f,1,57,38.5,2022-12-17T15:02:18.096Z,2022-12-20T02:54:52Z,3949920185,212,25.0,3949920181,140,67.5,3949920183,141,5.5,3949920187,213,5.2,3952021193,178,,3949920179,56,Right,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075711,24,1,1,1,26,dv9l02o316cd9hbkxaho2u12f,0,87.8,5.8,2022-12-17T15:02:24.114Z,2022-12-20T02:54:55Z,3949920363,56,Center,3949920359,155,,3949920365,140,94.0,3952021203,178,,3951427947,224,,3949920355,2,,3949920369,212,27.8,3949920367,141,45.6,56zd7s72x7izgeiybmmgc8acq,J. Key,3949920371,213,1.3,3951427949,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075725,15,44,1,1,27,69t8imcdaqlgfbds2p58596my,1,11.1,60.6,2022-12-17T15:02:25.362Z,2022-12-20T04:09:48Z,3949920483,233,25,3949920435,56,Back,3949920437,285,,,,,,,,,,,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075717,25,44,1,1,27,dv9l02o316cd9hbkxaho2u12f,0,88.9,39.4,2022-12-17T15:02:25.363Z,2022-12-20T02:55:00Z,3949920405,56,Center,3949920407,286,,3949920507,233,15,,,,,,,,,,,,,,,,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075733,16,12,1,1,28,69t8imcdaqlgfbds2p58596my,1,6.7,60.2,2022-12-17T15:02:25.446Z,2022-12-20T04:09:49Z,3949937969,213,5.8,3949938077,15,,3949920481,56,Back,3949937967,212,7.6,3949937963,140,13.2,3952021231,388,,3949937965,141,55.3,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492468237,852,43,1,1,28,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-12-17T15:02:26.101Z,2022-12-20T05:29:55Z,3952056689,144,67,3952024471,233,855,,,,,,,,,,,,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492468235,855,43,1,1,28,69t8imcdaqlgfbds2p58596my,1,0,0,2022-12-17T15:02:26.102Z,2022-12-20T05:29:54Z,3952024477,233,852,3952056677,144,67,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077069,36,61,1,1,28,dv9l02o316cd9hbkxaho2u12f,1,89.4,54.9,2022-12-17T15:02:26.186Z,2022-12-20T04:09:49Z,3952021255,178,,3949927537,56,Center,,,,,,,,,,,,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075757,26,50,1,1,30,dv9l02o316cd9hbkxaho2u12f,1,85,45.9,2022-12-17T15:02:28.104Z,2022-12-20T02:55:33Z,3949925925,286,,3949928547,233,17,3949920635,56,Center,,,,,,,,,,,,,,,,a65axspsu3w38f0dob3aibk5x,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075769,17,7,1,1,30,69t8imcdaqlgfbds2p58596my,1,15,54.1,2022-12-17T15:02:28.134Z,2022-12-20T02:55:37Z,3949928543,233,26,3949920717,56,Back,3949928519,285,,3952021271,178,,3951428145,384,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075789,18,1,1,1,31,69t8imcdaqlgfbds2p58596my,0,9.9,51.8,2022-12-17T15:02:28.801Z,2022-12-20T02:55:40Z,3949920837,1,,3949920825,157,,3949920829,140,31.0,3949920833,212,22.2,3952021279,178,,3949920835,213,0.0,3949920831,141,52.2,3949920827,56,Back,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075819,19,61,1,1,32,69t8imcdaqlgfbds2p58596my,0,31,52.2,2022-12-17T15:02:30.405Z,2022-12-20T02:55:48Z,3952021295,21,,3952021297,178,,3949920953,56,Back,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075837,27,1,1,1,34,dv9l02o316cd9hbkxaho2u12f,1,69.2,50.1,2022-12-17T15:02:31.747Z,2022-12-20T02:55:55Z,3949921047,140,73.1,3952021305,178,,3949921049,141,67.2,3949921045,56,Center,3949921053,213,1.2,3949921051,212,12.3,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075847,28,1,1,1,38,dv9l02o316cd9hbkxaho2u12f,1,74.2,73.4,2022-12-17T15:02:35.709Z,2022-12-20T02:56:01Z,3949921115,140,65.7,3952021313,178,,3949921113,56,Center,3949921117,141,66.8,3949921119,212,10.0,3949921121,213,3.6,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075885,29,1,1,1,39,dv9l02o316cd9hbkxaho2u12f,1,66.7,64.8,2022-12-17T15:02:36.429Z,2022-12-20T02:56:03Z,3949921327,213,1.5,3952021325,178,,3949921323,141,87.1,3949921319,56,Left,3949921325,212,15.2,3949921321,140,67.8,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075967,30,1,1,1,41,dv9l02o316cd9hbkxaho2u12f,1,67.8,87.1,2022-12-17T15:02:39.396Z,2022-12-20T02:56:06Z,3949921761,56,Left,3949921777,212,25.2,3949921781,213,6.2,3949921771,141,85.6,3952021333,178,,3949921767,140,91.8,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492468255,856,83,1,1,46,69t8imcdaqlgfbds2p58596my,1,7.2,6,2022-12-17T15:02:44.264Z,2022-12-20T03:18:41Z,3952024713,399,445896,,,,,,,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075973,31,61,1,1,46,dv9l02o316cd9hbkxaho2u12f,0,94.5,96.2,2022-12-17T15:02:44.270Z,2022-12-20T02:56:13Z,3949921797,56,Left,3952021349,178,,,,,,,,,,,,,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076279,20,5,1,1,47,69t8imcdaqlgfbds2p58596my,1,5.8,-1.6,2022-12-17T15:02:44.644Z,2022-12-20T02:56:18Z,3949923325,347,,3949923365,233,32,3949923323,56,Back,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076005,32,5,1,1,47,dv9l02o316cd9hbkxaho2u12f,0,94.2,101.6,2022-12-17T15:02:44.644Z,2022-12-20T02:56:18Z,3949921941,347,,3949923373,233,20,3949921939,56,Left,,,,,,,,,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076355,21,1,1,2,7,69t8imcdaqlgfbds2p58596my,1,4.9,0,2022-12-17T15:03:04.663Z,2022-12-20T02:56:24Z,3949923691,56,Back,3949923695,141,18.9,3949923693,140,30.6,3949923697,212,30.1,3949923689,107,,3949923699,213,0.5,3949923701,1,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076359,22,44,1,2,9,69t8imcdaqlgfbds2p58596my,1,30.2,21.8,2022-12-17T15:03:06.714Z,2022-12-20T04:09:50Z,3949924205,233,33,3949923725,285,,3949923723,56,Back,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
