id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2533583139,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-04-15T13:15:12.925Z,2023-04-15T14:34:08Z,4190039993,130,12,4190039997,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190040005,197,4843,4190039979,30,"dtl2jirk97xct4idsoj2vxbs9, 9em8141j1bdvykowhmoyeob85, 4i81y9jhkouk3zmd03gjp1gx5, 6n2iaeukutepfiee2nvfpvofe, 552cgdv8qya776at130r2d0mi, 75c432elegprf4f6hn72icset, cjwflve6ukph4h2az1irm099l, 8ceatyytb6gk5odzls21u2w2x, 7617zihboc2wywyoyou6nhuqd, 4hcjk936uj5hm4bmnnin5nsh5, btlomqnhw2ft72iwg7xbaoh2i, eslpks0nl5y4vnn6xi13iuqqx, af7cmpeqlk4lcxz3bxgzjh8lx, ab7t8dk9884hrwa88o41wq8dl, ea28jq8w3nc9koizvgffy5a7d, 9fdbjgbp780ql3ugygbuhie3t, 75lptyj9mjvb2zyupi4fnnox5, 4kg1zi1c92yxf23t15hvpl2hh",4190040001,194,75c432elegprf4f6hn72icset,4190039989,59,"1, 22, 15, 4, 14, 2, 32, 36, 10, 27, 23, 3, 5, 6, 7, 20, 28, 34",4190039983,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4190040007,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533583251,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-15T13:15:18.504Z,2023-04-15T13:15:18Z,4190040597,30,"32sqctjujedqsab4xwy1pwlbd, 4k2uxd5rl1u8ctyxh3d765fqh, 9r28zj6fz3z8dzojktwambsut, 5obqs1ezswoc3ns0c9k4qai8l, 1vfuzp09s9oj95ruav4ln9ch6, 53y4n4h9zi3d1l1f9jb9ytxhx, 3nwvlft28lt3fiirchylvwtm1, 8uch2zjj8vxmfi2l544j5ipxx, 2uids8ea8jv4r62psqj37x3e2, 9mgcugydtvdr5wk7qii9wpd2i, 299g43uwcj4dblia1bihagmol, 5v9byi3v430ysdqb058eww3c9, 6evqqxq5e0y1uvigg6bss4frp, am8ws7w5mpzvbnb8bvvztbpwp, 9qeg65oa5skmypxvt73vckfrp, 8bx76kurepj0yqe9iixa0zyp6, enjlm4kjscxmu04a1tz7vo3fu, bhtwzoyaqug2p0ezr7c6wxuui",4190040599,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4190040615,197,2083,4190040603,130,17,4190040619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190040607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190040601,59,"1, 2, 33, 3, 4, 19, 42, 6, 10, 16, 11, 8, 9, 12, 14, 22, 23, 28",4190040611,194,5obqs1ezswoc3ns0c9k4qai8l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627717,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-04-15T14:01:02.965Z,2023-04-15T14:01:03Z,4190267125,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627737,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-15T14:01:02.965Z,2023-04-18T10:58:19Z,4190267217,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627859,3,1,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,49.9,50.1,2023-04-15T14:01:02.977Z,2023-04-18T09:42:12Z,4190267713,140,22.1,4190267737,212,29.5,4190267741,279,S,4190267739,213,3.3,4199552899,178,,4190267711,56,Back,4190267715,141,44.0,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627989,4,1,1,0,4,fvr504m6gaxsfmtx4fwm7iq1,0,21.4,40.9,2023-04-15T14:01:07.622Z,2023-04-18T07:01:40Z,4190268337,212,59.2,4190268339,213,0.5,4199552941,178,,4190268341,1,,4190268333,140,71.1,4190268331,56,Left,4190268329,157,,4190268335,141,82.1,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628041,3,44,1,0,7,8w89tsles26jm12aoelwvlttt,1,27,25.4,2023-04-15T14:01:10.926Z,2023-04-18T08:00:46Z,4190268531,56,Back,4190268533,285,,4190268565,233,5,,,,,,,,,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628003,5,44,1,0,7,fvr504m6gaxsfmtx4fwm7iq1,0,73,74.6,2023-04-15T14:01:10.927Z,2023-04-18T07:01:47Z,4190268597,233,3,4190268407,56,Center,4190268409,286,,,,,,,,,,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628073,4,1,1,0,8,8w89tsles26jm12aoelwvlttt,0,25.1,33,2023-04-15T14:01:11.029Z,2023-04-18T08:00:46Z,4190268665,140,36.0,4199553103,388,,4190268657,3,,4190268673,212,11.9,4190268675,213,6.0,4190268661,56,Back,4190268669,141,28.2,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628067,6,43,1,0,9,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-04-15T14:01:12.245Z,2023-04-17T14:56:00Z,4198549321,144,61,4190268633,56,Center,,,,,,,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
