id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/9/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/14/value,qualifier/17/value
2488607909,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-12-02T19:00:04.676Z,2022-12-02T20:00:47Z,3931517915,59,"1, 7, 20, 17, 2, 37, 14, 6, 21, 40, 10, 5, 9, 22, 23, 25, 28, 32",3931517921,194,6q5iqhaxdzqhj3jt0eptjvbv9,3931517919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3931517913,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3931517917,130,18,3931517925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3931517911,30,"byo7r7emgxz5oiauh2z75vpp1, 9s6ec1a12gozqwjlsyo7y8gr9, 4u9s6b4ngktakouqhze3sdoet, 6hq92cx2829wfuzxmfhg1xpm1, 6wax1hh875vpvfi1fbetwmtey, 5raent8a0bdt01n7769n3dw16, aa68kvv9c3of0a8cgbx8ppm1h, 6q5iqhaxdzqhj3jt0eptjvbv9, 4n37rih2qtphgtjxzo2id5f55, 5pafzbbuucga9ut20l6ckj7u2, bdquc37ytagmw19zgrehnryz9, 5l042n1ublyhfemhtc2636six, dz04k2zt87y78ku9g14sxm21h, ax2mraa85fs9ihyhk7qnmm489, ct9ifm9mk702lkhhmlf12nlxx, 44mf0jzuwreljhmqth0w60iqd, c651trgr0pihuppxxd31z6go9, ah31ge07jvte4y161aut0uthx",3931517923,197,16448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488607939,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-12-02T19:00:16.153Z,2022-12-02T19:49:05Z,3931518087,194,9eaozqsxv2347nryh9pkmg251,3931518079,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3931518081,59,"19, 21, 30, 6, 18, 2, 16, 25, 17, 24, 9, 4, 7, 8, 10, 11, 14, 20",3931518085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3931518083,130,18,3931518091,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3931518089,197,16113,3931518077,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, dlek4e9wgzy10smm0ph933nu2, do0vklx8voqfr05b3j04ilex, 74vpeqcguo2sb2qgpt3b6zq3t, 9eaozqsxv2347nryh9pkmg251, 6q06inb8ukzfsrxy0arxl78q1, 7ybjr8x5s8j4zj17p544h6rmy, 16rur8pbshrs9xypsq7mnxzhl, az767vfe6ig8vwir9uu2eu3th, 7h6eazahfe5epf6zgx1b1urpx, 9bpm5m1tsplxq77m3cbpfm4t1, 4qafo1hp52b8lqsqkxym0d8lx, 7iruezvsore21eboc96g7oqtx, b1yok7nf3a2fu9voe0oy7o6ad, 4luphb29oi2p9ftkag6xb69jp, dxk79tuyij7y3gg7j1ad651t6, 8zcwhxcdh09wxdn29kzpox591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616117,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-12-02T19:47:00.624Z,2022-12-04T16:34:25Z,3931567335,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616113,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-12-02T19:47:00.624Z,2022-12-02T19:47:00Z,3931567323,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616129,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,50.3,49.7,2022-12-02T19:47:00.665Z,2022-12-04T17:34:02Z,3931567413,212,12.5,3931567415,213,3.0,3931567407,56,Back,3931567409,140,38.5,3931567417,279,S,3934586091,178,,3931567411,141,52.6,,,,aa68kvv9c3of0a8cgbx8ppm1h,J. Rossiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616131,4,1,1,0,2,5pfqedkme2kabtqhkln35pf3l,1,38.7,53.2,2022-12-02T19:47:02.979Z,2022-12-04T17:34:05Z,3931567429,140,51.3,3931567431,141,48.9,3934586129,178,,3931567433,212,13.5,3931567435,213,6.1,3931567427,56,Center,,,,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616149,5,1,1,0,3,5pfqedkme2kabtqhkln35pf3l,1,51.3,48.9,2022-12-02T19:47:04.029Z,2022-12-04T17:34:13Z,3934586197,178,,3931567553,213,2.3,3931567547,140,31.1,3931567549,141,82.4,3931567551,212,31.1,3931567545,56,Back,,,,,,,aa68kvv9c3of0a8cgbx8ppm1h,J. Rossiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616167,6,1,1,0,5,5pfqedkme2kabtqhkln35pf3l,1,31.2,84.9,2022-12-02T19:47:06.008Z,2022-12-04T17:34:17Z,3931567645,140,20.4,3931567651,213,3.9,3931567649,212,15.1,3934586241,178,,3931567643,56,Back,3931567647,141,70.3,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616175,7,1,1,0,10,5pfqedkme2kabtqhkln35pf3l,1,20.1,68.2,2022-12-02T19:47:10.989Z,2022-12-04T17:34:20Z,3931567693,213,1.3,3934586283,178,,3931567687,140,23.3,3931567689,141,85.3,3931567691,212,12.1,3931567685,56,Back,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616215,8,1,1,0,12,5pfqedkme2kabtqhkln35pf3l,1,25.5,90.2,2022-12-02T19:47:12.684Z,2022-12-04T17:34:22Z,3931567879,140,16.8,3931567881,141,70.0,3931567877,56,Back,3934586303,178,,3931567883,212,16.5,3931567885,213,4.1,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616235,9,1,1,0,15,5pfqedkme2kabtqhkln35pf3l,1,17.9,56.3,2022-12-02T19:47:15.856Z,2022-12-04T17:34:25Z,3931568005,56,Back,3931568011,212,24.8,3934586343,178,,3931568009,141,23.6,3931568007,140,28.4,3931568013,213,5.2,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616293,10,1,1,0,19,5pfqedkme2kabtqhkln35pf3l,0,34.5,10.4,2022-12-02T19:47:19.671Z,2022-12-04T17:34:29Z,3931568327,212,61.0,3931568321,56,Center,3931568319,157,,3931568325,141,22.8,3931568331,1,,3931568329,213,0.1,3931568323,140,92.0,3934586423,178,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616295,3,52,1,0,24,69t8imcdaqlgfbds2p58596my,1,7.8,75.7,2022-12-02T19:47:25.251Z,2022-12-04T17:34:32Z,3933677843,377,,3934586441,178,,,,,,,,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616351,4,1,1,0,25,69t8imcdaqlgfbds2p58596my,1,9.3,71.8,2022-12-02T19:47:26.488Z,2022-12-04T17:34:34Z,3931568673,213,5.2,3934586445,178,,3931568667,140,24.1,3931568663,123,,3931568669,141,32.8,3931568665,56,Back,3931568671,212,30.7,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
