id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2493915335,5,44,1,0,7,9db4t34qy4owglhvvgwf5l22i,0,36.4,75.6,2022-12-29T19:49:29.257Z,2022-12-31T13:52:30Z,3959699923,56,Back,3959699925,285,,3959700053,233,6,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915371,7,1,1,0,7,8rfydplrc9ki0sirqi0drcybk,0,56.5,24.3,2022-12-29T19:49:29.279Z,2023-01-02T07:14:28Z,3959700093,212,20.0,3961916269,388,,3959700095,213,0.7,3959700087,56,Center,3959700085,3,,3959700091,141,42.7,3959700089,140,71.4,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915417,6,1,1,0,9,9db4t34qy4owglhvvgwf5l22i,0,29.3,57.5,2022-12-29T19:49:31.180Z,2022-12-31T13:52:38Z,3959700341,1,,3959700327,140,39.6,3959700325,56,Back,3959700331,141,64.9,3959700323,157,,3961916313,178,,3959700339,213,0.4,3959700335,212,11.9,d25ilw75uqbnk15v383e1kxrd,R. Cundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915415,8,1,1,0,11,8rfydplrc9ki0sirqi0drcybk,0,56.7,36.9,2022-12-29T19:49:33.428Z,2022-12-31T13:52:41Z,3959700315,141,36.9,3959700319,213,3.1,3959700309,3,,3959700311,56,Center,3959700317,212,5.0,3961916341,388,,3959700313,140,51.9,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915465,7,44,1,0,13,9db4t34qy4owglhvvgwf5l22i,1,43.8,64,2022-12-29T19:49:35.258Z,2023-01-02T07:14:28Z,3959700613,233,9,3959700587,285,,3959700585,56,Back,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915425,9,44,1,0,13,8rfydplrc9ki0sirqi0drcybk,0,56.2,36,2022-12-29T19:49:35.259Z,2022-12-31T13:52:45Z,3959700629,233,7,3959700363,56,Center,3959700369,286,,,,,,,,,,,,,,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915477,8,1,1,0,13,9db4t34qy4owglhvvgwf5l22i,0,39.6,64.9,2022-12-29T19:49:35.277Z,2023-01-02T07:14:29Z,3961916497,388,,3959700647,140,43.3,3959700645,56,Back,3959700651,212,7.7,3959700649,141,55.1,3959700653,213,5.2,3959700643,3,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915543,10,1,1,0,15,8rfydplrc9ki0sirqi0drcybk,0,49.7,54.5,2022-12-29T19:49:37.048Z,2022-12-31T13:52:52Z,3959700993,56,Right,3959701001,213,5.5,3959701003,1,,3959700995,140,78.6,3959700999,212,41.1,3959700991,155,,3959700997,141,13.8,3961916623,178,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494343541,836,67,1,0,20,9db4t34qy4owglhvvgwf5l22i,1,21.4,86.2,2022-12-29T19:49:42.349Z,2023-01-02T07:14:29Z,3961963449,233,853,,,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494343539,853,67,1,0,20,8rfydplrc9ki0sirqi0drcybk,0,78.6,13.8,2022-12-29T19:49:42.350Z,2022-12-31T14:34:16Z,3961963461,233,836,,,,,,,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915589,9,1,1,0,20,9db4t34qy4owglhvvgwf5l22i,1,21.8,85.3,2022-12-29T19:49:42.389Z,2023-01-02T07:14:30Z,3961916775,178,,3959701279,140,27.3,3959701285,213,5.2,3959701287,1,,3959701281,141,70.2,3959701283,212,11.8,3959701275,157,,3959701277,56,Back,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494343517,835,43,1,0,20,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-12-29T19:49:42.407Z,2022-12-31T14:34:05Z,3961963293,233,852,3961963351,144,67,,,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494343515,852,43,1,0,20,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-12-29T19:49:42.408Z,2022-12-31T14:34:06Z,3961963353,144,67,3961963297,233,835,,,,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915705,10,1,1,0,21,9db4t34qy4owglhvvgwf5l22i,0,27.3,70.2,2022-12-29T19:49:43.386Z,2022-12-31T13:53:24Z,3961917421,178,,3959701879,56,Center,3959701883,141,76.1,3959701877,157,,3959701885,212,63.7,3959701889,1,,3959701881,140,87.8,3959701887,213,0.1,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915673,11,52,1,0,27,8rfydplrc9ki0sirqi0drcybk,1,10.6,23,2022-12-29T19:49:49.829Z,2022-12-31T13:56:12Z,3960522013,376,,3961921049,178,,,,,,,,,,,,,,,,,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915833,12,1,1,0,31,8rfydplrc9ki0sirqi0drcybk,1,9.8,47.3,2022-12-29T19:49:53.339Z,2022-12-31T13:56:18Z,3961921135,178,,3959702593,56,Back,3959702597,141,66.3,3959702601,213,0.8,3959702591,123,,3959702599,212,18.6,3959702595,140,22.6,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915977,13,1,1,0,38,8rfydplrc9ki0sirqi0drcybk,1,27.9,86.3,2022-12-29T19:50:00.606Z,2022-12-31T14:01:44Z,3959703369,140,25.7,3959703375,213,4.3,3959703371,141,79.4,3959703367,56,Back,3961926953,178,,3959703373,212,5.2,,,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916021,14,1,1,0,45,8rfydplrc9ki0sirqi0drcybk,0,35.1,51,2022-12-29T19:50:07.644Z,2022-12-31T14:01:48Z,3959703579,1,,3959703575,212,47.7,3959703569,56,Left,3959703577,213,0.6,3959703567,155,,3959703571,140,73.8,3959703573,141,87.7,3961927029,178,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916037,11,12,1,0,48,9db4t34qy4owglhvvgwf5l22i,1,22.9,9.4,2022-12-29T19:50:10.141Z,2022-12-31T14:02:01Z,3959703829,167,,3959703715,15,,3961927291,388,,3959703673,140,22.1,3959703671,56,Back,3959703677,141,0.0,3959703683,213,4.6,3959703679,212,7.2,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916061,12,5,1,0,49,9db4t34qy4owglhvvgwf5l22i,0,26.4,-1.1,2022-12-29T19:50:11.924Z,2022-12-31T14:02:05Z,3959703809,56,Back,3959703811,347,,3959703865,233,15,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916057,15,5,1,0,49,8rfydplrc9ki0sirqi0drcybk,1,73.6,101.1,2022-12-29T19:50:11.924Z,2022-12-31T14:02:05Z,3959703851,233,12,3959703801,56,Left,3959703803,347,,,,,,,,,,,,,,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916073,16,1,1,0,52,8rfydplrc9ki0sirqi0drcybk,1,69.4,100,2022-12-29T19:50:14.659Z,2022-12-31T14:02:24Z,3959703895,213,3.6,3959703887,56,Left,3959703885,107,,3959703891,141,98.1,3959703889,140,65.7,3959703893,212,4.4,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916087,17,1,1,0,53,8rfydplrc9ki0sirqi0drcybk,1,65.7,98.1,2022-12-29T19:50:15.440Z,2022-12-31T14:02:27Z,3959704003,213,5.7,3959703995,56,Left,3959703999,141,92.7,3961927789,178,,3959703997,140,70.6,3959704001,212,6.3,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916121,18,1,1,0,54,8rfydplrc9ki0sirqi0drcybk,1,70.6,92.7,2022-12-29T19:50:16.452Z,2022-12-31T14:02:31Z,3959704173,140,68.3,3959704171,56,Left,3959704177,212,2.5,3959704175,141,91.5,3961927859,178,,3959704179,213,3.5,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916171,19,1,1,0,56,8rfydplrc9ki0sirqi0drcybk,1,69,79.3,2022-12-29T19:50:18.484Z,2022-12-31T14:02:35Z,3961927935,178,,3959704435,141,19.1,3959704439,213,4.7,3959704431,56,Right,3959704437,212,41.0,3959704429,196,,3959704433,140,67.0,3959704441,1,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916237,20,1,1,1,0,8rfydplrc9ki0sirqi0drcybk,1,67.7,18.2,2022-12-29T19:50:22.651Z,2022-12-31T14:02:39Z,3961928037,178,,3959704863,212,19.8,3959704859,140,86.5,3959704861,141,19.2,3959704857,56,Right,3959704865,213,0.0,,,,,,,937mkgz0gstvxyjiwfe9xiuzu,C. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494070583,821,3,1,1,3,8rfydplrc9ki0sirqi0drcybk,0,89.2,10.7,2022-12-29T19:50:25.741Z,2022-12-31T14:02:45Z,3960522763,465,,3960522767,467,dwrnys3htjlb3asfou6425g16,3961928111,178,,3960522759,286,,3960522757,56,Right,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916243,21,4,1,1,4,8rfydplrc9ki0sirqi0drcybk,1,86.5,12.7,2022-12-29T19:50:25.953Z,2022-12-31T14:02:48Z,3959704895,56,Right,3959704899,265,,3959704901,286,,3959704897,152,,3959705291,233,13,3959704893,13,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916305,13,4,1,1,4,9db4t34qy4owglhvvgwf5l22i,0,13.5,87.3,2022-12-29T19:50:25.954Z,2022-12-31T14:02:48Z,3959705273,152,,3959705281,285,,3961928173,178,,3959705307,233,21,3959705269,56,Back,3959705277,265,,3959705267,13,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916993,22,1,1,1,51,8rfydplrc9ki0sirqi0drcybk,0,85.5,8.8,2022-12-29T19:51:13.930Z,2022-12-31T14:03:00Z,3959708941,2,,3959708955,212,29.3,3959708947,152,,3959708945,155,,3959708957,213,1.6,3959708951,140,85.9,3959708953,141,51.9,3960523035,72,,czwcateaukr5r9yibdem642qd,D. Andrew,3960523031,223,3959708943,5,3959708949,56,Center,3961928433,178,,,,,,,,,,,,,,,,,,,,,,,,,
2493917477,20,12,1,1,53,9db4t34qy4owglhvvgwf5l22i,1,9.9,59.1,2022-12-29T19:51:15.025Z,2022-12-31T14:03:24Z,3959711533,15,,3959711493,141,55.4,3959711491,140,15.3,3959711489,56,Back,3959711497,213,5.9,3961928867,178,,3959711495,212,6.2,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917027,23,61,1,1,53,8rfydplrc9ki0sirqi0drcybk,1,85.9,51.9,2022-12-29T19:51:15.211Z,2022-12-31T14:03:29Z,3959709107,56,Center,3961928985,388,,,,,,,,,,,,,,,,,,,,8d6o15wvepi7do7e0ubjeoga2,G. Garner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494070693,814,61,1,1,53,9db4t34qy4owglhvvgwf5l22i,1,8.4,48.1,2022-12-29T19:51:15.758Z,2022-12-31T14:03:36Z,3960523333,56,Back,3961929125,178,,,,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917051,14,12,1,1,54,9db4t34qy4owglhvvgwf5l22i,1,8.5,56.3,2022-12-29T19:51:16.311Z,2022-12-31T14:03:40Z,3959709227,212,12.7,3959709221,56,Back,3959709223,140,20.3,3959709229,213,6.1,3961929177,178,,3959709225,141,52.2,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917071,15,12,1,1,55,9db4t34qy4owglhvvgwf5l22i,1,20.3,52.2,2022-12-29T19:51:17.139Z,2022-12-31T14:04:02Z,3961929697,178,,3959709335,213,0.6,3959709333,212,18.4,3959709329,140,34.7,3959709331,141,67.6,3959709327,56,Back,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917059,24,61,1,1,56,8rfydplrc9ki0sirqi0drcybk,1,61.8,27,2022-12-29T19:51:18.808Z,2022-12-31T14:04:39Z,3961930459,178,,3959709269,56,Center,,,,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917077,16,49,1,1,58,9db4t34qy4owglhvvgwf5l22i,1,34.4,67.6,2022-12-29T19:51:20.394Z,2022-12-31T14:04:50Z,,,,,,,,,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917197,17,3,1,1,59,9db4t34qy4owglhvvgwf5l22i,1,41.6,80.6,2022-12-29T19:51:21.315Z,2022-12-31T14:04:54Z,3961930769,178,,3960523529,465,,3959709951,56,Back,3959709957,233,25,3959709953,286,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917123,25,45,1,1,59,8rfydplrc9ki0sirqi0drcybk,0,58.4,19.4,2022-12-29T19:51:21.315Z,2022-12-31T14:04:55Z,3959709533,285,,3959709975,233,17,3959709531,56,Right,,,,,,,,,,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917201,18,61,1,2,4,9db4t34qy4owglhvvgwf5l22i,0,66.4,97.8,2022-12-29T19:51:26.703Z,2022-12-31T14:05:04Z,3959709955,56,Left,3961931001,178,,,,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917207,19,5,1,2,5,9db4t34qy4owglhvvgwf5l22i,0,66.2,101.2,2022-12-29T19:51:27.773Z,2022-12-31T14:05:11Z,3959710001,347,,3959709999,56,Left,3959711193,233,26,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917421,26,5,1,2,5,8rfydplrc9ki0sirqi0drcybk,1,33.8,-1.2,2022-12-29T19:51:27.773Z,2022-12-31T14:05:10Z,3959711173,56,Back,3959711175,347,,3959711189,233,19,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917557,27,1,1,2,30,8rfydplrc9ki0sirqi0drcybk,0,35.2,0,2022-12-29T19:51:52.606Z,2022-12-31T14:05:14Z,3959711913,140,68.7,3959711911,56,Right,3959711917,212,36.5,3959711915,141,12.5,3959711919,213,0.3,3959711921,1,,3959711909,107,,,,,937mkgz0gstvxyjiwfe9xiuzu,C. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917581,21,49,1,2,33,9db4t34qy4owglhvvgwf5l22i,1,26,87.1,2022-12-29T19:51:55.700Z,2022-12-31T14:05:21Z,,,,,,,,,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917613,22,1,1,2,33,9db4t34qy4owglhvvgwf5l22i,0,26,87.1,2022-12-29T19:51:55.732Z,2022-12-31T14:05:25Z,3961931443,178,,3959712213,56,Back,3959712223,1,,3959712215,140,33.0,3959712219,212,8.0,3959712221,213,0.4,3959712211,157,,3959712217,141,91.7,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917597,28,44,1,2,36,8rfydplrc9ki0sirqi0drcybk,1,66,7,2022-12-29T19:51:58.564Z,2023-01-02T07:14:30Z,3959712327,233,23,3959712125,56,Right,3959712127,286,,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917621,23,44,1,2,36,9db4t34qy4owglhvvgwf5l22i,0,34,93,2022-12-29T19:51:58.565Z,2022-12-31T14:05:29Z,3959712335,233,28,3959712255,56,Back,3959712259,285,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493917605,29,1,1,2,36,8rfydplrc9ki0sirqi0drcybk,0,64.9,5.8,2022-12-29T19:51:58.597Z,2023-01-02T07:14:31Z,3961931549,388,,3959712163,56,Right,3959712161,3,,3959712167,141,16.7,3959712171,213,1.1,3959712165,140,68.8,3959712169,212,8.5,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
