id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2518278017,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-03-11T14:15:17.620Z,2023-03-11T14:30:54Z,4088025271,194,8nudzikxeestbjz4yww8r13v9,4088025261,30,"biwjsmk8ytz2k4d9f141jw15h, a6sikfu3j1pp7mlfcdte2inoq, dkzos23k1n5ufrdg886p2dxt6, 18loyx03olyhtkt6scybwr8q1, 2di9tk08yuqcb4wn9dvmwh97t, 8nudzikxeestbjz4yww8r13v9, 5n4yyffs5f8b7exry819c4xxx, 8wnv741y7ghjolf8g5c7psru1, 4eg87cdkpgishec2gc9stm8oa, 8fx84vh2k1x9c0dn66tivtzop, 1uqgky0sxqjs8bqd2h75rnmjt, 3yamg9wboimwxyklpekdxgxxx, 5djouum2kdazpcjf79gbk2ju1, 102xw59l2wg2jsd03w6vkgine, h4g0ji8lk43f7zcpl79henai, byem8e04h7nlgk9ythcswoley, enwfqkgv2m6hfwwjmbvfx9m1h, a6w8k42asmtixpi0orgxh7aj8",4088025269,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4088025267,130,17,4088025273,197,4823,4088025275,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088025263,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4088025265,59,"34, 37, 44, 12, 5, 2, 4, 7, 8, 14, 10, 1, 11, 16, 17, 18, 21, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518278245,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-11T14:15:27.784Z,2023-03-11T14:15:27Z,4088026551,59,"1, 26, 3, 22, 2, 5, 18, 10, 9, 7, 12, 16, 19, 27, 28, 29, 31, 38",4088026559,197,16167,4088026561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088026547,30,"1sw0ywyl0cgn97mu65tnzv0t1, 7fvj3ev8ov0cnalck9x48z3kl, 5bkjye9thnohmdgzwsrsy1n9, 40wbrqny2ekenyy37ver8dyol, f5zei3x0mg1i5q3soziuy579, dbvkpe7bc9clualadtx9rf1uc, 99uiqjteov3qby19bs8kozill, 93kxb8ch3auv9li22mh1aidey, am0ggkrw8rzw5shdvaceyr3kl, bbrx2s4fcp7uplly4hpbt3xed, 4oogur7f8tfx3z011ap58ao5x, datykfu6jdjc3jlmi3flv7dud, dbev6jhnro87n6ghueorfz27d, dez3rm7q89xk157fwnc3tgqcq, 7pia2vfewavgyc8d7pvgr7owl, cxfq8o3k68x1acwci3wx812w9, ein4ztrsuiclfbe9p066lmyok, 5knn6bkjba6eh0torsnwrkl0q",4088026553,130,8,4088026549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4088026555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4088026557,194,5bkjye9thnohmdgzwsrsy1n9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324505,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-11T15:02:22.893Z,2023-03-11T15:02:26Z,4088264337,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324481,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-03-11T15:02:22.893Z,2023-03-13T09:34:37Z,4088264229,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324567,3,1,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,50.3,49.5,2023-03-11T15:02:22.923Z,2023-03-14T06:05:16Z,4088264611,141,53.6,4097266855,178,,4088264607,56,Back,4088264609,140,28.3,4088264615,213,3.0,4088264613,212,23.3,4088264617,279,S,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324709,4,1,1,0,2,jv3jh5m5t7qy5t37vwwmnj16,0,26.1,55.2,2023-03-11T15:02:25.890Z,2023-03-14T06:05:20Z,4088265307,1,,4088265297,56,Right,4088265295,155,,4088265299,140,60.3,4088265305,213,5.6,4088265301,141,10.7,4088265303,212,47.0,4097266959,178,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324735,3,1,1,0,5,8mbtyq0has0uu0565fm9t5cdo,0,39.3,93.6,2023-03-11T15:02:28.628Z,2023-03-14T06:05:24Z,4088265409,3,,4088265415,141,84.4,4088265413,140,45.9,4088265417,212,9.3,4097267033,388,,4088265419,213,5.5,4088265411,56,Back,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324851,5,1,1,0,7,jv3jh5m5t7qy5t37vwwmnj16,0,56.7,19.5,2023-03-11T15:02:30.771Z,2023-03-14T06:05:30Z,4088265927,56,Center,4088265933,212,23.3,4097267083,178,,4088265925,155,,4088265935,213,0.6,4088265931,141,39.4,4088265929,140,74.8,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324957,4,1,1,0,9,8mbtyq0has0uu0565fm9t5cdo,1,25.5,49.7,2023-03-11T15:02:32.770Z,2023-03-14T06:05:35Z,4088266401,212,23.9,4088266393,3,,4088266395,56,Back,4088266397,140,43.9,4088266403,213,0.6,4088266399,141,70.5,4097267205,178,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518325049,5,1,1,0,11,8mbtyq0has0uu0565fm9t5cdo,1,44.3,69.6,2023-03-11T15:02:34.581Z,2023-03-14T06:05:39Z,4088266815,56,Back,4097267289,178,,4088266821,212,8.6,4088266817,140,36.8,4094078661,156,,4088266819,141,74.5,4088266823,213,2.7,,,,8fx84vh2k1x9c0dn66tivtzop,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
