id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2478674245,1,34,16,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-10-29T13:15:22.967Z,2022-10-29T13:15:23Z,3879418741,30,"ezg39hlg3h14utboy2h3lijmd, 31xl77lt8tax7bta6s45p9fpx, bydla0otire1a58193o1buqjt, dbe9gwg6ggyqh9fvdruelz8wl, 1tkhk7k78uqvkegtn5i9r132t, cjroc2z4lnw58m804ihu8tm1h, ap3mja91coq7mbr6xkqvbss7p, 62azuux8vuk6956cuyjjtped, cmq9t6wadet4rrj3cvkjst7ca, 6hkzb4vehsx4wwm9y98euwacq, 7joniozhpy10veujjibxmbu2, diw7je3i5mkvwf0kj898yi0gl, 79a7csp3rppvt5e5q02zmolhx, 4qris4sdzvtlkw5i3cmhhowrt, dovxfzsqb5e7by2q6kq0j2z1l, 1g9uh6aokaevbg7s6v2jh8h78, 8ulmmc45jlajkkd0v8qev4w2y, 3mudv2ein3iuv9smhmkk9vod0",3879418755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879418745,59,"1, 17, 26, 33, 22, 5, 7, 3, 24, 14, 20, 6, 9, 13, 15, 18, 19, 30",3879418751,194,62azuux8vuk6956cuyjjtped,3879418753,197,4889,3879418747,130,12,3879418743,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3879418749,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478680777,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-10-29T13:21:12.836Z,2022-10-29T13:21:13Z,3879454505,197,16220,3879454499,130,2,3879454493,30,"8xyeap5blm4g6swv05g95aesq, dfpogkmamlohb4ta3q5ehecq1, 541yhibvfn0fv2izdfudm7651, f4l762ob8j0izfocnmofytcyd, cn988bjn09tb806b05wgp7ys5, f1g68yocf85lxkf17pt2j7v85, eswokn90i34kdbfvax0y7365l, 610hp1px6mp6lbyube9b0swrt, 33h8s55zcj0j535g2dyz9tnqi, 6d9maq3oecwobp2t2220vf4r9, 307tfvtl56s1rf61x8kjevjzd, 89wk8a6aqw64nub8dgdj7zjl5, 41cihaqh4lxje5nx17g0rbgt1, 6m5uypsr6dj6l74khrez38355, a2xw5hx9t0bt2cd91r8wmli39, dlfoufhh8dc14s10vnbjrfvmd, c23tcl4dl40wu4i8vntbv0tm1, asy3qn4557iy3r55yl4v9xj9x",3879454501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3879454497,59,"1, 2, 6, 8, 20, 4, 15, 25, 19, 9, 27, 3, 10, 11, 13, 16, 21, 28",3879454503,194,f1g68yocf85lxkf17pt2j7v85,3879454507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879454495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721385,2,32,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-10-29T14:01:02.276Z,2022-10-29T14:01:02Z,3879665209,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721433,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-10-29T14:01:02.276Z,2022-10-31T19:02:03Z,3879665405,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721495,3,1,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,49.9,49.5,2022-10-29T14:01:02.326Z,2022-10-31T20:30:35Z,3879665641,279,S,3879665635,141,49.5,3879665631,56,Back,3879665633,140,41.7,3879665639,213,3.1,3879665637,212,8.6,3887172237,178,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721585,4,1,1,0,1,82kapkjwonlv9j1ui0ytv5sii,1,41.5,49.5,2022-10-29T14:01:03.621Z,2022-10-31T20:30:48Z,3879665993,140,53.3,3879665997,141,48.9,3879666001,212,12.4,3879665989,56,Center,3887172665,178,,3879666007,213,6.3,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480032007,602,1,1,0,2,82kapkjwonlv9j1ui0ytv5sii,1,52.6,48.7,2022-10-29T14:01:04.515Z,2022-10-31T20:30:54Z,3887172857,178,,3886625725,140,42.4,3886625731,213,3.2,3886625727,141,48.1,3886625729,212,10.7,3886625723,56,Back,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480032133,603,1,1,0,3,82kapkjwonlv9j1ui0ytv5sii,1,42.4,49,2022-10-29T14:01:06.117Z,2022-10-31T20:30:59Z,3886626295,213,5.0,3886626291,141,22.8,3886626293,212,18.5,3887173013,178,,3886626289,140,47.0,3886626287,56,Back,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478721703,5,1,1,0,6,82kapkjwonlv9j1ui0ytv5sii,0,40.9,15.5,2022-10-29T14:01:08.936Z,2022-10-31T20:31:02Z,3879666543,212,46.8,3879666547,1,,3879666537,56,Center,3887173063,178,,3879666539,140,70.1,3879666545,213,0.9,3879666535,155,,3879666541,141,67.5,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480137367,1099,67,1,0,8,80jtkz2echk6yyyb9e2595cxr,1,28.2,20.1,2022-10-29T14:01:11.060Z,2022-11-01T07:33:43Z,3887216099,233,670,,,,,,,,,,,,,,,,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
