id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2516962313,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-07T19:00:25.418Z,2023-03-07T19:00:25Z,4081075031,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4081075023,130,19,4081075025,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4081075017,30,"eirc5i9gcpe0ap6gntxoomcix, 4nm1tx8buxym4bf9f2pti2fhl, 3k9tjd5wgpufcbq4od8jpo89h, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, dwrnys3htjlb3asfou6425g16, cruhiz25b3bbd4unocpu9bvf9, canpue729cozt0cw6a1dpi7ai, 32crcj18u4qnf8f07fbsopvpx, 1r9aj50371x6f0xf7mmvldz9x, 1iy0goeaf5btyw09tr2ywbe8l, 9gfxdw176mc8yn7dowedmvtgp, 4nph9aqyr2kz1gmdh7v9n3w89, 7fwprbpdcdb7qcgaoe2humwo9, 3yadun7x7dpb4tirvfx4oxuui, i1bzoqwi1u382l4yx3n864x6, ddjh4t18kk75bz9sgga2g2f3d, acvgu9prqaeucmvi9fx070i22",4081075019,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4081075029,197,16169,4081075027,194,49ca952ot1c3ytut2s281ds6h,4081075021,59,"1, 2, 7, 6, 12, 5, 30, 48, 44, 9, 8, 3, 10, 16, 20, 26, 31, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516962523,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-07T19:00:56.945Z,2023-03-07T19:48:16Z,4081076055,194,cn988bjn09tb806b05wgp7ys5,4081076045,30,"21hyrpedxxu2ilkspxq4uril1, 9ovnysf6fd2ophwdyfznztsk5, 541yhibvfn0fv2izdfudm7651, f4l762ob8j0izfocnmofytcyd, cn988bjn09tb806b05wgp7ys5, 9kacd96xriqrc23e0a8vzov3e, eswokn90i34kdbfvax0y7365l, dlfoufhh8dc14s10vnbjrfvmd, 6d9maq3oecwobp2t2220vf4r9, 610qf6vm0fsq97hvdcpj4ka95, 33h8s55zcj0j535g2dyz9tnqi, 41cihaqh4lxje5nx17g0rbgt1, 2iy84h1v8wt8l6prv701uohk9, 3zmb22ct3lkf04kbpuxr22hud, dgl4fbdrmolqgg0xzejl7ve8l, 5ykgwunfc9pg5iq8h5cihg3xl, a70y8ayeh05hzo5yc8gotsbh0, 2dpsl9g5lkbafz9a389xo9st0",4081076053,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4081076051,130,8,4081076057,197,16276,4081076047,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4081076049,59,"1, 17, 6, 8, 20, 34, 15, 16, 9, 26, 19, 10, 18, 23, 24, 28, 29, 33",4081076059,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971357,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-07T19:47:03.459Z,2023-03-07T19:47:06Z,4081123141,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971353,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-07T19:47:03.459Z,2023-03-09T18:13:48Z,4081123119,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971361,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,50.2,50.3,2023-03-07T19:47:03.492Z,2023-03-10T08:03:47Z,4081123167,279,S,4081123161,141,55.2,4081123157,56,Back,4081123159,140,36.7,4081123165,213,2.9,4085029929,178,,4081123163,212,14.6,,,,610qf6vm0fsq97hvdcpj4ka95,T. Lowery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971383,4,1,1,0,2,80jtkz2echk6yyyb9e2595cxr,0,36.6,55.2,2023-03-07T19:47:05.882Z,2023-03-10T08:03:51Z,4081123261,141,100.0,4081123267,1,,4081123255,155,,4081123265,213,0.7,4085029949,178,,4081123263,212,50.0,4081123257,56,Left,4081123259,140,74.0,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971501,3,5,1,0,5,9db4t34qy4owglhvvgwf5l22i,1,31.8,-1.2,2023-03-07T19:47:08.652Z,2023-03-10T08:03:54Z,4081123769,56,Back,4081123773,347,,4081123783,233,5,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971385,5,5,1,0,5,80jtkz2echk6yyyb9e2595cxr,0,68.2,101.2,2023-03-07T19:47:08.652Z,2023-03-10T08:03:55Z,4081123271,347,,4081123269,56,Left,4081123805,233,3,,,,,,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971553,4,1,1,0,14,9db4t34qy4owglhvvgwf5l22i,0,40.6,0,2023-03-07T19:47:18.086Z,2023-03-10T08:04:04Z,4081123999,140,61.8,4081124003,212,22.3,4081123997,56,Right,4081124005,213,0.0,4081123995,107,,4081124007,1,,4081124001,141,0.0,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971555,5,5,1,0,17,9db4t34qy4owglhvvgwf5l22i,0,63,-1.9,2023-03-07T19:47:20.964Z,2023-03-10T08:04:07Z,4081124509,233,6,4081124011,347,,4081124009,56,Right,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
