id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,assist,qualifier/18/value,qualifier/15/value
2477256497,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-25T18:00:00.860Z,2022-10-25T18:04:37Z,3871949999,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3871950007,194,5vi8t2fffmk5kjfukazcmyo5x,3871950003,130,12,3871950001,59,"24, 2, 11, 6, 23, 27, 8, 7, 18, 21, 25, 1, 3, 5, 10, 14, 17, 28",3871950005,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871950011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871950009,197,16119,3871949997,30,"dirgn9z2tdz1603md8x3dni6t, 5kg7eu8b1wktru5ohpid8e9qt, 91mshvbc4rk9cf0chhgukakiy, 5vi8t2fffmk5kjfukazcmyo5x, dv9gm9ueox7uah9yt3fstc8dm, 67xd8llko9zszuwg63ffopje2, 693vankfkq50hufuwcz7hu8r9, c3a6jpeg16b9zn02uf1yf9cyx, 88ltcmthybimleezmuyyrmqga, cjko3mlflwj59pxh7zma03bh1, 43knl3z17afypz27sz4qzkxnu, 535ecbyyd28elesvxtvbxurpx, 3x8j3d4oygoxsu75ipz0idt6, 3dy32ujo7srhl6rq7vb9e97xm, ekcfj2t6pzdz36uzpw9q6c7vt, 8rjkn8s6e4s60167zdyukj9w5, cqgg8fu39fn7k9blog2zjpk2x, 2r64ekro7ydonu8jg7s12xyei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477256521,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-10-25T18:00:02.911Z,2022-10-25T18:48:20Z,3871950173,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871950163,59,"13, 26, 32, 8, 37, 18, 7, 16, 10, 14, 21, 1, 3, 4, 11, 24, 28, 39",3871950159,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, 2eu3cz65piv0j91gi396p9ega, f1rmwe24zg4697bqpc3z0y40l, 430ffnfs8g98t6tkctdqhhd78, emuuuhvah1jtq2fqs9ybfovvu, 3je74tc5emuou6ckwdbscsbu, 71or1ne6d9zuo038qdt6vcvoq, 7ht3grz484ru1bcgp9gn7d2i1, 555ikrgh0veemzf7reasmqok5, e4xeswr8cpdkmlhijuf7oonsa, bg9aayv3d1y0qxgqrdohnrcdm, czwcateaukr5r9yibdem642qd, 6tqiy5a5cfpfm90j8r5udl8bu, a70y8ayeh05hzo5yc8gotsbh0, 74fouzsgp25muot2pp6as5otl, 937mkgz0gstvxyjiwfe9xiuzu, 1d4f90y6wm6i63g8sqeu4sqqy",3871950167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871950165,130,2,3871950161,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3871950169,194,f1rmwe24zg4697bqpc3z0y40l,3871950171,197,4826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265645,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-10-25T18:45:56.719Z,2022-10-28T05:52:41Z,3871999209,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265633,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-25T18:45:56.719Z,2022-10-25T18:45:56Z,3871999197,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265739,3,1,1,0,0,17zuelixesst1z59fwcix2dil,1,50.2,50,2022-10-25T18:45:56.958Z,2022-10-28T08:47:57Z,3871999625,279,S,3871999615,56,Back,3871999621,212,10.7,3871999619,141,49.0,3871999623,213,3.2,3876747079,178,,3871999617,140,40.0,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265745,4,1,1,0,1,17zuelixesst1z59fwcix2dil,1,39.9,48.8,2022-10-25T18:45:58.534Z,2022-10-28T08:48:05Z,3871999647,213,1.8,3876747293,178,,3871999639,56,Back,3871999643,141,83.5,3871999645,212,24.1,3871999641,140,35.1,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265797,5,1,1,0,5,17zuelixesst1z59fwcix2dil,0,40.7,87.4,2022-10-25T18:46:01.766Z,2022-10-28T08:48:13Z,3871999895,56,Left,3871999899,141,81.5,3876747469,178,,3871999893,155,,3871999905,1,,3871999901,212,64.1,3871999903,213,6.2,3871999897,140,100.0,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265817,3,5,1,0,10,8rfydplrc9ki0sirqi0drcybk,1,-1.1,25.9,2022-10-25T18:46:07.238Z,2022-10-28T08:48:23Z,3871999999,56,Back,3872000003,346,,3872000015,233,6,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265805,6,5,1,0,10,17zuelixesst1z59fwcix2dil,0,101.1,74.1,2022-10-25T18:46:07.238Z,2022-10-28T08:48:24Z,3871999939,346,,3871999933,56,Center,3872000031,233,3,,,,,,,,,,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477266037,4,1,1,0,25,8rfydplrc9ki0sirqi0drcybk,1,3.1,45.2,2022-10-25T18:46:22.529Z,2022-10-28T08:48:27Z,3872001089,1,,3872001081,140,65.8,3872001085,212,68.5,3872001083,141,17.3,3872001079,56,Right,3872001093,74,,3872001077,124,,3872001087,213,6.0,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
