id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,assist,qualifier/18/value,qualifier/17/value
2488834993,10,5,1,0,34,5qwskbjpa17fvmtuu5qijy7cz,1,69.3,-1.6,2022-12-03T15:02:05.017Z,2022-12-06T03:53:22Z,3932725031,56,Right,3932725087,233,9,3932725033,347,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835275,11,1,1,1,5,5qwskbjpa17fvmtuu5qijy7cz,0,66.1,0,2022-12-03T15:02:36.043Z,2022-12-06T03:54:26Z,3932726857,189,,3932726395,213,0.8,3932726391,212,30.8,3932726383,140,87.0,3932726399,1,,3932726379,56,Center,3932726375,107,,3932726387,141,30.4,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489391597,844,67,1,1,8,ahm0t06rup1bkd9z0mxl2lmph,1,9.2,72.6,2022-12-03T15:02:38.768Z,2022-12-06T06:40:01Z,3935687297,233,803,,,,,,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489391595,803,67,1,1,8,5qwskbjpa17fvmtuu5qijy7cz,0,90.8,27.4,2022-12-03T15:02:38.769Z,2022-12-06T04:38:08Z,3935687305,233,844,,,,,,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489333135,814,61,1,1,8,ahm0t06rup1bkd9z0mxl2lmph,1,9.6,71.2,2022-12-03T15:02:38.778Z,2022-12-06T06:40:01Z,3935669429,178,,3935363417,56,Back,3935363431,189,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835319,12,1,1,1,8,5qwskbjpa17fvmtuu5qijy7cz,0,89.7,28.2,2022-12-03T15:02:38.830Z,2022-12-06T03:54:59Z,3932726585,140,100.0,3932726591,213,0.2,3932726583,56,Center,3932727861,155,,3932726589,212,12.9,3935669455,178,,3932726587,141,31.5,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835365,10,5,1,1,10,ahm0t06rup1bkd9z0mxl2lmph,1,-1.4,64,2022-12-03T15:02:40.287Z,2022-12-06T03:55:02Z,3932726795,56,Back,3932726799,233,13,3932726797,346,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835323,13,5,1,1,10,5qwskbjpa17fvmtuu5qijy7cz,0,101.4,36,2022-12-03T15:02:40.287Z,2022-12-06T03:55:02Z,3932726609,56,Center,3932726803,233,10,3932726611,346,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835627,11,1,1,1,34,ahm0t06rup1bkd9z0mxl2lmph,1,4.5,52.7,2022-12-03T15:03:05.057Z,2022-12-06T03:55:07Z,3932728165,140,3.5,3932728177,237,,3932728161,124,,3932728163,56,Back,3932728169,212,10.7,3932728167,141,37.0,3932728171,213,4.6,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835685,12,1,1,1,38,ahm0t06rup1bkd9z0mxl2lmph,1,3.6,35.1,2022-12-03T15:03:08.214Z,2022-12-06T03:55:11Z,3932728487,140,9.5,3932728489,141,7.9,3932728493,213,5.0,3932728491,212,19.5,3935669569,178,,3932728485,56,Back,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835721,13,1,1,1,43,ahm0t06rup1bkd9z0mxl2lmph,1,21.2,37,2022-12-03T15:03:13.311Z,2022-12-06T03:55:53Z,3932728679,140,2.6,3935669751,178,,3932728683,212,26.5,3932728677,56,Back,3932728685,213,2.4,3932728681,141,63.4,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835771,14,1,1,1,45,ahm0t06rup1bkd9z0mxl2lmph,1,2.6,63.4,2022-12-03T15:03:15.666Z,2022-12-06T03:55:58Z,3932728937,141,85.9,3932728935,140,9.2,3935669781,178,,3932728941,213,1.1,3932728933,56,Back,3932728939,212,16.8,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835823,15,1,1,1,48,ahm0t06rup1bkd9z0mxl2lmph,0,13.8,93.5,2022-12-03T15:03:18.765Z,2022-12-06T03:56:03Z,3932729087,140,60.6,3932729083,155,,3932729093,213,6.2,3932729089,141,83.9,3935669797,178,,3932729085,56,Left,3932729095,1,,3932729091,212,49.6,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835875,14,1,1,1,52,5qwskbjpa17fvmtuu5qijy7cz,0,38.6,25.3,2022-12-03T15:03:22.255Z,2022-12-06T03:56:21Z,3935669907,388,,3932729193,3,,3932729201,212,13.9,3932729199,141,23.3,3932729203,213,6.2,3932729195,56,Center,3932729197,140,51.8,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835915,15,1,1,1,55,5qwskbjpa17fvmtuu5qijy7cz,0,37.3,13.4,2022-12-03T15:03:25.663Z,2022-12-06T03:56:44Z,3932729419,213,0.4,3932729413,140,44.5,3935670003,388,,3932729411,56,Back,3932729409,3,,3932729415,141,17.7,3932729417,212,8.1,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835951,16,1,1,1,56,ahm0t06rup1bkd9z0mxl2lmph,0,55.8,86.8,2022-12-03T15:03:26.530Z,2022-12-06T03:56:53Z,3932729637,140,57.7,3935670051,178,,3932729639,141,49.0,3935363941,155,,3932729641,212,25.8,3932729643,213,4.8,3932729635,56,Center,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488835991,16,1,1,1,59,5qwskbjpa17fvmtuu5qijy7cz,0,39.2,39.7,2022-12-03T15:03:29.663Z,2022-12-06T03:57:00Z,3932729845,141,70.8,3932729841,56,Center,3932729851,1,,3932729843,140,74.9,3935670075,178,,3932729849,213,0.5,3932729847,212,43.0,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836097,17,12,1,2,3,ahm0t06rup1bkd9z0mxl2lmph,1,22.7,21,2022-12-03T15:03:33.612Z,2022-12-06T03:57:05Z,3932730405,140,52.2,3932730407,141,6.8,3932730403,56,Right,3935670115,178,,3932730409,212,32.4,3932730411,213,6.0,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836055,17,1,1,2,7,5qwskbjpa17fvmtuu5qijy7cz,0,43.5,81.2,2022-12-03T15:03:37.254Z,2022-12-06T03:57:11Z,3932730229,56,Center,3932730231,140,62.8,3935670151,388,,3932730239,212,20.3,3932730233,141,78.8,3932730241,213,6.2,3932730227,3,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489391731,858,67,1,2,9,ahm0t06rup1bkd9z0mxl2lmph,1,28.8,6.8,2022-12-03T15:03:40.034Z,2022-12-06T06:40:01Z,3935687991,233,805,,,,,,,,,,,,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489391729,805,67,1,2,9,5qwskbjpa17fvmtuu5qijy7cz,0,71.2,93.2,2022-12-03T15:03:40.035Z,2022-12-06T04:40:03Z,3935687995,233,858,,,,,,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836113,18,1,1,2,10,ahm0t06rup1bkd9z0mxl2lmph,0,28.4,10.7,2022-12-03T15:03:41.056Z,2022-12-06T03:57:16Z,3932730453,56,Back,3932730457,141,38.8,3932730459,212,21.0,3932730461,213,1.1,3935670175,178,,3932730455,140,36.8,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836117,18,49,1,2,12,5qwskbjpa17fvmtuu5qijy7cz,1,60.5,59.6,2022-12-03T15:03:42.678Z,2022-12-06T03:57:22Z,,,,,,,,,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836195,19,1,1,2,16,5qwskbjpa17fvmtuu5qijy7cz,1,60.9,56.6,2022-12-03T15:03:46.157Z,2022-12-06T03:57:28Z,3932730925,212,25.1,3932730921,140,42.9,3932730919,56,Back,3932730923,141,32.4,3932730927,213,3.9,3935670251,178,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836265,20,1,1,2,19,5qwskbjpa17fvmtuu5qijy7cz,1,41.5,27,2022-12-03T15:03:49.458Z,2022-12-06T03:57:36Z,3932731303,141,38.5,3935670311,178,,3932731309,212,31.6,3932731313,213,2.9,3932731301,140,12.3,3932731299,56,Back,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836283,21,1,1,2,23,5qwskbjpa17fvmtuu5qijy7cz,0,13.8,43.3,2022-12-03T15:03:54.062Z,2022-12-06T03:57:40Z,3935670339,178,,3932731405,141,43.4,3932731401,56,Back,3932731403,140,33.6,3932731407,212,20.8,3932731399,155,,3932731409,213,0.0,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836301,19,49,1,2,25,ahm0t06rup1bkd9z0mxl2lmph,1,54.5,76.7,2022-12-03T15:03:55.689Z,2022-12-06T03:57:47Z,,,,,,,,,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836337,20,1,1,2,28,ahm0t06rup1bkd9z0mxl2lmph,0,53.7,78.2,2022-12-03T15:03:58.269Z,2022-12-06T03:57:50Z,3935670411,178,,3932731607,140,71.2,3932731605,56,Center,3932731613,213,5.3,3932731615,1,,3932731611,212,32.5,3932731609,141,38.8,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836363,22,1,1,2,29,5qwskbjpa17fvmtuu5qijy7cz,1,24.9,57.2,2022-12-03T15:03:59.761Z,2022-12-06T03:57:56Z,3932731697,212,11.5,3932731695,141,54.2,3932731691,56,Back,3932731693,140,35.7,3935670479,178,,3932731699,213,6.1,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836365,23,49,1,2,30,5qwskbjpa17fvmtuu5qijy7cz,1,32.7,51.3,2022-12-03T15:04:00.424Z,2022-12-06T03:58:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836431,24,1,1,2,32,5qwskbjpa17fvmtuu5qijy7cz,1,33.7,47.8,2022-12-03T15:04:02.526Z,2022-12-06T03:58:06Z,3932732035,141,18.5,3932732031,140,31.9,3935670533,178,,3932732039,213,4.6,3932732037,212,20.0,3932732029,56,Back,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836523,25,1,1,2,35,5qwskbjpa17fvmtuu5qijy7cz,1,33.6,21.6,2022-12-03T15:04:05.502Z,2022-12-06T03:58:12Z,3932732447,212,20.8,3932732441,56,Right,3932732445,141,16.5,3932732449,213,6.1,3935670573,178,,3932732443,140,53.1,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836527,26,4,1,2,37,5qwskbjpa17fvmtuu5qijy7cz,1,55,18.8,2022-12-03T15:04:07.318Z,2022-12-06T03:58:26Z,3932732463,286,,3932732461,152,,3932732457,294,,3932732467,233,21,3932732455,13,,3932732459,56,Right,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836519,21,4,1,2,37,ahm0t06rup1bkd9z0mxl2lmph,0,45,81.2,2022-12-03T15:04:07.319Z,2022-12-06T03:58:26Z,3932732421,152,,3932732425,285,,3932732417,13,,3935670657,178,,3932732509,233,26,3932732419,56,Back,3932732851,294,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836793,27,1,1,2,51,5qwskbjpa17fvmtuu5qijy7cz,1,52.3,23.9,2022-12-03T15:04:21.211Z,2022-12-06T03:58:34Z,3932733745,155,,3932733759,1,,3932733753,141,78.2,3935670707,178,,3932733743,5,,3932733751,140,69.6,3932733749,56,Center,3932733755,212,41.2,2asjeedy6igcuixqktdmk5k2x,M. Clark,3932733757,213,1.1,3932733747,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836821,28,3,1,2,58,5qwskbjpa17fvmtuu5qijy7cz,0,66.7,70.6,2022-12-03T15:04:28.730Z,2022-12-06T03:58:54Z,3932733889,56,Center,3932733921,211,,3935670773,178,,3932733891,286,,3935365197,464,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836811,22,49,1,2,59,ahm0t06rup1bkd9z0mxl2lmph,1,25.7,30.4,2022-12-03T15:04:30.003Z,2022-12-06T03:59:01Z,,,,,,,,,,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488836839,23,1,1,2,59,ahm0t06rup1bkd9z0mxl2lmph,1,25.7,30.4,2022-12-03T15:04:30.065Z,2022-12-06T03:59:04Z,3932733981,141,24.7,3932733985,213,5.9,3932733977,56,Back,3932733983,212,9.6,3935670937,178,,3932733979,140,34.1,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
