id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2545004129,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-05-07T10:15:05.427Z,2023-05-07T10:23:00Z,4257807549,30,"2xd9g0s3888o99iq0eb5j6ead, 1la1hsnuheliwojwmcbxroy96, h4x8lz5ou8esdao80mvls9yi, 69lg8jmug501h6biol5itk02y, 6kz7c7i4wzph7qlzi9nzt266t, ebsspe8jslej9a253w4xpf55h, bwu80wn3lca4x2txuelku0a21, 8y3obwxpwckjfl7hkrrg97sgl, f2d0i9t2qeyppfqrdv6xzc3px, e2sj7bhk2s9du1bs1vza1b4k5, 85vh43wsin67z2dj0iod12fop, ddc712ebtmrrpvj4shekecus5, a64e8yqggr7fmtdlyr9v80yxh, 8thtb5uqqv63f880cwhpc5zv9, 6kxph7ulzz58v8tm3aaomy1ka, 6ge15340tp9n57m88z6rli6i2, 535ecbyyd28elesvxtvbxurpx, akatb6qaa078a72zvl8gapoiy",4257807559,194,6kz7c7i4wzph7qlzi9nzt266t,4257807555,130,17,4257807557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4257807553,59,"1, 38, 15, 6, 33, 3, 8, 4, 10, 11, 17, 7, 9, 12, 18, 23, 32, 34",4257807563,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257807561,197,13091,4257807551,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545004153,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-05-07T10:15:08.248Z,2023-05-07T10:29:22Z,4257807749,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4257807745,59,"25, 2, 18, 3, 44, 6, 17, 10, 13, 24, 4, 11, 19, 23, 31, 32, 33, 34",4257807747,130,12,4257807743,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4257807741,30,"4c56c2zanbiv8q28f54i5rp3p, cyrr9517kjkt2l5tuqe966zth, 3fjobcho19bkofw9h042i2v9x, 9r7ngbyjgfukassxtl07wnn55, 77yt60bz6k3rqv316v9qxxyad, 4mg6kr1jernr98unfp5p8shqt, 7f87a26gzayk0bfzbm42huuw9, ekbsso6hq913ss7jerbusyled, btey8i9vnkak8ww7diqnb8lat, 1szy525fae134zxfbt7vyw991, 2gf1wld07zyiuvq7iikfrvoid, 4l7yeuoabotmlfo5n719msrmd, 94opm6ljk3l7yqa2rzwq2gw6h, 59dbww7jgna079y6qc88fn71m, 24g3kj5853y2af5ncqhwlfbp, dwbbiqw9923azm3rpg2m8aqj9, 3hq7q7p30s923cbbvw1070lp1, 8uim3cmpszuttgz292hnfcf3e",4257807755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257807751,194,ekbsso6hq913ss7jerbusyled,4257807753,197,16162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029919,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-05-07T11:02:24.180Z,2023-05-07T11:02:27Z,4257947147,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029903,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-05-07T11:02:24.180Z,2023-05-09T12:23:54Z,4257947067,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029991,3,1,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,49.9,50.3,2023-05-07T11:02:24.209Z,2023-05-09T19:17:21Z,4265246273,178,,4257947485,212,11.3,4257947487,213,3.4,4257947483,141,46.4,4257947481,140,39.4,4257947479,56,Back,4257947489,279,S,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030061,4,1,1,0,2,1musyruv2ufjrjnj6gvdbr8kt,1,44.2,47.2,2023-05-07T11:02:27.042Z,2023-05-09T19:17:25Z,4257947833,212,39.5,4257947831,141,3.1,4257947837,1,,4265246347,178,,4257947835,213,5.4,4257947825,155,,4257947827,56,Right,4257947829,140,68.7,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030065,5,61,1,0,5,1musyruv2ufjrjnj6gvdbr8kt,0,68.7,3.5,2023-05-07T11:02:30.166Z,2023-05-09T19:17:34Z,4257947869,56,Right,4265246569,21,,4265246571,178,,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030045,3,49,1,0,7,3ptd7zlc5isrongig0wij2id4,1,29.9,88.7,2023-05-07T11:02:31.230Z,2023-05-09T19:17:38Z,,,,,,,,,,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030063,4,1,1,0,7,3ptd7zlc5isrongig0wij2id4,0,30,88.9,2023-05-07T11:02:31.269Z,2023-05-09T19:17:40Z,4257947849,157,,4257947857,212,13.1,4257947851,56,Back,4257947853,140,39.2,4257947861,1,,4257947855,141,100.0,4265246745,178,,4257947859,213,0.7,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030071,5,5,1,0,9,3ptd7zlc5isrongig0wij2id4,0,36.9,101.4,2023-05-07T11:02:33.830Z,2023-05-09T19:17:44Z,4257947901,347,,4257947899,56,Back,4257948153,233,6,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
