id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2537019963,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-22T13:15:19.905Z,2023-04-22T13:22:30Z,4208267243,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4208267257,197,16167,4208267261,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208267251,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4208267241,30,"1sw0ywyl0cgn97mu65tnzv0t1, 7fvj3ev8ov0cnalck9x48z3kl, 5bkjye9thnohmdgzwsrsy1n9, 7pia2vfewavgyc8d7pvgr7owl, f5zei3x0mg1i5q3soziuy579, 4uywqjm0i2ik5cwhulbmzxi39, bbrx2s4fcp7uplly4hpbt3xed, 93kxb8ch3auv9li22mh1aidey, am0ggkrw8rzw5shdvaceyr3kl, 40wbrqny2ekenyy37ver8dyol, 4oogur7f8tfx3z011ap58ao5x, d22nvvj315b99fncrui6ezzkl, datykfu6jdjc3jlmi3flv7dud, 99uiqjteov3qby19bs8kozill, dbev6jhnro87n6ghueorfz27d, dez3rm7q89xk157fwnc3tgqcq, cxfq8o3k68x1acwci3wx812w9, 5knn6bkjba6eh0torsnwrkl0q",4208267245,59,"1, 26, 3, 28, 2, 6, 7, 10, 9, 22, 12, 4, 16, 18, 19, 27, 29, 38",4208267249,130,8,4208267255,194,5bkjye9thnohmdgzwsrsy1n9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537024503,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-22T13:20:44.878Z,2023-04-22T14:19:13Z,4208292515,130,13,4208292521,197,12149,4208292509,30,"9tlowuu89l3fnv5iowela1ca2, 6g8w8yuvkuayxcegsvzcjmmzt, 91mshvbc4rk9cf0chhgukakiy, 1y7e8a23pc4xlc6ori1o1b8tm, dwp8bqc4rdleti92n0s6q9rdh, 5mx96hmn7ophhuvmybmf1esid, 5dsht0mnmpm2asallpju46ms5, cz9jf3ozld7o0hns2xmn54b56, 4db9vewyt9kiqtqd5e0rloodm, 33eqc4ye34v5r0ix9cqg9fo4p, uc2ekz3foqyl9djmicme4t4a, 94pt7ikxi5cdjhbqf7vi9xg4p, e7wnuabfcue5japm1i85fs02y, 322ut6dhdlh98w6dh7a2wcmqc, 9iob4mgvv80tz93jcvw5pbdhw, 9l63vr1jzhipe0hqerepcevbo, ek87ktwxpdnposa8hi0jnc4r8, cac9hjmdwt1gsz0qt3f6d4b2s",4208292519,194,5mx96hmn7ophhuvmybmf1esid,4208292511,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4208292523,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208292513,59,"1, 21, 3, 24, 15, 2, 26, 12, 9, 11, 28, 22, 31, 32, 36, 37, 42, 43",4208292517,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059125,2,43,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-22T14:02:44Z,2023-04-22T14:03:15Z,4208464621,127,Right to Left,4208470513,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060265,3,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-22T14:02:44Z,2023-04-25T00:47:12Z,4208470259,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060355,4,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-22T14:02:44Z,2023-04-22T14:03:17Z,4208470679,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537067941,31,43,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-22T14:02:44.008Z,2023-04-22T14:10:55Z,4208557145,144,1,4208536629,141,50.5,4208536633,213,0.0,4208537525,279,S,4208536627,140,69.8,4208536623,56,Center,4208536631,212,20.8,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060501,5,1,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,50.3,49.7,2023-04-22T14:02:44.118Z,2023-04-25T11:38:25Z,4219237991,178,,4208471427,141,41.8,4208471423,56,Back,4208471431,213,3.4,4208471429,212,20.8,4208566851,279,S,4208471425,140,31.2,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537068037,31,43,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-22T14:02:44.209Z,2023-04-22T14:11:49Z,4208559459,56,Back,4208559469,141,50.1,4208559473,212,22.3,4208567175,144,1,4208559477,213,3.1,4208559913,279,S,4208559465,140,28.9,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537067817,27,43,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-22T14:02:44.528Z,2023-04-22T14:12:31Z,4208562717,141,0.0,4208562713,56,Right,4208562723,1,0,4208575045,144,1,4208562711,155,0,4208562719,212,60.0,4208562721,213,5.7,4208562715,140,76.2,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059145,2,43,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-22T14:02:44.555Z,2023-04-22T14:03:02Z,4208464697,127,Left to Right,4208468207,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059165,3,43,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-22T14:02:44.656Z,2023-04-22T14:03:07Z,4208469135,144,1,4208464807,56,Center,4208464817,279,S,4208464813,212,0,4208464809,140,50.2,4208464815,213,3.1,4208464811,141,49.9,,,,4db9vewyt9kiqtqd5e0rloodm,L. Plange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060517,6,1,1,0,2,b3vbyitzi3nrw9ehj1eoko219,0,31.2,41.9,2023-04-22T14:02:46.836Z,2023-04-25T11:38:29Z,4208471513,212,46.3,4208471503,56,Right,4208576521,155,,4208471517,1,,4208471507,140,65.2,4219238111,178,,4208471515,213,5.6,4208471509,141,0.0,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060413,4,5,1,0,6,jv3jh5m5t7qy5t37vwwmnj16,1,32.9,101.7,2023-04-22T14:02:50.584Z,2023-04-25T11:38:33Z,4208470977,347,,4208470975,56,Back,4208471655,233,7,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060527,7,5,1,0,6,b3vbyitzi3nrw9ehj1eoko219,0,67.1,-1.7,2023-04-22T14:02:50.584Z,2023-04-25T11:38:32Z,4208471691,233,4,4208471529,56,Right,4208471531,347,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061067,5,1,1,0,22,jv3jh5m5t7qy5t37vwwmnj16,0,24.1,100,2023-04-22T14:03:06.821Z,2023-04-25T11:38:35Z,4208474295,140,44.7,4208474299,212,21.9,4208474301,213,6.1,4208474291,107,,4208592289,1,,4208474293,56,Back,4208474297,141,96.6,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
