id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value,assist
2535563985,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-18T18:00:02.635Z,2023-04-18T18:00:02Z,4200537611,130,13,4200537615,194,5obqs1ezswoc3ns0c9k4qai8l,4200537617,197,2083,4200537605,30,"32sqctjujedqsab4xwy1pwlbd, 4k2uxd5rl1u8ctyxh3d765fqh, 9r28zj6fz3z8dzojktwambsut, 5obqs1ezswoc3ns0c9k4qai8l, 1vfuzp09s9oj95ruav4ln9ch6, 53y4n4h9zi3d1l1f9jb9ytxhx, 3nwvlft28lt3fiirchylvwtm1, 8uch2zjj8vxmfi2l544j5ipxx, 2uids8ea8jv4r62psqj37x3e2, 9mgcugydtvdr5wk7qii9wpd2i, am8ws7w5mpzvbnb8bvvztbpwp, 5v9byi3v430ysdqb058eww3c9, 6evqqxq5e0y1uvigg6bss4frp, 299g43uwcj4dblia1bihagmol, 8bx76kurepj0yqe9iixa0zyp6, enjlm4kjscxmu04a1tz7vo3fu, s2phyy6eoysnxu96rw2ivnx1, bhtwzoyaqug2p0ezr7c6wxuui",4200537607,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4200537609,59,"1, 2, 33, 3, 4, 19, 42, 6, 10, 16, 12, 8, 9, 11, 22, 23, 24, 28",4200537619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200537613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535563995,1,34,16,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-04-18T18:00:03.234Z,2023-04-18T18:00:03Z,4200537667,30,"4s0yf91l8xqodeuv473hmp5ka, 9z75i0zrgtuumyixz8dl9ysbt, 56g3fffeygobuei72gnkm9a09, egr5n9jynbg3llc2tn2g5ncnp, 8xxeuttt1yy26qf8w73bqua51, 5sfchvj1d5dgpwc6j5oshhkut, effzy3ttltffcz92a3ro4woa, 6a08s0d0sgt7iw37spmo4bro5, ebsl5dh99nsoun0lksywr31n8, ald5oocxwh4pip8fw6v3ym8h6, evb6gpvuutmnisv9d12gs0xcl, 46q465awyk7ndr9faq83vmuw9, 1f8911tjafl7cun4lxydhpp7t, azq6khf9mv7scpyxr6q08hw45, dsvr61cfalun7n0y262elcrth, 91alifyhplzo2de1tooerpgfe, 2vw0m5bib6bnr5n1hsxkxe904, 68jyn13uu405w4npr317v5las",4200537683,197,6395,4200537673,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4200537679,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4200537685,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200537677,130,4,4200537675,59,"31, 28, 2, 4, 6, 3, 10, 21, 33, 17, 19, 1, 15, 16, 18, 32, 35, 48",4200537681,194,egr5n9jynbg3llc2tn2g5ncnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576633,2,32,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-04-18T18:46:04.566Z,2023-04-18T18:46:04Z,4200605221,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576639,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-18T18:46:04.566Z,2023-04-20T08:22:55Z,4200605247,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576643,3,1,1,0,0,8w89tsles26jm12aoelwvlttt,1,50.1,49.7,2023-04-18T18:46:04.634Z,2023-04-20T13:08:56Z,4200605273,56,Back,4200605283,212,9.1,4204282067,178,,4200605281,141,48.5,4200605277,140,41.5,4200605285,213,3.2,4200605287,279,S,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576699,4,1,1,0,3,8w89tsles26jm12aoelwvlttt,1,41,35.1,2023-04-18T18:46:08.150Z,2023-04-20T13:08:59Z,4200605547,56,Back,4200605553,212,20.1,4200605555,213,4.9,4200605551,141,6.0,4204282107,178,,4200605549,140,44.3,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576733,5,1,1,0,5,8w89tsles26jm12aoelwvlttt,1,43,4.2,2023-04-18T18:46:10.144Z,2023-04-20T13:09:01Z,4200605727,141,8.7,4200605725,140,26.8,4204282147,178,,4200605731,213,3.0,4200605723,56,Back,4200605729,212,17.3,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576749,6,1,1,0,7,8w89tsles26jm12aoelwvlttt,1,20.4,13.5,2023-04-18T18:46:12.503Z,2023-04-20T13:09:03Z,4200605807,212,24.1,4200605805,141,45.2,4200605801,56,Back,4204282187,178,,4200605803,140,30.6,4200605809,213,1.1,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576799,7,1,1,0,9,8w89tsles26jm12aoelwvlttt,1,31,45.2,2023-04-18T18:46:14.040Z,2023-04-20T13:09:05Z,4204282223,178,,4200606023,56,Back,4200606031,213,2.2,4200606029,212,19.5,4200606025,140,20.2,4200606027,141,68.5,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576833,8,1,1,0,12,8w89tsles26jm12aoelwvlttt,1,21.5,71.8,2023-04-18T18:46:16.687Z,2023-04-20T13:09:08Z,4200606227,213,1.6,4200606225,212,13.1,4200606219,56,Back,4200606221,140,21.1,4200606223,141,91.1,4204282313,178,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576869,9,1,1,0,14,8w89tsles26jm12aoelwvlttt,1,20.1,90.9,2023-04-18T18:46:18.919Z,2023-04-20T13:09:11Z,4204282359,178,,4200606449,56,Back,4200606451,140,31.1,4200606457,213,0.4,4200606455,212,12.3,4200606453,141,97.2,,,,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536295589,1045,43,1,0,15,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-18T18:46:20.142Z,2023-04-20T14:07:31Z,4204414215,144,67,4204414013,233,1171,,,,,,,,,,,,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536295583,1171,43,1,0,15,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-04-18T18:46:20.143Z,2023-04-20T14:07:31Z,4204414043,233,1045,4204414213,144,67,,,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536295709,1046,67,1,0,15,8w89tsles26jm12aoelwvlttt,1,30.4,97.4,2023-04-18T18:46:20.162Z,2023-04-20T14:13:41Z,4204414669,233,1185,,,,,,,,,,,,,,,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536295705,1185,67,1,0,15,2ezfenuwk3y65p8jdbj55xqt0,0,69.6,2.6,2023-04-18T18:46:20.163Z,2023-04-20T14:07:50Z,4204414673,233,1046,,,,,,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
