id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2484597531,7,44,1,0,16,8xeuwzxnm7hdlbjjuezgfkz3w,1,45.9,76.9,2022-11-12T15:01:33.161Z,2022-11-15T09:45:15Z,3910443077,56,Back,3910443111,233,4,3910443081,285,,,,,,,,,,,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597513,4,44,1,0,16,80jtkz2echk6yyyb9e2595cxr,0,54.1,23.1,2022-11-12T15:01:33.162Z,2022-11-15T03:38:17Z,3910443029,286,,3910443143,233,7,3910443025,56,Center,,,,,,,,,,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597643,8,1,1,0,17,8xeuwzxnm7hdlbjjuezgfkz3w,1,44.4,75.7,2022-11-12T15:01:33.239Z,2022-11-15T09:45:16Z,3910443569,212,15.9,3910443561,168,,3910443559,3,,3917267107,388,,3910443565,140,58.0,3910443563,56,Center,3910443567,141,65.5,3910443571,213,5.8,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598601,12,61,1,0,19,8xeuwzxnm7hdlbjjuezgfkz3w,1,58.3,63.7,2022-11-12T15:01:35.318Z,2022-11-15T03:38:40Z,3917267149,21,,3917267151,178,,3910447935,56,Center,,,,,,,,,,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597671,9,3,1,0,21,8xeuwzxnm7hdlbjjuezgfkz3w,0,57,66,2022-11-12T15:01:37.659Z,2022-11-15T03:38:52Z,3916739625,464,,3917267197,178,,3910443747,233,5,3910443655,286,,3910443653,56,Center,,,,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597645,5,7,1,0,21,80jtkz2echk6yyyb9e2595cxr,1,43,34,2022-11-12T15:01:37.908Z,2022-11-15T03:38:55Z,3910443579,56,Back,3916739525,383,,3917267209,178,,3910443719,233,9,3910443581,285,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485888893,1131,67,1,0,22,80jtkz2echk6yyyb9e2595cxr,1,41.9,34.6,2022-11-12T15:01:39.002Z,2022-11-15T09:45:16Z,3917279005,233,816,,,,,,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485888891,816,67,1,0,22,8xeuwzxnm7hdlbjjuezgfkz3w,0,58.1,65.4,2022-11-12T15:01:39.003Z,2022-11-15T04:29:18Z,3917279011,233,1131,,,,,,,,,,,,,,,,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597883,7,1,1,0,22,80jtkz2echk6yyyb9e2595cxr,1,43.5,32.5,2022-11-12T15:01:39.014Z,2022-11-15T09:45:17Z,3917267297,178,,3910444657,141,67.0,3910444653,56,Back,3910444661,213,2.2,3910444655,140,28.7,3910444659,212,28.1,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597651,6,49,1,0,25,80jtkz2echk6yyyb9e2595cxr,1,43.5,32.5,2022-11-12T15:01:41.480Z,2022-11-15T03:39:23Z,,,,,,,,,,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598029,8,1,1,0,32,80jtkz2echk6yyyb9e2595cxr,1,35.7,88.9,2022-11-12T15:01:48.720Z,2022-11-15T03:39:29Z,3910445361,213,3.9,3910445363,1,,3910445345,56,Back,3910445353,141,50.0,3910445349,140,7.1,3910445359,212,40.0,3917267359,178,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598087,9,1,1,0,36,80jtkz2echk6yyyb9e2595cxr,1,8.4,51.2,2022-11-12T15:01:52.597Z,2022-11-15T03:39:32Z,3917267371,178,,3910445633,212,23.5,3910445631,141,78.8,3910445635,213,0.9,3910445629,140,21.9,3910445627,56,Back,,,,,,,8xyeap5blm4g6swv05g95aesq,J. Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598253,10,1,1,0,40,80jtkz2echk6yyyb9e2595cxr,1,26,81.1,2022-11-12T15:01:56.550Z,2022-11-15T03:39:37Z,3910446379,212,47.4,3910446375,140,70.0,3910446373,56,Left,3910446377,141,96.5,3910446371,155,,3910446383,1,,3910446381,213,0.2,3917267383,178,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598269,11,3,1,0,44,80jtkz2echk6yyyb9e2595cxr,0,68.8,98.4,2022-11-12T15:02:00.692Z,2022-11-15T03:39:55Z,3910446455,286,,3917267461,178,,3910446435,56,Left,3916845677,233,10,3916741929,464,,,,,,,,,,,33h8s55zcj0j535g2dyz9tnqi,D. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598263,10,7,1,0,44,8xeuwzxnm7hdlbjjuezgfkz3w,1,31.2,1.6,2022-11-12T15:02:00.970Z,2022-11-15T03:40:04Z,3916742065,167,,3917267489,21,,3916845669,233,11,3917267487,178,,3910446413,56,Back,3916741961,383,,3910446419,285,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598461,11,5,1,0,46,8xeuwzxnm7hdlbjjuezgfkz3w,0,28.8,-2,2022-11-12T15:02:02.538Z,2022-11-15T03:40:13Z,3910772029,233,12,3910447267,347,,3910447265,56,Back,,,,,,,,,,,,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598565,12,5,1,0,46,80jtkz2echk6yyyb9e2595cxr,1,71.2,102,2022-11-12T15:02:02.538Z,2022-11-15T03:40:13Z,3910447791,56,Left,3910447793,347,,3910771999,233,11,,,,,,,,,,,,,,,,33h8s55zcj0j535g2dyz9tnqi,D. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598767,13,1,1,1,1,80jtkz2echk6yyyb9e2595cxr,1,72.9,100,2022-11-12T15:02:17.745Z,2022-11-15T03:40:20Z,3910448693,212,9.0,3910448691,141,91.8,3910448695,213,4.0,3910448685,107,,3910448687,56,Left,3910448689,140,67.4,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598833,14,1,1,1,3,80jtkz2echk6yyyb9e2595cxr,1,67.4,91.8,2022-11-12T15:02:19.920Z,2022-11-15T03:40:26Z,3910449019,141,93.0,3910449015,56,Back,3910449017,140,40.9,3917267559,178,,3910449021,212,27.8,3910449023,213,3.1,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598879,15,1,1,1,5,80jtkz2echk6yyyb9e2595cxr,1,40.9,93,2022-11-12T15:02:22.109Z,2022-11-15T03:40:30Z,3910449249,56,Back,3910449257,213,4.6,3910449251,140,38.5,3910449253,141,47.0,3917267567,178,,3910449255,212,31.4,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598959,16,1,1,1,8,80jtkz2echk6yyyb9e2595cxr,1,38.5,47,2022-11-12T15:02:24.841Z,2022-11-15T03:40:36Z,3910449659,140,60.2,3917267591,178,,3910449665,213,5.4,3910449657,56,Right,3910449663,212,34.3,3910449661,141,9.2,3910449667,1,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599151,17,1,1,1,12,80jtkz2echk6yyyb9e2595cxr,1,62.6,8.3,2022-11-12T15:02:28.318Z,2022-11-15T03:40:39Z,3910450603,140,78.8,3910450607,212,17.3,3910450605,141,3.5,3917267605,178,,3910450609,213,6.1,3910450599,56,Right,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599181,18,1,1,1,17,80jtkz2echk6yyyb9e2595cxr,1,72.1,23.9,2022-11-12T15:02:33.627Z,2022-11-15T03:40:46Z,3910450737,212,8.5,3910450731,140,64.0,3910450735,141,24.3,3910450739,213,3.1,3910450727,56,Center,3917267621,178,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599205,19,1,1,1,19,80jtkz2echk6yyyb9e2595cxr,1,64,24.3,2022-11-12T15:02:35.947Z,2022-11-15T03:40:50Z,3910450849,212,15.6,3910450847,141,46.6,3910450843,56,Center,3910450851,213,1.3,3917267629,178,,3910450845,140,67.5,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599293,20,1,1,1,20,80jtkz2echk6yyyb9e2595cxr,1,67.3,46.6,2022-11-12T15:02:37.080Z,2022-11-15T03:40:57Z,3910451233,141,27.3,3910451231,140,58.6,3917267649,178,,3910451237,213,4.1,3910451235,212,16.0,3910451229,56,Center,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599391,21,1,1,1,23,80jtkz2echk6yyyb9e2595cxr,1,55.5,21.5,2022-11-12T15:02:40.028Z,2022-11-15T03:41:00Z,3910451735,212,12.6,3910451729,56,Right,3910451733,141,3.1,3910451731,140,54.4,3910451737,213,4.6,3917267661,178,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599449,22,1,1,1,26,80jtkz2echk6yyyb9e2595cxr,1,44.9,3.4,2022-11-12T15:02:42.316Z,2022-11-15T03:41:05Z,3910452019,212,16.8,3910452013,56,Back,3910452017,141,23.9,3910452015,140,36.0,3910452021,213,2.2,3917267669,178,,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599539,23,1,1,1,29,80jtkz2echk6yyyb9e2595cxr,1,38.8,24.1,2022-11-12T15:02:46.126Z,2022-11-15T03:41:13Z,3910452387,56,Right,3910452403,213,5.7,3917267697,178,,3910452399,212,25.7,3910452395,141,3.1,3910452391,140,59.2,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485889149,1222,67,1,1,31,80jtkz2echk6yyyb9e2595cxr,1,59.4,4.7,2022-11-12T15:02:47.310Z,2022-11-15T09:45:17Z,3917281041,233,835,,,,,,,,,,,,,,,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485889147,835,67,1,1,31,8xeuwzxnm7hdlbjjuezgfkz3w,0,40.6,95.3,2022-11-12T15:02:47.311Z,2022-11-15T04:34:17Z,3917281045,233,1222,,,,,,,,,,,,,,,,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599573,24,61,1,1,31,80jtkz2echk6yyyb9e2595cxr,1,59.2,3.1,2022-11-12T15:02:47.339Z,2022-11-15T09:45:18Z,3917267715,178,,3910452541,56,Right,,,,,,,,,,,,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599607,25,1,1,1,32,80jtkz2echk6yyyb9e2595cxr,1,51.3,14.3,2022-11-12T15:02:48.833Z,2022-11-15T03:41:32Z,3910452729,56,Back,3910452735,212,15.4,3910452733,141,14.7,3910452737,213,3.1,3910452731,140,36.6,3917267731,178,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599709,26,1,1,1,34,80jtkz2echk6yyyb9e2595cxr,1,36.6,14.7,2022-11-12T15:02:50.624Z,2022-11-15T03:41:38Z,3910453239,1,,3910453223,56,Back,3910453227,140,31.1,3910453237,213,1.7,3910453231,141,66.1,3910453235,212,35.4,3917267751,178,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599789,27,1,1,1,37,80jtkz2echk6yyyb9e2595cxr,1,30.1,68.1,2022-11-12T15:02:54.200Z,2022-11-15T03:41:44Z,3910453689,56,Back,3917267775,178,,3910453695,212,21.7,3910453693,141,95.0,3910453691,140,41.2,3910453697,213,1.0,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599861,28,1,1,1,40,80jtkz2echk6yyyb9e2595cxr,0,41.3,95,2022-11-12T15:02:56.695Z,2022-11-15T03:41:49Z,3917267799,178,,3910453989,155,,3910454001,1,,3910453999,213,6.2,3910453991,56,Left,3910453997,212,46.4,3910453993,140,85.3,3910453995,141,88.6,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599995,13,1,1,1,42,8xeuwzxnm7hdlbjjuezgfkz3w,1,14.6,15.9,2022-11-12T15:02:58.848Z,2022-11-15T03:41:58Z,3910454625,140,26.3,3910454621,3,,3910454627,141,3.1,3910454623,56,Back,3910454631,212,15.1,3910454633,213,5.7,3917267821,178,,,,,5h89f4rz70l545xkozdp99ck5,A. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600013,14,49,1,1,43,8xeuwzxnm7hdlbjjuezgfkz3w,1,26.3,3.1,2022-11-12T15:03:00.207Z,2022-11-15T03:43:15Z,,,,,,,,,,,,,,,,,,,,,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600085,15,1,1,1,45,8xeuwzxnm7hdlbjjuezgfkz3w,1,26.3,3.1,2022-11-12T15:03:01.700Z,2022-11-15T03:43:28Z,3910455037,56,Back,3910455045,213,0.2,3910455039,140,36.4,3910455043,212,10.9,3910455041,141,6.8,3917267999,178,,,,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600103,16,1,1,1,45,8xeuwzxnm7hdlbjjuezgfkz3w,1,36.6,7,2022-11-12T15:03:02.197Z,2022-11-15T03:43:36Z,3917268021,178,,3910455109,56,Back,3910455115,212,12.6,3910455111,140,31.3,3910455117,213,2.0,3910455113,141,23.7,,,,,,,2ykne43vtv8c00rvviyr3rre2,C. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600153,17,1,1,1,47,8xeuwzxnm7hdlbjjuezgfkz3w,1,31.3,23.7,2022-11-12T15:03:03.839Z,2022-11-15T03:43:43Z,3917268037,178,,3910455373,140,39.0,3910455371,56,Back,3910455377,212,10.1,3910455375,141,32.7,3910455379,213,0.6,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600191,18,1,1,1,50,8xeuwzxnm7hdlbjjuezgfkz3w,1,40.7,33.1,2022-11-12T15:03:06.762Z,2022-11-15T03:43:52Z,3910455573,212,9.2,3910455577,213,3.5,3917268079,178,,3910455561,56,Back,3910455565,140,32.4,3910455569,141,28.6,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600313,19,1,1,1,52,8xeuwzxnm7hdlbjjuezgfkz3w,1,32.3,28.6,2022-11-12T15:03:08.305Z,2022-11-15T03:43:57Z,3910456049,141,4.0,3910456051,212,19.5,3910456045,56,Back,3910456053,213,4.2,3910456047,140,22.8,3917268083,178,,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600397,20,1,1,1,56,8xeuwzxnm7hdlbjjuezgfkz3w,1,23.8,5.3,2022-11-12T15:03:12.785Z,2022-11-15T03:44:01Z,3910456415,213,2.3,3910456411,141,30.1,3917268095,178,,3910456413,212,23.4,3910456407,56,Back,3910456409,140,8.3,,,,,,,5h89f4rz70l545xkozdp99ck5,A. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600539,21,1,1,1,58,8xeuwzxnm7hdlbjjuezgfkz3w,0,13.6,36.3,2022-11-12T15:03:14.953Z,2022-11-15T03:44:09Z,3917268111,178,,3910457103,157,,3910457111,212,56.2,3910457107,140,63.5,3910457113,213,0.4,3910457105,56,Center,3910457115,1,,3910457109,141,66.1,af0te77bq4mgr7rkkqateiswl,C. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600515,29,44,1,2,1,80jtkz2echk6yyyb9e2595cxr,1,38.2,34.8,2022-11-12T15:03:17.940Z,2022-11-15T09:45:19Z,3910457205,233,22,3910456993,285,,3910456991,56,Back,,,,,,,,,,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600545,22,44,1,2,1,8xeuwzxnm7hdlbjjuezgfkz3w,0,61.8,65.2,2022-11-12T15:03:17.941Z,2022-11-15T03:44:17Z,3910457163,286,,3910457161,56,Center,3910457243,233,29,,,,,,,,,,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
