id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2506280727,7,1,1,0,21,8b523ujgl21tbc01me65q0aoh,0,35.8,94.8,2023-02-11T15:04:04.655Z,2023-02-14T08:09:33Z,4024646541,212,13.8,4024646537,140,48.3,4024646533,3,,4024646543,213,0.3,4024646539,141,100.0,4031866449,388,,4024646535,56,Back,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280759,5,5,1,0,23,1musyruv2ufjrjnj6gvdbr8kt,1,49.4,-1.5,2023-02-11T15:04:06.452Z,2023-02-14T08:09:36Z,4024646673,347,,4024646669,56,Back,4024646751,233,8,,,,,,,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280735,8,5,1,0,23,8b523ujgl21tbc01me65q0aoh,0,50.6,101.5,2023-02-11T15:04:06.452Z,2023-02-14T08:09:36Z,4024646567,347,,4024646565,56,Left,4024646797,233,5,,,,,,,,,,,,,,,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280855,6,1,1,0,27,1musyruv2ufjrjnj6gvdbr8kt,0,47.2,0,2023-02-11T15:04:10.120Z,2023-02-14T08:09:40Z,4024647267,213,0.5,4024647257,140,64.9,4024647265,212,21.3,4024647255,56,Right,4024647261,141,13.4,4024647251,107,,,,,,,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280905,9,1,1,0,28,8b523ujgl21tbc01me65q0aoh,0,41.5,85,2023-02-11T15:04:11.871Z,2023-02-14T08:09:48Z,4031866529,388,,4024647493,213,1.0,4024647483,3,,4024647489,141,100.0,4024647485,56,Back,4024647491,212,12.4,4024647487,140,48.1,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281067,7,5,1,0,30,1musyruv2ufjrjnj6gvdbr8kt,1,53,-1,2023-02-11T15:04:13.808Z,2023-02-14T08:09:52Z,4024648305,56,Right,4024648307,347,,4024648429,233,10,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280913,10,5,1,0,30,8b523ujgl21tbc01me65q0aoh,0,47,101,2023-02-11T15:04:13.808Z,2023-02-14T08:09:52Z,4024648475,233,7,4024647541,347,,4024647537,56,Back,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281221,8,1,1,0,38,1musyruv2ufjrjnj6gvdbr8kt,1,56.1,0,2023-02-11T15:04:20.979Z,2023-02-14T08:09:56Z,4024648975,213,0.8,4024648965,107,,4024648969,140,64.3,4024648973,212,12.1,4024648967,56,Right,4024648971,141,10.4,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281263,9,1,1,0,38,1musyruv2ufjrjnj6gvdbr8kt,1,64.3,10.4,2023-02-11T15:04:21.799Z,2023-02-14T08:10:00Z,4024649201,212,8.9,4024649189,56,Right,4031866599,178,,4024649197,141,2.8,4024649205,213,3.8,4024649193,140,57.4,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281313,10,1,1,0,40,1musyruv2ufjrjnj6gvdbr8kt,1,57.1,4.1,2023-02-11T15:04:23.683Z,2023-02-14T08:10:05Z,4031866641,178,,4024649479,140,39.5,4024649485,213,3.1,4024649477,56,Back,4024649483,212,18.5,4024649481,141,6.2,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281493,11,1,1,0,42,1musyruv2ufjrjnj6gvdbr8kt,1,40.4,7.3,2023-02-11T15:04:25.278Z,2023-02-14T08:10:10Z,4024650359,140,26.6,4031866673,178,,4024650365,213,2.4,4024650357,56,Back,4024650363,212,20.6,4024650361,141,28.8,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281573,12,1,1,0,45,1musyruv2ufjrjnj6gvdbr8kt,0,23,8.5,2023-02-11T15:04:28.333Z,2023-02-14T08:10:16Z,4031866715,178,,4024650749,56,Back,4024650759,213,6.0,4024650753,141,0.0,4024650757,212,26.2,4030895541,155,,4024650751,140,47.0,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281795,11,5,1,0,47,8b523ujgl21tbc01me65q0aoh,1,50,101.8,2023-02-11T15:04:30.510Z,2023-02-14T08:10:19Z,4024651709,56,Left,4024651711,347,,4024651767,233,13,,,,,,,,,,,,,,,,1uyg5c61jzqickqaegb07yk15,G. Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281583,13,5,1,0,47,1musyruv2ufjrjnj6gvdbr8kt,0,50,-1.8,2023-02-11T15:04:30.510Z,2023-02-14T08:10:19Z,4024651819,233,11,4024650807,56,Right,4024650809,347,,,,,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281887,12,1,1,0,52,8b523ujgl21tbc01me65q0aoh,1,46.9,100,2023-02-11T15:04:35.911Z,2023-02-14T08:10:24Z,4024652181,212,21.5,4024652183,213,3.4,4024652177,140,27.3,4024652173,107,,4024652185,1,,4024652179,141,92.7,4024652175,56,Back,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282011,13,1,1,0,55,8b523ujgl21tbc01me65q0aoh,1,27.1,92.4,2023-02-11T15:04:38.549Z,2023-02-14T08:10:29Z,4031866797,178,,4024652839,56,Back,4024652845,212,33.5,4024652849,1,,4024652841,140,7.9,4024652847,213,4.1,4024652843,141,53.1,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282187,14,1,1,0,59,8b523ujgl21tbc01me65q0aoh,1,7.9,53.1,2023-02-11T15:04:42.654Z,2023-02-14T08:10:34Z,4024653749,141,5.6,4024653745,56,Back,4024653755,1,,4031866837,178,,4024653751,212,47.8,4024653743,155,,4024653753,213,5.5,4024653747,140,41.4,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282337,15,1,1,1,5,8b523ujgl21tbc01me65q0aoh,1,40.1,5.6,2023-02-11T15:04:48.039Z,2023-02-14T08:10:40Z,4031866865,178,,4024654405,212,23.6,4024654399,56,Back,4024654401,140,19.6,4024654403,141,19.7,4024654407,213,2.7,,,,,,,b7yfyzrvj7yjo48pu8faqnvft,H. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282461,16,1,1,1,8,8b523ujgl21tbc01me65q0aoh,0,19.6,19.7,2023-02-11T15:04:51.486Z,2023-02-14T08:10:44Z,4031866903,178,,4024654921,141,17.3,4024654925,212,52.0,4024654913,56,Right,4024654929,213,6.3,4024654917,140,69.1,4024654931,1,,4024654911,155,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282515,14,1,1,1,11,1musyruv2ufjrjnj6gvdbr8kt,0,31.3,72.6,2023-02-11T15:04:54.260Z,2023-02-14T08:10:59Z,4024655195,140,39.6,4024655199,212,10.3,4031866983,388,,4024655191,3,,4024655193,56,Back,4024655197,141,64.6,4024655203,213,5.7,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282551,17,61,1,1,12,8b523ujgl21tbc01me65q0aoh,0,61.3,20.1,2023-02-11T15:04:55.688Z,2023-02-14T08:11:54Z,4031867279,178,,4024655359,56,Right,,,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282651,15,1,1,1,13,1musyruv2ufjrjnj6gvdbr8kt,1,32.9,59.4,2023-02-11T15:04:56.909Z,2023-02-14T08:11:59Z,4024655773,213,0.3,4024655761,56,Back,4024655763,140,38.1,4031867309,178,,4024655767,141,62.0,4024655769,212,5.7,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282715,16,1,1,1,14,1musyruv2ufjrjnj6gvdbr8kt,1,38.2,62,2023-02-11T15:04:57.557Z,2023-02-14T08:12:06Z,4024656063,140,31.5,4031867361,178,,4024656067,212,11.2,4024656061,56,Back,4024656069,213,4.0,4024656065,141,49.1,4024656059,3,,,,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282801,17,2,1,1,16,1musyruv2ufjrjnj6gvdbr8kt,1,31.2,47.8,2023-02-11T15:04:59.188Z,2023-02-14T08:12:11Z,4031867399,178,,4024657679,7,4l7yeuoabotmlfo5n719msrmd,4024656521,56,Center,4024656525,141,51.8,4024656523,140,50.5,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282961,18,55,1,1,16,8b523ujgl21tbc01me65q0aoh,1,40.4,60.5,2023-02-11T15:04:59.189Z,2023-02-14T08:12:12Z,,,,,,,,,,,,,,,,,,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282829,18,43,1,1,19,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-02-11T15:05:02.661Z,2023-02-11T15:05:07Z,4024656661,212,13.3,4024656659,141,37.9,4024656649,168,0,4024656653,56,Center,4024656663,213,5.5,4024657523,144,1,4024656647,3,0,4024656657,140,59.4,4l7yeuoabotmlfo5n719msrmd,J. Windass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506283875,19,1,1,1,42,8b523ujgl21tbc01me65q0aoh,1,39,61.5,2023-02-11T15:05:25.740Z,2023-02-14T08:12:17Z,4024662045,5,,4024662059,141,21.3,4031867459,178,,4024662049,241,,4024662057,140,39.9,4024662063,213,4.7,4024662053,56,Back,4024662061,212,27.4,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506283929,20,1,1,1,45,8b523ujgl21tbc01me65q0aoh,1,39.9,21.3,2023-02-11T15:05:28.155Z,2023-02-14T08:12:21Z,4024662271,140,48.6,4031867487,178,,4024662277,213,0.9,4024662273,141,39.2,4024662269,56,Back,4024662275,212,15.2,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284009,21,1,1,1,47,8b523ujgl21tbc01me65q0aoh,1,48.6,39.2,2023-02-11T15:05:30.413Z,2023-02-14T08:12:25Z,4024662689,213,5.7,4024662677,56,Center,4024662683,141,21.2,4024662685,212,21.6,4031867523,178,,4024662681,140,65.6,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284125,22,1,1,1,48,8b523ujgl21tbc01me65q0aoh,1,65.6,21.2,2023-02-11T15:05:31.265Z,2023-02-14T08:12:31Z,4031867557,178,,4024663247,213,0.8,4024663243,141,33.4,4024663245,212,11.2,4024663239,140,72.8,4024663235,56,Center,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284207,23,3,1,1,50,8b523ujgl21tbc01me65q0aoh,0,71,32.8,2023-02-11T15:05:33.870Z,2023-02-14T08:12:40Z,4024663651,286,,4030897221,465,,4024663705,211,,4031867659,178,,4024663649,56,Center,,,,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284329,19,1,1,1,52,1musyruv2ufjrjnj6gvdbr8kt,1,22.5,57.6,2023-02-11T15:05:35.669Z,2023-02-14T08:12:44Z,4030897303,1,,4024664363,140,47.2,4031867697,178,,4024664367,212,30.0,4030897301,157,,4024664361,56,Back,4024664365,141,79.7,4024664369,213,0.5,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284347,20,49,1,1,54,1musyruv2ufjrjnj6gvdbr8kt,1,47.1,82.4,2023-02-11T15:05:37.381Z,2023-02-14T08:44:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284499,21,1,1,1,57,1musyruv2ufjrjnj6gvdbr8kt,1,46.7,87.4,2023-02-11T15:05:40.491Z,2023-02-14T08:12:53Z,4031867793,178,,4024665227,140,26.0,4024665233,213,3.3,4024665231,212,22.0,4024665225,56,Back,4024665229,141,82.6,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284545,22,1,1,1,59,1musyruv2ufjrjnj6gvdbr8kt,0,27.5,82.7,2023-02-11T15:05:42.251Z,2023-02-14T08:12:58Z,4024665459,56,Center,4024665465,212,42.5,4031867865,178,,4024665461,140,67.8,4024665457,155,,4024665467,213,6.2,4024665471,1,,4024665463,141,76.3,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284611,24,1,1,2,1,8b523ujgl21tbc01me65q0aoh,0,35,21.8,2023-02-11T15:05:44.725Z,2023-02-14T08:13:04Z,4031867923,178,,4024665791,140,44.6,4024665799,212,18.8,4024665795,141,0.0,4024665787,56,Back,4024665801,213,5.3,4024665783,3,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285269,23,5,1,2,4,1musyruv2ufjrjnj6gvdbr8kt,1,60.8,101.6,2023-02-11T15:05:46.957Z,2023-02-14T08:13:11Z,4024669229,233,25,4024669173,56,Left,4024669177,347,,,,,,,,,,,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284631,25,5,1,2,4,8b523ujgl21tbc01me65q0aoh,0,39.2,-1.6,2023-02-11T15:05:46.957Z,2023-02-14T08:13:11Z,4024665893,347,,4024669243,233,23,4024665889,56,Back,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285335,24,1,1,2,19,1musyruv2ufjrjnj6gvdbr8kt,1,68.9,100,2023-02-11T15:06:02.052Z,2023-02-14T08:13:15Z,4024669491,213,4.9,4024669485,140,71.3,4024669489,212,12.6,4024669481,107,,4024669487,141,83.2,4024669483,56,Left,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285401,25,1,1,2,20,1musyruv2ufjrjnj6gvdbr8kt,1,71.3,83.2,2023-02-11T15:06:02.956Z,2023-02-14T08:13:18Z,4024669837,213,2.2,4030897675,156,,4024669831,141,94.2,4024669835,212,9.0,4024669827,140,66.6,4031868115,178,,4024669823,56,Left,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285423,26,1,1,2,21,1musyruv2ufjrjnj6gvdbr8kt,0,66.7,94.4,2023-02-11T15:06:04.211Z,2023-02-14T08:13:21Z,4024669917,140,62.9,4024669915,56,Left,4024669923,213,4.2,4024669919,141,83.5,4031868127,178,,4024669921,212,8.4,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285473,26,43,1,2,22,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-02-11T15:06:05.023Z,2023-02-13T14:12:24Z,4030897829,144,74,4024670325,233,26,4024670163,56,Back,4024670165,285,0,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285531,27,1,1,2,22,8b523ujgl21tbc01me65q0aoh,0,37.7,15.2,2023-02-11T15:06:05.312Z,2023-02-14T08:13:32Z,4024670465,212,6.5,4031868191,178,,4024670459,56,Back,4024670461,140,43.9,4024670467,213,6.2,4024670463,141,14.7,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285713,27,1,1,2,23,1musyruv2ufjrjnj6gvdbr8kt,1,57,86.2,2023-02-11T15:06:06.923Z,2023-02-14T08:13:37Z,4031868239,178,,4024671381,157,,4024671383,56,Center,4024671387,141,65.8,4024671393,1,,4024671389,212,21.5,4024671385,140,72.6,4024671391,213,5.6,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285729,28,44,1,2,28,1musyruv2ufjrjnj6gvdbr8kt,1,71.4,67.1,2023-02-11T15:06:11.219Z,2023-02-14T11:39:31Z,4024675669,233,29,4024671469,56,Center,4024671473,286,,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506286321,29,44,1,2,28,8b523ujgl21tbc01me65q0aoh,0,28.6,32.9,2023-02-11T15:06:11.220Z,2023-02-14T08:13:42Z,4024675737,233,28,4024674507,56,Back,4024674509,285,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506285749,29,1,1,2,28,1musyruv2ufjrjnj6gvdbr8kt,0,73.5,67.3,2023-02-11T15:06:11.265Z,2023-02-14T11:39:31Z,4031868295,388,,4024671579,212,7.4,4024671575,140,67.5,4024671571,3,,4024671581,213,3.7,4024671573,56,Center,4024671577,141,61.5,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
