id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,keyPass
2518278639,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-03-11T14:15:45.094Z,2023-03-11T15:09:23Z,4088028789,194,bsrhtxhpnlxho2o4zvli5qmeh,4088028781,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4088028791,197,18076,4088028783,59,"13, 2, 16, 8, 5, 4, 17, 14, 39, 33, 11, 3, 18, 21, 22, 25, 27, 30",4088028779,30,"3oyhjrd1ohnwf1x3d65997xzp, 50c2v0l2cmkh82vso5tnjv3yt, 987r1vdgx95x30elzrisjrzs9, 3jzhwh7lq7xzcz7clm28h0mvp, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, 6fphke4c1tsj6xvvp7aki65sl, 8olbkp9lqy3em5s9h7a4aod4a, 3cy13tw0tdconbwzlwteg6xas, cz30ywnq6p6dig7x3hu6h7cnp, 8g19rw3eni5p8jt5v1j9skwdl, 7cznyew8xg3fxfqeexid7pxt6, 50flg4aoq4l0glnh61yzngc7p, exrh01dw52b651aet2am7v015, 33ci88veciqvd4w5y145dyooa, 5rmk7be4cd9cg1c9re06r1r3e, uluqgj69z6yunsl8m505lyi, 1lu7wsceoivdbsvqanykrr07p",4088028787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4088028793,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088028785,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518278655,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-11T14:15:45.936Z,2023-03-11T14:43:37Z,4088028883,194,6kz7c7i4wzph7qlzi9nzt266t,4088028873,30,"2xd9g0s3888o99iq0eb5j6ead, akatb6qaa078a72zvl8gapoiy, ebsspe8jslej9a253w4xpf55h, 8y3obwxpwckjfl7hkrrg97sgl, 6kz7c7i4wzph7qlzi9nzt266t, 69lg8jmug501h6biol5itk02y, e2sj7bhk2s9du1bs1vza1b4k5, 8thtb5uqqv63f880cwhpc5zv9, a64e8yqggr7fmtdlyr9v80yxh, 85vh43wsin67z2dj0iod12fop, 13squddw07mvcu7mo6xk5mjqi, ddc712ebtmrrpvj4shekecus5, bwu80wn3lca4x2txuelku0a21, h4x8lz5ou8esdao80mvls9yi, e01znd47zh4hk0g8jx67wzl9m, 6kxph7ulzz58v8tm3aaomy1ka, 6ge15340tp9n57m88z6rli6i2, 535ecbyyd28elesvxtvbxurpx",4088028881,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4088028879,130,8,4088028875,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4088028887,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088028877,59,"1, 34, 3, 4, 33, 6, 11, 12, 9, 17, 22, 7, 8, 15, 16, 18, 23, 32",4088028885,197,13091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322037,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-03-11T15:01:00.310Z,2023-03-13T21:57:07Z,4088252161,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322017,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-11T15:01:00.310Z,2023-03-11T15:01:00Z,4088252091,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322125,3,1,1,0,0,3ptd7zlc5isrongig0wij2id4,1,49.9,50.7,2023-03-11T15:01:00.430Z,2023-03-14T11:19:17Z,4097640899,178,,4088252531,140,27.5,4088252529,56,Back,4088252539,279,S,4088252535,212,23.5,4088252537,213,3.1,4088252533,141,50.6,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322181,4,1,1,0,2,3ptd7zlc5isrongig0wij2id4,1,32.9,49.1,2023-03-11T15:01:02.854Z,2023-03-14T11:19:20Z,4088252781,141,84.7,4088252775,155,,4088252777,56,Left,4097640999,178,,4088252783,212,38.6,4088252779,140,61.5,4088252787,1,,4088252785,213,0.7,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322199,5,44,1,0,5,3ptd7zlc5isrongig0wij2id4,1,62.4,86.2,2023-03-11T15:01:05.440Z,2023-03-14T12:26:34Z,4088252865,56,Left,4088252879,233,3,4088252869,286,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322171,3,44,1,0,5,ahm0t06rup1bkd9z0mxl2lmph,0,37.6,13.8,2023-03-11T15:01:05.441Z,2023-03-14T11:19:31Z,4088252735,285,,4088252935,233,5,4088252731,56,Back,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322215,6,1,1,0,5,3ptd7zlc5isrongig0wij2id4,0,61.5,84.7,2023-03-11T15:01:05.476Z,2023-03-14T12:26:34Z,4088252975,141,81.2,4088252977,212,23.0,4088252973,140,83.3,4097641519,388,,4088252971,56,Left,4088252969,3,,4088252979,213,6.2,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322225,4,1,1,0,5,ahm0t06rup1bkd9z0mxl2lmph,0,31.9,12.2,2023-03-11T15:01:06.299Z,2023-03-14T11:19:45Z,4088253021,56,Back,4088253029,213,0.2,4088253023,140,39.6,4097641837,388,,4088253019,3,,4088253025,141,14.6,4088253027,212,8.2,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
