id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/20/value
2497215457,8,49,1,0,21,5qwskbjpa17fvmtuu5qijy7cz,1,27.8,33.4,2023-01-14T15:02:10.854Z,2023-01-16T09:41:05Z,,,,,,,,,,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214093,6,1,1,0,21,5qwskbjpa17fvmtuu5qijy7cz,0,30.6,39.5,2023-01-14T15:02:10.934Z,2023-01-16T09:41:10Z,3977041553,155,,3977041557,140,40.0,3977041561,212,11.2,3977041555,56,Back,3981120665,178,,3977041563,213,5.8,3977041559,141,31.6,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215415,6,68,1,1,8,5pfqedkme2kabtqhkln35pf3l,0,0,0,2023-01-14T15:02:57.288Z,2023-01-16T09:41:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215425,7,68,1,1,8,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-01-14T15:02:57.728Z,2023-01-16T09:41:19Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215595,9,1,1,1,9,5qwskbjpa17fvmtuu5qijy7cz,0,27.8,33.4,2023-01-14T15:02:58.608Z,2023-01-16T09:41:23Z,3977049173,212,35.4,3977049165,56,Right,3977049171,141,0.0,3977049177,1,,3977049175,213,5.5,3980278913,157,,3977049167,140,52.7,3981120825,178,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215941,7,5,1,1,13,5pfqedkme2kabtqhkln35pf3l,1,44.2,101.5,2023-01-14T15:03:02.678Z,2023-01-16T09:41:33Z,3977050925,347,,3977050957,233,10,3977050921,56,Back,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215601,10,5,1,1,13,5qwskbjpa17fvmtuu5qijy7cz,0,55.8,-1.5,2023-01-14T15:03:02.678Z,2023-01-16T09:41:33Z,3977050985,233,7,3977049209,347,,3977049207,56,Right,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216049,8,1,1,1,24,5pfqedkme2kabtqhkln35pf3l,1,41.2,100,2023-01-14T15:03:13.649Z,2023-01-16T09:42:23Z,3977051515,56,Left,3977051519,141,94.5,3977051521,212,16.3,3977051513,107,,3977051523,213,6.0,3977051517,140,56.1,,,,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497979957,899,43,1,1,26,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-01-14T15:03:15.229Z,2023-01-16T10:10:47Z,3981137209,144,67,3981136923,233,721,,,,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497980029,900,67,1,1,26,5pfqedkme2kabtqhkln35pf3l,1,60.1,90,2023-01-14T15:03:15.229Z,2023-01-17T05:15:31Z,3981137441,233,722,,,,,,,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497979953,721,43,1,1,26,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-01-14T15:03:15.230Z,2023-01-16T10:10:46Z,3981136931,233,899,3981137191,144,67,,,,,,,,,,,,,,,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497980023,722,67,1,1,26,5qwskbjpa17fvmtuu5qijy7cz,0,39.9,10,2023-01-14T15:03:15.230Z,2023-01-16T10:10:56Z,3981137453,233,900,,,,,,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216055,9,61,1,1,26,5pfqedkme2kabtqhkln35pf3l,0,56.1,94.5,2023-01-14T15:03:15.231Z,2023-01-17T05:15:31Z,3977051555,56,Left,3981121713,178,,,,,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216143,11,1,1,1,27,5qwskbjpa17fvmtuu5qijy7cz,1,32.4,24.6,2023-01-14T15:03:16.760Z,2023-01-16T09:42:36Z,3977052007,3,,3977052025,212,10.5,3977052027,213,5.2,3981121749,388,,3977052021,141,10.9,3977052011,56,Back,3977052017,140,37.1,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216159,12,44,1,1,28,5qwskbjpa17fvmtuu5qijy7cz,1,39.8,9.3,2023-01-14T15:03:18.002Z,2023-01-17T05:15:32Z,3977052159,233,10,3977052099,56,Back,3977052101,285,,,,,,,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216121,10,44,1,1,28,5pfqedkme2kabtqhkln35pf3l,0,60.2,90.7,2023-01-14T15:03:18.003Z,2023-01-16T09:42:40Z,3977052213,233,12,3977051893,286,,3977051891,56,Left,,,,,,,,,,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216189,13,1,1,1,28,5qwskbjpa17fvmtuu5qijy7cz,0,35.3,11.9,2023-01-14T15:03:18.082Z,2023-01-17T05:15:32Z,3977052273,56,Back,3977052281,213,0.1,3977052277,141,13.4,3977052271,3,,3981121869,388,,3977052275,140,44.4,3977052279,212,9.6,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216183,11,1,1,1,30,5pfqedkme2kabtqhkln35pf3l,0,52.5,93.5,2023-01-14T15:03:19.172Z,2023-01-16T09:42:54Z,3977052239,141,95.0,3977052235,56,Left,3977052237,140,62.8,3977052243,212,10.9,3977052233,3,,3977052247,213,0.1,3981121931,178,,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216279,14,1,1,1,31,5qwskbjpa17fvmtuu5qijy7cz,0,36.1,16.7,2023-01-14T15:03:20.722Z,2023-01-16T09:42:59Z,3977052715,141,0.0,3981121979,388,,3977052719,213,5.9,3977052709,3,,3977052713,140,63.6,3977052711,56,Right,3977052717,212,31.4,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216801,12,5,1,1,34,5pfqedkme2kabtqhkln35pf3l,1,38.4,101.4,2023-01-14T15:03:23.462Z,2023-01-16T09:43:26Z,3977055405,56,Back,3977055441,233,15,3977055409,347,,,,,,,,,,,,,,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216283,15,5,1,1,34,5qwskbjpa17fvmtuu5qijy7cz,0,61.6,-1.4,2023-01-14T15:03:23.462Z,2023-01-16T09:43:26Z,3977052751,347,,3977055485,233,12,3977052745,56,Right,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216919,13,1,1,1,51,5pfqedkme2kabtqhkln35pf3l,1,40.4,100,2023-01-14T15:03:40.522Z,2023-01-16T09:43:30Z,3977056099,212,15.5,3977056095,140,54.6,3977056101,213,6.0,3977056097,141,95.1,3977056091,107,,3977056093,56,Left,,,,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497980129,901,67,1,1,52,5pfqedkme2kabtqhkln35pf3l,1,55.6,90.8,2023-01-14T15:03:42.093Z,2023-01-17T05:15:32Z,3981138251,233,723,,,,,,,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497980125,723,67,1,1,52,5qwskbjpa17fvmtuu5qijy7cz,0,44.4,9.2,2023-01-14T15:03:42.094Z,2023-01-16T10:11:42Z,3981138267,233,901,,,,,,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216969,14,1,1,1,52,5pfqedkme2kabtqhkln35pf3l,0,54.6,95.1,2023-01-14T15:03:42.112Z,2023-01-17T05:15:33Z,3977056399,155,,3977056403,140,70.5,3977056401,56,Left,3977056407,141,96.5,3977056413,213,0.1,3981122261,178,,3977056409,212,16.7,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217089,17,1,1,1,57,5qwskbjpa17fvmtuu5qijy7cz,0,27.9,9.1,2023-01-14T15:03:46.223Z,2023-01-16T09:43:43Z,3977057173,212,8.7,3977057169,140,32.4,3977057171,141,0.0,3977057163,3,,3977057175,213,5.3,3977057167,56,Back,3981122291,388,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217007,16,43,1,1,57,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-01-14T15:03:46.903Z,2023-01-15T16:39:32Z,3977056661,56,Back,3980281805,144,61,,,,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217273,15,5,1,1,59,5pfqedkme2kabtqhkln35pf3l,1,68.9,101.8,2023-01-14T15:03:48.343Z,2023-01-16T09:43:51Z,3977058107,347,,3977058147,233,18,3977058105,56,Left,,,,,,,,,,,,,,,,5pafzbbuucga9ut20l6ckj7u2,J. Coburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217099,18,5,1,1,59,5qwskbjpa17fvmtuu5qijy7cz,0,31.1,-1.8,2023-01-14T15:03:48.343Z,2023-01-16T09:43:51Z,3977058169,233,15,3977057221,56,Back,3977057223,347,,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217423,16,1,1,2,6,5pfqedkme2kabtqhkln35pf3l,1,68.5,100,2023-01-14T15:03:56.074Z,2023-01-16T09:43:55Z,3977058847,213,3.8,3977058833,140,62.8,3977058843,212,7.5,3977058837,141,95.0,3977058829,56,Left,3977058825,107,,,,,,,,c651trgr0pihuppxxd31z6go9,J. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217505,17,1,1,2,11,5pfqedkme2kabtqhkln35pf3l,1,58.6,96.5,2023-01-14T15:04:00.743Z,2023-01-16T09:44:14Z,3977059315,141,67.0,3977059319,213,3.9,3981122491,178,,3977059313,140,37.0,3977059311,56,Back,3977059317,212,30.3,,,,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217639,18,1,1,2,14,5pfqedkme2kabtqhkln35pf3l,1,35.7,63.7,2023-01-14T15:04:03.875Z,2023-01-16T09:44:18Z,3977060025,212,21.2,3977060019,56,Back,3977060021,140,23.8,3977060027,213,4.1,3981122523,178,,3977060023,141,38.5,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217707,19,1,1,2,17,5pfqedkme2kabtqhkln35pf3l,0,23.7,36.3,2023-01-14T15:04:06.854Z,2023-01-16T09:44:21Z,3977060403,56,Center,3977060401,155,,3977060407,141,59.6,3977060405,140,60.6,3977060411,213,0.4,3977060413,1,,3981122571,178,,3977060409,212,41.9,byo7r7emgxz5oiauh2z75vpp1,J. Belshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217877,19,1,1,2,20,5qwskbjpa17fvmtuu5qijy7cz,1,33.6,37,2023-01-14T15:04:09.174Z,2023-01-16T09:44:26Z,3977061307,56,Back,3977061329,213,0.2,3977061325,212,14.1,3977061319,141,41.8,3981122601,388,,3977061313,140,46.7,3977061299,3,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217893,20,4,1,2,22,5qwskbjpa17fvmtuu5qijy7cz,1,47.2,43.4,2023-01-14T15:04:11.894Z,2023-01-16T09:44:33Z,3977061461,294,,3977061611,233,20,3977061459,13,,3977061471,286,,3977061469,152,,3977061465,56,Back,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497217905,20,4,1,2,22,5pfqedkme2kabtqhkln35pf3l,0,52.8,56.6,2023-01-14T15:04:11.895Z,2023-01-16T09:44:33Z,3977061535,294,,3977061641,233,20,3981122661,388,,3977061539,152,,3977061533,13,,3977061541,285,,3977061537,56,Center,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218839,21,1,1,2,52,5qwskbjpa17fvmtuu5qijy7cz,1,45.7,42.7,2023-01-14T15:04:41.317Z,2023-01-16T09:44:36Z,3977066653,141,4.9,3977066645,155,,3977066657,212,52.8,3977066651,140,89.6,3977066649,56,Right,3981122683,178,,3977066661,213,5.8,3977066643,5,,dzitwscdk6ogkf6bstbrik53p,S. McConville,3977066663,1,3977066647,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218903,22,3,1,2,58,5qwskbjpa17fvmtuu5qijy7cz,0,90.7,4.6,2023-01-14T15:04:47.398Z,2023-01-16T09:44:41Z,3977067075,211,,3977067059,56,Right,3981122705,178,,3980284341,465,,3977067061,286,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218821,21,43,1,2,59,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-01-14T15:04:48.442Z,2023-01-14T15:04:55Z,3977067717,144,45,3977066549,285,0,3977066547,56,Back,,,,,,,,,,,,,,,,9s6ec1a12gozqwjlsyo7y8gr9,S. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497980495,906,67,1,3,0,5pfqedkme2kabtqhkln35pf3l,1,5.1,77.5,2023-01-14T15:04:49.486Z,2023-01-17T05:15:33Z,3981141035,233,727,,,,,,,,,,,,,,,,,,,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497980493,727,67,1,3,0,5qwskbjpa17fvmtuu5qijy7cz,0,94.9,22.5,2023-01-14T15:04:49.487Z,2023-01-16T10:13:36Z,3981141039,233,906,,,,,,,,,,,,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218959,22,12,1,3,0,5pfqedkme2kabtqhkln35pf3l,1,4.9,80,2023-01-14T15:04:49.509Z,2023-01-17T05:15:34Z,3981122769,178,,3977067377,56,Back,3977067379,140,5.7,3977067385,213,1.1,3980500635,233,23,3977067381,141,82.7,3977067383,212,2.0,3980283953,397,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497218979,23,74,1,3,0,5qwskbjpa17fvmtuu5qijy7cz,1,93.8,17.1,2023-01-14T15:04:49.519Z,2023-01-16T09:44:53Z,3980283849,397,,3981122781,178,,3977067489,56,Right,3980500641,233,22,3977067491,285,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497219049,23,5,1,3,2,5pfqedkme2kabtqhkln35pf3l,1,-0.8,70.7,2023-01-14T15:04:51.588Z,2023-01-16T09:44:59Z,3977067845,346,,3977067925,233,24,3977067843,56,Back,,,,,,,,,,,,,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497219039,24,5,1,3,2,5qwskbjpa17fvmtuu5qijy7cz,0,100.8,29.3,2023-01-14T15:04:51.588Z,2023-01-16T09:44:59Z,3977067953,233,23,3977067805,56,Center,3977067807,346,,,,,,,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497219693,24,1,1,3,24,5pfqedkme2kabtqhkln35pf3l,0,4.1,59,2023-01-14T15:05:13.320Z,2023-01-16T09:45:03Z,3977071173,141,67.5,3977071183,74,,3977071177,213,0.1,3977071169,56,Center,3977071171,140,64.7,3977071175,212,63.9,3977071179,1,,3977071167,124,,byo7r7emgxz5oiauh2z75vpp1,J. Belshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
