id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2531692487,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-10T13:15:24.708Z,2023-04-10T14:05:43Z,4179941125,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4179941129,130,18,4179941135,197,16162,4179941133,194,ekbsso6hq913ss7jerbusyled,4179941137,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179941127,59,"25, 8, 18, 15, 44, 2, 4, 33, 10, 9, 7, 3, 6, 13, 19, 22, 24, 31",4179941123,30,"4c56c2zanbiv8q28f54i5rp3p, 8lvhd97efhjcg03fj1num1bzd, 3fjobcho19bkofw9h042i2v9x, 76tis9hdvmec3jcvgnsf6cdex, 77yt60bz6k3rqv316v9qxxyad, cyrr9517kjkt2l5tuqe966zth, 2gf1wld07zyiuvq7iikfrvoid, 3hq7q7p30s923cbbvw1070lp1, ekbsso6hq913ss7jerbusyled, 583ujnml31x2cnl6jxwnbs2xh, 997jc41apd3dtrwgx79mu67e1, 9r7ngbyjgfukassxtl07wnn55, 4mg6kr1jernr98unfp5p8shqt, btey8i9vnkak8ww7diqnb8lat, 94opm6ljk3l7yqa2rzwq2gw6h, 2nm6gmvnf6bmqpgd286p3yeqc, 1szy525fae134zxfbt7vyw991, 24g3kj5853y2af5ncqhwlfbp",4179941131,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531692511,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-10T13:15:25.492Z,2023-04-12T11:50:59Z,4179941315,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179941301,30,"3wew9tjsjrsoyioiuzd7ve356, 2asjeedy6igcuixqktdmk5k2x, 4eyngv286u5zbtppuih1g67s9, 7d9la6gbbobi9yie2ejf9uj1l, a2g77lv071rnz76ujh30364tl, 74x5iaolqfr7r3on2uuriooyy, 4m5w23fmydm3or1ff42hgeqne, 6ipjgy0ewyx7mnmolu0pp0mw9, f4ef7in4fxoylsy29anhgqep5, dzitwscdk6ogkf6bstbrik53p, 7uhajc3suc68vemamuc3dyvp, 8i4qnoil4877e0wpwx3fj5b10, a634junjbgfa84200m3khvw0l, djjkjjtiuwnbaau5lv6iqkwr9, 8w9kh0cuund2pw8wzs0rjrbah, 1vigb3e3dsxufbtvt4ed48e09, 46ums24te70jl5qclztg8xhwp, 1aq6osi0b0c580dlu9ugnjaei",4179941303,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4179941307,130,8,4179941309,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4179941305,59,"1, 2, 15, 4, 16, 34, 18, 6, 20, 11, 7, 8, 9, 12, 14, 17, 19, 40",4179941311,194,dzitwscdk6ogkf6bstbrik53p,4179941313,197,16212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727495,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-04-10T14:01:20.406Z,2023-04-10T14:01:27Z,4180142423,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727469,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-10T14:01:20.406Z,2023-04-12T19:21:36Z,4180142307,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727605,3,1,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,50,50,2023-04-10T14:01:20.535Z,2023-04-12T22:08:47Z,4185112257,178,,4180142945,213,2.9,4180142939,140,38.3,4180142937,56,Back,4180142947,279,S,4180142943,212,12.6,4180142941,141,54.2,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727611,4,1,1,0,2,1musyruv2ufjrjnj6gvdbr8kt,1,39.8,54.6,2023-04-10T14:01:22.650Z,2023-04-12T22:08:51Z,4185112367,178,,4180142979,141,95.7,4180142975,56,Left,4180142983,213,1.0,4180142981,212,32.6,4180142977,140,55.8,4180142985,1,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727671,5,1,1,0,5,1musyruv2ufjrjnj6gvdbr8kt,0,56.6,95.7,2023-04-10T14:01:25.527Z,2023-04-12T22:08:55Z,4180143299,213,6.2,4180143295,141,88.7,4180143301,1,,4180143293,140,92.2,4180143297,212,37.7,4180143291,56,Left,4185112453,178,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532661887,847,67,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,1,6.1,10.8,2023-04-10T14:01:29.300Z,2023-04-13T00:48:06Z,4185142741,233,883,,,,,,,,,,,,,,,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532661885,883,67,1,0,8,1musyruv2ufjrjnj6gvdbr8kt,0,93.9,89.2,2023-04-10T14:01:29.301Z,2023-04-12T22:34:00Z,4185142761,233,847,,,,,,,,,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727681,3,8,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,1,5.4,11.3,2023-04-10T14:01:29.386Z,2023-04-13T00:48:06Z,4180143329,56,Back,4185112825,178,,4184442973,385,,,,,,,,,,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
