id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId
2515036929,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-04T14:15:12.433Z,2023-03-04T14:15:12Z,4070847867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070847863,59,"1, 17, 6, 16, 20, 34, 15, 8, 9, 24, 19, 10, 18, 23, 26, 28, 29, 33",4070847871,197,16276,4070847859,30,"21hyrpedxxu2ilkspxq4uril1, 9ovnysf6fd2ophwdyfznztsk5, 541yhibvfn0fv2izdfudm7651, dlfoufhh8dc14s10vnbjrfvmd, cn988bjn09tb806b05wgp7ys5, 9kacd96xriqrc23e0a8vzov3e, eswokn90i34kdbfvax0y7365l, f4l762ob8j0izfocnmofytcyd, 6d9maq3oecwobp2t2220vf4r9, dgl4fbdrmolqgg0xzejl7ve8l, 33h8s55zcj0j535g2dyz9tnqi, 41cihaqh4lxje5nx17g0rbgt1, 2iy84h1v8wt8l6prv701uohk9, 3zmb22ct3lkf04kbpuxr22hud, 610qf6vm0fsq97hvdcpj4ka95, 5ykgwunfc9pg5iq8h5cihg3xl, a70y8ayeh05hzo5yc8gotsbh0, 2dpsl9g5lkbafz9a389xo9st0",4070847861,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4070847869,194,cn988bjn09tb806b05wgp7ys5,4070847873,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070847865,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515038151,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-03-04T14:16:53.279Z,2023-03-04T14:16:53Z,4070854677,197,4631,4070854673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070854669,59,"1, 28, 7, 6, 21, 23, 24, 4, 14, 9, 10, 2, 8, 15, 18, 25, 27, 42",4070854665,30,"3j589r3jhjkgpxxopsfit7aad, 58yhuku61yc06xpc55v5cdtec, 2oqi7v6d676hbe9i9agdl9ckp, 9c3iyi7y3hdraso115kxmd87p, 6s4sb4st1ploeraxawlckr4r9, asy3qn4557iy3r55yl4v9xj9x, b6ctnwazqrxkw1639gn3vbahh, e3ff2af2lxs0rl8c4r5ns4wd1, 7b7ca1dklnp7reqcs5s4aauei, aral6zvx8qxkfqkqwb7ldfk5x, 5kyyaapya2gv5awlfgckmwpux, 61aryp2zoj2ymcd318t9i70lx, 9mshr96m8q37ng7w30rvhkl3p, bkpr0uwpx5kbu2ms41uxoljah, 4lws9jepuxzs33zbt3w1ff9ih, 886i2kpcsn38tt7wqios1ip5, 2u4m2ja4yhgtqjgwns2om5y7e, c48yjuxzle51y3k7kr1fcyk4q",4070854671,130,18,4070854667,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4070854679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070854675,194,e3ff2af2lxs0rl8c4r5ns4wd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070657,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-04T15:01:05.286Z,2023-03-04T15:01:09Z,4071015199,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070643,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-03-04T15:01:05.286Z,2023-03-07T01:29:59Z,4071015159,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070709,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,50,49.9,2023-03-04T15:01:05.444Z,2023-03-07T12:50:54Z,4071015461,213,3.0,4071015453,140,41.3,4079980433,178,,4071015455,141,51.3,4071015451,56,Back,4071015463,279,S,4071015459,212,9.2,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070769,4,1,1,0,2,80jtkz2echk6yyyb9e2595cxr,0,29.3,59.9,2023-03-04T15:01:07.697Z,2023-03-07T09:42:07Z,4071015783,213,0.1,4071015773,155,,4071015777,140,80.0,4071015785,1,,4071015775,56,Center,4079980511,178,,4071015779,141,69.4,4071015781,212,53.6,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070825,3,1,1,0,5,dmz37633qbsvl7gncq5s51yjw,1,25.9,29.3,2023-03-04T15:01:10.705Z,2023-03-07T09:42:12Z,4071016041,140,47.2,4071016045,212,24.0,4079980617,388,,4071016037,3,,4071016043,141,42.3,4071016047,213,0.4,4071016039,56,Back,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070833,4,49,1,0,7,dmz37633qbsvl7gncq5s51yjw,1,54.2,43.6,2023-03-04T15:01:12.323Z,2023-03-07T09:42:22Z,,,,,,,,,,,,,,,,,,,,,,,,,aral6zvx8qxkfqkqwb7ldfk5x,J. Ironside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070869,5,50,1,0,7,dmz37633qbsvl7gncq5s51yjw,1,47.3,39.6,2023-03-04T15:01:13.205Z,2023-03-07T09:43:23Z,4071016345,233,5,4071016231,286,,4071016227,56,Back,,,,,,,,,,,,,,,,aral6zvx8qxkfqkqwb7ldfk5x,J. Ironside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070883,5,7,1,0,8,80jtkz2echk6yyyb9e2595cxr,0,52.7,60.4,2023-03-04T15:01:13.941Z,2023-03-07T09:43:26Z,4071016291,56,Center,4079982333,178,,4071016293,285,,4078041401,385,,4071016317,233,5,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
