id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2493914359,3,43,1,0,10,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-12-29T19:48:23.135Z,2022-12-29T19:48:34Z,3959694989,144,5,3959694583,56,Back,3959694585,347,0,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914765,5,1,1,0,39,ejm092fnt9zoxbpuklzd52ji8,1,5.4,57.8,2022-12-29T19:48:51.713Z,2022-12-31T12:59:16Z,3959696849,1,,3959696847,213,0.2,3959696839,56,Center,3959696837,124,,3959696845,212,55.8,3959696841,140,57.0,3959696853,74,,3959696843,141,77.5,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914771,6,44,1,0,41,ejm092fnt9zoxbpuklzd52ji8,1,56.3,76.6,2022-12-29T19:48:54.653Z,2023-01-02T07:28:17Z,3959696877,286,,3959696961,233,7,3959696875,56,Center,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914781,7,44,1,0,41,1musyruv2ufjrjnj6gvdbr8kt,0,43.7,23.4,2022-12-29T19:48:54.654Z,2022-12-31T12:59:20Z,3959696945,56,Back,3959696947,285,,3959696991,233,6,,,,,,,,,,,,,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914777,7,1,1,0,41,ejm092fnt9zoxbpuklzd52ji8,0,57,77.5,2022-12-29T19:48:54.706Z,2023-01-02T07:28:18Z,3961856619,388,,3959696923,141,80.3,3959696927,213,0.1,3959696925,212,13.2,3959696921,140,69.4,3959696919,56,Left,3959696917,168,,3959696915,3,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914817,8,49,1,0,43,1musyruv2ufjrjnj6gvdbr8kt,1,33.4,7.6,2022-12-29T19:48:55.903Z,2022-12-31T12:59:28Z,,,,,,,,,,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914871,9,1,1,0,44,1musyruv2ufjrjnj6gvdbr8kt,0,36.4,7.1,2022-12-29T19:48:57.108Z,2022-12-31T12:59:32Z,3959697409,157,,3959697415,141,29.8,3959697421,1,,3959697419,213,0.3,3959697417,212,56.4,3961856757,178,,3959697413,140,88.1,3959697411,56,Center,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914875,8,52,1,0,48,ejm092fnt9zoxbpuklzd52ji8,1,10.9,66.4,2022-12-29T19:49:01.283Z,2022-12-31T12:59:47Z,3961856947,178,,3960626995,377,,,,,,,,,,,,,,,,,,,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914985,9,1,1,0,50,ejm092fnt9zoxbpuklzd52ji8,1,11.1,59.1,2022-12-29T19:49:03.581Z,2022-12-31T12:59:50Z,3959698033,141,92.4,3961856985,178,,3959698031,140,25.7,3959698029,56,Back,3959698027,123,,3959698035,212,27.3,3959698037,213,1.0,,,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915029,10,1,1,0,54,ejm092fnt9zoxbpuklzd52ji8,0,26.9,92.6,2022-12-29T19:49:07.381Z,2022-12-31T12:59:53Z,3959698277,212,42.3,3959698279,213,6.0,3961857019,178,,3959698275,141,78.2,3959698269,155,,3959698271,56,Center,3959698281,1,,3959698273,140,66.1,2uyrcl2hf5xunxm8zm98kh1at,C. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915067,11,1,1,0,57,1musyruv2ufjrjnj6gvdbr8kt,0,37.6,20.3,2022-12-29T19:49:09.780Z,2022-12-31T12:59:57Z,3959698503,141,17.9,3959698501,140,45.3,3959698505,212,8.2,3959698499,56,Back,3959698497,3,,3961857097,388,,3959698507,213,6.1,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915063,11,44,1,0,58,ejm092fnt9zoxbpuklzd52ji8,1,55.6,82.6,2022-12-29T19:49:11.289Z,2023-01-02T07:28:18Z,3959698583,233,12,3959698475,56,Left,3959698477,286,,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915073,12,44,1,0,58,1musyruv2ufjrjnj6gvdbr8kt,0,44.4,17.4,2022-12-29T19:49:11.290Z,2022-12-31T13:00:01Z,3959698673,233,11,3959698547,56,Back,3959698549,285,,,,,,,,,,,,,,,,,7f87a26gzayk0bfzbm42huuw9,F. Dele-Bashiru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915105,12,1,1,0,58,ejm092fnt9zoxbpuklzd52ji8,0,57,83,2022-12-29T19:49:11.347Z,2023-01-02T07:28:18Z,3961857265,388,,3959698689,3,,3959698695,141,83.5,3959698699,213,0.1,3959698697,212,6.2,3959698693,140,62.9,3959698691,56,Left,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915121,13,44,1,1,0,ejm092fnt9zoxbpuklzd52ji8,1,61.8,81.4,2022-12-29T19:49:13.459Z,2023-01-02T07:28:19Z,3959698741,286,,3959698847,233,13,3959698739,56,Left,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915117,13,44,1,1,0,1musyruv2ufjrjnj6gvdbr8kt,0,38.2,18.6,2022-12-29T19:49:13.460Z,2022-12-31T13:00:08Z,3959698831,233,13,3959698727,56,Back,3959698729,285,,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494091069,840,1,1,1,0,ejm092fnt9zoxbpuklzd52ji8,0,65.1,83.3,2022-12-29T19:49:13.549Z,2023-01-02T07:28:19Z,3960627561,212,5.9,3960627553,168,,3960627563,213,0.1,3960627551,3,,3961857677,388,,3960627557,140,70.7,3960627559,141,83.9,3960627555,56,Left,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915131,14,61,1,1,0,1musyruv2ufjrjnj6gvdbr8kt,1,39.4,20.6,2022-12-29T19:49:13.597Z,2022-12-31T13:00:49Z,3961858047,388,,3959698807,56,Back,3961858045,15,,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915143,14,61,1,1,1,ejm092fnt9zoxbpuklzd52ji8,0,63.6,75.9,2022-12-29T19:49:14.472Z,2022-12-31T13:01:16Z,3959698869,56,Center,3961858489,178,,,,,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915165,15,49,1,1,3,1musyruv2ufjrjnj6gvdbr8kt,1,31.2,38.2,2022-12-29T19:49:16.491Z,2022-12-31T13:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915211,16,1,1,1,3,1musyruv2ufjrjnj6gvdbr8kt,1,31.2,38.2,2022-12-29T19:49:16.627Z,2022-12-31T13:01:24Z,3959699239,141,47.9,3959699243,213,2.9,3959699237,140,5.2,3959699235,56,Back,3961858605,178,,3959699241,212,28.1,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915245,17,1,1,1,8,1musyruv2ufjrjnj6gvdbr8kt,0,7,53.1,2022-12-29T19:49:20.924Z,2022-12-31T13:01:27Z,3959699425,213,0.6,3959699413,140,49.1,3959699411,56,Back,3959699429,1,,3959699409,157,,3959699417,141,100.0,3961858653,178,,3959699421,212,55.3,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915327,15,5,1,1,12,ejm092fnt9zoxbpuklzd52ji8,1,53.8,-2,2022-12-29T19:49:25.528Z,2022-12-31T13:01:30Z,3959699887,347,,3959699885,56,Right,3959699931,233,18,,,,,,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915255,18,5,1,1,12,1musyruv2ufjrjnj6gvdbr8kt,0,46.2,102,2022-12-29T19:49:25.528Z,2022-12-31T13:01:30Z,3959699465,56,Back,3959699467,347,,3959699969,233,15,,,,,,,,,,,,,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915365,16,1,1,1,17,ejm092fnt9zoxbpuklzd52ji8,1,56.6,0,2022-12-29T19:49:30.467Z,2022-12-31T13:01:33Z,3959700057,56,Right,3959700065,213,1.0,3959700059,140,60.3,3959700055,107,,3959700063,212,7.2,3959700061,141,7.0,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915377,17,1,1,1,18,ejm092fnt9zoxbpuklzd52ji8,1,60.3,7,2022-12-29T19:49:31.362Z,2022-12-31T13:01:36Z,3959700135,212,14.5,3959700129,56,Back,3959700137,213,3.2,3959700133,141,6.4,3961858797,178,,3959700131,140,46.5,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915441,18,1,1,1,19,ejm092fnt9zoxbpuklzd52ji8,1,46.5,6.4,2022-12-29T19:49:32.675Z,2022-12-31T13:01:40Z,3959700459,140,57.5,3961858841,178,,3959700455,56,Right,3959700467,213,6.2,3959700463,212,11.6,3959700461,141,4.6,3960627755,155,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494330853,917,43,1,1,22,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2022-12-29T19:49:34.957Z,2023-01-02T04:35:47Z,3961894121,399,468486,3963195429,144,83,,,,,,,,,,,,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915455,19,3,1,1,23,ejm092fnt9zoxbpuklzd52ji8,0,64.8,2.8,2022-12-29T19:49:36.434Z,2022-12-31T13:02:08Z,3959700521,56,Right,3959700851,233,19,3959700523,286,,3961859269,178,,3960627777,464,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915499,19,7,1,1,23,1musyruv2ufjrjnj6gvdbr8kt,1,35.2,97.2,2022-12-29T19:49:36.523Z,2022-12-31T13:02:13Z,3960627825,384,,3961859319,178,,3959700773,285,,3959700839,233,19,3959700771,56,Back,,,,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915507,20,49,1,1,24,1musyruv2ufjrjnj6gvdbr8kt,1,40.6,79.7,2022-12-29T19:49:37.625Z,2022-12-31T13:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915515,21,1,1,1,25,1musyruv2ufjrjnj6gvdbr8kt,0,40.6,79.7,2022-12-29T19:49:37.717Z,2022-12-31T13:02:23Z,3959700861,140,51.8,3961859389,178,,3959700863,141,100.0,3959700867,213,0.9,3959700859,56,Left,3959700865,212,19.0,,,,,,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915851,20,5,1,1,27,ejm092fnt9zoxbpuklzd52ji8,1,51.6,-1.6,2022-12-29T19:49:40.486Z,2022-12-31T13:02:25Z,3959702695,347,,3959702693,56,Right,3959702727,233,22,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915521,22,5,1,1,27,1musyruv2ufjrjnj6gvdbr8kt,0,48.4,101.6,2022-12-29T19:49:40.486Z,2022-12-31T13:02:25Z,3959700887,56,Back,3959702757,233,20,3959700891,347,,,,,,,,,,,,,,,,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915891,21,1,1,1,48,ejm092fnt9zoxbpuklzd52ji8,1,52.8,0,2022-12-29T19:50:01.542Z,2022-12-31T13:02:28Z,3959702873,140,65.8,3959702871,56,Right,3959702869,107,,3959702875,141,7.3,3959702877,212,15.0,3959702879,213,0.4,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915921,22,1,1,1,49,ejm092fnt9zoxbpuklzd52ji8,1,65.8,7.3,2022-12-29T19:50:02.540Z,2022-12-31T13:02:32Z,3960627921,156,,3961859455,178,,3959703031,140,47.1,3959703035,141,6.4,3959703027,56,Back,3959703037,212,19.6,3959703039,213,3.2,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915975,23,1,1,1,50,ejm092fnt9zoxbpuklzd52ji8,0,47,6.1,2022-12-29T19:50:03.533Z,2022-12-31T13:02:34Z,3960627987,155,,3959703359,141,34.3,3959703365,1,,3959703355,140,78.3,3959703363,213,0.5,3959703353,56,Center,3959703361,212,38.1,3961859479,178,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915981,23,49,1,1,55,1musyruv2ufjrjnj6gvdbr8kt,1,22.7,60,2022-12-29T19:50:07.743Z,2022-12-31T13:02:39Z,,,,,,,,,,,,,,,,,,,,,,,,,c211o2dh2p85auu0008zjxgix,M. McGuinness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916053,24,1,1,1,58,1musyruv2ufjrjnj6gvdbr8kt,1,21.3,27.3,2022-12-29T19:50:11.433Z,2022-12-31T13:02:45Z,3961859583,178,,3959703773,155,,3959703781,212,33.8,3959703783,213,6.3,3959703775,56,Center,3959703785,1,,3959703779,141,25.9,3959703777,140,53.5,c211o2dh2p85auu0008zjxgix,M. McGuinness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916077,25,1,1,2,0,1musyruv2ufjrjnj6gvdbr8kt,1,53.5,25.9,2022-12-29T19:50:13.579Z,2022-12-31T13:02:49Z,3959703903,56,Back,3959703911,213,3.1,3959703905,140,35.8,3959704923,156,,3959703909,212,18.6,3959703907,141,25.8,3961859617,178,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916113,26,1,1,2,2,1musyruv2ufjrjnj6gvdbr8kt,1,35.8,25.8,2022-12-29T19:50:15.270Z,2023-01-02T04:38:21Z,3959704139,213,5.5,3959704137,212,17.4,3959704135,141,7.1,3959704131,56,Back,3963196693,388,,3959704133,140,47.1,,,,,,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916117,27,61,1,2,5,1musyruv2ufjrjnj6gvdbr8kt,0,47.1,3.5,2022-12-29T19:50:18.150Z,2022-12-31T13:03:05Z,3961859765,178,,3959704161,56,Back,,,,,,,,,,,,,,,,,,,mpzi06x1j85ahwkrbsa20kmi,A. Mighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916333,24,5,1,2,5,ejm092fnt9zoxbpuklzd52ji8,1,55.4,102,2022-12-29T19:50:18.328Z,2022-12-31T13:03:08Z,3959705465,233,28,3959705437,56,Left,3959705439,347,,,,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916137,28,5,1,2,5,1musyruv2ufjrjnj6gvdbr8kt,0,44.6,-2,2022-12-29T19:50:18.328Z,2022-12-31T13:03:08Z,3959705469,233,24,3959704267,56,Back,3959704269,347,,,,,,,,,,,,,,,,,mpzi06x1j85ahwkrbsa20kmi,A. Mighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916387,25,1,1,2,21,ejm092fnt9zoxbpuklzd52ji8,1,59.3,100,2022-12-29T19:50:34.668Z,2022-12-31T13:03:10Z,3959705769,56,Center,3959705767,107,,3959705771,140,54.0,3959705773,141,52.5,3959705779,1,,3959705777,213,4.5,3959705775,212,33.3,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493916441,26,1,1,2,25,ejm092fnt9zoxbpuklzd52ji8,1,53.8,49.7,2022-12-29T19:50:38.357Z,2022-12-31T13:03:14Z,3959706053,212,30.5,3959706051,141,6.8,3959706049,140,62.4,3959706047,56,Right,3959706055,213,5.0,3961859911,178,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
