id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2480119795,7,5,1,0,14,dv9l02o316cd9hbkxaho2u12f,0,85.6,-1.1,2022-10-31T20:00:27.617Z,2022-11-02T20:05:23Z,3887119021,233,4,3887118707,56,Right,3887118709,347,,,,,,,,,,,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480119869,5,1,1,0,26,5g1fnexeromjl0lvnxp8hpnhi,1,23,100,2022-10-31T20:00:39.624Z,2022-11-02T20:05:26Z,3887119097,107,,3887119101,140,37.8,3887121329,189,,3887119109,213,5.8,3887119099,56,Back,3887119103,141,88.4,3887119107,212,17.9,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480119877,6,1,1,0,28,5g1fnexeromjl0lvnxp8hpnhi,1,36.2,90.9,2022-10-31T20:00:41.515Z,2022-11-02T20:05:29Z,3889803467,178,,3887119157,212,15.8,3887119155,141,94.7,3887119153,140,21.4,3887119151,56,Back,3887119159,213,3.0,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480119879,7,1,1,0,29,5g1fnexeromjl0lvnxp8hpnhi,1,15.4,93.6,2022-10-31T20:00:42.549Z,2022-11-02T20:05:32Z,3887119169,141,68.2,3887119171,212,18.6,3887119167,140,21.9,3889803711,178,,3887119175,1,,3887119165,56,Back,3887119163,157,,3887119173,213,5.1,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480570865,792,1,1,0,31,5g1fnexeromjl0lvnxp8hpnhi,0,21.7,68.6,2022-10-31T20:00:45.188Z,2022-11-02T20:05:35Z,3889392069,212,12.1,3889392071,213,0.1,3889392061,3,,3889803915,388,,3889392067,141,70.9,3889392065,140,33.1,3889392063,56,Back,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480119881,8,1,1,0,32,dv9l02o316cd9hbkxaho2u12f,1,74.8,30.6,2022-10-31T20:00:46.257Z,2022-11-02T20:05:44Z,3889804587,388,,3887119181,140,93.7,3887119177,3,,3887119185,212,19.9,3887119183,141,29.4,3887119179,56,Center,3887119187,213,6.2,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480119885,9,49,1,0,36,dv9l02o316cd9hbkxaho2u12f,1,93.7,29.2,2022-10-31T20:00:49.757Z,2022-11-02T20:05:47Z,,,,,,,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480119901,10,1,1,0,36,dv9l02o316cd9hbkxaho2u12f,0,98.3,27.7,2022-10-31T20:00:49.825Z,2022-11-02T20:05:52Z,3887120911,141,42.5,3887120915,213,1.3,3887120913,212,10.5,3889805261,178,,3887119289,56,Center,3887120909,140,100.0,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480119897,8,5,1,0,37,5g1fnexeromjl0lvnxp8hpnhi,1,-1.2,61.2,2022-10-31T20:00:50.361Z,2022-11-02T20:05:56Z,3887119263,346,,3887119261,56,Back,3887119349,233,11,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480119911,11,5,1,0,37,dv9l02o316cd9hbkxaho2u12f,0,101.2,38.8,2022-10-31T20:00:50.361Z,2022-11-02T20:05:55Z,3887119335,346,,3887119333,56,Center,3887119353,233,8,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120023,9,1,1,1,5,5g1fnexeromjl0lvnxp8hpnhi,1,5,63,2022-10-31T20:01:19.149Z,2022-11-02T20:05:59Z,3887119931,141,78.4,3887119927,56,Center,3887119925,124,,3887119929,140,67.6,3887119941,74,,3887119937,1,,3887119935,213,0.2,3887119933,212,66.6,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120031,10,1,1,1,9,5g1fnexeromjl0lvnxp8hpnhi,0,67.6,78.4,2022-10-31T20:01:22.535Z,2022-11-02T20:06:10Z,3887119993,213,4.9,3889806347,388,,3887119989,141,43.9,3887119983,3,,3887119985,56,Center,3887119991,212,23.7,3887119987,140,71.1,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120041,12,49,1,1,11,dv9l02o316cd9hbkxaho2u12f,1,31.8,61.4,2022-10-31T20:01:25.088Z,2022-11-02T20:06:15Z,,,,,,,,,,,,,,,,,,,,,,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120059,13,1,1,1,11,dv9l02o316cd9hbkxaho2u12f,0,31.8,61.4,2022-10-31T20:01:25.176Z,2022-11-02T20:06:19Z,3887120117,213,5.7,3887120109,56,Right,3887120113,141,10.0,3887120115,212,60.1,3887120119,1,,3887120107,157,,3889807485,178,,3887120111,140,78.4,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120065,11,12,1,1,16,5g1fnexeromjl0lvnxp8hpnhi,1,28.5,91.5,2022-10-31T20:01:29.338Z,2022-11-02T20:06:24Z,3889807803,178,,3887120151,141,100.0,3889394281,167,,3887120149,140,28.5,3887120153,212,6.3,3887120155,213,1.6,3887120147,56,Back,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120067,12,5,1,1,16,5g1fnexeromjl0lvnxp8hpnhi,0,21.6,101.8,2022-10-31T20:01:29.844Z,2022-11-02T20:06:29Z,3887120297,233,14,3887120159,56,Back,3887120161,347,,,,,,,,,,,,,,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120097,14,5,1,1,16,dv9l02o316cd9hbkxaho2u12f,1,78.4,-1.8,2022-10-31T20:01:29.844Z,2022-11-02T20:06:29Z,3887120285,56,Right,3887120293,233,12,3887120287,347,,,,,,,,,,,,,,,,,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120101,15,1,1,1,23,dv9l02o316cd9hbkxaho2u12f,1,77.4,0,2022-10-31T20:01:37.170Z,2022-11-02T20:06:31Z,3887120323,213,2.4,3887120319,141,14.1,3887120327,189,,3887120317,140,65.5,3887120321,212,16.6,3887120313,107,,3887120315,56,Right,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120109,16,1,1,1,25,dv9l02o316cd9hbkxaho2u12f,1,65.5,14.1,2022-10-31T20:01:38.338Z,2022-11-02T20:06:35Z,3887120361,140,67.8,3889808703,178,,3887120367,213,5.2,3887120359,56,Right,3887120363,141,6.7,3887120365,212,5.6,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120123,17,1,1,1,27,dv9l02o316cd9hbkxaho2u12f,1,67.8,6.7,2022-10-31T20:01:41.117Z,2022-11-02T20:06:43Z,3887120445,213,3.1,3887120443,212,25.4,3887120439,140,43.7,3889809393,178,,3887120441,141,9.2,3887120437,56,Back,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120145,18,1,1,1,30,dv9l02o316cd9hbkxaho2u12f,0,43.7,9.8,2022-10-31T20:01:43.733Z,2022-11-02T20:06:46Z,3887120559,140,92.5,3887120561,141,26.5,3887120557,56,Center,3887120567,1,,3887120565,213,0.2,3887120555,155,,3889809647,178,,3887120563,212,52.5,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120139,13,52,1,1,34,5g1fnexeromjl0lvnxp8hpnhi,1,12.5,67.2,2022-10-31T20:01:47.707Z,2022-11-02T20:06:48Z,3889394977,377,,3889809825,178,,,,,,,,,,,,,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120215,14,1,1,1,40,5g1fnexeromjl0lvnxp8hpnhi,1,12.5,55.7,2022-10-31T20:01:53.996Z,2022-11-02T20:06:53Z,3887120971,140,15.2,3887120969,56,Back,3889810141,178,,3887120967,123,,3887120977,213,4.9,3887120975,212,16.5,3887120973,141,31.8,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120249,15,1,1,1,46,5g1fnexeromjl0lvnxp8hpnhi,1,26.9,19,2022-10-31T20:01:59.429Z,2022-11-02T20:06:56Z,3887121119,56,Center,3887121123,141,76.7,3887121125,212,56.9,3889810509,178,,3887121127,213,0.8,3887121115,155,,3887121121,140,66.2,3887121129,1,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480571565,793,1,1,1,49,5g1fnexeromjl0lvnxp8hpnhi,0,64,84.1,2022-10-31T20:02:02.280Z,2022-11-02T20:07:02Z,3889395823,140,77.9,3889395819,168,,3889395825,141,100.0,3889395827,212,18.7,3889811043,388,,3889395817,3,,3889395829,213,0.7,3889395821,56,Left,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120251,16,5,1,1,51,5g1fnexeromjl0lvnxp8hpnhi,0,85.6,101.7,2022-10-31T20:02:04.707Z,2022-11-02T20:07:07Z,3887121133,347,,3887121131,56,Left,3887121503,233,19,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120323,19,5,1,1,51,dv9l02o316cd9hbkxaho2u12f,1,14.4,-1.7,2022-10-31T20:02:04.707Z,2022-11-02T20:07:07Z,3887121475,347,,3887121473,56,Back,3887121477,233,16,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120335,20,1,1,2,6,dv9l02o316cd9hbkxaho2u12f,1,13.8,0,2022-10-31T20:02:19.367Z,2022-11-02T20:07:10Z,3887121541,107,,3887121549,212,14.4,3887121551,213,0.5,3887121547,141,7.7,3887121545,140,26.0,3887121543,56,Back,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120337,21,1,1,2,8,dv9l02o316cd9hbkxaho2u12f,1,26,7.7,2022-10-31T20:02:21.421Z,2022-11-02T20:07:15Z,3887121569,213,0.8,3887121561,56,Back,3889812043,388,,3887121567,212,8.9,3887121559,3,,3887121563,140,32.0,3887121565,141,17.0,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120349,22,1,1,2,10,dv9l02o316cd9hbkxaho2u12f,1,32,16.5,2022-10-31T20:02:23.711Z,2022-11-02T20:07:21Z,3887121623,213,2.5,3889812533,178,,3887121615,140,28.3,3887121621,212,4.8,3887121613,56,Back,3887121617,141,20.7,,,,,,,a993483h57leyjrkw3q0th905,T. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120353,23,3,1,2,13,dv9l02o316cd9hbkxaho2u12f,0,42.6,28.2,2022-10-31T20:02:26.295Z,2022-11-02T20:07:30Z,3887121643,286,,3889396513,464,,3887121735,233,17,3889813347,178,,3887121641,56,Back,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120365,17,7,1,2,13,5g1fnexeromjl0lvnxp8hpnhi,0,57.4,71.8,2022-10-31T20:02:26.390Z,2022-11-02T20:07:33Z,3889813729,178,,3887121699,56,Center,3887121701,285,,3887121703,233,23,3889396701,385,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480673755,665,43,1,2,14,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-10-31T20:02:27.666Z,2022-11-03T03:06:08Z,3889954431,178,0,3890339865,144,82,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480747159,982,67,1,2,14,dv9l02o316cd9hbkxaho2u12f,1,41.1,31.3,2022-10-31T20:02:27.712Z,2022-11-03T04:12:28Z,3890339905,233,1383,,,,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480747157,1383,67,1,2,14,5g1fnexeromjl0lvnxp8hpnhi,0,58.9,68.7,2022-10-31T20:02:27.713Z,2022-11-03T03:06:16Z,3890339913,233,982,,,,,,,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120367,24,1,1,2,15,dv9l02o316cd9hbkxaho2u12f,0,38.8,25.2,2022-10-31T20:02:28.536Z,2022-11-03T04:12:28Z,3887121719,213,5.7,3887121711,56,Right,3889814009,178,,3887121717,212,25.0,3887121713,140,59.1,3887121715,141,5.9,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480747191,1384,67,1,2,16,5g1fnexeromjl0lvnxp8hpnhi,1,33.6,88.5,2022-10-31T20:02:29.426Z,2022-11-03T04:12:28Z,3890340021,233,983,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480747187,983,67,1,2,16,dv9l02o316cd9hbkxaho2u12f,0,66.4,11.5,2022-10-31T20:02:29.427Z,2022-11-03T03:06:35Z,3890340025,233,1384,,,,,,,,,,,,,,,,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120375,18,8,1,2,16,5g1fnexeromjl0lvnxp8hpnhi,1,40.7,91.8,2022-10-31T20:02:29.452Z,2022-11-03T04:12:29Z,3889396797,384,,3887121759,56,Back,3889814307,178,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120383,19,49,1,2,17,5g1fnexeromjl0lvnxp8hpnhi,1,55.7,75.6,2022-10-31T20:02:30.490Z,2022-11-02T20:07:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120397,20,1,1,2,17,5g1fnexeromjl0lvnxp8hpnhi,1,55.7,75.6,2022-10-31T20:02:30.911Z,2022-11-02T20:08:04Z,3887121867,56,Center,3887121873,212,12.6,3887121875,213,4.8,3887121869,140,57.2,3887121871,141,57.2,3889816089,178,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120405,21,1,1,2,21,5g1fnexeromjl0lvnxp8hpnhi,1,59,61.5,2022-10-31T20:02:34.426Z,2022-11-02T20:08:07Z,3887121913,213,3.8,3887121909,141,45.2,3887121905,56,Back,3887121907,140,45.0,3889816439,178,,3887121911,212,18.4,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120411,22,1,1,2,24,5g1fnexeromjl0lvnxp8hpnhi,1,38.2,37.6,2022-10-31T20:02:38.017Z,2022-11-02T20:08:10Z,3887121955,140,50.6,3887121953,56,Right,3887121961,213,5.3,3887121957,141,11.3,3889816643,178,,3887121959,212,22.1,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120419,23,1,1,2,26,5g1fnexeromjl0lvnxp8hpnhi,1,50.6,11.3,2022-10-31T20:02:39.265Z,2022-11-02T20:08:14Z,3887121997,213,0.8,3887121989,56,Center,3887121995,212,26.1,3887121993,141,37.7,3887121991,140,68.6,3889816935,178,,3887121987,155,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120433,24,1,1,2,27,5g1fnexeromjl0lvnxp8hpnhi,1,68.6,37.7,2022-10-31T20:02:41.066Z,2022-11-02T20:08:19Z,3887122085,56,Center,3887122091,212,12.1,3887122083,3,,3889817325,388,,3887122087,140,57.7,3887122089,141,31.8,3887122093,213,3.5,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480120441,25,1,1,2,31,5g1fnexeromjl0lvnxp8hpnhi,0,60.2,35.5,2022-10-31T20:02:45.026Z,2022-11-02T20:08:28Z,3887122153,213,0.5,3887122147,140,75.1,3887122145,56,Center,3887122149,141,47.6,3889817991,178,,3887122151,212,17.7,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
