id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/16/value
2494794615,1040,67,1,15,54,5g1fnexeromjl0lvnxp8hpnhi,0,48.4,47.2,2023-01-01T15:16:51.009Z,2023-01-03T07:14:39Z,3964337165,233,997,,,,,,,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461599,108,50,1,15,56,8w89tsles26jm12aoelwvlttt,1,41,54.1,2023-01-01T15:16:52.736Z,2023-01-03T07:13:43Z,3963008241,233,173,3962974995,286,,3962572949,56,Back,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461629,173,7,1,15,56,5g1fnexeromjl0lvnxp8hpnhi,0,59,45.9,2023-01-01T15:16:52.776Z,2023-01-03T05:10:09Z,3962573141,56,Center,3962975013,385,,3962975007,285,,3964276959,389,,3963008237,233,108,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461721,109,52,1,16,10,8w89tsles26jm12aoelwvlttt,1,15.6,50.9,2023-01-01T15:17:07.074Z,2023-01-03T05:10:39Z,3962975025,376,,3964277259,178,,,,,,,,,,,,,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461759,110,80,1,16,15,8w89tsles26jm12aoelwvlttt,0,15.4,52.4,2023-01-01T15:17:11.586Z,2023-01-03T05:10:56Z,3964277399,178,,,,,,,,,,,,,,,,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461843,111,1,1,16,25,8w89tsles26jm12aoelwvlttt,1,18.3,51.6,2023-01-01T15:17:21.756Z,2023-01-03T05:11:06Z,3962574523,141,39.2,3962574525,212,11.6,3964277471,178,,3962574527,213,5.5,3962574519,56,Back,3962574521,140,25.9,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461911,112,1,1,16,28,8w89tsles26jm12aoelwvlttt,1,26.7,37,2023-01-01T15:17:24.692Z,2023-01-03T05:11:15Z,3964277547,178,,3962574941,1,,3962574933,141,54.0,3962574939,213,0.3,3962574931,140,62.8,3962574937,212,39.6,3962574929,56,Center,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461919,113,50,1,16,31,8w89tsles26jm12aoelwvlttt,1,74.4,44.5,2023-01-01T15:17:27.558Z,2023-01-03T05:13:03Z,3962574965,286,,3963008245,233,174,3962574961,56,Center,,,,,,,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461927,174,7,1,16,32,5g1fnexeromjl0lvnxp8hpnhi,0,25.6,55.5,2023-01-01T15:17:29.256Z,2023-01-03T05:13:10Z,3964278605,389,,3962975139,385,,3962575067,233,113,3962575015,285,,3962575013,56,Back,,,,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461949,114,15,1,16,33,8w89tsles26jm12aoelwvlttt,1,86.6,52.4,2023-01-01T15:17:30.125Z,2023-01-03T05:13:37Z,3962576217,20,,3962577059,76,,3962575167,56,Center,3962575163,22,,3962575165,17,,3962577061,102,52.1,3962577067,458,,3964278825,178,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,3962577063,103,3962577085,233,175,,5.7,3962577069,146,95.8,3962577065,328,3962577071,147,50.7,,,,,,,,,,,,,,,,,,,,,,
2494461929,175,10,1,16,34,5g1fnexeromjl0lvnxp8hpnhi,1,1.9,49,2023-01-01T15:17:30.547Z,2023-01-03T05:13:46Z,3962576319,389,,3962575025,56,Back,3962575019,173,,3962576349,233,114,3962975271,376,,3962576325,183,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494461957,176,49,1,16,35,5g1fnexeromjl0lvnxp8hpnhi,1,25.2,53.4,2023-01-01T15:17:31.517Z,2023-01-03T05:13:57Z,,,,,,,,,,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462005,177,1,1,16,39,5g1fnexeromjl0lvnxp8hpnhi,1,28.1,51.8,2023-01-01T15:17:36.076Z,2023-01-03T05:14:08Z,3962575431,212,13.1,3964279101,178,,3962575429,141,70.9,3962575425,56,Back,3962575433,213,1.7,3962575427,140,26.8,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462015,178,1,1,16,41,5g1fnexeromjl0lvnxp8hpnhi,0,29.3,83.8,2023-01-01T15:17:37.604Z,2023-01-03T05:14:46Z,3962575497,141,72.7,3963008277,233,115,3962575489,56,Back,3962575499,212,8.6,3962575493,140,33.3,3964279505,178,,3962975369,286,,3962975367,236,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,3962575503,213,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462049,115,74,1,16,41,8w89tsles26jm12aoelwvlttt,1,59,13.8,2023-01-01T15:17:37.839Z,2023-01-03T05:14:54Z,3963008281,233,178,3962975345,285,,3964279579,178,,3962575671,56,Right,,,,,,,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462089,116,5,1,16,42,8w89tsles26jm12aoelwvlttt,0,63.9,-1.6,2023-01-01T15:17:39.375Z,2023-01-03T05:15:01Z,3962575851,56,Right,3962575929,233,179,3962575853,347,,,,,,,,,,,,,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462059,179,5,1,16,42,5g1fnexeromjl0lvnxp8hpnhi,1,36.1,101.6,2023-01-01T15:17:39.375Z,2023-01-03T05:15:01Z,3962575699,347,,3962575911,233,116,3962575697,56,Back,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462175,180,1,1,16,50,5g1fnexeromjl0lvnxp8hpnhi,1,31.6,100,2023-01-01T15:17:47.189Z,2023-01-03T05:15:16Z,3962576427,56,Back,3962576451,213,3.8,3962576445,212,17.4,3962576423,107,,3962576437,141,85.0,3962576431,140,18.7,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462245,181,1,1,16,54,5g1fnexeromjl0lvnxp8hpnhi,1,18.7,85,2023-01-01T15:17:50.597Z,2023-01-03T05:15:23Z,3962576893,56,Back,3962576899,212,21.8,3962576895,140,15.1,3962576897,141,53.4,3962576901,213,4.5,3964279831,178,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462275,182,1,1,16,58,5g1fnexeromjl0lvnxp8hpnhi,1,14,49.3,2023-01-01T15:17:55.292Z,2023-01-03T05:15:30Z,3962577105,141,39.4,3964279889,178,,3962577103,140,46.0,3962577109,213,6.1,3962577101,56,Back,3962577111,1,,3962577107,212,34.3,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462277,183,61,1,17,0,5g1fnexeromjl0lvnxp8hpnhi,0,44.4,39.2,2023-01-01T15:17:56.605Z,2023-01-03T05:19:40Z,3964281977,178,,3962577115,56,Back,,,,,,,,,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462307,117,49,1,17,1,8w89tsles26jm12aoelwvlttt,1,55.2,75.3,2023-01-01T15:17:57.635Z,2023-01-03T05:19:57Z,,,,,,,,,,,,,,,,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462365,119,1,1,17,5,8w89tsles26jm12aoelwvlttt,1,44.9,68.2,2023-01-01T15:18:02.239Z,2023-01-03T05:20:12Z,3962577575,141,67.2,3962577573,140,54.7,3962577579,213,6.2,3962577571,56,Center,3964282183,178,,3962577577,212,10.3,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462397,120,1,1,17,8,8w89tsles26jm12aoelwvlttt,0,46.7,70.9,2023-01-01T15:18:05.435Z,2023-01-03T05:20:21Z,3962577759,141,51.2,3962577755,56,Back,3962577761,212,20.2,3962577757,140,32.3,3964282231,178,,3962577763,213,3.9,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462331,118,43,1,17,8,8w89tsles26jm12aoelwvlttt,1,0,0,2023-01-01T15:18:05.510Z,2023-01-01T19:13:19Z,3962577385,140,48.7,3962577383,56,Back,3962577389,212,12.1,3962577391,213,4.1,3962577387,141,60.6,3962975597,144,1,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462413,121,1,1,17,10,8w89tsles26jm12aoelwvlttt,0,32,52.2,2023-01-01T15:18:07.282Z,2023-01-03T05:20:33Z,3962577831,141,76.9,3964282305,178,,3962577825,155,,3962577829,140,61.4,3962577837,1,,3962577827,56,Center,3962577833,212,35.1,3962577835,213,0.5,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462441,184,1,1,17,12,5g1fnexeromjl0lvnxp8hpnhi,1,30,26.4,2023-01-01T15:18:09.303Z,2023-01-04T05:15:04Z,3962577993,56,Back,3962577999,212,13.4,3962578001,213,0.2,3962577995,140,42.6,3962577991,3,,3965099651,178,,3962577997,141,29.4,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494535847,813,44,1,17,14,5g1fnexeromjl0lvnxp8hpnhi,1,46,21.3,2023-01-01T15:18:10.676Z,2023-01-03T08:46:00Z,3963008177,233,786,3962975751,56,Back,3962975753,285,,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494535861,786,44,1,17,14,8w89tsles26jm12aoelwvlttt,0,54,78.7,2023-01-01T15:18:10.677Z,2023-01-03T05:20:56Z,3963008181,233,813,3962975791,286,,3962975789,56,Center,,,,,,,,,,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462453,185,1,1,17,14,5g1fnexeromjl0lvnxp8hpnhi,1,42.6,29.4,2023-01-01T15:18:10.778Z,2023-01-03T08:46:01Z,3962578061,141,25.8,3962578069,213,6.1,3962578063,212,11.0,3964282463,388,,3962578059,140,52.8,3962578055,3,,3962583343,168,,3962578057,56,Center,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462467,186,44,1,17,15,5g1fnexeromjl0lvnxp8hpnhi,1,53.6,27.6,2023-01-01T15:18:12.496Z,2023-01-03T08:46:01Z,3962578127,286,,3962578125,56,Center,3962578205,233,122,,,,,,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462471,122,44,1,17,15,8w89tsles26jm12aoelwvlttt,0,46.4,72.4,2023-01-01T15:18:12.497Z,2023-01-03T05:24:13Z,3962578147,285,,3962578145,56,Back,3962578157,233,186,,,,,,,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494535899,814,1,1,17,16,5g1fnexeromjl0lvnxp8hpnhi,0,49,23.6,2023-01-01T15:18:12.627Z,2023-01-03T08:46:02Z,3962975989,212,0.4,3962975983,56,Back,3962975985,140,49.4,3962975991,213,0.0,3962975987,141,23.6,3964283615,388,,3962975981,168,,3962975979,3,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462499,123,61,1,17,16,8w89tsles26jm12aoelwvlttt,1,45.5,70.5,2023-01-01T15:18:12.679Z,2023-01-03T05:24:57Z,3964283879,178,,3962578289,56,Back,,,,,,,,,,,,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462511,124,1,1,17,18,8w89tsles26jm12aoelwvlttt,0,51.3,69.4,2023-01-01T15:18:14.648Z,2023-01-03T05:27:09Z,3962578385,56,Center,3962578391,212,27.9,3962578389,141,34.3,3962578387,140,65.0,3962578393,213,5.3,3964284645,178,,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462515,187,49,1,17,19,5g1fnexeromjl0lvnxp8hpnhi,1,30.6,66.6,2023-01-01T15:18:16.079Z,2023-01-03T07:22:27Z,,,,,,,,,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462809,188,4,1,17,21,5g1fnexeromjl0lvnxp8hpnhi,1,39.4,69.6,2023-01-01T15:18:18.083Z,2023-01-03T05:27:38Z,3962580101,13,,3962580107,265,,3962709263,233,125,3962580103,56,Back,3962580109,286,,3962580105,152,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462583,125,4,1,17,21,8w89tsles26jm12aoelwvlttt,0,60.6,30.4,2023-01-01T15:18:18.084Z,2023-01-03T05:27:37Z,3962578791,265,,3962578787,56,Center,3964284787,178,,3962578793,285,,3962709307,233,188,3962578785,13,,3962578789,152,,,,,5v9byi3v430ysdqb058eww3c9,E. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462851,189,1,1,17,43,5g1fnexeromjl0lvnxp8hpnhi,1,40,74.1,2023-01-01T15:18:40.181Z,2023-01-03T05:27:50Z,3964284861,178,,3962580315,56,Back,3962580321,212,18.5,3962580313,152,,3962580319,141,49.4,3962580311,5,,3962580323,213,4.3,3962580317,140,32.7,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462883,190,1,1,17,46,5g1fnexeromjl0lvnxp8hpnhi,1,32.7,49.4,2023-01-01T15:18:42.602Z,2023-01-03T05:27:59Z,3964284905,178,,3962580473,141,35.4,3962580475,212,18.0,3962580471,140,47.3,3962580469,56,Back,3962580477,213,5.7,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462925,191,1,1,17,47,5g1fnexeromjl0lvnxp8hpnhi,1,47.3,35.4,2023-01-01T15:18:43.621Z,2023-01-03T05:28:16Z,3962580703,56,Back,3962580709,212,19.3,3962580705,140,35.2,3964284953,178,,3962580707,141,14.0,3962580711,213,4.0,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494462961,192,1,1,17,50,5g1fnexeromjl0lvnxp8hpnhi,1,32,24.1,2023-01-01T15:18:46.970Z,2023-01-03T05:41:48Z,3962580847,56,Back,3962580851,141,67.0,3962580849,140,23.5,3962580859,213,1.9,3962580855,212,30.5,3964289385,178,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463085,193,1,1,17,53,5g1fnexeromjl0lvnxp8hpnhi,1,21.5,50.3,2023-01-01T15:18:49.932Z,2023-01-03T05:41:58Z,3962581445,212,16.7,3962581443,141,74.7,3962581441,140,22.9,3962581447,213,1.5,3964289457,178,,3962581439,56,Back,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463111,194,1,1,17,58,5g1fnexeromjl0lvnxp8hpnhi,1,24.9,78.7,2023-01-01T15:18:54.979Z,2023-01-03T05:42:12Z,3962581585,213,0.6,3962581583,212,12.7,3964289535,178,,3962581577,56,Back,3962581579,140,34.7,3962581581,141,89.6,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463157,195,1,1,18,0,5g1fnexeromjl0lvnxp8hpnhi,1,34.7,89.6,2023-01-01T15:18:56.947Z,2023-01-03T05:42:35Z,3962581907,56,Back,3962581911,141,79.4,3964289701,178,,3962581909,140,23.9,3962581915,213,3.7,3962581913,212,13.3,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463239,196,1,1,18,3,5g1fnexeromjl0lvnxp8hpnhi,1,23.9,79.4,2023-01-01T15:19:00.049Z,2023-01-03T05:42:42Z,3962582353,141,47.0,3962582355,212,22.5,3964289777,178,,3962582349,56,Back,3962582351,140,19.4,3962582357,213,4.5,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463313,197,1,1,18,8,5g1fnexeromjl0lvnxp8hpnhi,0,35.5,22.1,2023-01-01T15:19:05.484Z,2023-01-03T05:42:50Z,3962582731,140,88.5,3962582729,56,Right,3962582737,213,6.2,3964289831,178,,3962976371,155,,3962582735,212,56.1,3962582733,141,12.2,3962582739,1,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463357,127,49,1,18,14,8w89tsles26jm12aoelwvlttt,1,14.8,85.3,2023-01-01T15:19:10.963Z,2023-01-03T05:43:31Z,,,,,,,,,,,,,,,,,,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463353,126,1,1,18,14,8w89tsles26jm12aoelwvlttt,1,9,77.9,2023-01-01T15:19:11.067Z,2023-01-03T05:43:39Z,3962582929,56,Back,3962582937,213,0.7,3964290251,178,,3962582931,140,14.8,3962582933,141,85.3,3962582935,212,7.9,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463413,128,1,1,18,18,8w89tsles26jm12aoelwvlttt,1,19.3,80,2023-01-01T15:19:14.696Z,2023-01-03T05:43:50Z,3962583279,213,0.4,3962583273,140,30.4,3962583275,141,87.7,3964290371,178,,3962583277,212,12.8,3962583271,56,Back,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463467,129,1,1,18,21,8w89tsles26jm12aoelwvlttt,1,29.6,85.9,2023-01-01T15:19:17.589Z,2023-01-03T05:43:58Z,3962583565,140,21.4,3962583563,56,Back,3962583569,212,10.8,3962583567,141,76.4,3962583571,213,3.8,3964290441,178,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463611,130,1,1,18,25,8w89tsles26jm12aoelwvlttt,1,23.3,68.4,2023-01-01T15:19:21.893Z,2023-01-03T05:44:07Z,3964290511,178,,3962584357,213,3.9,3962584351,140,8.5,3962584353,141,48.2,3962584355,212,20.7,3962584349,56,Back,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463673,131,1,1,18,36,8w89tsles26jm12aoelwvlttt,0,21.2,50,2023-01-01T15:19:32.705Z,2023-01-03T05:44:17Z,3962584733,1,,3962584705,155,,3962584727,213,0.1,3962584709,56,Center,3962584721,212,55.1,3962584715,141,56.1,3962584711,140,73.5,3964290591,178,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494536027,815,44,1,18,38,5g1fnexeromjl0lvnxp8hpnhi,1,30.5,44.4,2023-01-01T15:19:35.372Z,2023-01-03T08:46:02Z,3962976601,56,Back,3963008189,233,787,3962976603,285,,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494536029,787,44,1,18,38,8w89tsles26jm12aoelwvlttt,0,69.5,55.6,2023-01-01T15:19:35.373Z,2023-01-03T05:44:30Z,3962976605,56,Center,3962976607,286,,3963008193,233,815,,,,,,,,,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463709,198,1,1,18,38,5g1fnexeromjl0lvnxp8hpnhi,1,18.2,54.6,2023-01-01T15:19:35.450Z,2023-01-03T08:46:03Z,3962584931,212,18.0,3962584923,3,,3962584929,141,62.6,3962584925,56,Back,3964291017,388,,3962584927,140,34.5,3962584933,213,0.3,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463711,199,49,1,18,40,5g1fnexeromjl0lvnxp8hpnhi,1,31.2,62.4,2023-01-01T15:19:37.089Z,2023-01-03T05:46:27Z,,,,,,,,,,,,,,,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463763,200,1,1,18,41,5g1fnexeromjl0lvnxp8hpnhi,1,31,64.9,2023-01-01T15:19:38.226Z,2023-01-03T05:46:37Z,3962585181,212,13.6,3962585179,141,82.3,3962585175,56,Back,3964291875,178,,3962585183,213,1.1,3962585177,140,37.4,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463767,201,50,1,18,44,5g1fnexeromjl0lvnxp8hpnhi,1,34,71,2023-01-01T15:19:40.565Z,2023-01-03T05:47:32Z,3962585323,233,132,3962585193,56,Back,3962585195,286,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463781,132,7,1,18,44,8w89tsles26jm12aoelwvlttt,0,66,29,2023-01-01T15:19:41.286Z,2023-01-03T05:47:43Z,3962585273,285,,3962976687,385,,3962585315,233,201,3962585271,56,Center,3964292501,178,,,,,,,,,,,8bx76kurepj0yqe9iixa0zyp6,H. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494939263,1658,67,1,18,45,8w89tsles26jm12aoelwvlttt,1,65.3,29.4,2023-01-01T15:19:42.416Z,2023-01-04T07:33:40Z,3965100087,233,1501,,,,,,,,,,,,,,,,,,,,,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494939261,1501,67,1,18,45,5g1fnexeromjl0lvnxp8hpnhi,0,34.7,70.6,2023-01-01T15:19:42.417Z,2023-01-04T05:16:44Z,3965100091,233,1658,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463785,133,50,1,18,45,8w89tsles26jm12aoelwvlttt,1,65.4,25,2023-01-01T15:19:42.443Z,2023-01-04T07:33:40Z,3962976865,286,,3962585287,56,Center,3963008253,233,816,,,,,,,,,,,,,,,,9y8gvjzrsvgxkcfvq99mivdyi,L. Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494536063,816,7,1,18,46,5g1fnexeromjl0lvnxp8hpnhi,0,34.6,75,2023-01-01T15:19:42.605Z,2023-01-03T05:48:12Z,3964292727,178,,3963008249,233,133,3962976901,385,,3962976893,285,,3962976767,56,Back,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494463799,134,15,1,18,49,8w89tsles26jm12aoelwvlttt,1,80.1,41.9,2023-01-01T15:19:46.135Z,2023-01-03T05:48:28Z,3964292827,178,,3962589897,103,19,3962585375,56,Center,3962585373,18,,3962585371,22,,3962589329,233,202,3962589895,102,48.7,3962589899,215,,8bx76kurepj0yqe9iixa0zyp6,H. Lawrence,3962589907,230,3962589309,20,,,97.8,3962977005,78,,3962589901,458,3962589313,82,,3962589909,231,,3962589903,146,83.2,3962589905,147,48.2,43.0,,,,,,,,,,,,
2494463797,202,10,1,18,49,5g1fnexeromjl0lvnxp8hpnhi,1,17.7,54.2,2023-01-01T15:19:46.257Z,2023-01-03T05:48:41Z,3964292887,389,,3962589337,233,134,3962585365,94,,3964292909,21,,3962585367,56,Back,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
