id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2529689119,8,1,1,0,22,5g1fnexeromjl0lvnxp8hpnhi,1,55.7,82.6,2023-04-07T14:00:16.194Z,2023-04-10T08:27:23Z,4169326819,141,93.3,4169326817,140,66.6,4169326821,212,13.6,4169326815,56,Left,4169326823,213,0.6,4179165357,178,,,,,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689123,9,1,1,0,27,5g1fnexeromjl0lvnxp8hpnhi,0,88.3,95.4,2023-04-07T14:00:21.118Z,2023-04-10T08:27:30Z,4169326837,141,90.5,4169326831,56,Left,4169326843,213,4.6,4175785815,72,,4169326835,140,88.1,4169326841,212,3.3,4175785813,224,,4169327213,233,5,8dcdul1txdibvq7liaagnc9ka,M. Miller,4179165425,178,4169326827,2,4169326829,155,4169327211,236,4169327217,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689187,5,12,1,0,27,8xeuwzxnm7hdlbjjuezgfkz3w,1,15.1,9.7,2023-04-07T14:00:21.144Z,2023-04-10T08:27:33Z,4169327231,233,9,4169327179,56,Back,4179165485,178,,4169327177,185,,,,,,,,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531544019,838,67,1,0,29,8xeuwzxnm7hdlbjjuezgfkz3w,1,13.3,18.6,2023-04-07T14:00:22.672Z,2023-04-10T11:56:10Z,4179182469,233,909,,,,,,,,,,,,,,,,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531544017,909,67,1,0,29,5g1fnexeromjl0lvnxp8hpnhi,0,86.7,81.4,2023-04-07T14:00:22.673Z,2023-04-10T08:41:07Z,4179182479,233,838,,,,,,,,,,,,,,,,,,,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689139,4,1,1,0,29,8xeuwzxnm7hdlbjjuezgfkz3w,0,12.1,5.4,2023-04-07T14:00:22.691Z,2023-04-10T11:56:10Z,4179165713,178,,4169336377,286,,4169336371,236,,4169336373,233,10,4169336343,141,6.9,4169326937,56,Back,4169336345,212,3.7,4169336347,213,0.3,b9apqidquztaojf6e3my6v7bp,D. Crowley,4169336341,140,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689151,10,74,1,0,29,5g1fnexeromjl0lvnxp8hpnhi,1,87.3,93.9,2023-04-07T14:00:22.743Z,2023-04-10T08:27:48Z,4169336413,233,4,4179165801,178,,4169326987,56,Left,4169326989,285,,,,,,,,,,,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689201,11,61,1,0,30,5g1fnexeromjl0lvnxp8hpnhi,1,86.8,95.3,2023-04-07T14:00:23.609Z,2023-04-10T08:27:56Z,4179165947,178,,4169327259,56,Left,,,,,,,,,,,,,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689491,6,5,1,0,30,8xeuwzxnm7hdlbjjuezgfkz3w,1,15.1,-1.8,2023-04-07T14:00:23.674Z,2023-04-10T08:28:02Z,4169328617,233,12,4169328597,56,Back,4169328599,347,,,,,,,,,,,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689253,12,5,1,0,30,5g1fnexeromjl0lvnxp8hpnhi,0,84.9,101.8,2023-04-07T14:00:23.674Z,2023-04-10T08:28:02Z,4169327461,56,Left,4169327463,347,,4169328621,233,6,,,,,,,,,,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689527,7,1,1,0,44,8xeuwzxnm7hdlbjjuezgfkz3w,1,14,0,2023-04-07T14:00:37.743Z,2023-04-10T08:28:07Z,4169328775,212,23.1,4169328777,213,0.2,4169328771,140,35.6,4169328779,1,,4169328773,141,4.6,4169328769,56,Back,4169328767,107,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530912959,682,1,1,0,46,8xeuwzxnm7hdlbjjuezgfkz3w,0,30.5,4.6,2023-04-07T14:00:39.300Z,2023-04-10T08:28:16Z,4175807085,3,,4175807095,212,13.8,4175807087,168,,4175807089,56,Back,4175807091,140,43.6,4175807097,213,0.1,4179166433,388,,4175807093,141,6.4,1225w9qp3uzp1fkblmyidsfhm,J. Austerfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689587,13,1,1,0,47,5g1fnexeromjl0lvnxp8hpnhi,0,47.9,89,2023-04-07T14:00:40.707Z,2023-04-10T08:28:22Z,4169329105,212,21.4,4169329101,141,79.9,4169329109,213,6.0,4179166577,178,,4169329095,3,,4169329099,140,67.4,4169329097,56,Left,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689603,8,1,1,0,49,8xeuwzxnm7hdlbjjuezgfkz3w,0,18.4,11.1,2023-04-07T14:00:42.813Z,2023-04-10T08:28:32Z,4169329191,213,0.1,4169329187,212,22.9,4169329179,140,40.1,4169329171,3,,4179166857,388,,4169329175,56,Back,4169329183,141,14.3,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689653,14,1,1,0,51,5g1fnexeromjl0lvnxp8hpnhi,0,56.1,91.5,2023-04-07T14:00:44.312Z,2023-04-10T08:28:40Z,4169329425,140,66.0,4169329431,212,10.8,4169329417,56,Left,4169329411,3,,4169329427,141,87.4,4179166983,388,,4169329435,213,6.0,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689693,9,1,1,0,52,8xeuwzxnm7hdlbjjuezgfkz3w,0,24.8,14,2023-04-07T14:00:46.014Z,2023-04-10T08:28:45Z,4169329671,212,20.3,4175813153,3,,4169329673,213,0.0,4169329669,141,14.7,4169329667,140,44.1,4179167063,388,,4169329665,56,Back,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689729,15,1,1,0,54,5g1fnexeromjl0lvnxp8hpnhi,0,57,89,2023-04-07T14:00:47.798Z,2023-04-10T08:28:51Z,4169329823,213,0.0,4169329821,212,13.9,4169329815,56,Left,4179167141,178,,4169329819,141,89.6,4169329817,140,70.2,4169329813,3,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530915087,683,1,1,0,55,8xeuwzxnm7hdlbjjuezgfkz3w,0,30.3,8.9,2023-04-07T14:00:48.929Z,2023-04-10T08:29:04Z,4175816879,213,6.2,4179167375,178,,4175816871,140,32.7,4175816875,212,2.5,4175816867,157,,4175816869,56,Back,4175816873,141,8.7,4175816881,1,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689737,16,61,1,0,55,5g1fnexeromjl0lvnxp8hpnhi,1,67.3,81.7,2023-04-07T14:00:48.987Z,2023-04-10T08:29:16Z,4179167585,178,,4169329857,56,Left,4179167583,15,,,,,,,,,,,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689803,10,1,1,0,57,8xeuwzxnm7hdlbjjuezgfkz3w,0,17.1,10.9,2023-04-07T14:00:50.610Z,2023-04-10T08:29:21Z,4169330197,140,48.8,4169330199,141,0.0,4169330203,213,6.0,4169330205,1,,4169330193,56,Back,4175817713,157,,4179167657,178,,4169330201,212,34.4,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689805,11,5,1,0,58,8xeuwzxnm7hdlbjjuezgfkz3w,0,47.8,-1.9,2023-04-07T14:00:52.104Z,2023-04-10T08:29:27Z,4169331029,233,17,4169330211,56,Back,4169330213,347,,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689951,17,5,1,0,58,5g1fnexeromjl0lvnxp8hpnhi,1,52.2,101.9,2023-04-07T14:00:52.104Z,2023-04-10T08:29:26Z,4169330931,56,Left,4169330933,347,,4169330971,233,11,,,,,,,,,,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689995,18,1,1,1,7,5g1fnexeromjl0lvnxp8hpnhi,0,53.1,100,2023-04-07T14:01:00.520Z,2023-04-10T08:29:32Z,4169331171,1,,4169331163,140,76.7,4169331159,107,,4169331169,213,6.0,4169331161,56,Left,4169331167,212,25.7,4169331165,141,91.7,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690047,12,1,1,1,8,8xeuwzxnm7hdlbjjuezgfkz3w,0,29.4,5.9,2023-04-07T14:01:02.081Z,2023-04-10T08:29:39Z,4169331445,212,6.9,4169331447,213,5.4,4169331441,140,33.5,4179168037,388,,4169331443,141,0.0,4169331439,56,Back,4169331437,3,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690051,13,5,1,1,9,8xeuwzxnm7hdlbjjuezgfkz3w,0,29.9,-1.8,2023-04-07T14:01:02.413Z,2023-04-10T08:29:43Z,4169331461,347,,4169331459,56,Back,4169332843,233,19,,,,,,,,,,,,,,,,3nxrsmys3v8ci6xeqsx8yaac5,F. Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690301,19,5,1,1,9,5g1fnexeromjl0lvnxp8hpnhi,1,70.1,101.8,2023-04-07T14:01:02.413Z,2023-04-10T08:29:43Z,4169332773,56,Left,4169332817,233,13,4169332775,347,,,,,,,,,,,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690331,20,1,1,1,25,5g1fnexeromjl0lvnxp8hpnhi,1,73.7,100,2023-04-07T14:01:18.367Z,2023-04-10T08:29:48Z,4169332991,140,75.0,4169332997,213,4.9,4169332989,56,Left,4169332995,212,8.3,4169332985,107,,4169332993,141,89.7,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690397,21,1,1,1,25,5g1fnexeromjl0lvnxp8hpnhi,1,73.9,87.8,2023-04-07T14:01:19.049Z,2023-04-10T08:29:53Z,4179168227,388,,4169333369,140,71.1,4169333373,212,3.9,4169333367,56,Left,4169333375,213,2.4,4169333371,141,91.5,,,,,,,38tea2leeefxjnkk8g2orjyll,T. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690479,22,1,1,1,29,5g1fnexeromjl0lvnxp8hpnhi,0,82.4,95.1,2023-04-07T14:01:22.733Z,2023-04-10T08:30:05Z,4169333855,2,,4169333893,213,5.0,4169333873,140,95.0,4169333899,1,,4175822027,72,,4179168437,178,,4175822025,224,,4169333867,56,Center,8dcdul1txdibvq7liaagnc9ka,M. Miller,4169333861,155,4169333885,212,4169333881,141,,,,,,40.2,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690605,14,12,1,1,31,8xeuwzxnm7hdlbjjuezgfkz3w,1,8.4,57.5,2023-04-07T14:01:24.692Z,2023-04-10T08:30:20Z,4169334469,212,11.3,4169334467,141,65.8,4179168669,178,,4169334465,140,0.0,4169334463,56,Back,4169334471,213,2.6,4169334565,167,,,,,bydqclpl0ph9brgu0esubx0ph,P. Souaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690621,15,6,1,1,32,8xeuwzxnm7hdlbjjuezgfkz3w,0,2.3,65.2,2023-04-07T14:01:25.599Z,2023-04-10T08:30:26Z,4169334503,73,,4169335189,233,23,4169334501,56,Back,,,,,,,,,,,,,,,,bydqclpl0ph9brgu0esubx0ph,P. Souaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690745,23,6,1,1,32,5g1fnexeromjl0lvnxp8hpnhi,1,97.7,34.8,2023-04-07T14:01:25.599Z,2023-04-10T08:30:26Z,4169335147,56,Center,4169335149,75,,4169335165,233,15,,,,,,,,,,,,,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691269,24,1,1,2,2,5g1fnexeromjl0lvnxp8hpnhi,0,99.5,0.5,2023-04-07T14:01:55.693Z,2023-04-10T08:30:30Z,4169337773,212,36.1,4169337771,141,51.0,4169337777,1,,4169337759,2,,4169337775,213,1.9,4169337767,56,Center,4179168901,178,,4169337769,140,88.8,38tea2leeefxjnkk8g2orjyll,T. Wright,4169337761,6,4169337765,223,4169337763,155,4175825351,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691337,16,12,1,2,4,8xeuwzxnm7hdlbjjuezgfkz3w,1,7.5,46.2,2023-04-07T14:01:57.315Z,2023-04-10T08:30:35Z,4169338101,141,49.5,4169338105,213,0.2,4169338103,212,12.4,4179168975,388,,4169338099,140,19.1,4169338097,56,Back,4175826513,15,,,,,a69q0jj7tjwzxpo6b4i1ed3h1,R. Delaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691353,25,1,1,2,5,5g1fnexeromjl0lvnxp8hpnhi,0,81.1,49.9,2023-04-07T14:01:58.517Z,2023-04-10T08:30:41Z,4169338181,213,6.1,4169338165,56,Center,4179169039,178,,4169338163,3,,4169338173,141,46.4,4169338177,212,12.0,4169338169,140,92.3,,,,8dcdul1txdibvq7liaagnc9ka,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530918401,684,61,1,2,6,8xeuwzxnm7hdlbjjuezgfkz3w,1,6.4,53.6,2023-04-07T14:01:59.982Z,2023-04-10T08:30:54Z,4179169179,21,,4179169181,388,,4175831417,56,Back,,,,,,,,,,,,,,,,3ft5brlvxvw8otiyjppxkk6ad,C. Stockton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691423,26,61,1,2,7,5g1fnexeromjl0lvnxp8hpnhi,1,90.3,51.8,2023-04-07T14:02:00.254Z,2023-04-10T08:31:23Z,4169338487,56,Center,4179169445,178,,,,,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691479,17,12,1,2,7,8xeuwzxnm7hdlbjjuezgfkz3w,1,11.8,47.9,2023-04-07T14:02:00.791Z,2023-04-10T08:31:27Z,4179169653,178,,4169338843,167,,4169338805,212,18.8,4169338799,56,Back,4169338807,213,2.4,4169338801,140,0.0,4169338803,141,67.2,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691487,18,6,1,2,10,8xeuwzxnm7hdlbjjuezgfkz3w,0,4.4,57.7,2023-04-07T14:02:03.257Z,2023-04-10T08:31:34Z,4169339283,233,27,4169338825,56,Back,4169338827,73,,,,,,,,,,,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691573,27,6,1,2,10,5g1fnexeromjl0lvnxp8hpnhi,1,95.6,42.3,2023-04-07T14:02:03.257Z,2023-04-10T08:31:34Z,4169339211,56,Center,4169339213,75,,4169339243,233,18,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692117,28,1,1,2,29,5g1fnexeromjl0lvnxp8hpnhi,1,99.5,0.5,2023-04-07T14:02:23.030Z,2023-04-10T08:31:47Z,4169350111,210,15,4169342073,213,1.8,4169350113,154,,4179169789,178,,4169342071,212,39.0,4169342057,6,,4169342075,1,,4169342051,2,,38tea2leeefxjnkk8g2orjyll,T. Wright,4169342061,155,4169342069,141,4169342067,140,4169342065,56,4175836351,72,,56.3,90.9,1,Center,4169342063,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529692123,29,15,1,2,32,5g1fnexeromjl0lvnxp8hpnhi,1,95.9,57.9,2023-04-07T14:02:25.271Z,2023-04-10T08:31:47Z,4179169927,178,,4169350167,103,10.8,4169346121,72,,4175837825,214,,4169350159,154,,4175837823,61,,4170173893,233,677,4169350155,76,,oe0lbxtc4qftnd886dzfm385,J. Wilson,4169350165,102,4169346119,25,4169342125,56,4169350161,55,4169350169,108,52.6,,Center,,28,4169350173,146,99.5,4169350175,147,53.1,4169350157,29,4169350171,328,,,,,,,,,,,,,,,,,,,,,
