id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2526440621,1,34,16,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-04-01T13:10:40.972Z,2023-04-01T13:10:41Z,4152048001,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4152047989,30,"3swij7ntrn9x9voc9clilgmvp, 56zd7s72x7izgeiybmmgc8acq, dj5ho4am5u4ew23hchm4g549h, 35f2se8cf2zmpxl45zulorpat, 4qg1mpymeaajx8gu7jycw5wph, eg2xijdgtcaa44x57pjezy3ft, enfxh6b65c9hx1rs0scszi2y2, ec2bbo1w8byyuk15u9xrbzmqd, adfgsbp3tv9wgatujcr9mfuju, 81d38h08s97e8kl7kxew6si5l, 3j78tgfptah530cydckvfsauh, c1hj1hth3xj2f0ax3x6fdwj8q, ev42016zwnwiow3lbefukrbvt, awx668jrec0gnqk5gyg7o0oyy, 2nvu4o5lbowvig5ddb4563n8q, rqdgj7y5b0qjaxpz1i7k3a50, 34ur42uwxdk48v051z05no9gp, f4p7kokn0a6epac4icy01l9lh",4152047997,130,19,4152047991,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4152048009,197,16182,4152047993,59,"18, 12, 7, 14, 26, 5, 16, 29, 9, 10, 8, 3, 6, 11, 15, 22, 23, 27",4152048005,194,35f2se8cf2zmpxl45zulorpat,4152048013,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526444345,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-04-01T13:15:13.968Z,2023-04-03T13:23:12Z,4152068539,59,"13, 26, 23, 32, 4, 18, 27, 8, 14, 9, 16, 15, 5, 6, 21, 24, 28, 50",4152068545,194,f1rmwe24zg4697bqpc3z0y40l,4152068543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4152068537,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4152068535,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, 3tlocewlh3mb53wd0hk8nucbt, 2eu3cz65piv0j91gi396p9ega, 6tqiy5a5cfpfm90j8r5udl8bu, emuuuhvah1jtq2fqs9ybfovvu, dw7bhxe9mbg94udlycw98gpgp, f1rmwe24zg4697bqpc3z0y40l, e8whj7tdfmuk66shr30htmhud, 74p53a79q1tlis3a3gladqor9, 71or1ne6d9zuo038qdt6vcvoq, f4m43umaxgf5apvbrm1nbrh1w, 90ljpsmc6jf9657bs8cwkavl6, bwl9ec1s74zqdqq1fx5z8ug2x, e4xeswr8cpdkmlhijuf7oonsa, 74fouzsgp25muot2pp6as5otl, 937mkgz0gstvxyjiwfe9xiuzu, b1cn7i49cjjiifnfw6xu18xsk",4152068547,197,4826,4152068541,130,12,4152068549,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486993,2,32,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-04-01T14:01:55.230Z,2023-04-01T14:01:55Z,4152283695,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487019,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-04-01T14:01:55.230Z,2023-04-03T22:24:02Z,4152283831,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487063,3,1,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,50,50.5,2023-04-01T14:01:55.274Z,2023-04-04T11:50:23Z,4152284021,213,2.9,4152284013,56,Back,4152284015,140,37.6,4152284017,141,55.7,4152284019,212,13.5,4162161133,178,,4152284023,279,S,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487199,4,1,1,0,2,8rfydplrc9ki0sirqi0drcybk,0,28.1,49.6,2023-04-01T14:01:58.119Z,2023-04-04T04:06:56Z,4152284719,213,5.8,4152284711,140,70.8,4152284717,212,50.9,4152284701,155,,4162161369,178,,4152284707,56,Right,4152284715,141,14.3,4152284721,1,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487297,3,1,1,0,5,dv9l02o316cd9hbkxaho2u12f,0,29.7,86.2,2023-04-01T14:02:00.604Z,2023-04-04T11:42:40Z,4152285157,213,6.3,4152285151,141,83.9,4152285143,56,Left,4152285159,1,,4152285139,3,,4163047537,178,,4152285155,212,47.4,4152285147,140,74.8,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487391,5,44,1,0,9,8rfydplrc9ki0sirqi0drcybk,1,31,12,2023-04-01T14:02:04.268Z,2023-04-04T13:13:42Z,4152285683,233,4,4152285633,285,,4152285631,56,Back,,,,,,,,,,,,,,,,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487355,4,44,1,0,9,dv9l02o316cd9hbkxaho2u12f,0,69,88,2023-04-01T14:02:04.269Z,2023-04-04T04:07:13Z,4152285471,286,,4152285469,56,Left,4152285731,233,5,,,,,,,,,,,,,,,,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487417,6,1,1,0,9,8rfydplrc9ki0sirqi0drcybk,0,35.3,11.3,2023-04-01T14:02:04.295Z,2023-04-04T13:13:42Z,4152285757,3,,4152285759,56,Back,4152285761,140,40.2,4152285767,213,5.2,4152285765,212,10.2,4152285763,141,0.0,4162161713,388,,,,,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
