id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value
2501350461,6,50,1,0,19,b3vbyitzi3nrw9ehj1eoko219,1,59.4,92.8,2023-01-28T15:00:52.595Z,2023-01-31T09:43:59Z,3998753807,56,Left,3998754097,233,6,3998753811,286,,,,,,,,,,,,,,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350505,6,7,1,0,19,dmz37633qbsvl7gncq5s51yjw,1,40.6,7.2,2023-01-28T15:00:53.309Z,2023-01-31T09:44:08Z,3998753985,56,Back,4005205295,178,,3998754057,233,6,3998753987,285,,4004359583,385,,3998753981,167,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350517,7,5,1,0,20,dmz37633qbsvl7gncq5s51yjw,0,39.8,-2,2023-01-28T15:00:54.197Z,2023-01-31T09:44:11Z,3998754035,347,,3998754367,233,7,3998754031,56,Back,,,,,,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350581,7,5,1,0,20,b3vbyitzi3nrw9ehj1eoko219,1,60.2,102,2023-01-28T15:00:54.197Z,2023-01-31T09:44:11Z,3998754299,56,Left,3998754301,347,,3998754343,233,7,,,,,,,,,,,,,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350653,8,1,1,0,24,b3vbyitzi3nrw9ehj1eoko219,1,56.5,100,2023-01-28T15:00:57.542Z,2023-01-31T09:44:18Z,3998754655,212,21.4,3998754659,1,,3998754651,140,37.3,3998754653,141,91.4,3998754643,107,,3998754647,56,Back,3998754657,213,3.5,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350849,9,1,1,0,28,b3vbyitzi3nrw9ehj1eoko219,1,32.4,89,2023-01-28T15:01:01.649Z,2023-01-31T09:44:32Z,3998755505,56,Back,3998755509,141,54.9,3998755515,213,4.4,4005206307,178,,3998755507,140,24.2,3998755511,212,24.7,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350915,10,1,1,0,34,b3vbyitzi3nrw9ehj1eoko219,0,33,51,2023-01-28T15:01:07.951Z,2023-01-31T09:44:46Z,4005206561,178,,3998755895,141,19.4,3998755903,1,,3998755899,212,49.1,3998755901,213,5.8,3998755887,56,Right,3998755883,155,,3998755893,140,75.0,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350939,8,1,1,0,37,dmz37633qbsvl7gncq5s51yjw,0,25.5,80.8,2023-01-28T15:01:11.111Z,2023-01-31T09:44:57Z,3998755993,212,8.8,3998755991,141,86.5,4005206829,388,,3998755989,140,33.0,3998755995,213,0.5,3998755987,56,Back,4004366057,3,,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351093,11,1,1,0,43,b3vbyitzi3nrw9ehj1eoko219,1,45.5,10.9,2023-01-28T15:01:16.624Z,2023-01-31T09:45:04Z,3998756783,140,22.7,3998756787,212,27.8,3998756781,56,Back,3998756785,141,31.8,4005207017,178,,3998756789,213,2.6,,,,,,,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351171,12,1,1,0,46,b3vbyitzi3nrw9ehj1eoko219,1,19.3,32.2,2023-01-28T15:01:19.871Z,2023-01-31T09:45:09Z,4005207167,178,,3998757215,213,2.0,3998757209,140,12.9,3998757211,141,54.0,3998757207,56,Back,3998757213,212,16.3,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351269,13,1,1,0,49,b3vbyitzi3nrw9ehj1eoko219,1,14,63,2023-01-28T15:01:23.343Z,2023-01-31T09:45:12Z,3998757689,141,85.3,3998757685,56,Back,3998757691,212,16.5,4005207259,178,,3998757693,213,1.2,3998757687,140,20.1,,,,,,,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351343,14,1,1,0,52,b3vbyitzi3nrw9ehj1eoko219,1,21.6,85.4,2023-01-28T15:01:26.190Z,2023-01-31T09:45:19Z,4005207483,178,,3998758009,212,14.0,3998758005,140,33.5,3998758011,213,0.5,3998758003,56,Back,3998758007,141,94.8,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351401,15,1,1,0,54,b3vbyitzi3nrw9ehj1eoko219,0,33.5,95.3,2023-01-28T15:01:28.330Z,2023-01-31T09:45:25Z,3998758249,213,0.1,3998758239,155,,3998758245,141,100.0,3998758243,140,74.6,4005207591,178,,3998758247,212,43.3,3998758241,56,Left,3998758251,1,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351915,9,5,1,0,57,dmz37633qbsvl7gncq5s51yjw,1,26.6,-1.6,2023-01-28T15:01:31.536Z,2023-01-31T09:45:39Z,3998760411,56,Back,3998760435,233,16,3998760413,347,,,,,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501351409,16,5,1,0,57,b3vbyitzi3nrw9ehj1eoko219,0,73.4,101.6,2023-01-28T15:01:31.536Z,2023-01-31T09:45:40Z,3998760471,233,9,3998758277,56,Left,3998758279,347,,,,,,,,,,,,,,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352083,10,1,1,1,16,dmz37633qbsvl7gncq5s51yjw,0,27.9,0,2023-01-28T15:01:49.733Z,2023-01-31T09:45:50Z,3998761171,107,,3998761181,212,18.5,3998761173,56,Back,3998761183,213,0.2,3998761177,141,4.6,3998761175,140,45.0,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352069,17,1,1,1,18,b3vbyitzi3nrw9ehj1eoko219,1,52.6,95.2,2023-01-28T15:01:51.842Z,2023-01-31T09:46:46Z,3998761095,141,94.4,3998761099,213,6.2,3998761093,140,60.8,3998761097,212,8.6,3998761091,56,Left,4005209909,178,,3998761089,3,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352147,18,1,1,1,19,b3vbyitzi3nrw9ehj1eoko219,0,57,96.9,2023-01-28T15:01:53.281Z,2023-01-31T09:47:00Z,4005210433,178,,4004369535,155,,3998761481,213,6.3,3998761473,56,Left,3998761477,141,96.6,3998761479,212,15.5,3998761475,140,71.8,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352177,11,1,1,1,22,dmz37633qbsvl7gncq5s51yjw,1,27.1,5.6,2023-01-28T15:01:55.778Z,2023-01-31T09:47:06Z,3998761619,213,6.2,3998761615,141,4.0,3998761609,3,,3998761613,140,43.8,4005210683,388,,3998761617,212,17.6,3998761611,56,Back,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501443851,347,1,1,1,23,dmz37633qbsvl7gncq5s51yjw,0,35.6,2.3,2023-01-28T15:01:56.892Z,2023-01-31T09:47:18Z,4005211067,388,,3999240921,141,11.2,3999240923,212,10.4,3999240919,140,43.6,3999240915,3,,3999240927,213,0.6,3999240917,56,Back,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352281,19,1,1,1,24,b3vbyitzi3nrw9ehj1eoko219,0,59.9,91.7,2023-01-28T15:01:58.377Z,2023-01-31T09:47:27Z,3998762081,1,,3998762067,140,82.7,3998762071,141,87.7,3998762063,157,,3998762077,212,24.1,3998762065,56,Left,4005211353,178,,3998762079,213,6.2,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352321,12,1,1,1,27,dmz37633qbsvl7gncq5s51yjw,1,22.4,17.8,2023-01-28T15:02:01.532Z,2023-01-31T09:47:38Z,3998762295,56,Back,3998762299,141,29.7,3998762303,213,0.7,4005211675,388,,3998762297,140,31.8,3998762301,212,12.8,3998762293,3,,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502422087,748,1,1,1,30,dmz37633qbsvl7gncq5s51yjw,0,32.1,29.1,2023-01-28T15:02:03.736Z,2023-01-31T09:47:45Z,4004371213,3,,4004371225,213,0.8,4004371217,56,Back,4004371219,140,37.2,4004371223,212,7.4,4004371215,168,,4004371221,141,36.6,4005211823,388,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352369,20,49,1,1,30,b3vbyitzi3nrw9ehj1eoko219,1,58.5,54.5,2023-01-28T15:02:04.302Z,2023-01-31T09:47:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352455,21,1,1,1,31,b3vbyitzi3nrw9ehj1eoko219,1,58.5,54.5,2023-01-28T15:02:05.394Z,2023-01-31T09:47:55Z,3998762995,213,4.1,3998762981,56,Center,4005212115,178,,3998762987,141,39.7,3998762991,212,12.2,3998762985,140,52.0,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352541,22,1,1,1,35,b3vbyitzi3nrw9ehj1eoko219,1,45.5,32.8,2023-01-28T15:02:09.411Z,2023-01-31T09:48:01Z,4005212333,178,,3998763361,213,2.7,3998763357,141,48.8,3998763353,56,Back,3998763355,140,24.4,3998763359,212,24.7,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352693,23,1,1,1,38,b3vbyitzi3nrw9ehj1eoko219,1,24.4,48.8,2023-01-28T15:02:11.995Z,2023-01-31T09:48:23Z,3998764175,56,Back,3998764179,141,83.8,3998764183,213,1.3,3998764177,140,31.3,3998764181,212,24.9,4005212931,178,,,,,,,,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352809,24,1,1,1,43,b3vbyitzi3nrw9ehj1eoko219,1,48.4,85.6,2023-01-28T15:02:17.235Z,2023-01-31T09:48:30Z,3998764871,140,52.3,4005213097,178,,3998764873,141,94.8,3998764877,213,1.0,3998764869,56,Left,3998764875,212,7.5,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352873,25,1,1,1,46,b3vbyitzi3nrw9ehj1eoko219,0,52.3,94.8,2023-01-28T15:02:20.205Z,2023-01-31T09:48:35Z,3998765201,213,6.0,3998765193,56,Center,3998765203,1,,3998765197,141,75.3,4005213193,178,,3998765199,212,43.4,3998765195,140,91.7,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352917,13,52,1,1,50,dmz37633qbsvl7gncq5s51yjw,1,11.2,32.8,2023-01-28T15:02:23.799Z,2023-01-31T09:48:39Z,4004371629,376,,4005213309,178,,,,,,,,,,,,,,,,,,,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353505,14,1,1,2,7,dmz37633qbsvl7gncq5s51yjw,0,10.9,63.4,2023-01-28T15:02:41.134Z,2023-01-31T09:48:43Z,3998768323,141,76.6,3998768327,213,0.1,3998768321,140,67.9,3998768325,212,60.5,3998768329,1,,3998768313,199,,3998768317,56,Center,,,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353563,26,1,1,2,11,b3vbyitzi3nrw9ehj1eoko219,1,25.3,18.3,2023-01-28T15:02:44.699Z,2023-01-31T09:48:53Z,3998768569,141,34.0,3998768565,56,Back,4005213743,388,,3998768573,213,0.7,3998768567,140,38.2,3998768571,212,17.2,3998768563,3,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353657,27,49,1,2,12,b3vbyitzi3nrw9ehj1eoko219,1,38.9,28.3,2023-01-28T15:02:46.513Z,2023-01-31T09:49:04Z,,,,,,,,,,,,,,,,,,,,,,,,,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502607877,1336,67,1,2,12,b3vbyitzi3nrw9ehj1eoko219,1,37.6,32.4,2023-01-28T15:02:46.516Z,2023-01-31T15:07:13Z,4005363685,233,979,,,,,,,,,,,,,,,,,,,,,,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502607875,979,67,1,2,12,dmz37633qbsvl7gncq5s51yjw,0,62.4,67.6,2023-01-28T15:02:46.517Z,2023-01-31T11:30:22Z,4005363689,233,1336,,,,,,,,,,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353715,28,1,1,2,14,b3vbyitzi3nrw9ehj1eoko219,0,31.7,14.7,2023-01-28T15:02:48.053Z,2023-01-31T09:49:11Z,3998769267,56,Back,3998769321,233,15,3998769271,141,18.9,3998769273,212,7.2,3998769319,236,,4005214379,178,,3998769269,140,38.0,3998769275,213,0.4,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,3998769325,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353663,15,74,1,2,14,dmz37633qbsvl7gncq5s51yjw,1,64.2,83,2023-01-28T15:02:48.151Z,2023-01-31T09:49:18Z,3998769055,285,,3998769341,233,28,4005214595,178,,3998769053,56,Left,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353787,16,5,1,2,16,dmz37633qbsvl7gncq5s51yjw,0,73.4,101.6,2023-01-28T15:02:49.995Z,2023-01-31T09:49:24Z,3998769559,347,,3998769919,233,29,3998769557,56,Left,,,,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353855,29,5,1,2,16,b3vbyitzi3nrw9ehj1eoko219,1,26.6,-1.6,2023-01-28T15:02:49.995Z,2023-01-31T09:49:23Z,3998769827,56,Back,3998769829,347,,3998769905,233,16,,,,,,,,,,,,,,,,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354327,30,1,1,2,32,b3vbyitzi3nrw9ehj1eoko219,1,24.5,0,2023-01-28T15:03:05.548Z,2023-01-31T09:49:30Z,3998772045,140,34.1,3998772049,212,17.0,3998772047,141,19.4,3998772043,56,Back,3998772051,213,0.9,3998772041,107,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354345,31,50,1,2,33,b3vbyitzi3nrw9ehj1eoko219,1,29.8,12.8,2023-01-28T15:03:06.629Z,2023-01-31T09:49:41Z,3998776173,233,17,3998776177,285,,3998772157,56,Back,,,,,,,,,,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354411,17,7,1,2,33,dmz37633qbsvl7gncq5s51yjw,1,70.2,87.2,2023-01-28T15:03:07.393Z,2023-01-31T09:49:50Z,4005215295,178,,3998772483,56,Left,3998776137,233,31,4004372857,385,,3998774733,286,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354453,18,5,1,2,35,dmz37633qbsvl7gncq5s51yjw,0,76.2,101.8,2023-01-28T15:03:09.437Z,2023-01-31T09:49:56Z,3998772683,347,,3998772679,56,Left,3998774801,233,32,,,,,,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354883,32,5,1,2,35,b3vbyitzi3nrw9ehj1eoko219,1,23.8,-1.8,2023-01-28T15:03:09.437Z,2023-01-31T09:49:56Z,3998774687,56,Back,3998774689,347,,3998774765,233,18,,,,,,,,,,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354957,33,1,1,2,49,b3vbyitzi3nrw9ehj1eoko219,0,21.4,0,2023-01-28T15:03:23.165Z,2023-01-31T09:50:05Z,3998775035,140,41.0,3998775041,141,6.8,3998775051,1,,3998775029,107,,3998775033,56,Back,3998775043,212,21.4,3998775047,213,0.3,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355019,19,1,1,2,51,dmz37633qbsvl7gncq5s51yjw,0,52.7,92.9,2023-01-28T15:03:24.768Z,2023-01-31T09:50:10Z,3998775389,56,Left,3998775391,140,67.3,4005215869,388,,3998775397,213,0.3,3998775393,141,100.0,3998775387,3,,3998775395,212,16.3,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355037,20,5,1,2,52,dmz37633qbsvl7gncq5s51yjw,0,68.2,101.2,2023-01-28T15:03:26.097Z,2023-01-31T09:50:18Z,3998775475,56,Left,3998775477,347,,3998776109,233,34,,,,,,,,,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355143,34,5,1,2,52,b3vbyitzi3nrw9ehj1eoko219,1,31.8,-1.2,2023-01-28T15:03:26.097Z,2023-01-31T09:50:18Z,3998776067,233,20,3998776009,347,,3998776007,56,Back,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
