id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2490102087,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-12-10T14:15:15.182Z,2022-12-10T15:01:59Z,3939438085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939438073,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3939438071,30,"886i2kpcsn38tt7wqios1ip5, 61aryp2zoj2ymcd318t9i70lx, 8x2yublirj5430deybqft0xxx, 2u4m2ja4yhgtqjgwns2om5y7e, 9i7xyx5fmckuay7m5lat0xvmy, 9c3iyi7y3hdraso115kxmd87p, b3cehdu46pljqap9xw1j7pcyx, e3ff2af2lxs0rl8c4r5ns4wd1, 5kyyaapya2gv5awlfgckmwpux, 7b7ca1dklnp7reqcs5s4aauei, 2oqi7v6d676hbe9i9agdl9ckp, 6fd57izyk7hteztf9lnd1a6l1, aral6zvx8qxkfqkqwb7ldfk5x, 7xt0zamdkelc77pnx0hwgmeei, bkpr0uwpx5kbu2ms41uxoljah, 6zl8z33wsnss7q7p8ybh19n56, 4lws9jepuxzs33zbt3w1ff9ih, 68emhvrwqi5m0q155ww2bzn1m",3939438079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939438075,59,"25, 2, 11, 27, 16, 6, 26, 4, 10, 14, 7, 5, 9, 13, 15, 17, 18, 22",3939438083,197,4631,3939438077,130,8,3939438081,194,e3ff2af2lxs0rl8c4r5ns4wd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102239,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-12-10T14:15:33.333Z,2022-12-10T15:25:10Z,3939438925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939438921,194,5udpap0himq2ggsw4f0o5hqdx,3939438923,197,16466,3939438913,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3939438911,30,"247o80ri7od76lxfrkmccz2ay, 5udpap0himq2ggsw4f0o5hqdx, 9llmzvk9nw1kwy73o8z9f8usp, 2q6bsyszm27v5uvs30j5ty311, oe0lbxtc4qftnd886dzfm385, 5a86e1pl8b7ibmrkz3h6gs1yh, ady374prjuht3fs9va8n303jd, ab9z3kubalp5l33vbi4a8n0iy, 4xxoasz03erxlyonu2t8y5fqh, 9w0nk2mz77jqc62v4gv1h0vkl, 8dcdul1txdibvq7liaagnc9ka, wuidadmmyp6xcztp1lxdxg4p, alhqwxs7t2pxxxuztmvy1ibpx, 6rzq8xkkst4hgbh2ysj52gwyx, 4lz9m2nwif7tql9hqsv2u7vft, 4cyf8fcefkz6433g76okyd65m, 82h98ebusz83rox95oi9kafh1, f3owhetogu9m6da54ip5q1mhg",3939438919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939438915,59,"1, 8, 7, 4, 5, 3, 19, 20, 16, 9, 14, 6, 10, 11, 17, 21, 25, 48",3939438917,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117267,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-12-10T15:00:04.048Z,2022-12-13T04:40:47Z,3939520175,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117275,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-12-10T15:00:04.048Z,2022-12-10T15:00:06Z,3939520219,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117281,3,1,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,49.9,50.3,2022-12-10T15:00:04.121Z,2022-12-13T07:03:04Z,3939520235,279,S,3939520233,213,3.1,3939520225,56,Back,3939520229,141,51.8,3943451745,178,,3939520227,140,30.2,3939520231,212,20.7,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117313,4,1,1,0,1,5g1fnexeromjl0lvnxp8hpnhi,0,36.3,54.8,2022-12-10T15:00:05.639Z,2022-12-13T07:03:12Z,3939520385,212,46.4,3939520389,1,,3939520387,213,0.5,3939520383,141,88.7,3939520379,56,Left,3939520381,140,74.6,3939520377,155,,3943451841,178,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117305,3,44,1,0,4,dmz37633qbsvl7gncq5s51yjw,1,25.8,10.9,2022-12-10T15:00:08.397Z,2022-12-13T09:39:03Z,3939520347,285,,3939520345,56,Back,3939520399,233,5,,,,,,,,,,,,,,,,61aryp2zoj2ymcd318t9i70lx,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117315,5,44,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,0,74.2,89.1,2022-12-10T15:00:08.398Z,2022-12-13T07:03:17Z,3939520393,56,Left,3939520461,233,3,3939520395,286,,,,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117319,4,1,1,0,4,dmz37633qbsvl7gncq5s51yjw,1,26.1,10.6,2022-12-10T15:00:08.457Z,2022-12-13T09:39:04Z,3939520415,212,15.5,3939520407,3,,3943451995,388,,3939520409,56,Back,3939520417,213,1.3,3939520413,141,32.4,3939520411,140,30.5,,,,61aryp2zoj2ymcd318t9i70lx,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490117323,5,49,1,0,6,dmz37633qbsvl7gncq5s51yjw,1,30.5,32.4,2022-12-10T15:00:10.577Z,2022-12-13T07:03:27Z,,,,,,,,,,,,,,,,,,,,,,,,,2u4m2ja4yhgtqjgwns2om5y7e,B. Worman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
