id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2493236755,5,5,1,0,22,5qwskbjpa17fvmtuu5qijy7cz,1,75.2,-1,2022-12-26T15:01:27.529Z,2022-12-28T07:11:54Z,3956100617,56,Right,3956100619,347,,3956100649,233,7,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236373,7,5,1,0,22,9db4t34qy4owglhvvgwf5l22i,0,24.8,101,2022-12-26T15:01:27.529Z,2022-12-28T07:11:55Z,3956100669,233,5,3956098873,56,Back,3956098875,347,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236839,6,1,1,0,41,5qwskbjpa17fvmtuu5qijy7cz,0,78.8,0,2022-12-26T15:01:47.373Z,2022-12-28T07:11:59Z,3956100943,140,91.0,3956100941,56,Center,3956100947,212,27.2,3956100951,1,,3956100945,141,34.2,3956100939,107,,3956100949,213,1.1,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236853,8,44,1,0,43,9db4t34qy4owglhvvgwf5l22i,1,9,68,2022-12-26T15:01:49.468Z,2022-12-28T10:45:07Z,3956101005,56,Back,3956101007,285,,3956101029,233,7,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236843,7,44,1,0,43,5qwskbjpa17fvmtuu5qijy7cz,0,91,32,2022-12-26T15:01:49.469Z,2022-12-28T07:12:06Z,3956100967,56,Center,3956101045,233,8,3956100969,286,,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236891,9,12,1,0,44,9db4t34qy4owglhvvgwf5l22i,1,9,69,2022-12-26T15:01:49.513Z,2022-12-28T10:45:08Z,3956101209,212,12.5,3956101205,140,13.0,3956101207,141,86.3,3956101211,213,1.2,3956101203,56,Back,3958218377,388,,3956101225,15,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236875,8,1,1,0,45,5qwskbjpa17fvmtuu5qijy7cz,1,80.5,16.7,2022-12-26T15:01:51.120Z,2022-12-28T07:12:21Z,3958218625,178,,3956101125,213,1.5,3956101119,140,80.6,3956101117,56,Center,3956101123,212,5.0,3956101121,141,24.0,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236887,9,61,1,0,45,5qwskbjpa17fvmtuu5qijy7cz,1,82.9,24.9,2022-12-26T15:01:51.212Z,2022-12-28T07:12:27Z,3958218741,178,,3956101191,56,Center,,,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236901,10,5,1,0,48,5qwskbjpa17fvmtuu5qijy7cz,0,89.1,-1.7,2022-12-26T15:01:53.514Z,2022-12-28T07:12:32Z,3956101265,347,,3956102765,233,10,3956101263,56,Right,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237217,10,5,1,0,48,9db4t34qy4owglhvvgwf5l22i,1,10.9,101.7,2022-12-26T15:01:53.514Z,2022-12-28T07:12:31Z,3956102685,347,,3956102709,233,10,3956102683,56,Back,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237329,11,1,1,1,4,9db4t34qy4owglhvvgwf5l22i,0,9.6,100,2022-12-26T15:02:09.701Z,2022-12-28T07:12:35Z,3956103237,107,,3956103245,140,31.1,3956103251,212,22.8,3956103249,141,96.5,3956103259,1,,3956103255,213,6.1,3956103241,56,Back,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237369,11,1,1,1,6,5qwskbjpa17fvmtuu5qijy7cz,1,68.7,7,2022-12-26T15:02:11.840Z,2022-12-28T07:12:44Z,3956103421,56,Right,3956103423,140,61.8,3956103419,3,,3956103425,141,9.8,3956103427,212,7.5,3956103429,213,2.9,3958219241,388,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237449,12,1,1,1,7,5qwskbjpa17fvmtuu5qijy7cz,1,63,10.7,2022-12-26T15:02:13.330Z,2022-12-28T07:12:48Z,3958219347,178,,3956103859,212,9.2,3956103855,140,70.9,3956103857,141,16.4,3956103861,213,0.4,3956103863,1,,3956103853,56,Right,3956103851,157,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237583,15,4,1,1,10,5qwskbjpa17fvmtuu5qijy7cz,1,72,12.5,2022-12-26T15:02:15.990Z,2022-12-28T07:12:57Z,3957818591,10,,3956104537,286,,3956143231,233,13,3956104531,152,,3956104529,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237753,13,4,1,1,10,9db4t34qy4owglhvvgwf5l22i,0,28,87.5,2022-12-26T15:02:15.991Z,2022-12-28T07:12:56Z,3956105419,152,,3957818545,10,,3956105417,56,Back,3958219513,388,,3956105421,285,,3956105489,233,15,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237425,12,43,1,1,11,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-12-26T15:02:16.848Z,2022-12-26T15:02:33Z,3956103703,285,0,3956103701,56,Back,3956105647,144,44,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237465,13,43,1,1,12,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-12-26T15:02:17.647Z,2022-12-26T15:02:29Z,3956105157,144,1,3956103949,56,Right,3956103947,168,0,3956103953,141,14.0,3956103951,140,74.6,3956103945,3,0,3956103957,213,0.0,3956103955,212,6.2,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237511,14,43,1,1,15,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-12-26T15:02:20.607Z,2022-12-26T15:02:27Z,3956104197,56,Right,3956104195,3,0,3956104203,212,2.6,3956104201,141,12.2,3956104199,140,71.9,3956104205,213,6.2,3956104925,144,1,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238223,16,1,1,1,41,5qwskbjpa17fvmtuu5qijy7cz,0,71.9,12.2,2022-12-26T15:02:47.204Z,2022-12-28T07:13:00Z,3956107699,141,56.7,3957819573,225,,3956107689,5,,3958219559,178,,3957819575,386,,3957819329,20,,3956107701,212,35.8,3956107703,213,1.0,4i9u8cvqi0326gzqouf7uqju1,J. Pritchard,3956107695,56,Center,3956107697,140,90.2,3956107691,155,3956107693,152,3956107687,2,3956107705,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238255,14,12,1,1,43,9db4t34qy4owglhvvgwf5l22i,1,12.1,40.1,2022-12-26T15:02:49.416Z,2022-12-28T07:13:04Z,3956107849,212,13.7,3956107851,213,5.8,3956107845,140,23.6,3956107847,141,30.6,3956107843,56,Back,3958219655,388,,3956107905,15,,,,,d25ilw75uqbnk15v383e1kxrd,R. Cundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238297,17,1,1,1,46,5qwskbjpa17fvmtuu5qijy7cz,0,75.8,72.6,2022-12-26T15:02:52.094Z,2022-12-28T07:13:08Z,3957819731,155,,3958219767,178,,3956108037,56,Center,3956108045,213,5.5,3956108039,140,89.0,3956108043,212,20.5,3956108041,141,50.3,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493644577,819,67,1,1,47,9db4t34qy4owglhvvgwf5l22i,1,13.2,49,2022-12-26T15:02:53.083Z,2022-12-28T10:45:08Z,3958255621,233,732,,,,,,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493644573,732,67,1,1,47,5qwskbjpa17fvmtuu5qijy7cz,0,86.8,51,2022-12-26T15:02:53.084Z,2022-12-28T07:48:38Z,3958255629,233,819,,,,,,,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238351,15,8,1,1,47,9db4t34qy4owglhvvgwf5l22i,1,13.8,35.2,2022-12-26T15:02:53.134Z,2022-12-28T10:45:09Z,3958220141,178,,3957820201,385,,3956108311,56,Back,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240685,25,12,1,1,49,9db4t34qy4owglhvvgwf5l22i,1,13.9,25.6,2022-12-26T15:02:55.227Z,2022-12-28T07:13:29Z,3956120539,140,22.3,3956120551,213,0.7,3956120547,212,11.5,3956120543,141,36.4,3956120533,56,Back,3956120575,15,,3958220269,388,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238421,18,1,1,1,51,5qwskbjpa17fvmtuu5qijy7cz,0,75.7,52.7,2022-12-26T15:02:57.051Z,2022-12-28T07:13:33Z,3956108613,56,Center,3956108611,3,,3956108619,212,15.4,3956108617,141,57.9,3956108615,140,90.0,3958220371,388,,3956108621,213,0.2,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238445,16,52,1,1,53,9db4t34qy4owglhvvgwf5l22i,1,10.1,34.5,2022-12-26T15:02:59.070Z,2022-12-28T07:13:40Z,3957820387,377,,3958220497,178,,,,,,,,,,,,,,,,,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238619,17,1,1,1,54,9db4t34qy4owglhvvgwf5l22i,1,12.5,28.2,2022-12-26T15:03:00.302Z,2022-12-28T07:13:43Z,3956109599,212,19.0,3956109597,141,13.1,3956109595,140,27.7,3956109593,56,Back,3956109591,123,,3956109603,213,5.7,3958220589,178,,,,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238645,18,1,1,1,57,9db4t34qy4owglhvvgwf5l22i,0,27.7,13.1,2022-12-26T15:03:03.454Z,2022-12-28T07:13:47Z,3956109711,141,72.1,3956109713,212,55.1,3958220651,178,,3956109717,1,,3956109715,213,0.8,3956109709,140,63.6,3956109707,56,Center,3956109705,155,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238659,20,61,1,2,0,5qwskbjpa17fvmtuu5qijy7cz,0,46.5,50.3,2022-12-26T15:03:05.779Z,2022-12-28T07:13:51Z,3958220761,178,,3956109785,56,Back,,,,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238683,19,1,1,2,1,9db4t34qy4owglhvvgwf5l22i,1,69.7,42.2,2022-12-26T15:03:06.783Z,2022-12-28T07:13:54Z,3956109907,56,Center,3956109909,140,70.4,3956116033,3,,3956109915,213,1.5,3958220853,388,,3956109913,212,10.5,3956109911,141,57.6,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238631,19,43,1,2,1,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-12-26T15:03:07.150Z,2022-12-26T15:03:09Z,3956109943,144,49,,,,,,,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238737,20,1,1,2,3,9db4t34qy4owglhvvgwf5l22i,0,70.4,57.6,2022-12-26T15:03:08.520Z,2022-12-28T07:14:00Z,3956110161,212,11.0,3956110163,213,1.1,3956110159,141,71.8,3956110155,56,Center,3956110157,140,75.4,3958221033,178,,3956110153,3,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493564035,780,50,1,2,4,9db4t34qy4owglhvvgwf5l22i,1,71,81.7,2022-12-26T15:03:10.334Z,2022-12-28T07:14:25Z,3957820609,56,Left,3957820611,286,,3957972683,233,21,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238735,21,7,1,2,5,5qwskbjpa17fvmtuu5qijy7cz,0,29,18.3,2022-12-26T15:03:10.535Z,2022-12-28T07:14:18Z,3958221443,178,,3957820653,285,,3957820745,385,,3956110147,56,Back,3957972671,233,780,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238909,21,1,1,2,9,9db4t34qy4owglhvvgwf5l22i,1,75.9,78.5,2022-12-26T15:03:15.269Z,2022-12-28T07:14:35Z,3956111029,212,27.8,3956111025,140,76.5,3958221761,178,,3956111027,141,37.6,3956111031,213,4.7,3956112529,210,15,3956111023,56,Center,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2493238913,22,15,1,2,12,9db4t34qy4owglhvvgwf5l22i,1,79.6,36.7,2022-12-26T15:03:17.686Z,2022-12-28T07:14:36Z,3956111057,56,Center,3956111055,18,,3956111567,82,,3956111053,22,,3956111563,20,,3956112569,215,,3956112559,29,,3956112565,102,48.9,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,3956112567,103,19,3956112571,146,88.0,3956112573,147,3956112575,230,3956112577,231,3956112561,55,,41.7,98.1,46.8,21,3956112557,78,3956111593,233,22,3958221843,178,,,,,,,,,,,,,,
2493238933,22,10,1,2,12,5qwskbjpa17fvmtuu5qijy7cz,1,11.6,61.1,2022-12-26T15:03:17.930Z,2022-12-28T07:14:42Z,3958222003,178,,3956111183,56,Back,3956111181,94,,3956111601,233,22,3958222005,15,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239247,23,27,1,2,14,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-12-26T15:03:19.952Z,2022-12-28T07:14:51Z,3956112785,233,23,3956112729,53,a2g77lv071rnz76ujh30364tl,3956112727,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239253,23,27,1,2,14,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-12-26T15:03:19.952Z,2022-12-28T07:14:51Z,3956112897,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241089,24,28,1,3,50,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-12-26T15:04:56.107Z,2022-12-28T07:14:57Z,3956122661,55,23,3956143543,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240639,24,28,1,3,50,9db4t34qy4owglhvvgwf5l22i,1,0,0,2022-12-26T15:04:56.107Z,2022-12-28T07:14:58Z,3956143569,233,24,3956120371,55,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241131,25,68,1,3,54,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-12-26T15:05:00.292Z,2022-12-28T07:15:04Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241169,26,68,1,3,55,9db4t34qy4owglhvvgwf5l22i,0,0,0,2022-12-26T15:05:00.602Z,2022-12-28T07:15:10Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241223,26,49,1,3,55,5qwskbjpa17fvmtuu5qijy7cz,1,12.6,55.4,2022-12-26T15:05:01.475Z,2022-12-28T07:15:20Z,,,,,,,,,,,,,,,,,,,,,,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241505,27,1,1,4,6,5qwskbjpa17fvmtuu5qijy7cz,0,22,44.5,2022-12-26T15:05:12.100Z,2022-12-28T07:15:24Z,3956124737,213,6.1,3956124735,212,55.6,3958222839,178,,3956124739,1,,3956124729,56,Center,3956124731,140,74.4,3956124733,141,33.0,3956124727,155,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241553,27,1,1,4,9,9db4t34qy4owglhvvgwf5l22i,1,24.6,69.1,2022-12-26T15:05:15.430Z,2022-12-28T07:15:30Z,3956124985,1,,3958223007,178,,3956124977,141,64.3,3956124973,140,30.2,3956124971,56,Back,3956124969,157,,3956124981,212,6.7,3956124983,213,5.8,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
