id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2511977453,5,1,1,0,10,8rfydplrc9ki0sirqi0drcybk,0,27.6,31.6,2023-02-25T15:00:49.668Z,2023-02-28T17:30:44Z,4054675099,213,1.1,4054675091,56,Back,4054675085,3,,4063829081,388,,4054675095,141,57.1,4054675093,140,36.8,4054675097,212,19.8,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977627,6,1,1,0,13,8xeuwzxnm7hdlbjjuezgfkz3w,1,60.3,41.5,2023-02-25T15:00:52.213Z,2023-02-28T17:30:47Z,4054675843,212,14.0,4054675845,213,5.6,4054675837,56,Center,4054675841,141,28.9,4054675839,140,70.8,4063829215,178,,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977625,6,45,1,0,19,8rfydplrc9ki0sirqi0drcybk,0,8.7,87.4,2023-02-25T15:00:58.762Z,2023-02-28T17:30:53Z,4054676027,233,7,4054675833,56,Back,4054675835,285,,,,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977651,7,3,1,0,19,8xeuwzxnm7hdlbjjuezgfkz3w,1,91.3,12.6,2023-02-25T15:00:58.762Z,2023-02-28T17:30:53Z,4062082717,465,,4054675959,56,Right,4054675961,286,,4063829439,178,,4054676003,233,6,,,,,,,,,,5pf4sma6x95qcuhx6wmqqzu1h,A. Gnahoua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977675,8,1,1,0,21,8xeuwzxnm7hdlbjjuezgfkz3w,0,94.7,12.5,2023-02-25T15:01:00.601Z,2023-02-28T17:30:57Z,4054676043,2,,4054676051,141,38.6,4054676047,56,Center,4054676055,213,1.6,4054676049,140,94.6,4061698849,20,,4054676045,155,,4063829521,178,,5pf4sma6x95qcuhx6wmqqzu1h,A. Gnahoua,4054676053,212,17.7,4061698847,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978253,7,12,1,0,22,8rfydplrc9ki0sirqi0drcybk,1,6,60,2023-02-25T15:01:01.367Z,2023-02-28T17:31:06Z,4054678561,56,Back,4054678569,213,0.5,4063829973,388,,4054678567,212,22.6,4054678563,140,24.4,4054678565,141,77.3,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513308093,772,1,1,0,23,8xeuwzxnm7hdlbjjuezgfkz3w,1,81.1,26.2,2023-02-25T15:01:02.700Z,2023-02-28T17:31:17Z,4061703155,141,21.6,4061703153,140,72.9,4063830345,21,,4063830343,178,,4061703157,212,9.2,4061703161,213,3.5,4061703151,56,Center,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977915,9,1,1,0,27,8xeuwzxnm7hdlbjjuezgfkz3w,1,67.6,33.3,2023-02-25T15:01:06.267Z,2023-02-28T17:31:22Z,4054677003,213,1.5,4063830505,178,,4054676991,56,Left,4054676999,212,31.9,4054676993,140,68.9,4054676995,141,80.2,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978019,10,1,1,0,31,8xeuwzxnm7hdlbjjuezgfkz3w,1,67.6,73,2023-02-25T15:01:10.666Z,2023-02-28T17:31:26Z,4054677505,1,,4054677495,141,19.8,4063830677,178,,4054677487,56,Right,4054677491,140,60.5,4054677501,213,4.5,4054677499,212,36.9,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978241,11,1,1,0,35,8xeuwzxnm7hdlbjjuezgfkz3w,1,62.9,19.5,2023-02-25T15:01:14.244Z,2023-02-28T17:31:32Z,4054678507,141,6.8,4054678505,140,80.4,4063830849,178,,4054678511,213,5.8,4054678503,56,Right,4054678509,212,20.3,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978267,12,1,1,0,41,8xeuwzxnm7hdlbjjuezgfkz3w,0,91.3,2.7,2023-02-25T15:01:20.556Z,2023-02-28T17:31:36Z,4054678623,155,,4063831035,178,,4061703337,224,,4054678627,140,92.5,4061703339,20,,4054678629,141,8.5,4054678631,212,4.1,4061703259,236,,5pf4sma6x95qcuhx6wmqqzu1h,A. Gnahoua,4054678657,233,8,4054678625,56,Right,4054678633,213,1.3,4054678621,2,4061703261,286,,,,,,,,,,,,,,,,,,,,,,,,
2511978259,8,12,1,0,41,8rfydplrc9ki0sirqi0drcybk,1,9.8,86.8,2023-02-25T15:01:20.649Z,2023-02-28T17:31:39Z,4054678585,56,Back,4063831157,178,,4062060091,233,12,4061703165,185,,,,,,,,,,,,,,3tlocewlh3mb53wd0hk8nucbt,P. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978363,13,1,1,0,43,8xeuwzxnm7hdlbjjuezgfkz3w,1,79.1,35.5,2023-02-25T15:01:22.498Z,2023-02-28T17:31:46Z,4063831351,21,,4061703917,156,,4054679141,213,3.2,4054679139,212,9.5,4054679137,141,34.5,4063831349,178,,4054679133,56,Center,4054679135,140,70.1,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978453,14,1,1,0,44,8xeuwzxnm7hdlbjjuezgfkz3w,1,70.1,31,2023-02-25T15:01:23.473Z,2023-02-28T17:31:50Z,4054679591,213,1.4,4054679587,141,82.0,4054679583,56,Left,4054679585,140,75.6,4054679593,1,,4063831505,178,,4054679589,212,35.2,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978793,15,1,1,0,48,8xeuwzxnm7hdlbjjuezgfkz3w,1,80.3,80.6,2023-02-25T15:01:27.504Z,2023-02-28T17:32:06Z,4063832035,178,,4054681029,213,3.9,4054681021,56,Center,4054681027,212,14.0,4054681025,141,66.1,4054681023,140,70.9,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978921,16,1,1,0,59,8xeuwzxnm7hdlbjjuezgfkz3w,1,64.3,62.1,2023-02-25T15:01:38.707Z,2023-02-28T17:32:13Z,4054681583,213,0.9,4054681581,212,21.2,4054681577,140,76.8,4054681575,56,Left,4054681579,141,86.5,4063832355,178,,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979051,17,1,1,1,2,8xeuwzxnm7hdlbjjuezgfkz3w,1,75.7,89,2023-02-25T15:01:41.478Z,2023-02-28T17:32:20Z,4063832545,178,,4054682193,141,90.3,4054682189,140,91.2,4054682197,212,16.3,4054682199,213,0.1,4054682187,56,Left,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979223,18,1,1,1,6,8xeuwzxnm7hdlbjjuezgfkz3w,1,87.3,90.2,2023-02-25T15:01:45.313Z,2023-02-28T17:32:25Z,4054682989,56,Left,4054682993,141,82.0,4054682995,212,21.9,4063832695,178,,4054682991,140,67.1,4054682999,213,3.4,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979271,19,1,1,1,8,8xeuwzxnm7hdlbjjuezgfkz3w,0,67.4,81.4,2023-02-25T15:01:47.776Z,2023-02-28T17:32:30Z,4054683205,2,,4054683211,140,91.4,4054683215,212,35.7,4054683219,1,,4063832837,178,,4061704963,20,,4054683207,155,,4054683209,56,Center,8f5io2957l6ye5u7bsan0ecfe,J. Weir,4061704959,223,,4054683213,141,44.3,4054683217,213,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979293,9,52,1,1,11,8rfydplrc9ki0sirqi0drcybk,1,7.5,54,2023-02-25T15:01:50.103Z,2023-02-28T17:32:35Z,4061705059,376,,4063832979,389,,,,,,,,,,,,,,,,,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979951,10,1,1,1,26,8rfydplrc9ki0sirqi0drcybk,0,15.2,36.1,2023-02-25T15:02:05.223Z,2023-02-28T17:32:39Z,4054686441,1,,4054686431,56,Right,4054686439,213,5.8,4054686429,199,,4054686437,212,58.5,4054686433,140,65.2,4054686435,141,0.0,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979959,11,5,1,1,31,8rfydplrc9ki0sirqi0drcybk,0,69.2,-1.6,2023-02-25T15:02:10.605Z,2023-02-28T17:32:46Z,4054686467,56,Right,4054689809,233,20,4054686469,347,,,,,,,,,,,,,,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980619,20,5,1,1,31,8xeuwzxnm7hdlbjjuezgfkz3w,1,30.8,101.6,2023-02-25T15:02:10.605Z,2023-02-28T17:32:45Z,4054689635,347,,4054689775,233,11,4054689633,56,Back,,,,,,,,,,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980809,21,1,1,1,51,8xeuwzxnm7hdlbjjuezgfkz3w,1,26.9,100,2023-02-25T15:02:30.716Z,2023-02-28T17:32:49Z,4054690575,213,5.0,4054690573,212,18.2,4054690567,56,Back,4054690565,107,,4054690571,141,75.4,4054690569,140,31.6,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980909,22,1,1,1,52,8xeuwzxnm7hdlbjjuezgfkz3w,0,31.6,75.4,2023-02-25T15:02:31.471Z,2023-02-28T17:32:56Z,4054691051,212,16.2,4054691053,213,2.2,4054691041,140,22.5,4054691049,141,94.7,4054691039,56,Back,4063833789,178,,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980927,23,50,1,1,54,8xeuwzxnm7hdlbjjuezgfkz3w,1,29.5,91.9,2023-02-25T15:02:33.261Z,2023-02-28T17:33:04Z,4054691109,285,,4054691107,56,Back,4054691213,233,12,,,,,,,,,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980823,12,7,1,1,54,8rfydplrc9ki0sirqi0drcybk,1,70.5,8.1,2023-02-25T15:02:33.376Z,2023-02-28T17:33:09Z,4054690661,56,Right,4054691183,233,23,4061932461,383,,4054691187,286,,4063834329,178,,,,,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980839,13,49,1,1,55,8rfydplrc9ki0sirqi0drcybk,1,73,10.1,2023-02-25T15:02:34.064Z,2023-02-28T17:33:14Z,,,,,,,,,,,,,,,,,,,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980957,14,1,1,1,56,8rfydplrc9ki0sirqi0drcybk,1,73.8,8.5,2023-02-25T15:02:35.260Z,2023-02-28T17:33:19Z,4054691241,56,Center,4063834725,178,,4054691249,213,1.7,4054691247,212,10.6,4054691243,140,72.3,4054691245,141,23.9,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981059,15,1,1,1,59,8rfydplrc9ki0sirqi0drcybk,1,76.5,22.7,2023-02-25T15:02:38.259Z,2023-02-28T17:33:24Z,4054691705,212,13.6,4054691699,140,86.2,4054691709,213,5.6,4063834913,178,,4054691701,141,9.5,4054691695,56,Right,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513716727,940,83,1,2,2,8xeuwzxnm7hdlbjjuezgfkz3w,1,12.2,92.7,2023-02-25T15:02:40.997Z,2023-02-28T17:59:30Z,4063892853,399,232747,,,,,,,,,,,,,,,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981185,16,1,1,2,2,8rfydplrc9ki0sirqi0drcybk,1,88.6,8,2023-02-25T15:02:41.205Z,2023-02-28T17:33:29Z,4054692291,141,7.1,4054692287,56,Right,4054692293,212,2.6,4054692295,213,6.0,4063835151,178,,4054692289,140,91.0,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981211,17,1,1,2,3,8rfydplrc9ki0sirqi0drcybk,0,93.1,6.7,2023-02-25T15:02:42.955Z,2023-02-28T17:33:41Z,4054692589,233,24,4054692391,140,92.6,4054692593,286,,4063835591,178,,4054692585,236,,4054692397,213,1.9,4054692389,56,Right,4054692393,141,9.1,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,4054692395,212,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981229,24,74,1,2,4,8xeuwzxnm7hdlbjjuezgfkz3w,1,12.2,88.7,2023-02-25T15:02:43.074Z,2023-02-28T17:33:47Z,4054692627,233,17,4054692455,285,,4063835845,178,,4054692453,56,Back,,,,,,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513716895,870,67,1,2,5,8rfydplrc9ki0sirqi0drcybk,1,87.2,8.4,2023-02-25T15:02:44.351Z,2023-02-28T18:42:17Z,4063893739,233,941,,,,,,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513716889,941,67,1,2,5,8xeuwzxnm7hdlbjjuezgfkz3w,0,12.8,91.6,2023-02-25T15:02:44.352Z,2023-02-28T18:00:03Z,4063893765,233,870,,,,,,,,,,,,,,,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981279,18,61,1,2,5,8rfydplrc9ki0sirqi0drcybk,1,89.8,7.7,2023-02-25T15:02:44.391Z,2023-02-28T18:42:18Z,4054692683,56,Right,4063836321,178,,,,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982961,29,49,1,2,6,8xeuwzxnm7hdlbjjuezgfkz3w,1,33.7,88,2023-02-25T15:02:45.189Z,2023-02-28T17:34:04Z,,,,,,,,,,,,,,,,,,,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981873,25,1,1,2,12,8xeuwzxnm7hdlbjjuezgfkz3w,1,39.7,90.2,2023-02-25T15:02:51.606Z,2023-02-28T17:34:15Z,4054695657,140,73.0,4063836797,178,,4054695665,1,,4054695655,56,Left,4054695659,141,84.1,4054695663,213,6.2,4054695661,212,35.2,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981885,26,61,1,2,18,8xeuwzxnm7hdlbjjuezgfkz3w,0,95.9,88.4,2023-02-25T15:02:57.780Z,2023-02-28T17:35:04Z,4054695705,56,Left,4063837517,178,,,,,,,,,,,,,,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981877,19,49,1,2,21,8rfydplrc9ki0sirqi0drcybk,1,10.2,11.3,2023-02-25T15:03:00.286Z,2023-02-28T17:35:10Z,,,,,,,,,,,,,,,,,,,,,,,,,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981995,20,1,1,2,22,8rfydplrc9ki0sirqi0drcybk,1,10.2,11.3,2023-02-25T15:03:01.265Z,2023-02-28T17:35:20Z,4054696179,140,19.2,4054696185,213,0.2,4054696183,212,9.7,4063839547,178,,4054696177,56,Back,4054696181,141,14.3,,,,,,,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982069,21,1,1,2,24,8rfydplrc9ki0sirqi0drcybk,1,20.5,14,2023-02-25T15:03:03.046Z,2023-02-28T17:35:26Z,4063839837,178,,4054696509,212,5.1,4054696499,56,Back,4054696501,140,22.9,4054696505,141,7.4,4054696511,213,5.2,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982283,22,1,1,2,26,8rfydplrc9ki0sirqi0drcybk,1,22.9,7.4,2023-02-25T15:03:05.753Z,2023-02-28T17:35:29Z,4063839985,178,,4054697507,213,0.5,4054697505,212,8.3,4054697499,56,Back,4054697503,141,13.1,4054697501,140,29.9,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511982305,23,1,1,2,30,8rfydplrc9ki0sirqi0drcybk,0,53.2,3.4,2023-02-25T15:03:09.070Z,2023-02-28T17:35:35Z,4054697607,140,63.6,4063840097,178,,4054697613,213,0.8,4054697611,212,15.3,4054697609,141,19.1,4054697605,56,Right,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513717753,954,67,1,2,30,8xeuwzxnm7hdlbjjuezgfkz3w,1,42.3,77,2023-02-25T15:03:09.805Z,2023-02-28T18:42:18Z,4063898663,233,877,,,,,,,,,,,,,,,,,,,,,,cqbxzfg7eb97z1rx01kms6ay1,J. Bedeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
