id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2537056595,4,1,1,0,20,8b523ujgl21tbc01me65q0aoh,1,12,50.3,2023-04-22T14:01:17.145Z,2023-04-25T07:39:51Z,4208452541,212,35.1,4208452539,141,8.6,4208452545,1,,4208452543,213,5.3,4208452535,56,Back,4218901869,178,,4208452529,123,,4208452537,140,31.7,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056715,5,1,1,0,24,8b523ujgl21tbc01me65q0aoh,1,32.7,8.6,2023-04-22T14:01:21.562Z,2023-04-25T07:39:54Z,4208453125,155,,4218901957,178,,4208453127,56,Right,4208453133,212,54.5,4208453129,140,84.3,4208453137,1,,4208453135,213,0.1,4208453131,141,17.1,b7yfyzrvj7yjo48pu8faqnvft,H. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056791,6,1,1,0,29,8b523ujgl21tbc01me65q0aoh,1,89.2,18,2023-04-22T14:01:26.351Z,2023-04-25T07:40:08Z,4208453547,212,32.7,4217285417,20,,4208453541,56,Center,4208453545,141,64.5,4217285415,386,,4208453537,2,,4208453543,140,81.1,4217285413,225,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,4217285739,1,4217286175,154,4208455465,210,4218902133,178,1,15,4208453549,213,1.8,,,,,,,,,,,,,,,,,,,,,,,,
2537056865,7,15,1,0,32,8b523ujgl21tbc01me65q0aoh,1,79.6,63.7,2023-04-22T14:01:29.363Z,2023-04-25T07:40:08Z,4217286197,154,,4208455497,146,99.1,4208455491,103,4.4,4208455479,78,,4208453881,18,,4208455489,102,50.8,4208455493,215,,4208453877,22,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,4208454269,72,4208455495,328,4208455483,29,4208455499,147,,,4208455485,55,6,51.8,4208454349,233,9,4218902259,178,4208453883,56,Center,,,,,,,,,,,,,,,
2537056889,9,10,1,0,33,5jjqm8h6qm1w4s5f93uubhdrj,1,1.7,50.6,2023-04-22T14:01:30.665Z,2023-04-25T07:40:11Z,4217286347,376,,4208454003,182,,4217286345,177,,4208454001,178,,4208454005,56,Back,4208454437,233,7,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056877,8,52,1,0,33,5jjqm8h6qm1w4s5f93uubhdrj,1,1.7,50.6,2023-04-22T14:01:30.834Z,2023-04-25T07:40:14Z,4217286449,376,,4218902337,178,,,,,,,,,,,,,,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057117,10,1,1,0,37,5jjqm8h6qm1w4s5f93uubhdrj,1,14.6,41.5,2023-04-22T14:01:34.568Z,2023-04-25T07:40:19Z,4208455013,140,22.3,4218902461,178,,4208455019,213,5.2,4208455011,56,Back,4208455009,123,,4208455015,141,18.2,4208455017,212,17.8,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057123,11,3,1,0,41,5jjqm8h6qm1w4s5f93uubhdrj,0,30.9,3.2,2023-04-22T14:01:38.543Z,2023-04-25T07:40:27Z,4208455057,56,Back,4217287749,464,,4208455059,285,,4218902613,178,,4217436895,233,8,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057283,8,7,1,0,41,8b523ujgl21tbc01me65q0aoh,1,69.1,96.8,2023-04-22T14:01:38.873Z,2023-04-25T07:40:30Z,4217287889,385,,4208456333,233,11,4208455817,167,,4218902659,178,,4208455819,56,Left,4208456337,286,,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057331,9,5,1,0,42,8b523ujgl21tbc01me65q0aoh,0,69.2,101.2,2023-04-22T14:01:39.264Z,2023-04-25T07:40:34Z,4208456039,347,,4208456035,56,Left,4208458671,233,12,,,,,,,,,,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057429,12,5,1,0,42,5jjqm8h6qm1w4s5f93uubhdrj,1,30.8,-1.2,2023-04-22T14:01:39.264Z,2023-04-25T07:40:34Z,4208456497,56,Back,4208458607,233,9,4208456499,347,,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057483,13,1,1,0,54,5jjqm8h6qm1w4s5f93uubhdrj,1,26.9,0,2023-04-22T14:01:51.865Z,2023-04-25T07:40:37Z,4208456741,140,27.8,4208456739,56,Back,4208456745,212,10.9,4208456747,213,1.5,4208456743,141,14.4,4208456737,107,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057495,14,1,1,0,55,5jjqm8h6qm1w4s5f93uubhdrj,1,27.5,14.1,2023-04-22T14:01:52.802Z,2023-04-25T07:40:40Z,4218902891,178,,4208456833,140,25.4,4208456839,213,4.3,4208456837,212,5.5,4208456831,56,Back,4208456835,141,6.7,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057617,15,1,1,0,56,5jjqm8h6qm1w4s5f93uubhdrj,0,25.3,6.5,2023-04-22T14:01:53.475Z,2023-04-25T07:40:46Z,4208457401,213,3.5,4208457397,141,0.0,4208457399,212,15.0,4208457395,140,11.9,4218903017,178,,4208457391,56,Back,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057835,10,5,1,0,58,8b523ujgl21tbc01me65q0aoh,1,85.4,101.2,2023-04-22T14:01:55.379Z,2023-04-25T07:40:50Z,4208458525,233,16,4208458449,56,Left,4208458453,347,,,,,,,,,,,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537057623,16,5,1,0,58,5jjqm8h6qm1w4s5f93uubhdrj,0,14.6,-1.2,2023-04-22T14:01:55.379Z,2023-04-25T07:40:50Z,4208457415,56,Back,4208457417,347,,4208458541,233,10,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058073,11,1,1,1,13,8b523ujgl21tbc01me65q0aoh,1,82.7,100,2023-04-22T14:02:10.396Z,2023-04-25T07:41:04Z,4208459455,56,Left,4208459457,140,70.0,4208459463,213,3.3,4208459453,107,,4208459459,141,97.5,4208459461,212,13.6,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058113,12,1,1,1,16,8b523ujgl21tbc01me65q0aoh,0,77.3,93.5,2023-04-22T14:02:13.013Z,2023-04-25T07:41:08Z,4218903479,178,,4208459597,140,86.9,4208459595,56,Left,4208459603,213,6.1,4208459599,141,91.1,4208459601,212,10.2,,,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058129,17,8,1,1,16,5jjqm8h6qm1w4s5f93uubhdrj,1,17.4,9.2,2023-04-22T14:02:13.662Z,2023-04-25T07:41:10Z,4217289981,385,,4208459661,56,Back,4218903519,178,,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058257,13,5,1,1,17,8b523ujgl21tbc01me65q0aoh,1,82.4,101.5,2023-04-22T14:02:14.979Z,2023-04-25T07:41:12Z,4208460259,56,Left,4208460261,347,,4208460301,233,18,,,,,,,,,,,,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058155,18,5,1,1,17,5jjqm8h6qm1w4s5f93uubhdrj,0,17.6,-1.5,2023-04-22T14:02:14.979Z,2023-04-25T07:41:12Z,4208459779,347,,4208459777,56,Back,4208460327,233,13,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058319,14,1,1,1,21,8b523ujgl21tbc01me65q0aoh,1,83.7,100,2023-04-22T14:02:18.106Z,2023-04-25T07:41:16Z,4208460551,141,93.8,4208460555,213,5.7,4208460547,56,Left,4208460545,107,,4208460553,212,9.6,4208460549,140,91.4,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058367,15,1,1,1,22,8b523ujgl21tbc01me65q0aoh,1,91.4,93.8,2023-04-22T14:02:19.919Z,2023-04-25T07:41:23Z,4208460793,212,7.0,4218903817,178,,4208460789,140,85.1,4208460791,141,97.2,4208460787,56,Left,4208460795,213,2.8,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058455,16,1,1,1,24,8b523ujgl21tbc01me65q0aoh,0,85.1,97.2,2023-04-22T14:02:21.344Z,2023-04-25T07:41:26Z,4208461193,2,,4208461203,212,36.2,4217290343,224,,4208461207,1,,4208461195,155,,4218903899,178,,4208461201,141,44.2,4217290345,72,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,4208461205,213,4208461197,56,4208461199,140,,,,88.5,,,,,,,,,,,,,4.8,Center,,,,,,,,,,,,,
2537058585,19,12,1,1,25,5jjqm8h6qm1w4s5f93uubhdrj,1,6.3,57.5,2023-04-22T14:02:22.909Z,2023-04-25T07:41:31Z,4208461861,212,5.6,4208461865,213,4.7,4208461859,141,49.3,4208461857,140,6.4,4208461855,56,Back,4218904007,178,,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538711569,827,61,1,1,26,5jjqm8h6qm1w4s5f93uubhdrj,1,6.6,50.4,2023-04-22T14:02:23.018Z,2023-04-25T07:41:40Z,4217291825,56,Back,4218904163,178,,4218904161,15,,,,,,,,,,,,,,,,,2k02tiy3x2a7o11h0kxw33fmd,D. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538711619,828,12,1,1,27,5jjqm8h6qm1w4s5f93uubhdrj,1,10,19.3,2023-04-22T14:02:24.499Z,2023-04-25T07:41:50Z,4217292119,213,5.2,4217292139,167,,4217292113,140,17.7,4217292115,141,0.0,4218904339,178,,4217292111,56,Back,4217292117,212,16.1,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538711621,829,43,1,1,28,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-04-22T14:02:25.829Z,2023-04-24T12:03:25Z,4217292123,347,0,4217292121,56,Back,4217292193,144,5,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058759,17,5,1,1,29,8b523ujgl21tbc01me65q0aoh,1,85.4,101.8,2023-04-22T14:02:26.536Z,2023-04-25T07:41:52Z,4208462783,56,Left,4208462785,347,,4208462859,233,21,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058607,21,5,1,1,29,5jjqm8h6qm1w4s5f93uubhdrj,0,14.6,-1.8,2023-04-22T14:02:26.536Z,2023-04-25T07:41:53Z,4208462007,56,Back,4208462891,233,17,4208462009,347,,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058593,20,43,1,1,29,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-04-22T14:02:26.858Z,2023-04-22T14:02:33Z,4208461891,56,Back,4208462729,144,61,,,,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058921,18,1,1,1,36,8b523ujgl21tbc01me65q0aoh,1,85.8,100,2023-04-22T14:02:33.624Z,2023-04-25T07:41:57Z,4208463635,212,12.2,4208463631,140,74.6,4208463629,56,Left,4208463637,213,3.4,4208463627,107,,4208463633,141,96.9,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058953,19,1,1,1,40,8b523ujgl21tbc01me65q0aoh,1,69.4,89.7,2023-04-22T14:02:37.963Z,2023-04-25T07:42:15Z,4208463807,213,0.3,4218904729,178,,4208463801,140,79.5,4208463805,212,11.2,4208463799,56,Left,4208463803,141,94.8,,,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059089,20,1,1,1,41,8b523ujgl21tbc01me65q0aoh,1,79.5,94.8,2023-04-22T14:02:38.706Z,2023-04-25T07:42:19Z,4208464485,213,3.2,4208464477,141,92.6,4208464481,212,28.9,4208464473,140,52.0,4208464469,56,Left,4218904841,178,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059197,21,1,1,1,46,8b523ujgl21tbc01me65q0aoh,1,55.9,92.6,2023-04-22T14:02:43.647Z,2023-04-25T07:42:22Z,4208464979,155,,4208464983,140,79.3,4218904883,178,,4208464989,213,5.3,4208464987,212,41.6,4208464991,1,,4208464981,56,Center,4208464985,141,43.3,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059221,22,44,1,1,49,8b523ujgl21tbc01me65q0aoh,1,80.1,36.8,2023-04-22T14:02:46.243Z,2023-04-25T08:34:28Z,4208465075,286,,4208465069,56,Center,4208465105,233,22,,,,,,,,,,,,,,,,1uyg5c61jzqickqaegb07yk15,G. Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059211,22,44,1,1,49,5jjqm8h6qm1w4s5f93uubhdrj,0,19.9,63.2,2023-04-22T14:02:46.244Z,2023-04-25T07:42:26Z,4208465143,233,22,4208465013,56,Back,4208465021,285,,,,,,,,,,,,,,,,,2k02tiy3x2a7o11h0kxw33fmd,D. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059295,23,1,1,1,49,8b523ujgl21tbc01me65q0aoh,1,79.3,43.3,2023-04-22T14:02:46.299Z,2023-04-25T08:34:28Z,4208465479,56,Center,4208465483,141,52.2,4208465489,213,0.7,4208465487,212,9.3,4208465481,140,86.0,4208465477,3,,4218905061,178,,,,,1uyg5c61jzqickqaegb07yk15,G. Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059347,24,1,1,1,51,8b523ujgl21tbc01me65q0aoh,1,83.6,48.1,2023-04-22T14:02:48.894Z,2023-04-25T07:42:36Z,4208465733,140,80.4,4208465779,156,,4208465739,213,2.5,4208465737,212,4.1,4208465731,56,Center,4218905153,178,,4208465735,141,51.6,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059435,25,1,1,1,52,8b523ujgl21tbc01me65q0aoh,0,79.9,49.7,2023-04-22T14:02:49.328Z,2023-04-25T07:42:41Z,4208466161,212,6.3,4208466159,141,40.7,4208466167,213,4.9,4218905259,178,,4208466155,140,81.2,4208466151,56,Center,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059395,23,49,1,1,53,5jjqm8h6qm1w4s5f93uubhdrj,1,23.5,69.6,2023-04-22T14:02:50.753Z,2023-04-25T07:42:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059471,24,1,1,1,53,5jjqm8h6qm1w4s5f93uubhdrj,1,23.5,69.6,2023-04-22T14:02:50.805Z,2023-04-25T07:42:49Z,4208466335,140,30.2,4218905397,178,,4208466337,141,57.3,4208466341,213,5.4,4208466339,212,10.9,4208466333,56,Back,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059551,25,1,1,1,55,5jjqm8h6qm1w4s5f93uubhdrj,1,29.7,57.3,2023-04-22T14:02:52.729Z,2023-04-25T07:42:53Z,4208466789,213,5.7,4218905469,178,,4208466767,56,Back,4208466785,212,9.7,4208466775,141,49.3,4208466771,140,37.3,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059557,26,50,1,1,57,5jjqm8h6qm1w4s5f93uubhdrj,1,50.2,47.8,2023-04-22T14:02:54.289Z,2023-04-25T07:43:20Z,4208466829,286,,4208467415,233,26,4208466827,56,Center,,,,,,,,,,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059653,26,7,1,1,57,8b523ujgl21tbc01me65q0aoh,1,49.8,52.2,2023-04-22T14:02:54.910Z,2023-04-25T07:43:27Z,4218906143,389,,4208467369,233,26,4217293283,384,,4208467315,56,Back,4208467317,285,,,,,,,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059659,27,1,1,2,0,8b523ujgl21tbc01me65q0aoh,1,36.8,42.3,2023-04-22T14:02:57.297Z,2023-04-25T08:06:32Z,4217293537,212,8.2,4217293535,141,33.0,4218930547,389,,4217293539,213,5.4,4208467327,56,Back,4217293533,140,41.7,,,,,,,b7yfyzrvj7yjo48pu8faqnvft,H. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
