id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2480343595,16,61,1,1,54,jv3jh5m5t7qy5t37vwwmnj16,1,14.3,16.8,2022-11-01T19:48:27.062Z,2022-11-03T04:25:22Z,3890383611,178,,3888243331,56,Back,,,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343591,17,43,1,1,56,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-01T19:48:28.973Z,2022-11-01T19:48:35Z,3888243499,144,61,3888243313,56,Left,,,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343603,17,5,1,1,57,jv3jh5m5t7qy5t37vwwmnj16,0,26.3,-0.7,2022-11-01T19:48:29.934Z,2022-11-03T04:25:25Z,3888243521,233,18,3889426981,361,,3888243375,347,,3888243373,56,Back,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343617,18,5,1,1,57,ejm092fnt9zoxbpuklzd52ji8,1,73.7,100.7,2022-11-01T19:48:29.934Z,2022-11-03T04:25:25Z,3888243435,56,Left,3888243437,347,,3888243513,233,17,3889427009,361,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343707,19,1,1,2,12,ejm092fnt9zoxbpuklzd52ji8,1,69.8,100,2022-11-01T19:48:45.157Z,2022-11-03T04:25:30Z,3888243921,140,69.5,3888243925,141,85.4,3888243913,107,,3888243927,212,10.6,3888243917,56,Left,3888243929,213,4.7,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343725,20,1,1,2,13,ejm092fnt9zoxbpuklzd52ji8,1,69.5,85.4,2022-11-01T19:48:46.311Z,2022-11-03T04:25:34Z,3888244031,213,1.2,3888244025,140,71.5,3888244023,56,Left,3890383795,178,,3888244029,212,6.3,3888244027,141,94.1,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343751,21,1,1,2,15,ejm092fnt9zoxbpuklzd52ji8,1,71.7,94.4,2022-11-01T19:48:47.867Z,2022-11-03T04:25:38Z,3890383861,178,,3888244141,140,61.5,3888244139,56,Left,3888244143,141,94.5,3888244145,212,10.7,3888244147,213,3.1,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343783,22,1,1,2,18,ejm092fnt9zoxbpuklzd52ji8,1,59.5,93,2022-11-01T19:48:51.276Z,2022-11-03T04:25:42Z,3888244311,140,27.0,3888244321,1,,3890383937,178,,3888244307,56,Back,3888244315,141,74.1,3888244319,213,3.5,3888244317,212,36.5,,,,2uyrcl2hf5xunxm8zm98kh1at,C. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343799,23,1,1,2,22,ejm092fnt9zoxbpuklzd52ji8,1,30.8,82.6,2022-11-01T19:48:55.075Z,2022-11-03T04:25:46Z,3888244393,1,,3888244381,155,,3890384009,178,,3888244383,56,Left,3888244385,140,65.2,3888244391,213,6.3,3888244387,141,82.3,3888244389,212,36.1,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343817,24,1,1,2,24,ejm092fnt9zoxbpuklzd52ji8,1,65.2,82.3,2022-11-01T19:48:56.877Z,2022-11-03T04:26:01Z,3888244517,213,5.7,3888244515,212,18.8,3888244507,168,,3888244505,3,,3888244511,140,80.5,3888244513,141,67.8,3890384111,388,,3888245829,210,13,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,3888244509,56,,,,,,1,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343855,18,43,1,2,26,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-11-01T19:48:58.484Z,2022-11-02T14:26:16Z,3889427823,144,45,3888244721,56,Back,3888244757,233,25,3888244723,285,0,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343835,25,43,1,2,26,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-01T19:48:58.484Z,2022-11-02T14:26:18Z,3888244611,56,Center,3888244613,286,0,3889427837,144,3,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343839,26,13,1,2,28,ejm092fnt9zoxbpuklzd52ji8,1,89.6,72.3,2022-11-01T19:49:01.023Z,2022-11-03T04:26:02Z,3890384267,178,,3888245849,215,,3888245843,102,62.0,3888244633,64,,3888245837,29,,3888245835,73,,3888245851,230,89.8,3888245847,214,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,3888245853,231,3888245845,103,26.4,3888244635,56,,62.1,Center,3888245839,55,24,3888244631,22,3888245265,72,,,,,,,,,,,,,,,,,,,,,,
2480343871,19,5,1,2,30,jv3jh5m5t7qy5t37vwwmnj16,1,-0.7,39.2,2022-11-01T19:49:02.718Z,2022-11-03T04:26:08Z,3888244797,56,Back,3888244825,233,27,3888244799,346,,,,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343853,27,5,1,2,30,ejm092fnt9zoxbpuklzd52ji8,0,100.7,60.8,2022-11-01T19:49:02.718Z,2022-11-03T04:26:09Z,3888244709,56,Center,3888244843,233,19,3888244711,346,,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480344225,20,1,1,3,9,jv3jh5m5t7qy5t37vwwmnj16,1,4.6,60.8,2022-11-01T19:49:41.957Z,2022-11-03T04:26:14Z,3888246645,74,,3888246631,56,Center,3888246637,212,67.0,3888246639,213,6.3,3888246633,140,68.4,3888246635,141,59.7,3888246641,1,,3888246629,124,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480344229,21,61,1,3,13,jv3jh5m5t7qy5t37vwwmnj16,1,73.8,58.2,2022-11-01T19:49:45.901Z,2022-11-03T04:26:25Z,3890384555,388,,3888246659,56,Center,,,,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480577897,738,3,1,3,21,jv3jh5m5t7qy5t37vwwmnj16,0,76.9,14.7,2022-11-01T19:49:54.048Z,2022-11-03T04:26:36Z,3889429099,286,,3889429101,464,,3889429103,467,a1muz32ocg2650ll5kjc02u39,3889429097,56,Right,3890384745,178,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480344347,22,1,1,3,22,jv3jh5m5t7qy5t37vwwmnj16,1,78.4,7.9,2022-11-01T19:49:54.944Z,2022-11-03T04:26:56Z,3888249735,210,16,3890384823,178,,3888247307,213,1.6,3888247305,212,7.7,3888249737,22,,3888247303,141,19.2,3888247299,56,Right,3888247301,140,78.2,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2480344351,23,16,1,3,26,jv3jh5m5t7qy5t37vwwmnj16,1,77.5,38,2022-11-01T19:49:59.356Z,2022-11-03T04:26:56Z,3888247325,56,Center,3890385075,178,,3888249769,79,,3888248049,375,03:25.593,3889429941,395,99.0,3888249785,231,48.9,3889429943,396,48.4,3888248041,72,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,3888249771,29,3888249783,230,99.0,3888247321,22,,,,3888249777,102,50.6,3888247323,18,3888249773,55,,22,3888248045,374,2022-11-01 19:49:58.017,3888249781,215,3888249779,103,21.5,,,,,,,,,,,,
2480344759,28,1,1,4,23,ejm092fnt9zoxbpuklzd52ji8,1,49.9,50,2022-11-01T19:50:56.077Z,2022-11-03T04:27:00Z,3888249443,279,G,3890385133,178,,3888249441,213,3.3,3888249435,140,36.5,3888249433,56,Back,3888249439,212,14.2,3888249437,141,46.9,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480344775,29,1,1,4,26,ejm092fnt9zoxbpuklzd52ji8,0,38.2,46.7,2022-11-01T19:50:58.750Z,2022-11-03T04:27:04Z,3888249543,213,0.9,3888249545,1,,3888249539,141,100.0,3888249537,140,65.1,3890385189,178,,3888249533,155,,3888249541,212,46.5,3888249535,56,Left,a2gluxzt6a3z5xwgu2q482rqh,L. Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480344903,24,5,1,4,29,jv3jh5m5t7qy5t37vwwmnj16,1,31.8,-0.9,2022-11-01T19:51:02.369Z,2022-11-03T04:27:07Z,3888250217,347,,3888250237,233,30,3888250215,56,Back,,,,,,,,,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
