id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2480331155,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-01T18:52:59.457Z,2022-11-01T19:52:06Z,3888183751,130,18,3888183745,30,"1etperk4v88ohoddjdb5dj2l1, 8nzkkwhmox9lgbmwomq1rruju, 5ozfcga88glwzazkg65ahwa8l, 2uyrcl2hf5xunxm8zm98kh1at, 6xjftfuwhkbs39xfc3phdbyl1, a2gluxzt6a3z5xwgu2q482rqh, a1muz32ocg2650ll5kjc02u39, 4y3hm9ljv62c5jswanl0gk5, 1yzyn48jb8yd8bc0xywrhg0r9, b0l7hknmc27qttjxv094mi5zp, bojsqjfaoi810xuyz0qeqs0r9, 41lv87i23sxmdyrs4xxh96m3u, 6ln898p7stih8l7ikzloet0b9, 2k3y4x681f46nqbqxxb2kfl5h, ef2y32lrxfsagikwuhjrovy3u, 8tjvmh45ea9wy42siytdtkmzu, 4m9vn1q30f1c8ksiyxtei63ft, 1788amerrk9fg3f9qddyxz8x5",3888183755,194,a1muz32ocg2650ll5kjc02u39,3888183753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3888183759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3888183749,59,"25, 27, 11, 5, 6, 2, 10, 23, 19, 9, 22, 1, 7, 20, 21, 24, 26, 33",3888183747,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3888183757,197,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480332615,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-11-01T19:00:40.990Z,2022-11-01T19:55:12Z,3888191525,30,"1sw0ywyl0cgn97mu65tnzv0t1, 7fvj3ev8ov0cnalck9x48z3kl, 1kw6qz2pi7wlam068oeirztud, bbrx2s4fcp7uplly4hpbt3xed, dbvkpe7bc9clualadtx9rf1uc, ex186m2z3yp666b1g219a8ted, 7yqdri2a1wz80jfzbcyfc904p, 40wbrqny2ekenyy37ver8dyol, am0ggkrw8rzw5shdvaceyr3kl, 93kxb8ch3auv9li22mh1aidey, 99uiqjteov3qby19bs8kozill, f5zei3x0mg1i5q3soziuy579, 5bkjye9thnohmdgzwsrsy1n9, 4oogur7f8tfx3z011ap58ao5x, s2phyy6eoysnxu96rw2ivnx1, 90bk4lcfnlqtvwlttwybhs4wl, 7khs4gdkzgpejvrskcvrcw0h6, e6bryp1e5ezlt4je8ueuh0opg",3888191537,197,16167,3888191539,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3888191535,194,7fvj3ev8ov0cnalck9x48z3kl,3888191533,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3888191527,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3888191531,130,7,3888191529,59,"1, 26, 23, 7, 5, 20, 11, 22, 9, 10, 18, 2, 3, 12, 16, 17, 21, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342445,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2022-11-01T19:46:32.424Z,2022-11-02T20:12:09Z,3888237831,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342447,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-01T19:46:32.424Z,2022-11-01T19:46:35Z,3888237833,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342455,3,1,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,50,50.1,2022-11-01T19:46:32.549Z,2022-11-03T04:23:38Z,3890381819,178,,3888237871,212,14.9,3888237865,56,Back,3888237875,279,S,3888237867,140,38.3,3888237873,213,3.7,3888237869,141,37.7,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342499,4,1,1,0,2,ejm092fnt9zoxbpuklzd52ji8,0,38.4,44.3,2022-11-01T19:46:35.187Z,2022-11-03T04:23:41Z,3888238113,213,0.8,3888238115,1,,3888238111,212,47.3,3888238105,56,Left,3888238103,155,,3888238109,141,94.1,3888238107,140,69.9,3890381839,178,,a2gluxzt6a3z5xwgu2q482rqh,L. Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342525,3,44,1,0,5,jv3jh5m5t7qy5t37vwwmnj16,1,28.5,5.8,2022-11-01T19:46:38.309Z,2022-11-03T05:38:10Z,3888238219,56,Back,3888238235,233,5,3888238221,285,,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342505,5,44,1,0,5,ejm092fnt9zoxbpuklzd52ji8,0,71.5,94.2,2022-11-01T19:46:38.310Z,2022-11-03T04:23:45Z,3888238251,233,3,3888238149,286,,3888238147,56,Left,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342531,4,1,1,0,5,jv3jh5m5t7qy5t37vwwmnj16,0,26.9,5.6,2022-11-01T19:46:38.421Z,2022-11-03T05:38:10Z,3888238263,212,5.8,3888238265,213,4.2,3888238255,3,,3888238261,141,0.0,3888238257,56,Back,3890381939,388,,3888238259,140,24.3,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342537,5,5,1,0,7,jv3jh5m5t7qy5t37vwwmnj16,0,27,-1.5,2022-11-01T19:46:39.693Z,2022-11-03T04:23:52Z,3888238281,56,Back,3888238283,347,,3888239109,233,6,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342711,6,5,1,0,7,ejm092fnt9zoxbpuklzd52ji8,1,73,101.5,2022-11-01T19:46:39.693Z,2022-11-03T04:23:51Z,3888239073,347,,3888239099,233,5,3888239071,56,Left,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342743,7,1,1,0,29,ejm092fnt9zoxbpuklzd52ji8,0,81.1,100,2022-11-01T19:47:01.518Z,2022-11-03T04:23:57Z,3888239211,56,Center,3888239221,1,,3888239209,107,,3888239215,141,69.1,3888239213,140,94.4,3888239219,213,5.3,3888239217,212,26.0,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342783,6,12,1,0,30,jv3jh5m5t7qy5t37vwwmnj16,1,3.5,30.7,2022-11-01T19:47:03.182Z,2022-11-03T04:24:01Z,3888239409,141,37.6,3888239407,140,26.2,3888239411,212,24.3,3888239405,56,Back,3890382103,388,,3888239413,213,0.2,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342819,7,1,1,0,32,jv3jh5m5t7qy5t37vwwmnj16,1,26.2,37.7,2022-11-01T19:47:04.837Z,2022-11-03T04:24:06Z,3888239551,140,30.6,3888239555,212,4.8,3888239553,141,39.5,3890382177,178,,3888239557,213,0.3,3888239549,56,Back,,,,,,,40wbrqny2ekenyy37ver8dyol,N. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342823,8,4,1,0,33,jv3jh5m5t7qy5t37vwwmnj16,1,29.2,39,2022-11-01T19:47:06.130Z,2022-11-03T04:24:10Z,3888239571,13,,3888239603,233,8,3888239575,56,Back,3888239573,294,,3888239579,285,,3888239577,152,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480342821,8,4,1,0,33,ejm092fnt9zoxbpuklzd52ji8,0,70.8,61,2022-11-01T19:47:06.131Z,2022-11-03T04:24:09Z,3890382203,178,,3888239561,13,,3888239645,233,8,3888239563,294,,3888239565,56,Center,3888239567,152,,3888239569,286,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343093,9,1,1,1,0,jv3jh5m5t7qy5t37vwwmnj16,1,30.6,39.8,2022-11-01T19:47:32.547Z,2022-11-03T04:24:15Z,3890382311,178,,3888240921,157,,3888240931,141,75.7,3888240925,152,,3888240937,1,,3888240935,213,0.5,3888240927,56,Center,3888240933,212,51.1,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,3888240917,5,3888240929,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343165,10,1,1,1,10,jv3jh5m5t7qy5t37vwwmnj16,0,72.7,91.2,2022-11-01T19:47:42.754Z,2022-11-03T04:24:27Z,3888241313,141,33.0,3890382449,178,,3888241319,1,,3889422213,20,,3888241309,56,Center,3888241315,212,42.9,3889422211,223,,3888241317,213,5.1,99uiqjteov3qby19bs8kozill,B. Hanlan,3888241305,2,3888241311,140,88.5,3888241307,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343173,9,1,1,1,12,ejm092fnt9zoxbpuklzd52ji8,0,13.6,62.3,2022-11-01T19:47:44.954Z,2022-11-03T04:24:31Z,3888241361,56,Back,3888241359,3,,3888241363,140,23.8,3888241365,141,67.2,3890382511,388,,3888241367,212,11.2,3888241369,213,0.3,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343237,11,1,1,1,14,jv3jh5m5t7qy5t37vwwmnj16,1,75.5,25.3,2022-11-01T19:47:47.068Z,2022-11-03T04:24:38Z,3888241615,213,0.9,3888241613,212,15.0,3888241611,141,42.1,3890382705,178,,3888241609,140,84.7,3888241607,56,Center,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343239,11,4,1,1,15,ejm092fnt9zoxbpuklzd52ji8,1,19.1,60.3,2022-11-01T19:47:47.910Z,2022-11-03T04:24:43Z,3888241621,56,Back,3888241625,285,,3888241623,152,,3888241651,233,12,3888241619,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343245,12,4,1,1,15,jv3jh5m5t7qy5t37vwwmnj16,0,80.9,39.7,2022-11-01T19:47:47.911Z,2022-11-03T04:24:43Z,3888241655,233,11,3888241645,56,Center,3888241643,10,,3888241649,286,,3890382833,388,,3888241647,152,,,,,,,,40wbrqny2ekenyy37ver8dyol,N. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343235,10,43,1,1,17,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-11-01T19:47:49.845Z,2022-11-01T19:47:55Z,3888241595,56,Back,3888241599,141,64.9,3888241699,144,1,3888241601,212,12.6,3888241597,140,22.9,3888241603,213,0.1,,,,,,,2uyrcl2hf5xunxm8zm98kh1at,C. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343513,12,1,1,1,43,ejm092fnt9zoxbpuklzd52ji8,1,17.9,60.3,2022-11-01T19:48:15.516Z,2022-11-03T04:24:47Z,3890382941,178,,3888242885,1,,3888242881,212,49.8,3888242879,141,66.0,3888242873,152,,3888242883,213,0.1,3888242871,157,,3888242877,140,65.2,1etperk4v88ohoddjdb5dj2l1,J. Stevens,3888242869,5,3888242875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343519,13,44,1,1,46,ejm092fnt9zoxbpuklzd52ji8,1,66.1,72.4,2022-11-01T19:48:18.786Z,2022-11-03T05:38:11Z,3888242903,56,Center,3888242907,286,,3888242927,233,13,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343523,13,44,1,1,46,jv3jh5m5t7qy5t37vwwmnj16,0,33.9,27.6,2022-11-01T19:48:18.787Z,2022-11-03T04:24:52Z,3888242935,233,13,3888242917,285,,3888242915,56,Back,,,,,,,,,,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343531,14,1,1,1,46,ejm092fnt9zoxbpuklzd52ji8,0,65.2,66,2022-11-01T19:48:18.819Z,2022-11-03T05:38:11Z,3888242961,140,76.8,3888242953,168,,3890383183,388,,3888242947,3,,3888242965,212,13.1,3888242967,213,5.9,3888242957,56,Center,3888242963,141,59.1,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343543,14,44,1,1,48,jv3jh5m5t7qy5t37vwwmnj16,1,22.8,41.6,2022-11-01T19:48:20.513Z,2022-11-03T05:38:11Z,3888243031,285,,3888243037,233,15,3888243029,56,Back,,,,,,,,,,,,,,,,ex186m2z3yp666b1g219a8ted,A. Mawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343535,15,44,1,1,48,ejm092fnt9zoxbpuklzd52ji8,0,77.2,58.4,2022-11-01T19:48:20.514Z,2022-11-03T04:24:59Z,3888242981,286,,3888243045,233,14,3888242979,56,Center,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343545,15,1,1,1,48,jv3jh5m5t7qy5t37vwwmnj16,0,23.7,42.1,2022-11-01T19:48:20.584Z,2022-11-03T05:38:12Z,3888243057,212,14.2,3890383341,388,,3888243049,3,,3888243059,213,5.7,3888243055,141,29.8,3888243053,140,34.6,3888243051,56,Back,,,,ex186m2z3yp666b1g219a8ted,A. Mawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480343585,16,1,1,1,51,ejm092fnt9zoxbpuklzd52ji8,0,65.1,86.9,2022-11-01T19:48:23.617Z,2022-11-03T04:25:09Z,3890383457,178,,3888243291,155,,3888243299,212,15.9,3888243297,141,82.9,3888243301,213,6.1,3888243293,56,Left,3888243295,140,80.0,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
