id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2494449885,5,61,1,0,9,80jtkz2echk6yyyb9e2595cxr,1,40,71.8,2023-01-01T15:02:34.419Z,2023-01-03T07:37:15Z,3962509121,56,Back,3964346083,15,,3964346085,388,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494813887,1173,67,1,0,11,2ezfenuwk3y65p8jdbj55xqt0,1,64,28.6,2023-01-01T15:02:35.980Z,2023-01-04T09:35:24Z,3964428479,233,1145,,,,,,,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494813883,1145,67,1,0,11,80jtkz2echk6yyyb9e2595cxr,0,36,71.4,2023-01-01T15:02:35.981Z,2023-01-03T10:36:09Z,3964428483,233,1173,,,,,,,,,,,,,,,,,,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735559,828,1,1,0,11,2ezfenuwk3y65p8jdbj55xqt0,0,64.5,25.1,2023-01-01T15:02:35.984Z,2023-01-04T09:35:24Z,3964018481,212,2.6,3964346149,178,,3964018475,56,Center,3964018483,213,4.3,3964018479,141,21.6,3964018477,140,63.5,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449901,6,61,1,0,11,80jtkz2echk6yyyb9e2595cxr,1,40,81.2,2023-01-01T15:02:36.087Z,2023-01-03T07:38:17Z,3964346261,388,,3962509179,56,Back,,,,,,,,,,,,,,,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449933,7,1,1,0,12,80jtkz2echk6yyyb9e2595cxr,1,37,78.7,2023-01-01T15:02:37.221Z,2023-01-03T07:38:42Z,3962509325,56,Back,3962509331,212,9.1,3962509333,213,2.0,3962509327,140,33.2,3962509329,141,90.8,3964346335,178,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449935,8,49,1,0,12,80jtkz2echk6yyyb9e2595cxr,1,33.2,90.8,2023-01-01T15:02:37.542Z,2023-01-03T07:39:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449941,9,1,1,0,13,80jtkz2echk6yyyb9e2595cxr,1,33.2,90.8,2023-01-01T15:02:37.778Z,2023-01-03T07:39:23Z,3962509375,213,4.8,3962509373,212,19.2,3964346457,178,,3962509371,141,62.6,3962509369,140,34.0,3962509367,56,Back,,,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449951,10,1,1,0,14,80jtkz2echk6yyyb9e2595cxr,1,34,62.6,2023-01-01T15:02:38.987Z,2023-01-03T07:39:43Z,3962509415,140,61.2,3962509421,213,0.1,3962509419,212,28.7,3962509417,141,67.0,3962509413,56,Center,3964346591,178,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449963,11,1,1,0,15,80jtkz2echk6yyyb9e2595cxr,1,61.2,67,2023-01-01T15:02:39.944Z,2023-01-03T07:41:11Z,3962509479,213,3.4,3962509477,212,11.2,3962509711,156,,3962509473,140,50.9,3964346957,178,,3962509471,56,Center,3962509475,141,63.0,,,,33h8s55zcj0j535g2dyz9tnqi,D. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449979,12,1,1,0,16,80jtkz2echk6yyyb9e2595cxr,0,50.9,63,2023-01-01T15:02:40.770Z,2023-01-03T07:42:46Z,3962509535,140,80.3,3964347321,178,,3962509531,155,,3962509541,213,0.5,3962509533,56,Left,3962509543,1,,3962509539,212,34.5,3962509537,141,85.7,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494449995,6,12,1,0,20,2ezfenuwk3y65p8jdbj55xqt0,1,18.4,13.5,2023-01-01T15:02:44.940Z,2023-01-03T07:44:46Z,3962509635,212,12.0,3962509657,167,,3962509629,56,Back,3962509631,140,24.4,3962509633,141,0.0,3962509637,213,5.3,3964347709,178,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450001,7,5,1,0,21,2ezfenuwk3y65p8jdbj55xqt0,0,21.3,-1.8,2023-01-01T15:02:45.645Z,2023-01-03T07:44:56Z,3962509641,56,Back,3962509733,233,13,3962509643,347,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450013,13,5,1,0,21,80jtkz2echk6yyyb9e2595cxr,1,78.7,101.8,2023-01-01T15:02:45.645Z,2023-01-03T07:44:56Z,3962509705,347,,3962509713,233,7,3962509703,56,Left,,,,,,,,,,,,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450317,14,1,1,0,46,80jtkz2echk6yyyb9e2595cxr,0,85.2,100,2023-01-01T15:03:11.053Z,2023-01-03T07:45:03Z,3962511147,213,4.8,3962511149,1,,3962511139,56,Center,3962511143,141,32.2,3962511137,107,,3962511141,140,91.0,3962511145,212,47.9,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450341,8,12,1,0,49,2ezfenuwk3y65p8jdbj55xqt0,1,10.5,51.8,2023-01-01T15:03:14.466Z,2023-01-03T07:46:29Z,3962511261,141,58.5,3962511263,212,10.0,3962511297,15,,3964348127,178,,3962511265,213,0.5,3962511259,140,19.0,3962511257,56,Back,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450367,9,12,1,0,51,2ezfenuwk3y65p8jdbj55xqt0,1,19.9,58.7,2023-01-01T15:03:16.472Z,2023-01-03T07:47:16Z,3962511411,213,0.0,3962511405,140,21.3,3962511403,56,Back,3962511409,212,1.5,3962511407,141,58.7,3964348269,178,,,,,,,,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450371,15,1,1,0,53,80jtkz2echk6yyyb9e2595cxr,1,68.8,32.5,2023-01-01T15:03:17.850Z,2023-01-03T07:47:33Z,3962511445,141,44.8,3962511441,56,Center,3962511447,212,11.6,3962511449,213,0.8,3964348497,178,,3962511443,140,76.5,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450397,16,1,1,0,54,80jtkz2echk6yyyb9e2595cxr,1,76.5,44.8,2023-01-01T15:03:19.532Z,2023-01-03T07:47:56Z,3962511581,56,Center,3962511587,212,16.4,3962511589,213,5.1,3962511583,140,82.9,3962511585,141,22.8,3964348617,178,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450425,17,1,1,0,58,80jtkz2echk6yyyb9e2595cxr,0,89,29.8,2023-01-01T15:03:23.276Z,2023-01-03T07:48:12Z,3962511733,213,1.0,3962511725,56,Center,3962511731,212,6.2,3964348711,178,,3962511723,155,,3962511729,141,37.4,3962511727,140,92.2,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450455,10,61,1,0,58,2ezfenuwk3y65p8jdbj55xqt0,1,13.4,67,2023-01-01T15:03:23.388Z,2023-01-03T07:48:49Z,3964348925,178,,3962511897,56,Back,,,,,,,,,,,,,,,,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450445,18,13,1,1,0,80jtkz2echk6yyyb9e2595cxr,1,82.1,49.7,2023-01-01T15:03:25.004Z,2023-01-03T07:49:03Z,3962511835,18,,3962513265,77,,3962511833,22,,3962513277,458,,3964349027,178,,3962513279,230,99.0,3962513275,328,,3962512593,20,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,3962513281,231,49.8,3962513269,103,69.4,3962513271,215,3962513267,102,56.0,3962511837,56,Center,3962513273,108,,,,,,,,,,,,,,,,,,,,,,
2494450463,11,5,1,1,1,2ezfenuwk3y65p8jdbj55xqt0,1,-1,46,2023-01-01T15:03:26.050Z,2023-01-03T07:49:18Z,3962511931,56,Back,3962512147,233,19,3962511933,346,,,,,,,,,,,,,,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450505,19,5,1,1,1,80jtkz2echk6yyyb9e2595cxr,0,101,54,2023-01-01T15:03:26.050Z,2023-01-03T07:49:18Z,3962512129,346,,3962512151,233,11,3962512127,56,Center,,,,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450793,12,1,1,1,31,2ezfenuwk3y65p8jdbj55xqt0,0,5,40.3,2023-01-01T15:03:55.722Z,2023-01-03T07:49:27Z,3962513771,124,,3962513777,141,7.9,3962513779,212,65.3,3962513773,56,Right,3962513787,74,,3962513775,140,63.5,3962513783,1,,3962513781,213,5.9,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450799,20,44,1,1,34,80jtkz2echk6yyyb9e2595cxr,1,35.8,93.8,2023-01-01T15:03:59.436Z,2023-01-04T09:35:24Z,3962513847,233,13,3962513823,285,,3962513821,56,Back,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450797,13,44,1,1,34,2ezfenuwk3y65p8jdbj55xqt0,0,64.2,6.2,2023-01-01T15:03:59.437Z,2023-01-03T07:50:37Z,3962513811,286,,3962513809,56,Right,3962513945,233,20,,,,,,,,,,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450809,21,1,1,1,34,80jtkz2echk6yyyb9e2595cxr,1,35.1,95.6,2023-01-01T15:03:59.444Z,2023-01-04T09:35:25Z,3962513875,141,94.2,3964349285,388,,3962513871,56,Left,3962513869,3,,3962513873,140,60.2,3962513879,213,6.2,3962513877,212,26.4,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450867,14,4,1,1,37,2ezfenuwk3y65p8jdbj55xqt0,1,42.4,6.3,2023-01-01T15:04:02.077Z,2023-01-03T07:51:10Z,3964021089,294,,3962514247,152,,3962514243,13,,3962514317,233,22,3962514245,56,Back,3962514251,286,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494450875,22,4,1,1,37,80jtkz2echk6yyyb9e2595cxr,0,57.6,93.7,2023-01-01T15:04:02.078Z,2023-01-03T07:51:09Z,3962514355,233,14,3962514285,152,,3962514289,285,,3962514283,56,Left,3964021071,294,,3964349735,388,,3962514281,13,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451195,15,1,1,2,4,2ezfenuwk3y65p8jdbj55xqt0,1,45.4,4.3,2023-01-01T15:04:29.034Z,2023-01-03T07:51:24Z,3962515881,140,49.6,3962515875,5,,3962515883,141,13.1,3962515887,213,0.9,3962515885,212,7.4,3962515877,152,,3962515879,56,Back,3964349773,178,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451221,16,1,1,2,5,2ezfenuwk3y65p8jdbj55xqt0,1,45,15.9,2023-01-01T15:04:29.693Z,2023-01-03T07:51:47Z,3962516031,213,4.0,3962516025,140,38.9,3962516029,212,10.0,3962516027,141,4.6,3964349897,178,,3962516023,56,Back,,,,,,,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451247,17,1,1,2,6,2ezfenuwk3y65p8jdbj55xqt0,1,45.7,7.9,2023-01-01T15:04:31.472Z,2023-01-03T07:52:06Z,3962516193,56,Back,3964349947,178,,3962516201,213,2.6,3962516199,212,16.7,3962516197,141,20.4,3962516195,140,32.0,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451309,18,1,1,2,9,2ezfenuwk3y65p8jdbj55xqt0,1,31.5,21.2,2023-01-01T15:04:33.811Z,2023-01-03T07:52:16Z,3962516487,56,Back,3962516495,213,2.5,3962516491,141,44.3,3962516489,140,10.2,3962516493,212,27.3,3964349987,178,,,,,,,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451375,19,1,1,2,14,2ezfenuwk3y65p8jdbj55xqt0,0,10.2,46,2023-01-01T15:04:39.014Z,2023-01-03T07:52:29Z,3962516793,213,6.2,3964350029,178,,3962516789,141,38.3,3962516787,140,66.2,3962516791,212,59.0,3962516783,157,,3962516785,56,Center,3962516795,1,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451365,23,44,1,2,18,80jtkz2echk6yyyb9e2595cxr,1,32.7,64.8,2023-01-01T15:04:42.614Z,2023-01-04T09:35:25Z,3962516885,233,20,3962516737,285,,3962516735,56,Back,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451387,20,44,1,2,18,2ezfenuwk3y65p8jdbj55xqt0,0,67.3,35.2,2023-01-01T15:04:42.615Z,2023-01-03T07:53:02Z,3962516847,286,,3962516917,233,23,3962516845,56,Center,,,,,,,,,,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451403,24,1,1,2,18,80jtkz2echk6yyyb9e2595cxr,1,31.6,67.9,2023-01-01T15:04:42.616Z,2023-01-04T09:35:26Z,3962516937,141,55.1,3962516927,3,,3962516943,213,5.4,3964350135,388,,3962516933,140,38.5,3962516941,212,11.3,3962516931,56,Back,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451413,25,1,1,2,19,80jtkz2echk6yyyb9e2595cxr,1,38.5,55.1,2023-01-01T15:04:44.358Z,2023-01-03T07:53:37Z,3964350293,388,,3962516975,141,62.7,3962516979,213,2.5,3962516977,212,9.2,3962516973,140,31.3,3964350237,21,,3962516971,56,Back,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451491,26,1,1,2,21,80jtkz2echk6yyyb9e2595cxr,0,29.2,65.8,2023-01-01T15:04:45.845Z,2023-01-03T07:53:55Z,3962517381,141,76.4,3962517387,1,,3964350363,178,,3962517375,157,,3962517383,212,23.1,3962517377,56,Center,3962517379,140,50.1,3962517385,213,0.3,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451493,21,44,1,2,23,2ezfenuwk3y65p8jdbj55xqt0,1,53.2,21.4,2023-01-01T15:04:48.245Z,2023-01-04T09:35:26Z,3962517397,286,,3962517395,56,Center,3962517431,233,27,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451495,27,44,1,2,23,80jtkz2echk6yyyb9e2595cxr,0,46.8,78.6,2023-01-01T15:04:48.246Z,2023-01-03T07:54:16Z,3962517399,56,Back,3962517529,285,,3962517525,233,21,,,,,,,,,,,,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451509,22,1,1,2,23,2ezfenuwk3y65p8jdbj55xqt0,1,56.6,19.2,2023-01-01T15:04:48.256Z,2023-01-04T09:35:27Z,3962517501,212,5.2,3962517503,213,1.6,3964350459,388,,3962517499,141,26.8,3962517497,140,56.3,3962517495,56,Center,3962517493,3,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451559,23,1,1,2,25,2ezfenuwk3y65p8jdbj55xqt0,0,56.2,25.6,2023-01-01T15:04:50.032Z,2023-01-03T07:55:16Z,3962517759,56,Right,3962517763,141,14.6,3962517757,3,,3962517767,213,5.1,3962517765,212,8.2,3962517761,140,59.4,3964350515,388,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451549,28,44,1,2,27,80jtkz2echk6yyyb9e2595cxr,1,39,86.4,2023-01-01T15:04:51.840Z,2023-01-04T09:35:27Z,3962517863,233,24,3962517715,56,Back,3962517717,285,,,,,,,,,,,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494451569,24,44,1,2,27,2ezfenuwk3y65p8jdbj55xqt0,0,61,13.6,2023-01-01T15:04:51.841Z,2023-01-03T07:55:38Z,3962517869,233,28,3962517815,56,Right,3962517817,286,,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
