id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/18/value
2518277857,1,34,16,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-03-11T14:15:09.906Z,2023-03-11T16:02:16Z,4088024331,30,"4s0yf91l8xqodeuv473hmp5ka, 9z75i0zrgtuumyixz8dl9ysbt, 56g3fffeygobuei72gnkm9a09, egr5n9jynbg3llc2tn2g5ncnp, am14op2bc5krnoxpj6w9n5sk, 8xxeuttt1yy26qf8w73bqua51, ald5oocxwh4pip8fw6v3ym8h6, 1f8911tjafl7cun4lxydhpp7t, ebsl5dh99nsoun0lksywr31n8, evb6gpvuutmnisv9d12gs0xcl, 4qrvri86m93wpyugq0zq4aaqx, 46q465awyk7ndr9faq83vmuw9, 5sfchvj1d5dgpwc6j5oshhkut, cvxq0jdcg97tafit6s7s447v9, effzy3ttltffcz92a3ro4woa, 91alifyhplzo2de1tooerpgfe, 2vw0m5bib6bnr5n1hsxkxe904, 4hgji0bnqpsqezk5ctxq3ggh6",4088024347,197,4825,4088024349,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088024335,59,"31, 28, 2, 4, 34, 6, 17, 15, 33, 19, 23, 1, 3, 8, 10, 32, 35, 43",4088024343,194,egr5n9jynbg3llc2tn2g5ncnp,4088024339,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4088024333,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4088024337,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518277963,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-11T14:15:15.528Z,2023-03-11T15:05:11Z,4088024929,59,"40, 2, 14, 15, 34, 16, 22, 28, 8, 7, 20, 9, 12, 17, 18, 19, 30, 50",4088024927,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4088024933,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4088024939,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4088024937,197,16213,4088024931,130,18,4088024925,30,"1aq6osi0b0c580dlu9ugnjaei, 2asjeedy6igcuixqktdmk5k2x, 8w9kh0cuund2pw8wzs0rjrbah, 4eyngv286u5zbtppuih1g67s9, 74x5iaolqfr7r3on2uuriooyy, a2g77lv071rnz76ujh30364tl, a5cmnj0nhdbux68291ipqcei2, ex0gkrnzj98vrwpk9tpcfw91x, 8i4qnoil4877e0wpwx3fj5b10, 7uhajc3suc68vemamuc3dyvp, f4ef7in4fxoylsy29anhgqep5, a634junjbgfa84200m3khvw0l, djjkjjtiuwnbaau5lv6iqkwr9, 1vigb3e3dsxufbtvt4ed48e09, 4m5w23fmydm3or1ff42hgeqne, 46ums24te70jl5qclztg8xhwp, 2hdl7ccy1jxh95aa00x1nlnu, ag8f1ksvfel1a0y49d0iypuui",4088024935,194,ex0gkrnzj98vrwpk9tpcfw91x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323655,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-11T15:01:56.777Z,2023-03-11T15:02:03Z,4088260125,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323639,2,32,1,0,0,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-03-11T15:01:56.777Z,2023-03-13T09:19:55Z,4088260061,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323665,3,1,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,50,50.1,2023-03-11T15:01:56.981Z,2023-03-11T15:30:22Z,4088260183,141,47.4,4088260189,279,S,4088260187,213,3.3,4088260177,56,Back,4088260181,140,34.0,4088260185,212,16.9,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323867,4,1,1,0,4,5qwskbjpa17fvmtuu5qijy7cz,0,29,51.9,2023-03-11T15:02:01.133Z,2023-03-11T15:02:04Z,4088261131,140,68.1,4088261135,212,50.4,4088261127,155,,4088261129,56,Left,4088261137,213,0.6,4088261139,1,,4088261133,141,95.0,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323889,3,12,1,0,6,2ezfenuwk3y65p8jdbj55xqt0,1,23.9,3.7,2023-03-11T15:02:03.463Z,2023-03-13T09:22:19Z,4088261281,140,23.2,4088261285,212,3.9,4095567477,167,,4088261287,213,4.5,4088261283,141,0.0,4095567475,15,,4088261279,56,Back,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518323901,4,5,1,0,7,2ezfenuwk3y65p8jdbj55xqt0,0,27.2,-2,2023-03-11T15:02:04.486Z,2023-03-11T15:58:16Z,4088261325,347,,4088264931,233,5,4088261323,56,Back,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324615,5,5,1,0,7,5qwskbjpa17fvmtuu5qijy7cz,1,72.8,102,2023-03-11T15:02:04.486Z,2023-03-11T15:02:27Z,4088264909,233,4,4088264843,347,,4088264841,56,Left,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518324745,6,1,1,0,30,5qwskbjpa17fvmtuu5qijy7cz,0,82.6,100,2023-03-11T15:02:26.829Z,2023-03-13T09:22:40Z,4088265461,212,30.3,4088265463,213,5.0,4088265455,56,Center,4088265457,140,91.5,4088265465,1,,4088265459,141,59.4,4088265453,107,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
