id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2475362321,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-22T13:14:09.772Z,2022-10-22T13:14:09Z,3861862873,197,16115,3861862867,130,18,3861862875,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861862871,194,5vi8t2fffmk5kjfukazcmyo5x,3861862863,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3861862861,30,"535ecbyyd28elesvxtvbxurpx, 5kg7eu8b1wktru5ohpid8e9qt, 91mshvbc4rk9cf0chhgukakiy, dv9gm9ueox7uah9yt3fstc8dm, 67xd8llko9zszuwg63ffopje2, 5vi8t2fffmk5kjfukazcmyo5x, c3a6jpeg16b9zn02uf1yf9cyx, 693vankfkq50hufuwcz7hu8r9, 43knl3z17afypz27sz4qzkxnu, ekcfj2t6pzdz36uzpw9q6c7vt, cjko3mlflwj59pxh7zma03bh1, 3x8j3d4oygoxsu75ipz0idt6, 3dy32ujo7srhl6rq7vb9e97xm, 8rjkn8s6e4s60167zdyukj9w5, cqgg8fu39fn7k9blog2zjpk2x, 88ltcmthybimleezmuyyrmqga, dirgn9z2tdz1603md8x3dni6t, 2r64ekro7ydonu8jg7s12xyei",3861862865,59,"1, 2, 11, 23, 27, 6, 7, 8, 25, 10, 21, 3, 5, 14, 17, 18, 24, 28",3861862869,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475363527,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-10-22T13:15:23.249Z,2022-10-22T14:02:30Z,3861869753,59,"1, 2, 6, 25, 20, 4, 15, 8, 9, 10, 11, 3, 16, 18, 19, 21, 27, 28",3861869749,30,"8xyeap5blm4g6swv05g95aesq, dfpogkmamlohb4ta3q5ehecq1, 541yhibvfn0fv2izdfudm7651, 610hp1px6mp6lbyube9b0swrt, cn988bjn09tb806b05wgp7ys5, f1g68yocf85lxkf17pt2j7v85, eswokn90i34kdbfvax0y7365l, f4l762ob8j0izfocnmofytcyd, 6d9maq3oecwobp2t2220vf4r9, 41cihaqh4lxje5nx17g0rbgt1, 6m5uypsr6dj6l74khrez38355, 89wk8a6aqw64nub8dgdj7zjl5, dlfoufhh8dc14s10vnbjrfvmd, 2iy84h1v8wt8l6prv701uohk9, 33h8s55zcj0j535g2dyz9tnqi, c23tcl4dl40wu4i8vntbv0tm1, 307tfvtl56s1rf61x8kjevjzd, asy3qn4557iy3r55yl4v9xj9x",3861869759,194,f1g68yocf85lxkf17pt2j7v85,3861869751,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3861869755,130,2,3861869757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3861869761,197,16888,3861869763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406611,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-10-22T14:01:13.854Z,2022-10-22T14:01:13Z,3862088355,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406623,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2022-10-22T14:01:13.854Z,2022-10-24T22:33:11Z,3862088417,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406721,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,49.9,50.1,2022-10-22T14:01:13.980Z,2022-10-25T05:50:22Z,3862088887,212,15.1,3862088891,279,S,3870953271,178,,3862088883,140,35.6,3862088879,56,Back,3862088889,213,3.1,3862088885,141,52.1,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406807,4,1,1,0,2,80jtkz2echk6yyyb9e2595cxr,0,35.6,52.1,2022-10-22T14:01:16.104Z,2022-10-25T05:50:23Z,3862089241,213,0.4,3870953279,178,,3862089237,141,82.0,3862089243,1,,3862089235,140,75.9,3862089231,155,,3862089239,212,46.9,3862089233,56,Left,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406869,3,1,1,0,5,17zuelixesst1z59fwcix2dil,1,22.1,24.2,2022-10-22T14:01:19.059Z,2022-10-25T05:50:24Z,3862089585,3,,3862089589,140,32.2,3870953289,388,,3862089593,212,11.6,3862089591,141,17.2,3862089595,213,5.9,3862089587,56,Back,,,,67xd8llko9zszuwg63ffopje2,H. Bunker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477079475,791,67,1,0,7,17zuelixesst1z59fwcix2dil,1,32.8,17.5,2022-10-22T14:01:21.051Z,2022-10-25T10:29:45Z,3870988897,233,807,,,,,,,,,,,,,,,,,,,,,,ekcfj2t6pzdz36uzpw9q6c7vt,A. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477079473,807,67,1,0,7,80jtkz2echk6yyyb9e2595cxr,0,67.2,82.5,2022-10-22T14:01:21.052Z,2022-10-25T06:27:26Z,3870988907,233,791,,,,,,,,,,,,,,,,,,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476820707,769,61,1,0,7,17zuelixesst1z59fwcix2dil,0,32.9,17,2022-10-22T14:01:21.064Z,2022-10-25T10:29:45Z,3869536769,56,Back,3870953313,178,,,,,,,,,,,,,,,,,,,,ekcfj2t6pzdz36uzpw9q6c7vt,A. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406951,5,1,1,0,8,80jtkz2echk6yyyb9e2595cxr,1,75.5,87.4,2022-10-22T14:01:22.216Z,2022-10-25T05:50:42Z,3862090013,56,Left,3862090021,141,90.2,3862090031,213,2.8,3870953537,178,,3862090027,212,6.2,3862090017,140,69.9,,,,,,,6m5uypsr6dj6l74khrez38355,R. Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477079597,792,83,1,0,10,17zuelixesst1z59fwcix2dil,1,30.6,13.9,2022-10-22T14:01:24.717Z,2022-10-25T06:28:14Z,3870989599,399,167827,,,,,,,,,,,,,,,,,,,,,,ekcfj2t6pzdz36uzpw9q6c7vt,A. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406973,6,1,1,0,10,80jtkz2echk6yyyb9e2595cxr,1,69.7,87.5,2022-10-22T14:01:24.730Z,2022-10-25T05:51:11Z,3862090153,213,3.8,3862090141,56,Center,3862090149,141,74.1,3870953923,178,,3862090151,212,14.3,3862090147,140,59.2,,,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407035,7,1,1,0,11,80jtkz2echk6yyyb9e2595cxr,1,59.2,74.1,2022-10-22T14:01:25.561Z,2022-10-25T05:51:15Z,3862090523,56,Left,3862090529,212,15.5,3870953987,178,,3862090525,140,60.7,3862090531,213,1.5,3862090527,141,96.8,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407165,8,1,1,0,13,80jtkz2echk6yyyb9e2595cxr,0,60.7,96.8,2022-10-22T14:01:27.760Z,2022-10-25T05:51:19Z,3870954031,178,,3862091067,213,6.1,3862091059,56,Left,3862091065,212,14.2,3862091061,140,74.0,3862091063,141,93.3,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477079681,793,67,1,0,15,17zuelixesst1z59fwcix2dil,1,30.4,5.6,2022-10-22T14:01:28.989Z,2022-10-25T10:29:46Z,3870990101,233,809,,,,,,,,,,,,,,,,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477079677,809,67,1,0,15,80jtkz2echk6yyyb9e2595cxr,0,69.6,94.4,2022-10-22T14:01:28.990Z,2022-10-25T06:28:50Z,3870990119,233,793,,,,,,,,,,,,,,,,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407179,4,8,1,0,15,17zuelixesst1z59fwcix2dil,1,31.8,5.8,2022-10-22T14:01:29.024Z,2022-10-25T10:29:46Z,3862091147,56,Back,3869537075,385,,3870954199,178,,,,,,,,,,,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407305,9,3,1,0,19,80jtkz2echk6yyyb9e2595cxr,0,93.1,83.2,2022-10-22T14:01:32.991Z,2022-10-25T05:51:52Z,3862092377,233,5,3870954483,178,,3862091735,56,Left,3869537235,465,,3862091737,286,,,,,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407411,5,7,1,0,19,17zuelixesst1z59fwcix2dil,1,6.9,16.8,2022-10-22T14:01:33.185Z,2022-10-25T05:52:02Z,3862092237,56,Back,3862092345,233,9,3862092235,167,,3862092239,285,,3869537289,385,,3870954583,178,,,,,,,,67xd8llko9zszuwg63ffopje2,H. Bunker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407421,6,6,1,0,19,17zuelixesst1z59fwcix2dil,0,0,11.2,2022-10-22T14:01:33.765Z,2022-10-25T05:52:23Z,3862092331,73,,3862092651,233,10,3862092277,56,Back,,,,,,,,,,,,,,,,67xd8llko9zszuwg63ffopje2,H. Bunker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407489,10,6,1,0,19,80jtkz2echk6yyyb9e2595cxr,1,100,88.8,2022-10-22T14:01:33.765Z,2022-10-25T05:52:22Z,3862092603,73,,3862092627,233,6,3862092601,56,Left,,,,,,,,,,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408789,11,1,1,0,56,80jtkz2echk6yyyb9e2595cxr,1,99.5,99.5,2022-10-22T14:02:10.251Z,2022-10-25T05:52:37Z,3870955019,178,,3862099097,1,,3862099067,6,,3869537877,225,,3869537781,2,,3862099069,155,,3869537879,386,,3862099073,140,93.7,f1g68yocf85lxkf17pt2j7v85,C. Robertson,3862099083,212,38.2,3862099071,56,Center,3862099075,141,44.0,3869537881,72,3862099091,213,4.6,,,,,,,,,,,,,,,,,,
2475408775,7,4,1,0,58,17zuelixesst1z59fwcix2dil,1,5.3,53,2022-10-22T14:02:12.770Z,2022-10-25T05:52:47Z,3862099029,285,,3862099019,264,,3862099025,56,Back,3862099291,233,12,3862099017,13,,3862099027,152,,,,,,,,535ecbyyd28elesvxtvbxurpx,L. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475408801,12,4,1,0,58,80jtkz2echk6yyyb9e2595cxr,0,94.7,47,2022-10-22T14:02:12.771Z,2022-10-25T05:52:47Z,3862099127,264,,3862099333,233,7,3862099133,286,,3870955031,388,,3862099129,56,Center,3862099131,152,,3862099125,13,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410551,8,2,1,1,33,17zuelixesst1z59fwcix2dil,1,8.3,52.8,2022-10-22T14:02:47.734Z,2022-10-25T05:52:53Z,3862107835,152,,3862107839,140,72.2,3862107833,5,,3862173701,7,43knl3z17afypz27sz4qzkxnu,3862107841,141,71.1,3862107827,1,,3862107837,56,Center,3870955171,178,,535ecbyyd28elesvxtvbxurpx,L. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475410403,13,55,1,1,33,80jtkz2echk6yyyb9e2595cxr,1,45.7,23.1,2022-10-22T14:02:47.735Z,2022-10-25T05:52:53Z,,,,,,,,,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
