id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value
2486621249,8,4,1,0,26,dv9l02o316cd9hbkxaho2u12f,1,40.4,3.4,2022-11-19T12:02:07.161Z,2022-11-21T07:26:14Z,3921029173,56,Back,3921029179,233,5,3921029175,152,,3921029177,286,,3921029171,294,,3921029169,13,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621243,5,4,1,0,26,8b523ujgl21tbc01me65q0aoh,0,59.6,96.6,2022-11-19T12:02:07.162Z,2022-11-21T07:26:14Z,3921029151,285,,3921029145,294,,3921029189,233,8,3921029143,13,,3921029149,152,,3923155607,178,,3921029147,56,Left,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621385,9,1,1,0,53,dv9l02o316cd9hbkxaho2u12f,1,44.9,2.9,2022-11-19T12:02:34.418Z,2022-11-21T04:26:06Z,3923155655,178,,3921029871,213,1.0,3921029863,56,Center,3921029869,212,17.7,3921029865,140,53.9,3921029859,5,,3921029867,141,24.9,3921029861,152,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621393,10,1,1,0,56,dv9l02o316cd9hbkxaho2u12f,1,53.9,25,2022-11-19T12:02:36.945Z,2022-11-21T07:26:44Z,3923155695,178,,3921029921,213,3.8,3921029917,141,9.8,3921029919,212,16.3,3921029913,56,Back,3921029915,140,41.9,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621407,11,1,1,0,57,dv9l02o316cd9hbkxaho2u12f,1,41.5,9.8,2022-11-19T12:02:38.248Z,2022-11-21T04:26:13Z,3921029995,56,Back,3921030003,213,2.0,3923155721,178,,3921029999,141,45.7,3921030001,212,26.6,3921029997,140,31.5,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621427,12,1,1,1,0,dv9l02o316cd9hbkxaho2u12f,1,29.3,57.2,2022-11-19T12:02:41.018Z,2022-11-21T07:26:52Z,3923155761,178,,3921030135,212,21.9,3921030133,141,88.9,3921030131,140,33.0,3921030129,56,Back,3921030137,213,1.4,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621459,13,1,1,1,3,dv9l02o316cd9hbkxaho2u12f,0,33.5,90.9,2022-11-19T12:02:44.214Z,2022-11-21T07:27:07Z,3921030291,212,56.5,3921030287,140,85.5,3923155789,178,,3921030285,56,Center,3921030295,1,,3921030289,141,69.4,3921030283,155,,3921030293,213,6.0,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621469,6,52,1,1,9,8b523ujgl21tbc01me65q0aoh,1,13.2,26.7,2022-11-19T12:02:50.034Z,2022-11-21T04:26:24Z,3923155829,178,,3922850071,376,,,,,,,,,,,,,,,,,,,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621509,7,1,1,1,14,8b523ujgl21tbc01me65q0aoh,1,12.6,45.5,2022-11-19T12:02:55.354Z,2022-11-21T04:26:26Z,3921030559,213,1.3,3921030553,140,15.6,3921030555,141,66.1,3923155855,178,,3921030557,212,14.4,3921030549,123,,3921030551,56,Back,,,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621539,8,1,1,1,18,8b523ujgl21tbc01me65q0aoh,1,22.3,67.5,2022-11-19T12:02:59.419Z,2022-11-21T04:27:29Z,3923156321,178,,3921030717,213,4.6,3921030715,212,19.7,3921030705,56,Back,3921030713,141,38.6,3921030709,140,20.8,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621551,9,1,1,1,23,8b523ujgl21tbc01me65q0aoh,1,28.1,32.4,2022-11-19T12:03:03.968Z,2022-11-21T04:27:37Z,3921030783,56,Back,3921030789,212,18.6,3921030785,140,33.9,3923156379,178,,3921030787,141,6.5,3921030791,213,5.0,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621573,10,1,1,1,25,8b523ujgl21tbc01me65q0aoh,1,34.1,6.2,2022-11-19T12:03:06.104Z,2022-11-21T04:27:40Z,3921030943,140,56.2,3921030951,212,23.4,3921030947,141,1.7,3921030941,56,Right,3921030955,213,6.2,3923156403,178,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621577,11,1,1,1,27,8b523ujgl21tbc01me65q0aoh,0,52.7,3.7,2022-11-19T12:03:08.317Z,2022-11-21T04:27:48Z,3921030985,140,69.0,3921030991,213,0.3,3921030983,56,Right,3921030989,212,18.1,3923156455,178,,3921030987,141,12.5,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621597,14,1,1,1,29,dv9l02o316cd9hbkxaho2u12f,1,24.3,85,2022-11-19T12:03:09.874Z,2022-11-21T07:29:00Z,3921031143,1,,3921031131,157,,3921031137,141,82.1,3923156479,178,,3921031135,140,55.4,3921031139,212,32.7,3921031141,213,6.2,3921031133,56,Left,c1hj1hth3xj2f0ax3x6fdwj8q,J. Sparkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621617,15,1,1,1,31,dv9l02o316cd9hbkxaho2u12f,0,55.4,82.1,2022-11-19T12:03:12.544Z,2022-11-21T07:29:07Z,3921031247,212,23.2,3921031235,56,Left,3921031239,140,76.2,3921031231,3,,3921031249,213,0.3,3923156523,388,,3921031245,141,93.5,,,,a65axspsu3w38f0dob3aibk5x,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621639,12,1,1,1,36,8b523ujgl21tbc01me65q0aoh,1,24.4,3.7,2022-11-19T12:03:17.645Z,2022-11-21T04:28:05Z,3921031359,213,2.0,3921031353,141,43.9,3921031355,212,30.1,3921031349,56,Back,3923156561,178,,3921031351,140,12.4,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621665,13,1,1,1,40,8b523ujgl21tbc01me65q0aoh,1,12.3,46.9,2022-11-19T12:03:21.354Z,2022-11-21T07:30:51Z,3921031493,213,1.1,3921031487,140,21.3,3921031489,141,75.1,3923156591,178,,3921031491,212,21.4,3921031485,56,Back,,,,,,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621671,14,1,1,1,44,8b523ujgl21tbc01me65q0aoh,1,27.8,71.5,2022-11-19T12:03:25.215Z,2022-11-21T04:28:10Z,3921031537,140,36.9,3921031543,213,5.8,3921031541,212,10.6,3921031539,141,64.8,3923156611,178,,3921031535,56,Back,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621685,15,1,1,1,46,8b523ujgl21tbc01me65q0aoh,1,34.5,66.7,2022-11-19T12:03:27.736Z,2022-11-21T07:31:13Z,3921031631,141,93.9,3923156631,178,,3921031629,140,26.9,3921031633,212,20.1,3921031627,56,Back,3921031635,213,2.0,,,,,,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621689,16,1,1,1,48,8b523ujgl21tbc01me65q0aoh,1,26.9,93.9,2022-11-19T12:03:29.617Z,2022-11-21T04:28:18Z,3921031665,213,0.4,3921031657,56,Back,3921031663,212,6.6,3921031661,141,97.4,3923156659,178,,3921031659,140,32.8,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621707,17,1,1,1,50,8b523ujgl21tbc01me65q0aoh,1,32.8,97.4,2022-11-19T12:03:30.756Z,2022-11-21T07:31:30Z,3923156695,178,,3921031763,213,4.4,3921031757,140,28.3,3921031761,212,15.4,3921031755,56,Back,3921031759,141,75.9,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621749,18,1,1,1,53,8b523ujgl21tbc01me65q0aoh,1,30.5,72.6,2022-11-19T12:03:34.478Z,2022-11-21T04:28:43Z,3921032017,141,42.1,3921032013,56,Back,3921032021,213,4.5,3921032019,212,21.1,3923156845,178,,3921032015,140,26.8,,,,,,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621755,19,1,1,1,58,8b523ujgl21tbc01me65q0aoh,1,28,29.5,2022-11-19T12:03:38.811Z,2022-11-21T04:28:46Z,3921032059,56,Back,3921032067,213,1.1,3921032061,140,31.9,3921032063,141,42.1,3923156879,178,,3921032065,212,9.5,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621761,20,1,1,1,59,8b523ujgl21tbc01me65q0aoh,1,31.9,42.1,2022-11-19T12:03:40.286Z,2022-11-21T04:28:49Z,3921032111,212,13.5,3921032107,140,34.5,3923156889,178,,3921032105,56,Back,3921032113,213,4.9,3921032109,141,22.7,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621777,21,1,1,2,1,8b523ujgl21tbc01me65q0aoh,0,37.2,21.3,2022-11-19T12:03:42.618Z,2022-11-21T07:32:04Z,3921032207,141,89.7,3923156913,178,,3921032201,196,,3921032211,213,0.9,3921032199,155,,3921032213,1,,3921032209,212,58.4,3921032203,56,Left,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,3921032205,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621785,16,1,1,2,4,dv9l02o316cd9hbkxaho2u12f,1,18.8,11.1,2022-11-19T12:03:45.522Z,2022-11-21T07:32:47Z,3921032253,3,,3921032259,141,25.2,3923245085,388,,3921032261,212,11.5,3921032255,56,Back,3921032257,140,24.9,3921032263,213,1.0,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621787,17,49,1,2,7,dv9l02o316cd9hbkxaho2u12f,1,24.9,26.1,2022-11-19T12:03:48.608Z,2022-11-21T09:52:06Z,,,,,,,,,,,,,,,,,,,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621803,18,1,1,2,7,dv9l02o316cd9hbkxaho2u12f,0,24.9,25.2,2022-11-19T12:03:48.653Z,2022-11-21T07:34:24Z,3921032351,157,,3923157159,178,,3921032357,141,35.2,3921032363,1,,3921032355,140,64.6,3921032361,213,0.2,3921032359,212,42.2,3921032353,56,Center,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621809,22,1,1,2,10,8b523ujgl21tbc01me65q0aoh,0,34,66.4,2022-11-19T12:03:51.508Z,2022-11-21T04:29:33Z,3921032411,213,5.6,3921032401,3,,3921032407,141,44.8,3923157207,388,,3921032405,140,51.7,3921032409,212,23.7,3921032403,56,Center,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621879,19,1,1,2,17,dv9l02o316cd9hbkxaho2u12f,1,61.6,37.7,2022-11-19T12:03:57.994Z,2022-11-21T07:35:11Z,3921032781,141,7.3,3921032779,140,67.3,3921032785,213,5.0,3923157241,178,,3921032777,56,Right,3921032783,212,21.5,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486965539,832,3,1,2,23,dv9l02o316cd9hbkxaho2u12f,0,80.5,10.4,2022-11-19T12:04:04.382Z,2022-11-21T07:37:13Z,3922851781,56,Right,3922851787,467,ab2bx5qzhdzlduh46iacngbf9,3922851785,465,,3923157307,178,,3922851783,286,,,,,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621897,20,1,1,2,24,dv9l02o316cd9hbkxaho2u12f,1,77.3,7.1,2022-11-19T12:04:05.285Z,2022-11-21T04:29:48Z,3923157339,178,,3921032873,56,Right,3921032879,212,13.1,3921032875,140,65.3,3921032881,213,2.9,3921032877,141,12.6,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621913,21,1,1,2,26,dv9l02o316cd9hbkxaho2u12f,1,65.3,13.1,2022-11-19T12:04:06.866Z,2022-11-21T07:37:30Z,3921032947,140,77.4,3921032953,213,5.8,3923157407,178,,3921032951,212,14.3,3921032945,56,Right,3921032949,141,3.4,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486621935,22,1,1,2,28,dv9l02o316cd9hbkxaho2u12f,0,83.1,2.9,2022-11-19T12:04:09.498Z,2022-11-21T04:29:59Z,3921033065,213,1.4,3923157457,178,,3922851995,224,,3921033063,212,22.0,3921033057,56,Center,3922851997,20,,3921033061,141,34.5,3921033059,140,87.5,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,3921033053,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486622191,28,61,1,2,29,8b523ujgl21tbc01me65q0aoh,1,12.1,65.5,2022-11-19T12:04:10.264Z,2022-11-21T04:30:07Z,3923157527,178,,3921034483,56,Back,,,,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486965707,855,61,1,2,29,8b523ujgl21tbc01me65q0aoh,1,12.1,60.8,2022-11-19T12:04:10.678Z,2022-11-21T04:30:11Z,3922852627,56,Back,3923157567,15,,3923157569,178,,,,,,,,,,,,,,,,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486622033,23,12,1,2,30,8b523ujgl21tbc01me65q0aoh,1,9.1,45.7,2022-11-19T12:04:11.603Z,2022-11-21T07:37:56Z,3921033575,141,91.2,3921033571,56,Back,3921033573,140,36.6,3921033579,213,0.8,3921033577,212,42.3,3923157635,178,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486622023,23,1,1,2,34,dv9l02o316cd9hbkxaho2u12f,1,61.9,13.1,2022-11-19T12:04:15.345Z,2022-11-21T07:38:05Z,3921033521,213,5.9,3921033507,140,77.9,3923157681,178,,3921033515,212,18.4,3921033505,56,Right,3921033509,141,2.2,3921033503,3,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486965923,833,3,1,2,38,dv9l02o316cd9hbkxaho2u12f,0,85.9,9.2,2022-11-19T12:04:19.356Z,2022-11-21T04:30:27Z,3922853885,467,a9352zsh3xr7rcxs0jmho7o8a,3923157715,178,,3922853883,465,,3922853881,286,,3922853879,56,Right,,,,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486622027,24,1,1,2,42,dv9l02o316cd9hbkxaho2u12f,0,87.6,5.6,2022-11-19T12:04:23.666Z,2022-11-21T04:30:33Z,3923157765,178,,3921033685,140,82.1,3921033689,212,7.6,3921033691,213,3.8,3921033533,56,Right,3921033687,141,0.0,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486622095,24,5,1,2,44,8b523ujgl21tbc01me65q0aoh,1,19.6,101.4,2022-11-19T12:04:25.668Z,2022-11-21T04:30:35Z,3921033985,56,Back,3921033989,233,25,3921033987,347,,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486622037,25,5,1,2,44,dv9l02o316cd9hbkxaho2u12f,0,80.4,-1.4,2022-11-19T12:04:25.668Z,2022-11-21T04:30:36Z,3921033583,347,,3921034007,233,24,3921033581,56,Right,,,,,,,,,,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486622109,25,1,1,3,1,8b523ujgl21tbc01me65q0aoh,1,20.7,100,2022-11-19T12:04:42.367Z,2022-11-21T04:30:40Z,3921034091,212,17.6,3921034087,140,34.5,3921034085,56,Back,3921034093,213,5.7,3921034089,141,87.2,3921034083,107,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
