id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2503725191,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-02-04T14:15:02.528Z,2023-02-04T15:53:32Z,4011236457,30,"4e1c6yk50fl8hnwv6u1132j85, 937mkgz0gstvxyjiwfe9xiuzu, czwcateaukr5r9yibdem642qd, 6tqiy5a5cfpfm90j8r5udl8bu, b5j2ib54sum2pmzthjmfmr55h, 90ljpsmc6jf9657bs8cwkavl6, f1rmwe24zg4697bqpc3z0y40l, 2y1fhmv1aw0ocpu3h0wrfi1d6, 74p53a79q1tlis3a3gladqor9, e8whj7tdfmuk66shr30htmhud, dw7bhxe9mbg94udlycw98gpgp, 3je74tc5emuou6ckwdbscsbu, 71or1ne6d9zuo038qdt6vcvoq, 9vpu031whb1bj006mbw8hv2sp, 8bhf6lrrabp5tw5m8krirsm7e, e4xeswr8cpdkmlhijuf7oonsa, 3tlocewlh3mb53wd0hk8nucbt, b1cn7i49cjjiifnfw6xu18xsk",4011236495,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011236491,197,4826,4011236463,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4011236465,59,"13, 28, 3, 4, 22, 5, 8, 10, 9, 14, 27, 7, 16, 17, 20, 21, 23, 50",4011236477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4011236471,130,4,4011236483,194,f1rmwe24zg4697bqpc3z0y40l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503725233,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-04T14:15:05.371Z,2023-02-04T15:53:29Z,4011236737,130,17,4011236731,30,"biwjsmk8ytz2k4d9f141jw15h, a6sikfu3j1pp7mlfcdte2inoq, dkzos23k1n5ufrdg886p2dxt6, 18loyx03olyhtkt6scybwr8q1, 2di9tk08yuqcb4wn9dvmwh97t, 8nudzikxeestbjz4yww8r13v9, b0hjaqg0on2lrpfcjxfyz7uqy, 5n4yyffs5f8b7exry819c4xxx, 4eg87cdkpgishec2gc9stm8oa, 8fx84vh2k1x9c0dn66tivtzop, h4g0ji8lk43f7zcpl79henai, df3lhrpu9m9mqhk1h7hov4ic5, 1uqgky0sxqjs8bqd2h75rnmjt, 5djouum2kdazpcjf79gbk2ju1, 102xw59l2wg2jsd03w6vkgine, enwfqkgv2m6hfwwjmbvfx9m1h, bbmhqdyxk4tx05jrnv9m64rje, bkx6hb7gcdmw1v43o6tmgraad",4011236733,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4011236735,59,"34, 37, 44, 12, 5, 2, 23, 4, 8, 14, 17, 9, 10, 11, 16, 21, 24, 15",4011236739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4011236741,194,8nudzikxeestbjz4yww8r13v9,4011236743,197,4823,4011236745,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503776687,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-04T15:00:13.682Z,2023-02-04T15:00:13Z,4011491059,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503776707,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-02-04T15:00:13.682Z,2023-02-06T17:56:01Z,4011491127,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503776731,3,1,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,49.9,50.7,2023-02-04T15:00:13.728Z,2023-02-07T01:18:27Z,4011491241,141,51.1,4011491247,279,S,4011491245,213,3.1,4011491243,212,8.8,4011491237,140,41.5,4018180919,178,,4011491233,56,Back,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503776823,4,1,1,0,3,8rfydplrc9ki0sirqi0drcybk,0,27.2,49.1,2023-02-04T15:00:16.711Z,2023-02-07T01:18:34Z,4011491631,155,,4011491637,141,18.0,4018181051,178,,4011491639,212,59.1,4011491635,140,79.8,4011491633,56,Right,4011491641,213,5.9,4011491643,1,,90ljpsmc6jf9657bs8cwkavl6,C. Ndaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503776861,3,1,1,0,6,8mbtyq0has0uu0565fm9t5cdo,1,13.2,89.2,2023-02-04T15:00:20.187Z,2023-02-07T01:18:47Z,4011491787,212,20.8,4018181229,178,,4011491781,56,Back,4011491779,3,,4011491785,141,66.2,4011491789,213,5.4,4011491783,140,26.2,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503776915,4,2,1,0,8,8mbtyq0has0uu0565fm9t5cdo,1,27.5,59.4,2023-02-04T15:00:21.861Z,2023-02-07T01:19:06Z,4018181479,178,,4011492981,7,4eg87cdkpgishec2gc9stm8oa,4011492091,141,46.2,4011492087,56,Center,4011492089,140,55.3,4011492085,3,,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777101,5,55,1,0,8,8rfydplrc9ki0sirqi0drcybk,1,32.5,50.4,2023-02-04T15:00:21.862Z,2023-02-07T01:19:06Z,4017066213,189,,,,,,,,,,,,,,,,,,,,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777409,5,43,1,0,10,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-04T15:00:23.759Z,2023-02-06T09:55:14Z,4011494323,213,5.9,4011494319,212,22.7,4011494313,56,Back,4011494315,140,45.7,4011494317,141,49.7,4017066015,144,1,4011494311,3,0,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778051,6,1,1,0,49,8rfydplrc9ki0sirqi0drcybk,0,46.4,52.1,2023-02-04T15:01:03.562Z,2023-02-07T01:19:17Z,4011497099,141,23.3,4011497093,241,,4011497101,212,40.3,4011497103,213,5.8,4011497091,155,,4011497089,5,,4011497095,56,Center,4018181617,178,,90ljpsmc6jf9657bs8cwkavl6,C. Ndaba,4011497097,140,79.9,4011497105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778061,7,44,1,0,52,8rfydplrc9ki0sirqi0drcybk,1,78.6,24,2023-02-04T15:01:06.651Z,2023-02-07T09:32:40Z,4011497151,286,,4011497149,56,Center,4011500481,233,6,,,,,,,,,,,,,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778071,6,44,1,0,52,8mbtyq0has0uu0565fm9t5cdo,0,21.4,76,2023-02-04T15:01:06.652Z,2023-02-07T01:19:25Z,4011497615,233,7,4011497179,56,Back,4011497181,285,,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778105,8,1,1,0,53,8rfydplrc9ki0sirqi0drcybk,0,78.4,16.3,2023-02-04T15:01:06.689Z,2023-02-07T09:32:40Z,4011497371,213,0.0,4011497367,212,8.6,4011497355,56,Right,4011497359,140,86.6,4011497353,168,,4011497363,141,16.7,4018181907,178,,4011497349,3,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778119,9,44,1,0,54,8rfydplrc9ki0sirqi0drcybk,1,72.6,20.3,2023-02-04T15:01:07.836Z,2023-02-07T09:32:41Z,4011497645,233,7,4011497447,286,,4011497445,56,Right,,,,,,,,,,,,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778153,7,44,1,0,54,8mbtyq0has0uu0565fm9t5cdo,0,27.4,79.7,2023-02-04T15:01:07.837Z,2023-02-07T01:19:56Z,4011497625,56,Back,4011497627,285,,4011500457,233,9,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504837187,863,1,1,0,54,8rfydplrc9ki0sirqi0drcybk,1,85.9,15.6,2023-02-04T15:01:07.847Z,2023-02-07T09:32:41Z,4017069401,3,,4017069409,212,12.4,4017069403,56,Center,4017069407,141,25.9,4017069405,140,95.6,4017069411,213,0.6,4018182251,388,,,,,dw7bhxe9mbg94udlycw98gpgp,H. Macadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778215,8,43,1,0,56,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-04T15:01:09.920Z,2023-02-06T09:59:31Z,4011497899,141,76.4,4011497893,3,0,4011497895,56,Back,4011497901,212,13.0,4011497903,213,3.7,4017069135,144,1,4011497897,140,2.5,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778175,10,61,1,0,56,8rfydplrc9ki0sirqi0drcybk,0,92.1,30,2023-02-04T15:01:10.641Z,2023-02-07T01:20:25Z,4011497731,56,Center,4018182575,178,,,,,,,,,,,,,,,,,,,,e8whj7tdfmuk66shr30htmhud,J. Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778237,9,5,1,0,57,8mbtyq0has0uu0565fm9t5cdo,1,-0.9,75.3,2023-02-04T15:01:11.510Z,2023-02-07T01:21:01Z,4011498013,346,,4011498065,233,11,4011498011,56,Back,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778205,11,5,1,0,57,8rfydplrc9ki0sirqi0drcybk,0,100.9,24.7,2023-02-04T15:01:11.510Z,2023-02-07T01:21:02Z,4011497853,346,,4011497851,56,Center,4011498107,233,9,,,,,,,,,,,,,,,,e8whj7tdfmuk66shr30htmhud,J. Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778987,10,1,1,1,24,8mbtyq0has0uu0565fm9t5cdo,1,5.4,42.5,2023-02-04T15:01:37.721Z,2023-02-07T01:21:07Z,4011501701,212,61.4,4011501697,140,58.1,4011501709,74,,4011501705,1,,4011501703,213,5.8,4011501693,124,,4011501699,141,3.5,4011501695,56,Right,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779033,11,1,1,1,27,8mbtyq0has0uu0565fm9t5cdo,0,51.1,7.9,2023-02-04T15:01:41.314Z,2023-02-07T01:21:19Z,4011501909,141,3.4,4011501903,168,,4011501905,56,Right,4011501907,140,60.7,4011501901,3,,4011501913,213,6.0,4018183143,178,,4011501911,212,10.5,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779019,12,49,1,1,28,8rfydplrc9ki0sirqi0drcybk,1,23.1,92.3,2023-02-04T15:01:42.408Z,2023-02-07T01:21:27Z,,,,,,,,,,,,,,,,,,,,,,,,,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779275,13,1,1,1,29,8rfydplrc9ki0sirqi0drcybk,1,23.1,92.3,2023-02-04T15:01:43.569Z,2023-02-07T01:21:34Z,4011502931,212,70.9,4011502935,213,6.2,4011502939,1,,4011502925,56,Left,4011502929,141,86.5,4017072527,155,,4018183289,178,,4011502927,140,90.5,czwcateaukr5r9yibdem642qd,D. Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779297,14,3,1,1,35,8rfydplrc9ki0sirqi0drcybk,0,92.8,88.3,2023-02-04T15:01:49.333Z,2023-02-07T01:21:47Z,4018183439,178,,4011503035,286,,4011503033,56,Left,4017072643,465,,4011503365,233,12,,,,,,,,,,e8whj7tdfmuk66shr30htmhud,J. Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779345,12,7,1,1,35,8mbtyq0has0uu0565fm9t5cdo,1,7.2,11.7,2023-02-04T15:01:49.435Z,2023-02-07T01:21:54Z,4017072689,385,,4018183505,178,,4011503297,285,,4011503343,233,14,4011503295,56,Back,4011503293,167,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779419,13,5,1,1,36,8mbtyq0has0uu0565fm9t5cdo,0,6.6,-1.6,2023-02-04T15:01:50.026Z,2023-02-07T01:22:01Z,4011503655,347,,4011503653,56,Back,4011503811,233,15,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779437,15,5,1,1,36,8rfydplrc9ki0sirqi0drcybk,1,93.4,101.6,2023-02-04T15:01:50.026Z,2023-02-07T01:22:00Z,4011503781,233,13,4011503741,56,Left,4011503743,347,,,,,,,,,,,,,,,,,e8whj7tdfmuk66shr30htmhud,J. Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779533,16,1,1,1,41,8rfydplrc9ki0sirqi0drcybk,1,93.6,100,2023-02-04T15:01:55.009Z,2023-02-07T01:22:03Z,4011504193,212,12.7,4011504197,213,3.6,4011504187,141,93.5,4011504179,56,Left,4011504177,107,,4011504183,140,82.6,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779675,17,1,1,1,44,8rfydplrc9ki0sirqi0drcybk,0,80.8,92.3,2023-02-04T15:01:58.420Z,2023-02-07T01:22:08Z,4017072871,72,,4011504789,212,33.8,4011504783,56,Center,4011504779,2,,4011504781,155,,4011504791,213,5.2,4011504793,1,,4018183669,178,,czwcateaukr5r9yibdem642qd,D. Andrew,4011504785,140,95.7,4011504787,141,48.2,4017072869,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779663,14,52,1,1,46,8mbtyq0has0uu0565fm9t5cdo,1,3.5,47,2023-02-04T15:02:00.016Z,2023-02-07T01:22:16Z,4018183729,178,,4017072955,376,,,,,,,,,,,,,,,,,,,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780411,15,1,1,2,0,8mbtyq0has0uu0565fm9t5cdo,0,15.3,42.1,2023-02-04T15:02:13.773Z,2023-02-07T01:22:21Z,4011508343,212,55.7,4011508345,213,6.1,4011508341,141,25.0,4011508347,1,,4011508335,199,,4011508339,140,67.2,4011508337,56,Center,,,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780509,18,1,1,2,3,8rfydplrc9ki0sirqi0drcybk,1,22.4,74.2,2023-02-04T15:02:17.385Z,2023-02-07T01:22:34Z,4011508761,56,Back,4011508759,3,,4011508769,141,70.3,4011508765,140,26.4,4011508773,212,5.0,4011508775,213,5.7,4018183945,178,,,,,90ljpsmc6jf9657bs8cwkavl6,C. Ndaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780545,19,44,1,2,6,8rfydplrc9ki0sirqi0drcybk,1,22.2,75.8,2023-02-04T15:02:19.784Z,2023-02-07T09:32:41Z,4011508933,285,,4011509443,233,16,4011508929,56,Back,,,,,,,,,,,,,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780531,16,44,1,2,6,8mbtyq0has0uu0565fm9t5cdo,0,77.8,24.2,2023-02-04T15:02:19.785Z,2023-02-07T01:22:41Z,4011508865,286,,4011508863,56,Center,4011509627,233,19,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780599,20,1,1,2,6,8rfydplrc9ki0sirqi0drcybk,0,26.4,70.3,2023-02-04T15:02:19.830Z,2023-02-07T09:32:42Z,4011509217,56,Back,4011509219,140,34.7,4011509215,3,,4011509221,141,100.0,4018184109,388,,4011509223,212,22.9,4011509225,213,1.2,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781147,17,5,1,2,9,8mbtyq0has0uu0565fm9t5cdo,1,67,-1.2,2023-02-04T15:02:22.885Z,2023-02-07T01:22:56Z,4011511825,56,Right,4011511867,233,21,4011511827,347,,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780613,21,5,1,2,9,8rfydplrc9ki0sirqi0drcybk,0,33,101.2,2023-02-04T15:02:22.885Z,2023-02-07T01:22:56Z,4011509279,347,,4011511947,233,17,4011509277,56,Back,,,,,,,,,,,,,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781613,18,1,1,2,31,8mbtyq0has0uu0565fm9t5cdo,0,70.2,0,2023-02-04T15:02:44.757Z,2023-02-07T01:23:57Z,4011514369,140,89.4,4011514365,107,,4011514367,56,Center,4011514371,141,27.0,4011514373,212,27.9,4011514379,1,,4011514375,213,0.8,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781709,22,12,1,2,33,8rfydplrc9ki0sirqi0drcybk,1,8.4,63.4,2023-02-04T15:02:47.168Z,2023-02-07T01:24:05Z,4011514835,213,1.0,4011514833,212,5.8,4011514831,141,70.6,4018185025,388,,4011514887,15,,4011514827,56,Back,4011514829,140,11.4,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781761,19,1,1,2,35,8mbtyq0has0uu0565fm9t5cdo,0,86.4,23.9,2023-02-04T15:02:48.985Z,2023-02-07T01:24:11Z,4018185131,178,,4011515081,212,14.9,4011515075,56,Center,4011515079,141,40.9,4011515073,3,,4011515083,213,0.9,4011515077,140,95.4,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781811,23,12,1,2,37,8rfydplrc9ki0sirqi0drcybk,1,7.6,65.1,2023-02-04T15:02:50.795Z,2023-02-07T01:24:18Z,4011515287,140,7.5,4011515333,15,,4011515285,56,Back,4011515289,141,73.2,4011515293,213,1.6,4018185219,388,,4011515291,212,5.5,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781925,20,1,1,2,38,8mbtyq0has0uu0565fm9t5cdo,0,91.7,23.9,2023-02-04T15:02:52.511Z,2023-02-07T01:24:22Z,4011515859,140,93.8,4011515855,3,,4011515863,212,10.0,4011515861,141,38.3,4011515867,213,1.3,4018185271,388,,4011515857,56,Center,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781953,24,12,1,2,39,8rfydplrc9ki0sirqi0drcybk,1,7.7,66.7,2023-02-04T15:02:52.950Z,2023-02-07T01:24:35Z,4018185419,178,,4011516003,141,67.8,4011516269,167,,4011516265,15,,4011516005,212,8.4,4011515999,56,Back,4011516001,140,0.0,4011516007,213,3.1,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503782079,21,6,1,2,40,8mbtyq0has0uu0565fm9t5cdo,1,97,35.2,2023-02-04T15:02:54.174Z,2023-02-07T01:24:44Z,4011516719,75,,4011516717,56,Center,4011516749,233,25,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781979,25,6,1,2,40,8rfydplrc9ki0sirqi0drcybk,0,3,64.8,2023-02-04T15:02:54.174Z,2023-02-07T01:24:44Z,4011516135,56,Back,4011516883,233,21,4011516137,73,,,,,,,,,,,,,,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503783027,22,1,1,3,8,8mbtyq0has0uu0565fm9t5cdo,0,99.5,0.5,2023-02-04T15:03:21.790Z,2023-02-07T01:24:47Z,4011521597,140,95.9,4011521595,56,Center,4011521603,213,1.7,4011521589,6,,4011521601,212,35.7,4017074249,386,,4018185591,178,,4011521591,155,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,4011521593,225,,4011521599,141,52.7,4011521605,1,4017074251,20,4011521587,2,,,,,,,,,,,,,,,,,,,,,,,,,,
