id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2540701031,6,1,1,0,23,dv9l02o316cd9hbkxaho2u12f,0,39.3,0,2023-04-29T14:02:46.906Z,2023-05-01T14:25:11Z,4234833099,1,,4234833077,56,Right,4234833083,141,7.0,4234833079,140,60.7,4234833075,107,,4234833093,213,0.3,4234833087,212,23.3,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701101,9,1,1,0,25,8b523ujgl21tbc01me65q0aoh,1,39.6,94.8,2023-04-29T14:02:48.735Z,2023-05-01T14:25:17Z,4234833471,212,10.9,4243493817,388,,4234833469,141,79.3,4234833465,56,Back,4234833473,213,4.5,4234833467,140,37.1,4234833463,3,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701173,10,1,1,0,28,8b523ujgl21tbc01me65q0aoh,1,36.4,77.8,2023-04-29T14:02:51.443Z,2023-05-01T14:25:23Z,4243494267,178,,4234833809,3,,4234833815,141,69.4,4234833819,213,3.5,4234833817,212,16.7,4234833813,140,21.5,4234833811,56,Back,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701181,11,49,1,0,29,8b523ujgl21tbc01me65q0aoh,1,21.2,68.5,2023-04-29T14:02:52.628Z,2023-05-01T14:25:30Z,,,,,,,,,,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701275,12,1,1,0,29,8b523ujgl21tbc01me65q0aoh,0,21.2,68.5,2023-04-29T14:02:52.689Z,2023-05-01T14:25:34Z,4234834261,141,72.7,4234834263,212,39.4,4234834257,56,Center,4243494861,178,,4234834267,1,,4234834265,213,0.1,4234834259,140,58.6,4234834255,157,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701339,7,49,1,0,35,dv9l02o316cd9hbkxaho2u12f,1,29.8,35.5,2023-04-29T14:02:58.445Z,2023-05-01T14:25:41Z,,,,,,,,,,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701495,8,1,1,0,35,dv9l02o316cd9hbkxaho2u12f,1,29.9,35.1,2023-04-29T14:02:58.491Z,2023-05-01T14:25:43Z,4234835249,141,45.4,4243495405,178,,4234835243,56,Back,4234835251,212,27.6,4234835247,140,4.5,4234835253,213,2.9,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701633,9,1,1,0,39,dv9l02o316cd9hbkxaho2u12f,0,7.8,41.8,2023-04-29T14:03:01.934Z,2023-05-01T14:25:50Z,4234835851,141,55.2,4243495695,178,,4234835841,56,Back,4234835837,155,,4234835857,212,42.6,4234835865,213,0.2,4234835871,1,,4234835845,140,47.4,8hiqkrsoskyhhoc0n0wp7lql1,G. Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701657,13,44,1,0,42,8b523ujgl21tbc01me65q0aoh,1,54,45.6,2023-04-29T14:03:05.053Z,2023-05-01T15:21:08Z,4234835961,286,,4234836081,233,10,4234835955,56,Center,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701645,10,44,1,0,42,dv9l02o316cd9hbkxaho2u12f,0,46,54.4,2023-04-29T14:03:05.054Z,2023-05-01T14:25:57Z,4234835905,56,Back,4234835909,285,,4234836361,233,13,,,,,,,,,,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701693,14,1,1,0,42,8b523ujgl21tbc01me65q0aoh,1,54.4,45.6,2023-04-29T14:03:05.090Z,2023-05-01T15:21:08Z,4234836153,213,0,4234836143,3,,4234836151,212,10.9,4234836147,140,64.8,4234836149,141,45.6,4234836145,56,Center,4243496179,388,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701783,15,49,1,0,43,8b523ujgl21tbc01me65q0aoh,1,64.2,45.1,2023-04-29T14:03:06.007Z,2023-05-01T14:46:43Z,,,,,,,,,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701841,16,1,1,0,45,8b523ujgl21tbc01me65q0aoh,1,64.2,45.1,2023-04-29T14:03:08.342Z,2023-05-01T14:46:47Z,4234836819,56,Center,4234836825,212,9.7,4234836823,141,59.4,4243552551,178,,4234836821,140,63.9,4234836827,213,1.6,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701865,17,50,1,0,46,8b523ujgl21tbc01me65q0aoh,1,66,60.6,2023-04-29T14:03:09.010Z,2023-05-01T14:47:29Z,4234836911,56,Center,4234836919,286,,4234837217,233,11,,,,,,,,,,,,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540701899,11,7,1,0,46,dv9l02o316cd9hbkxaho2u12f,0,34,39.4,2023-04-29T14:03:09.041Z,2023-05-01T14:47:32Z,4242457117,383,,4234837151,233,17,4234837079,285,,4243553541,178,,4234837077,56,Back,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702019,18,1,1,0,48,8b523ujgl21tbc01me65q0aoh,1,62.5,64.9,2023-04-29T14:03:11.385Z,2023-05-01T14:47:39Z,4234837653,212,16.8,4243554457,178,,4234837647,140,68.0,4234837651,141,88.1,4234837645,56,Left,4234837655,213,1.2,,,,,,,6o9v88iiwvbulajrwpd7uvkr9,M. Luongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702077,19,1,1,0,50,8b523ujgl21tbc01me65q0aoh,1,68,88.1,2023-04-29T14:03:12.960Z,2023-05-01T14:47:48Z,4234837943,56,Center,4234837961,213,5.0,4234837947,141,75.3,4234837951,212,9.1,4234837945,140,70.5,4243554725,178,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702215,20,1,1,0,50,8b523ujgl21tbc01me65q0aoh,1,70.5,75.3,2023-04-29T14:03:13.901Z,2023-05-01T14:47:52Z,4234838623,212,9.4,4234838621,141,66.9,4234838627,213,3.8,4243554919,178,,4234838617,56,Center,4234838619,140,63.4,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702313,21,1,1,0,55,8b523ujgl21tbc01me65q0aoh,1,62.3,61.5,2023-04-29T14:03:18.489Z,2023-05-01T14:47:58Z,4234839149,141,25.6,4234839145,140,59.0,4243555101,178,,4234839155,213,4.6,4234839143,56,Center,4234839151,212,24.7,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702801,22,1,1,0,58,8b523ujgl21tbc01me65q0aoh,1,59.8,21,2023-04-29T14:03:21.636Z,2023-05-01T14:48:03Z,4234841671,212,11.8,4234841673,213,1.4,4234841669,141,38.2,4234841665,56,Center,4234841667,140,61.2,4243555215,178,,,,,,,,b7yfyzrvj7yjo48pu8faqnvft,H. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702821,23,4,1,1,8,8b523ujgl21tbc01me65q0aoh,1,54.2,44.4,2023-04-29T14:03:31.489Z,2023-05-01T14:48:08Z,4234841999,233,12,4234841765,152,,4234841769,286,,4242458263,294,,4234841763,56,Center,4234841761,13,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540702861,12,4,1,1,8,dv9l02o316cd9hbkxaho2u12f,0,45.8,55.6,2023-04-29T14:03:31.490Z,2023-05-01T14:48:07Z,4242458217,294,,4234841919,13,,4234842051,233,23,4234841927,285,,4234841921,56,Back,4243555337,178,,4234841923,152,,,,,5w3e46d2oh5wzrizfi9rdgwoa,J. Coley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703409,24,1,1,1,23,8b523ujgl21tbc01me65q0aoh,1,55,47,2023-04-29T14:03:46.631Z,2023-05-01T14:48:17Z,4234844649,56,Back,4234844645,5,,4243555793,178,,4234844655,212,12.1,4234844657,213,2.2,4234844651,140,48.2,4234844647,152,,4234844653,141,61.4,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703513,25,1,1,1,26,8b523ujgl21tbc01me65q0aoh,1,48.2,61.4,2023-04-29T14:03:49.182Z,2023-05-01T14:48:20Z,4234845189,155,,4234845201,1,,4234845199,213,5.5,4234845195,141,13.5,4234845197,212,47.0,4243555893,178,,4234845193,140,80.5,4234845191,56,Right,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703615,26,1,1,1,28,8b523ujgl21tbc01me65q0aoh,1,80.5,13.5,2023-04-29T14:03:51.850Z,2023-05-01T14:48:33Z,4243556377,388,,4234845719,213,1.7,4234845715,141,37.3,4234845707,3,,4234845717,212,16.3,4234845711,56,Center,4234845713,140,78.4,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703657,27,1,1,1,31,8b523ujgl21tbc01me65q0aoh,0,77.8,32.8,2023-04-29T14:03:54.556Z,2023-05-01T14:48:40Z,4234845917,56,Center,4234845921,141,43.1,4234845923,212,11.5,4234845925,213,0.7,4243556739,178,,4234845919,140,86.5,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703971,13,12,1,1,33,dv9l02o316cd9hbkxaho2u12f,1,14.3,44,2023-04-29T14:03:56.045Z,2023-05-01T14:48:45Z,4243557001,178,,4234847379,213,0.6,4234847375,141,90.0,4234847377,212,53.6,4234847373,140,55.8,4234847371,56,Left,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540703999,28,1,1,1,37,8b523ujgl21tbc01me65q0aoh,0,46.2,10.1,2023-04-29T14:04:00.116Z,2023-05-01T14:48:49Z,4234847505,56,Right,4234847509,141,0.0,4243557155,178,,4234847515,1,,4234847513,213,6.0,4234847511,212,25.7,4234847503,157,,4234847507,140,69.5,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540704905,14,5,1,1,38,dv9l02o316cd9hbkxaho2u12f,1,33.9,101.1,2023-04-29T14:04:01.059Z,2023-05-01T14:49:25Z,4234852005,233,29,4234851929,56,Back,4234851931,347,,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540704007,29,5,1,1,38,8b523ujgl21tbc01me65q0aoh,0,66.1,-1.1,2023-04-29T14:04:01.059Z,2023-05-01T14:49:25Z,4234847531,347,,4234847529,56,Right,4234852079,233,14,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540704971,15,1,1,2,6,dv9l02o316cd9hbkxaho2u12f,1,38.3,100,2023-04-29T14:04:28.932Z,2023-05-01T14:51:46Z,4234852285,212,14.6,4234852273,107,,4234852287,213,4.8,4234852283,141,80.6,4234852275,56,Back,4234852279,140,39.4,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705071,16,1,1,2,8,dv9l02o316cd9hbkxaho2u12f,1,39.1,77.6,2023-04-29T14:04:30.918Z,2023-05-01T14:51:49Z,4234852771,213,2.8,4234852765,140,19.1,4234852769,212,22.1,4234852763,56,Back,4234852767,141,87.8,4243562913,178,,,,,,,,2nvu4o5lbowvig5ddb4563n8q,K. Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705205,17,1,1,2,10,dv9l02o316cd9hbkxaho2u12f,1,21.1,87.7,2023-04-29T14:04:33.739Z,2023-05-01T14:51:52Z,4234853389,140,8.0,4234853395,213,4.1,4243563079,178,,4234853387,56,Back,4234853393,212,23.2,4234853391,141,60.2,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705275,18,1,1,2,13,dv9l02o316cd9hbkxaho2u12f,0,7.9,60.6,2023-04-29T14:04:36.749Z,2023-05-01T14:51:56Z,4234853729,213,6.0,4234853733,1,,4234853715,56,Center,4234853719,140,59.2,4234853711,155,,4234853723,141,34.2,4234853727,212,56.8,4243563125,178,,8hiqkrsoskyhhoc0n0wp7lql1,G. Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705393,30,1,1,2,16,8b523ujgl21tbc01me65q0aoh,1,44.8,63.9,2023-04-29T14:04:39.503Z,2023-05-01T14:52:00Z,4234854377,213,5.7,4234854373,141,40.1,4234854369,56,Center,4234854371,140,68.3,4234854367,3,,4243563273,178,,4234854375,212,29.5,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542131727,812,49,1,2,19,8b523ujgl21tbc01me65q0aoh,1,70.7,49,2023-04-29T14:04:42.023Z,2023-05-01T14:52:44Z,,,,,,,,,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705419,31,1,1,2,19,8b523ujgl21tbc01me65q0aoh,0,68.3,40.1,2023-04-29T14:04:42.054Z,2023-05-01T14:52:48Z,4234854531,212,13.8,4234854529,141,60.2,4234854525,56,Center,4243564863,178,,4234854533,213,1.7,4234854527,140,66.7,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705535,19,12,1,2,20,dv9l02o316cd9hbkxaho2u12f,1,28,37,2023-04-29T14:04:43.173Z,2023-05-01T14:53:00Z,4234855111,140,27.9,4234855123,213,1.6,4234855233,167,,4234855109,56,Back,4243565221,178,,4234855115,141,100.0,4234855119,212,43.7,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705545,20,5,1,2,23,dv9l02o316cd9hbkxaho2u12f,0,29.9,101.4,2023-04-29T14:04:46.625Z,2023-05-01T14:53:04Z,4234855157,56,Back,4234857353,233,32,4234855159,347,,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540705941,32,5,1,2,23,8b523ujgl21tbc01me65q0aoh,1,70.1,-1.4,2023-04-29T14:04:46.625Z,2023-05-01T14:53:03Z,4234857253,347,,4234857311,233,20,4234857251,56,Right,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540706017,33,1,1,2,34,8b523ujgl21tbc01me65q0aoh,1,72.2,0,2023-04-29T14:04:57.744Z,2023-05-01T14:53:09Z,4234857651,107,,4234857653,56,Right,4234857661,212,18.9,4234857663,213,0.3,4234857657,140,89.5,4234857659,141,6.2,,,,,,,b7yfyzrvj7yjo48pu8faqnvft,H. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542131877,813,61,1,2,36,8b523ujgl21tbc01me65q0aoh,0,85.7,8.7,2023-04-29T14:04:59.165Z,2023-05-01T14:53:19Z,4243565823,178,,4242460261,56,Right,,,,,,,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
